Team,Opp,Date,Result,H/A,GF,GA,GD,PK,PKm,G-PK,Poss,PKatt,Comp,Att (GK),Thr,Pa Launch%,Pa AvgLen,Won,Lost,Won%,Att To,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,Last3rd Car,OppCr,Stp,Stp%,CrdY,CrdR,2CrdY,Fls,Fld,GCA,PassLive Gc,PassDead Gc,TO Gc,Sh-Gc,Fld Gc,Def-Gc,GK Att,Launch%,AvgLen,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Off,PKwon,PKcon,OG,Recov,#OPA,AvgDist,Cmp,Pas Att,Cmp%,KP,Last3rd PA,PPA,CrsPA,PrgP,TotDist Pas,PrgDist Pas,Cmp 5-15,Att 5-15,Cmp% 5-15,Cmp 15-30,Att 15-30,Cmp% 15-30,Cmp 30+,Att 30+,Cmp% 30+,PKdef,PKA,PKms,Missed PK%,PKAg,PKsv,PK Save%,FK Ag,CKG,OGK,Live Pas,Dead,Pas FK,TB,Sw,Crs,TI,CK,In,Out,Str,Ps Off,PTo,Rec,Last3rd Rec,CPA,Mis,Dis,SCA,PassLive Sc,PassDead Sc,TO Sc,Sh-Sh,Fld Sc,Def-Sc,SoTA,Saves,Save%,Touches,Def Pen,Tch Def 3rd,Tch Mid 3rd,Tch Att 3rd,Att Pen,Live Tch,Tkl,TklW,Tkl Def 3rd,Tkl Mid 3rd,Tkl Att 3rd,Tkl.2,Tkl Att,Tkl%,Lost Tkl,Ints,BlcSh,Pass,Int,Tkl+Int,Clr,Err,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,FKAtt,PSxG,PSxG/SoT,PSxG+/-
Lille,Angers,2024-08-24,W,H,2,0,2,0,0,2,64,0,fr Ligue 1,22,0,36.4,36.9,9,8,52.9,22,13,59.1,9,40.9,454,2440,1195,17,20,8,0,0.0,1,0,0,9,17,4,3,0,1,0,0,0,6,16.7,25.2,11,0.18,0.33,6,54.5,18.8,1,1,0,0,0,49,1,24.0,538,637,84.5,9,47,12,2,56,9697,2909,213,239,89.1,270,292,92.5,45,71,63.4,0,0,0,,0,0,,0,0,0,584,52,21,1,2,12,21,3,1,1,0,1,12,534,20,6,14,14,21,19,0,1,0,1,0,2,2,100.0,722,43,142,401,186,28,722,20,10,2,13,5,11,16,68.8,5,10,1,9,6,26,8,0,0.9,0.9,0.3,0.3,0.8,0.8,1.1,1.1,1.2,0.08,1,0.5,0.27,0.5
Le Havre,Saint-Étienne,2024-08-24,W,A,2,0,2,1,0,1,41,1,fr Ligue 1,20,5,50.0,41.2,11,15,42.3,21,11,52.4,6,28.6,239,1370,695,15,12,10,1,10.0,3,0,0,10,12,3,1,1,0,0,1,0,8,50.0,39.8,13,0.08,0.25,4,30.8,20.4,0,3,1,0,0,38,0,9.0,262,348,75.3,8,21,7,3,37,4633,1922,120,141,85.1,107,127,84.3,26,59,44.1,0,0,0,,0,0,,0,0,0,301,44,13,1,1,19,18,4,3,1,0,3,5,260,12,5,17,1,24,11,4,2,2,3,2,5,5,100.0,463,50,147,201,121,16,462,17,13,5,9,3,9,20,45.0,11,10,5,5,10,27,21,0,2.4,1.6,1.3,0.5,1.4,1.0,-0.4,-0.6,-0.4,0.12,0,0.8,0.17,0.8
Angers,Lille,2024-08-24,L,A,0,2,-2,0,0,0,36,0,fr Ligue 1,28,9,25.0,33.0,8,9,47.1,16,5,31.3,11,68.8,284,1347,558,11,3,11,2,18.2,2,0,0,18,7,0,0,0,0,0,0,0,4,25.0,22.0,6,0.0,0.0,2,33.3,17.7,0,4,0,0,0,42,0,10.7,285,361,78.9,4,19,3,2,18,4732,1869,146,161,90.7,111,123,90.2,22,52,42.3,0,0,0,,0,0,,0,0,0,321,36,10,0,0,8,18,2,1,1,0,4,8,282,3,2,13,9,10,10,0,0,0,0,0,6,4,66.7,487,73,227,216,48,7,487,23,14,17,5,1,9,22,40.9,13,14,2,12,9,32,28,0,0.6,0.6,-0.3,-0.3,0.5,0.2,-0.6,-0.6,-0.5,0.1,0,1.5,0.26,-0.5
Monaco,Lyon,2024-08-24,W,A,2,0,2,0,0,2,60,0,fr Ligue 1,24,3,25.0,28.9,9,4,69.2,20,7,35.0,12,60.0,347,2274,1177,32,20,5,1,20.0,3,1,1,9,18,4,4,0,0,0,0,0,7,28.6,28.9,21,0.1,0.33,6,28.6,17.9,0,1,0,0,0,51,2,17.0,450,542,83.0,15,30,10,3,50,7196,2613,227,251,90.4,165,199,82.9,38,60,63.3,0,0,0,,0,0,,0,0,0,480,61,23,0,7,25,24,6,3,2,0,1,9,448,20,7,11,13,37,30,3,2,2,0,0,0,0,,651,48,154,337,163,26,651,25,20,16,7,2,15,23,65.2,8,5,0,5,8,33,14,0,2.2,2.2,2.2,2.2,1.4,1.7,-0.2,-0.2,0.6,0.11,0,0.0,,0.0
Lyon,Monaco,2024-08-24,L,H,0,2,-2,0,0,0,40,0,fr Ligue 1,19,8,57.9,46.1,4,9,30.8,24,8,33.3,15,62.5,205,1312,575,15,10,22,2,9.1,2,0,0,19,9,0,0,0,0,0,0,0,15,6.7,21.9,1,0.0,,0,0.0,29.7,0,4,0,0,0,42,0,6.0,281,362,77.6,0,24,6,2,26,4946,2234,137,162,84.6,103,128,80.5,33,56,58.9,0,0,0,,0,0,,0,0,0,304,54,10,1,2,7,26,0,0,0,0,4,5,278,10,4,20,10,2,2,0,0,0,0,0,6,4,66.7,492,75,209,199,90,10,492,25,14,9,11,5,12,19,63.2,7,12,5,7,12,37,25,0,0.0,0.0,-2.2,-2.2,0.0,0.3,0.0,0.0,0.0,0.03,0,2.5,0.42,0.5
Saint-Étienne,Le Havre,2024-08-24,L,H,0,2,-2,0,0,0,59,0,fr Ligue 1,20,3,40.0,37.4,15,11,57.7,20,11,55.0,9,45.0,308,2012,989,15,14,17,0,0.0,3,0,0,12,9,0,0,0,0,0,0,0,10,20.0,27.5,19,0.0,0.0,5,26.3,17.5,1,2,0,1,0,37,2,19.2,408,495,82.4,9,35,5,1,39,7598,2336,144,168,85.7,222,250,88.8,35,60,58.3,1,1,0,0.0,1,0,0.0,0,1,0,444,49,12,1,5,11,22,2,1,1,0,2,6,406,14,3,17,8,32,18,4,4,4,2,0,5,3,80.0,588,51,178,270,144,18,588,7,4,4,2,1,6,17,35.3,11,7,2,5,6,13,18,0,1.1,1.1,-1.3,-0.5,0.6,0.5,-1.1,-1.1,-0.6,0.06,1,1.4,0.17,-0.6
Brest,Lens,2024-08-25,L,A,0,2,-2,0,0,0,48,0,fr Ligue 1,50,6,50.0,38.2,15,23,39.5,20,9,45.0,11,55.0,304,1491,635,14,13,18,1,5.6,3,0,0,7,10,0,0,0,0,0,0,0,7,71.4,47.9,11,0.0,0.0,2,18.2,15.2,0,1,0,0,1,42,0,8.0,388,494,78.5,9,25,12,5,33,7071,2786,174,203,85.7,148,169,87.6,50,94,53.2,0,0,0,,0,0,,0,0,1,455,38,16,0,0,16,10,2,1,0,0,1,6,383,13,2,13,5,22,20,1,1,0,0,0,9,8,77.8,611,99,244,271,102,17,611,12,7,5,5,2,6,14,42.9,8,11,5,6,19,31,24,0,0.9,0.9,-2.1,-2.1,0.8,0.9,-0.9,-0.9,-0.8,0.08,0,1.8,0.2,0.8
Reims,Marseille,2024-08-25,D,A,2,2,0,0,0,2,34,0,fr Ligue 1,24,2,41.7,39.3,3,10,23.1,13,10,76.9,3,23.1,263,1376,717,15,9,14,0,0.0,1,0,0,13,10,3,0,0,2,1,0,0,5,60.0,46.0,13,0.15,0.67,3,23.1,18.0,0,1,0,0,0,46,0,3.0,276,355,77.7,9,25,6,3,25,5062,1892,121,141,85.8,117,131,89.3,29,65,44.6,0,0,0,,0,0,,0,0,0,320,34,12,1,3,15,10,4,3,0,0,1,4,274,9,3,18,3,23,16,1,3,2,0,1,10,8,80.0,463,66,172,188,109,14,463,12,10,2,6,4,6,11,54.5,5,18,6,12,6,18,24,2,0.9,0.9,-2.2,-2.2,0.6,0.5,1.1,1.1,-0.6,0.07,0,3.2,0.35,1.2
Auxerre,Nantes,2024-08-25,L,A,0,2,-2,0,0,0,64,0,fr Ligue 1,36,5,38.9,33.2,18,10,64.3,19,8,42.1,8,42.1,435,2189,945,20,17,15,2,13.3,1,1,0,6,9,0,0,0,0,0,0,0,4,50.0,39.0,12,0.0,0.0,3,25.0,16.4,0,1,0,0,0,43,1,15.0,498,615,81.0,9,30,7,2,45,8794,2986,214,248,86.3,229,260,88.1,42,76,55.3,0,0,0,,0,0,,0,0,0,562,52,11,0,4,32,22,12,5,6,0,1,11,492,17,4,18,13,23,19,2,1,0,1,0,5,3,60.0,736,61,237,359,148,21,736,22,15,17,3,2,9,18,50.0,9,8,1,7,10,32,31,1,1.1,1.1,-0.3,-0.3,1.1,1.3,-1.1,-1.1,-1.1,0.09,0,1.4,0.27,-0.6
Toulouse,Nice,2024-08-25,D,A,1,1,0,0,0,1,43,0,fr Ligue 1,24,2,50.0,39.3,15,18,45.5,21,9,42.9,12,57.1,211,1093,654,18,10,12,1,8.3,1,0,0,21,11,2,2,0,0,0,0,0,11,45.5,35.4,15,0.07,0.33,3,20.0,17.8,1,1,0,0,0,42,2,14.7,275,372,73.9,11,16,5,0,28,5108,1917,105,130,80.8,137,165,83.0,26,56,46.4,0,0,0,,0,0,,0,0,0,325,46,11,0,1,13,18,4,1,3,0,1,12,270,10,5,13,7,26,15,3,3,2,2,1,3,2,66.7,474,54,156,225,103,18,474,26,15,9,14,3,18,28,64.3,10,9,2,7,5,31,19,0,1.0,1.0,-0.3,-0.3,0.8,0.8,0.0,0.0,0.2,0.07,1,0.6,0.21,-0.4
Rennes,Strasbourg,2024-08-25,L,A,1,3,-2,0,0,1,41,0,fr Ligue 1,25,5,40.0,34.3,12,11,52.2,20,6,30.0,14,70.0,223,1304,651,12,9,7,0,0.0,4,0,0,19,9,2,2,0,0,0,0,0,3,33.3,33.7,14,0.07,0.2,5,35.7,19.6,1,1,0,0,1,47,0,2.0,308,399,77.2,8,32,10,1,48,6048,2176,96,110,87.3,160,196,81.6,42,70,60.0,0,0,0,,0,0,,0,1,1,357,41,10,0,5,16,19,5,4,1,0,1,5,303,9,3,13,7,24,15,2,1,4,1,1,5,3,40.0,509,32,117,243,153,25,509,19,11,6,11,2,8,11,72.7,3,12,3,9,11,30,10,0,1.1,1.1,0.4,0.4,0.5,0.8,-0.1,-0.1,-0.5,0.08,1,1.4,0.28,-0.6
Strasbourg,Rennes,2024-08-25,W,H,3,1,2,0,0,2,59,0,fr Ligue 1,52,7,17.3,25.5,11,12,47.8,12,3,25.0,8,66.7,374,1812,965,17,11,13,0,0.0,2,0,0,9,19,3,1,0,0,1,1,0,6,16.7,18.8,11,0.18,0.4,5,45.5,13.9,0,3,0,0,0,38,3,12.0,486,580,83.8,7,24,4,3,18,8256,2725,221,247,89.5,232,262,88.5,31,63,49.2,0,0,0,,0,0,,0,0,0,530,47,20,0,2,9,17,2,1,1,0,3,9,482,11,2,15,11,17,12,1,0,1,1,2,5,4,80.0,690,107,356,250,86,11,690,21,12,16,4,1,14,20,70.0,6,7,3,4,7,28,27,0,0.7,0.7,-0.4,-0.4,0.4,0.5,1.3,1.3,0.6,0.07,0,1.0,0.21,0.0
Nantes,Auxerre,2024-08-25,W,H,2,0,2,0,0,2,36,0,fr Ligue 1,13,2,46.2,41.2,10,18,35.7,20,9,45.0,9,45.0,173,1067,535,15,14,28,1,3.6,2,0,0,9,5,3,1,0,2,0,0,0,7,42.9,41.0,9,0.22,0.4,5,55.6,16.7,1,2,0,0,0,44,0,5.8,240,346,69.4,5,22,7,2,27,4204,1974,103,129,79.8,111,142,78.2,21,51,41.2,0,0,0,,0,0,,0,0,0,297,47,6,1,2,22,30,3,1,1,0,2,12,239,14,7,12,13,15,8,1,4,1,1,0,3,3,100.0,488,73,180,177,136,20,488,21,13,10,6,5,8,16,50.0,8,15,5,10,10,31,41,0,1.4,1.4,0.3,0.3,0.9,0.6,0.6,0.6,0.1,0.16,1,0.3,0.11,0.3
Marseille,Reims,2024-08-25,D,H,2,2,0,0,0,2,66,0,fr Ligue 1,27,5,14.8,27.1,10,3,76.9,11,5,45.5,6,54.5,413,2479,1288,19,10,14,2,14.3,1,0,0,10,12,3,2,0,0,1,0,0,8,0.0,11.0,21,0.1,0.2,10,47.6,15.7,0,3,0,0,0,40,5,19.0,599,676,88.6,13,42,14,5,51,10380,3082,247,262,94.3,300,324,92.6,42,65,64.6,0,0,0,,0,0,,0,1,0,626,47,14,2,2,15,20,2,0,1,0,3,13,595,10,7,13,6,36,28,1,1,5,1,0,3,1,33.3,761,62,210,406,146,30,761,6,2,2,4,0,3,13,23.1,10,8,5,3,4,10,17,1,3.0,3.0,2.2,2.2,1.4,1.1,-1.0,-1.0,-0.4,0.16,0,0.9,0.38,-1.1
Nice,Toulouse,2024-08-25,D,H,1,1,0,0,0,1,57,0,fr Ligue 1,28,3,0.0,18.8,18,15,54.5,29,10,34.5,18,62.1,287,1476,636,10,10,12,3,25.0,4,0,0,12,21,2,2,0,0,0,0,0,6,50.0,38.2,11,0.09,0.33,3,27.3,13.6,1,1,0,0,0,42,0,5.3,406,502,80.9,7,20,5,1,26,7040,2550,173,198,87.4,205,231,88.7,25,56,44.6,0,0,0,,0,0,,0,0,0,444,57,21,4,1,20,24,4,0,4,0,1,12,401,10,4,23,8,21,11,5,3,0,2,0,3,2,66.7,625,54,221,299,108,21,625,19,7,5,14,0,12,21,57.1,9,17,5,12,6,25,12,2,1.3,1.3,0.3,0.3,1.1,0.9,-0.3,-0.3,-0.1,0.12,1,1.1,0.36,0.1
Lens,Brest,2024-08-25,W,H,2,0,2,0,0,1,52,0,fr Ligue 1,16,4,56.3,44.3,23,15,60.5,14,8,57.1,6,42.9,370,1506,736,12,12,13,3,23.1,2,1,0,10,7,2,2,0,0,0,0,0,12,33.3,28.6,20,0.05,0.11,9,45.0,14.0,1,6,0,0,0,50,0,4.7,429,543,79.0,16,36,20,3,58,7119,2900,221,254,87.0,164,185,88.6,36,67,53.7,0,0,0,,0,0,,0,0,0,496,41,7,2,0,22,16,5,3,2,0,6,7,425,12,0,12,6,35,24,3,2,4,2,0,2,2,100.0,643,49,150,313,183,34,643,16,7,7,4,5,11,20,55.0,9,6,0,6,10,26,15,0,2.9,2.9,2.1,2.1,2.1,2.1,-1.9,-1.9,-1.1,0.15,1,0.5,0.23,0.5
Lyon,Strasbourg,2024-08-30,W,H,4,3,1,0,0,4,48,0,fr Ligue 1,17,4,35.3,36.4,12,12,50.0,17,7,41.2,9,52.9,364,1555,737,17,8,7,2,28.6,3,0,0,11,6,6,4,0,0,2,0,0,3,33.3,33.0,20,0.2,0.33,12,60.0,14.6,0,4,0,0,0,50,0,10.0,359,452,79.4,16,37,15,2,46,5761,2410,177,201,88.1,146,176,83.0,22,44,50.0,0,0,0,,0,0,,0,1,0,412,36,8,2,2,20,12,9,7,2,0,4,11,357,8,5,16,9,34,28,1,1,4,0,0,8,5,62.5,567,50,155,233,184,33,567,20,15,8,9,3,7,16,43.8,9,17,5,12,8,28,8,2,2.9,2.9,0.2,0.2,2.3,2.8,1.1,1.1,-0.3,0.15,0,3.5,0.43,0.5
Strasbourg,Lyon,2024-08-30,L,A,3,4,-1,0,0,3,52,0,fr Ligue 1,25,6,16.0,26.0,12,12,50.0,17,9,52.9,7,41.2,336,1656,819,18,8,18,0,0.0,2,0,0,6,10,6,5,0,0,0,0,1,10,20.0,25.3,15,0.2,0.38,8,53.3,16.9,1,2,0,0,0,35,0,7.5,403,486,82.9,12,31,6,2,27,7033,2650,175,206,85.0,201,226,88.9,25,45,55.6,0,0,0,,0,0,,0,0,0,440,44,13,5,1,9,14,2,1,0,0,2,12,396,8,9,9,13,26,22,1,1,0,1,1,12,8,66.7,596,83,256,251,94,23,596,18,11,9,6,3,9,16,56.3,7,17,6,11,7,25,22,0,2.7,2.7,-0.2,-0.2,1.9,1.0,0.3,0.3,0.1,0.18,1,3.8,0.32,-0.2
Saint-Étienne,Brest,2024-08-31,L,A,0,4,-4,0,0,0,53,0,fr Ligue 1,25,5,32.0,33.6,16,23,41.0,19,6,31.6,13,68.4,264,1502,742,11,9,19,1,5.3,5,0,0,28,11,0,0,0,0,0,0,0,10,30.0,36.7,6,0.0,,0,0.0,23.3,0,4,0,2,0,46,1,15.5,335,415,80.7,5,33,7,2,42,6645,2774,132,147,89.8,152,178,85.4,46,78,59.0,2,2,0,0.0,2,0,0.0,0,1,0,363,48,14,0,4,16,17,2,0,2,0,4,4,330,9,0,24,10,10,9,0,0,0,0,1,8,4,75.0,536,66,203,257,83,9,536,18,13,6,10,2,10,13,76.9,3,12,6,6,5,23,28,2,0.2,0.2,-2.9,-1.4,0.1,0.6,-0.2,-0.2,-0.1,0.03,0,3.5,0.23,-0.5
Brest,Saint-Étienne,2024-08-31,W,H,4,0,4,2,0,2,47,2,fr Ligue 1,27,3,59.3,43.0,23,16,59.0,14,3,21.4,10,71.4,206,1090,552,9,5,12,2,16.7,0,0,0,12,25,5,2,0,0,2,1,0,7,100.0,66.6,20,0.1,0.33,6,30.0,15.9,1,2,1,0,0,37,0,10.0,269,372,72.3,15,20,10,3,26,5503,2466,124,155,80.0,95,126,75.4,46,82,56.1,0,0,0,,0,0,,0,0,0,305,65,29,0,2,24,21,7,2,4,0,2,8,266,5,3,14,8,39,20,8,2,4,4,1,0,0,,485,46,164,190,136,35,483,23,18,11,8,4,13,19,68.4,6,6,2,4,8,31,19,0,3.1,1.5,2.9,1.4,0.6,1.9,0.9,0.5,-0.6,0.08,1,0.0,,0.0
Nantes,Montpellier,2024-08-31,W,A,3,1,2,1,0,2,31,1,fr Ligue 1,16,4,37.5,38.2,15,10,60.0,14,5,35.7,8,57.1,193,949,455,14,6,27,3,11.1,2,0,0,14,10,5,4,0,0,1,0,0,6,100.0,69.8,8,0.25,0.67,3,37.5,18.8,0,1,0,0,0,36,1,9.3,209,285,73.3,8,17,7,1,24,3778,1807,96,112,85.7,92,112,82.1,19,49,38.8,0,0,0,,0,0,,0,0,0,249,35,10,3,0,9,14,3,1,2,0,1,6,207,6,5,16,7,16,12,2,1,1,0,0,4,3,75.0,415,66,182,151,86,16,414,24,17,16,6,2,16,26,61.5,10,14,2,12,8,32,46,1,1.5,0.7,0.5,-0.2,0.7,0.6,1.5,1.3,1.3,0.09,0,0.5,0.14,-0.5
Montpellier,Nantes,2024-08-31,L,H,1,3,-2,0,0,1,69,0,fr Ligue 1,15,2,33.3,33.3,10,15,40.0,28,10,35.7,16,57.1,364,2191,998,15,12,9,1,11.1,2,0,0,11,13,1,0,0,0,1,0,0,6,16.7,19.5,10,0.1,0.25,4,40.0,22.6,2,0,0,1,0,38,2,19.4,524,627,83.6,6,43,4,1,42,9095,2778,219,235,93.2,255,280,91.1,39,75,52.0,1,1,0,0.0,1,0,0.0,0,0,0,570,57,13,0,2,35,27,8,4,2,0,0,18,520,12,6,8,8,17,8,2,1,1,5,0,4,1,50.0,726,43,163,370,201,23,726,15,7,9,2,4,8,13,61.5,5,8,1,7,4,19,12,0,0.9,0.9,-0.5,0.2,0.2,0.5,0.1,0.1,-0.2,0.09,2,1.5,0.16,-1.5
Toulouse,Marseille,2024-08-31,L,H,1,3,-2,0,0,1,24,0,fr Ligue 1,21,5,33.3,32.5,7,7,50.0,11,3,27.3,8,72.7,214,915,402,8,5,10,0,0.0,4,1,0,10,13,2,1,0,1,0,0,0,9,66.7,43.2,3,0.33,1.0,1,33.3,16.2,0,0,0,0,1,36,0,14.8,219,293,74.7,3,12,0,0,18,4033,1809,106,126,84.1,82,102,80.4,28,54,51.9,0,0,0,,0,0,,0,0,1,253,40,15,1,3,7,10,2,1,1,0,0,4,215,5,3,11,7,6,4,1,1,0,0,0,4,2,25.0,385,67,166,167,57,6,385,14,6,7,6,1,7,12,58.3,5,11,5,6,9,23,16,1,1.0,1.0,0.1,0.1,1.0,0.3,0.0,0.0,0.0,0.33,0,0.7,0.18,-1.3
Marseille,Toulouse,2024-08-31,W,A,3,1,2,0,0,2,76,0,fr Ligue 1,27,5,7.4,24.7,7,7,50.0,15,5,33.3,7,46.7,769,3102,1379,16,17,6,0,0.0,2,0,0,15,10,4,4,0,0,0,0,0,3,33.3,28.3,12,0.17,0.5,4,33.3,16.4,2,0,0,0,0,36,4,25.0,838,913,91.8,6,61,14,1,54,12746,3932,449,465,96.6,349,374,93.3,25,50,50.0,0,0,0,,0,0,,0,0,0,878,35,8,0,0,12,19,3,1,0,0,0,6,828,17,4,15,7,23,17,1,0,3,2,0,1,0,0.0,1003,47,251,561,194,28,1003,15,8,9,3,3,8,11,72.7,3,3,0,3,7,22,11,1,0.8,0.8,-0.1,-0.1,0.4,1.2,1.2,1.2,1.6,0.07,2,1.0,1.0,0.0
Angers,Nice,2024-09-01,L,H,1,4,-3,1,0,0,54,1,fr Ligue 1,18,2,38.9,36.5,14,9,60.9,19,11,57.9,6,31.6,304,1802,940,23,17,10,0,0.0,6,0,0,14,13,2,1,0,0,0,1,0,5,40.0,34.8,13,0.0,0.0,6,46.2,22.7,1,0,1,0,0,51,0,12.0,406,488,83.2,12,36,10,1,53,6787,2161,199,215,92.6,175,194,90.2,26,57,45.6,0,0,0,,0,0,,0,1,0,448,40,11,4,0,18,15,4,3,0,0,0,9,403,17,6,13,13,27,22,1,2,0,2,0,8,4,50.0,604,49,156,286,166,23,603,25,12,14,8,3,12,21,57.1,9,8,3,5,12,37,17,3,1.4,0.6,-0.8,-1.6,0.6,0.8,-0.4,-0.6,-0.6,0.05,1,3.3,0.41,-0.7
Lille,Paris S-G,2024-09-01,L,H,1,3,-2,0,0,1,42,0,fr Ligue 1,18,2,33.3,34.2,4,8,33.3,17,8,47.1,9,52.9,387,2048,926,26,26,2,0,0.0,3,0,0,9,9,2,2,0,0,0,0,0,4,0.0,10.5,8,0.13,0.25,4,50.0,15.7,0,5,0,1,0,52,0,11.0,377,459,82.1,8,29,5,0,36,5933,2223,203,224,90.6,144,168,85.7,22,40,55.0,1,1,0,0.0,1,0,0.0,0,0,0,420,34,8,0,0,15,15,3,1,0,0,5,6,373,26,10,12,13,16,13,1,1,0,1,0,7,4,71.4,547,39,148,225,180,28,547,19,10,10,6,3,10,22,45.5,12,9,2,7,8,27,5,1,1.4,1.4,-1.2,-0.4,1.4,0.9,-0.4,-0.4,-0.4,0.18,0,2.9,0.3,-0.1
Rennes,Reims,2024-09-01,L,A,1,2,-1,0,0,1,47,0,fr Ligue 1,23,9,30.4,32.7,15,6,71.4,14,7,50.0,6,42.9,273,1161,685,10,12,12,0,0.0,1,0,0,13,8,2,0,1,0,1,0,0,5,60.0,48.0,13,0.08,0.2,5,38.5,15.9,0,2,0,0,0,35,0,10.0,311,394,78.9,11,30,7,2,43,6299,2528,105,124,84.7,156,183,85.2,48,72,66.7,0,0,0,,0,0,,0,0,0,352,40,9,2,1,15,18,5,5,0,0,2,13,306,12,5,19,10,26,17,3,2,2,1,1,7,5,71.4,497,46,142,247,116,21,497,21,11,10,9,2,12,22,54.5,10,10,1,9,5,26,23,0,0.8,0.8,-0.6,-0.6,0.7,0.6,0.2,0.2,0.3,0.06,0,1.6,0.22,-0.4
Le Havre,Auxerre,2024-09-01,W,H,3,1,2,1,0,1,50,1,fr Ligue 1,19,6,10.5,24.2,17,8,68.0,13,8,61.5,5,38.5,345,1747,999,17,11,14,2,14.3,1,0,0,10,16,4,3,0,0,0,1,0,6,16.7,32.5,21,0.05,0.14,7,33.3,19.8,1,4,1,0,0,39,0,8.0,396,483,82.0,16,32,11,4,48,6718,2357,192,217,88.5,166,186,89.2,30,59,50.8,0,0,0,,0,0,,1,0,0,440,39,13,5,1,18,16,2,1,1,0,4,3,393,11,3,6,8,40,27,4,1,1,6,1,3,2,66.7,573,45,169,243,165,28,572,14,11,6,5,3,4,7,57.1,3,7,3,4,6,20,19,0,2.8,2.0,2.2,1.4,1.3,1.4,-0.8,-1.0,-0.3,0.09,1,0.7,0.22,-0.3
Reims,Rennes,2024-09-01,W,H,2,1,1,0,0,2,53,0,fr Ligue 1,35,4,31.4,37.2,6,15,28.6,24,10,41.7,12,50.0,241,1438,657,15,12,12,0,0.0,2,0,0,9,12,4,4,0,0,0,0,0,8,50.0,33.1,11,0.18,0.29,7,63.6,15.8,0,0,0,0,0,44,1,17.0,355,438,81.1,10,28,7,1,33,6698,2569,133,145,91.7,179,203,88.2,35,72,48.6,0,0,0,,0,0,,0,1,0,392,46,14,3,7,15,19,3,1,1,0,0,10,351,12,0,13,9,19,13,3,2,0,1,0,5,4,80.0,548,68,206,221,125,14,548,16,9,7,8,1,6,13,46.2,7,15,5,10,8,24,18,1,1.4,1.4,0.6,0.6,1.3,1.4,0.6,0.6,0.7,0.13,0,1.1,0.22,0.1
Nice,Angers,2024-09-01,W,A,4,1,3,0,0,4,46,0,fr Ligue 1,33,6,30.3,36.5,9,14,39.1,24,9,37.5,12,50.0,286,1774,1037,16,10,14,3,21.4,4,1,1,13,13,6,2,1,1,2,0,0,10,10.0,15.6,14,0.29,0.5,8,57.1,15.3,0,0,0,1,0,40,0,6.2,332,413,80.4,8,18,7,1,33,5886,2411,142,162,87.7,151,179,84.4,32,56,57.1,1,1,0,0.0,1,0,0.0,0,0,0,368,45,14,3,0,14,12,7,4,2,0,0,4,327,10,4,17,13,19,13,2,2,2,0,0,7,6,100.0,526,68,180,255,97,20,526,19,15,7,10,2,6,17,35.3,11,8,2,6,7,26,22,0,2.2,2.2,0.8,1.6,1.0,1.3,1.8,1.8,2.0,0.17,0,1.6,0.12,0.6
Lens,Monaco,2024-09-01,D,A,1,1,0,1,0,0,38,1,fr Ligue 1,18,4,38.9,36.1,13,9,59.1,14,3,21.4,11,78.6,142,770,401,7,10,12,2,16.7,4,0,0,21,9,1,0,0,0,1,0,0,10,60.0,39.1,11,0.0,0.0,3,27.3,17.5,0,1,0,0,0,53,0,6.3,214,301,71.1,8,17,6,0,33,3926,2127,93,111,83.8,84,112,75.0,28,52,53.8,0,0,0,,0,0,,0,1,0,260,40,12,1,1,20,9,7,5,1,0,1,10,210,10,1,17,11,18,13,3,0,2,0,0,3,2,66.7,422,51,146,186,98,17,421,19,10,9,8,2,12,21,57.1,9,11,5,6,8,27,34,0,2.2,1.4,1.2,0.4,1.4,1.2,-1.2,-1.4,-1.4,0.14,0,0.7,0.22,-0.3
Paris S-G,Lille,2024-09-01,W,A,3,1,2,1,0,2,58,1,fr Ligue 1,36,4,22.2,27.9,8,4,66.7,22,12,54.5,10,45.5,438,2318,1234,25,15,11,0,0.0,2,0,0,9,9,6,4,1,0,0,1,0,8,75.0,43.8,10,0.2,0.33,6,60.0,13.4,0,2,1,0,0,44,1,24.0,566,641,88.3,10,32,7,1,38,9736,2727,255,269,94.8,268,290,92.4,38,63,60.3,0,0,0,,0,0,,0,0,0,595,44,14,0,1,5,19,1,0,0,0,2,7,562,15,11,13,9,22,16,1,3,0,1,1,4,3,75.0,737,98,271,344,126,22,736,22,14,17,4,1,9,17,52.9,8,5,0,5,7,29,16,1,2.6,1.8,1.2,0.4,1.8,1.2,0.4,0.2,0.2,0.18,0,1.5,0.38,0.5
