Rk,Team,Date,H/A,Opp,Result,Tm_AST%,Tm_STL%,Tm_BLK%,Tm_TOV%,Opp_AST%,Opp_STL%,Opp_BLK%,Opp_TOV%
511,SAC,2024-10-26,@,LAL,"L, 127-131",71.1,11.4,8.6,12.4,66.7,7.6,6.8,15.6
512,UTA,2024-11-12,,PHO,"L, 112-120",71.1,7.5,6.4,11.9,48.8,6.4,20.4,9.5
513,ATL,2024-11-30,@,CHO,"W, 107-104",71.1,8.4,15.2,19.7,65.7,13.6,13.3,12.8
514,DAL,2025-01-14,,DEN,"L, 99-118",71.1,14.1,11.1,10.7,65.1,9.0,12.1,17.7
515,IND,2024-12-27,@,BOS,"L, 105-142",71.1,5.2,8.3,10.5,66.0,9.4,11.5,8.7
516,LAC,2024-11-13,@,HOU,"L, 103-111",71.1,10.1,5.3,10.4,66.7,8.0,19.0,11.8
517,MEM,2024-12-05,,SAC,"W, 115-110",71.1,8.5,7.9,19.0,48.7,10.4,2.4,10.5
518,MEM,2024-10-30,,BRK,"L, 106-119",71.1,9.0,7.7,19.0,65.9,10.0,3.7,17.3
519,NOP,2025-02-03,@,DEN,"L, 113-125",71.1,5.5,6.8,9.3,60.9,7.7,12.0,5.5
520,ORL,2025-04-03,@,WAS,"W, 109-97",71.1,7.7,14.5,11.4,42.1,4.4,5.8,12.6
521,POR,2025-02-20,,LAL,"L, 102-110",71.1,15.5,14.0,15.1,51.3,6.8,12.2,20.5
522,SAS,2025-02-01,,MIA,"L, 103-105",71.1,8.3,6.4,9.9,73.2,7.2,9.1,12.7
523,UTA,2024-12-23,@,CLE,"L, 113-124",71.1,6.2,11.1,14.1,76.7,10.3,6.3,8.2
524,WAS,2025-03-17,@,POR,"L, 97-112",71.1,6.0,13.2,14.1,59.5,15.1,5.8,7.7
525,WAS,2024-11-08,@,MEM,"L, 104-128",71.1,13.0,14.8,14.9,65.2,9.3,17.2,15.0
526,WAS,2025-03-03,@,MIA,"L, 90-106",71.0,8.3,0.0,12.2,79.5,10.3,8.2,11.8
527,DET,2025-02-23,@,ATL,"W, 148-143",70.9,7.9,9.8,15.4,62.5,7.0,11.3,10.4
528,MEM,2025-01-17,@,SAS,"W, 140-112",70.9,9.0,0.0,8.0,72.5,4.0,15.1,15.3
529,CHI,2025-01-17,,CHO,"L, 123-125",70.8,8.9,4.8,12.2,54.2,8.9,3.6,10.3
530,CLE,2025-02-12,@,TOR,"W, 131-108",70.8,10.6,6.5,10.8,61.9,6.7,10.9,13.0
531,IND,2025-03-02,,CHI,"W, 127-112",70.8,7.1,7.3,11.2,54.5,6.1,9.3,12.7
532,MIA,2025-02-28,,IND,"W, 125-120",70.8,7.8,8.2,14.3,74.5,11.1,5.8,9.9
533,MIA,2025-01-27,,ORL,"W, 125-119 (2OT)",70.8,8.1,3.4,15.1,71.1,8.1,7.8,12.1
534,ATL,2025-02-26,@,MIA,"L, 109-131",70.7,6.4,8.8,16.0,86.7,10.6,4.1,16.6
535,CHI,2025-02-22,,PHO,"L, 117-121",70.7,8.9,6.8,7.9,67.4,6.9,6.7,9.8
536,DAL,2025-03-31,,BRK,"L, 109-113",70.7,4.2,7.7,9.2,82.1,6.2,5.4,7.5
537,DEN,2025-02-01,@,CHO,"W, 107-104",70.7,9.2,13.0,10.2,75.6,5.1,11.8,10.5
538,DEN,2024-11-04,,TOR,"W, 121-119",70.7,8.8,15.6,14.6,80.9,11.7,5.8,11.2
539,GSW,2025-02-12,@,DAL,"L, 107-111",70.7,9.3,11.8,13.3,47.6,9.3,11.5,13.8
540,GSW,2025-02-06,@,LAL,"L, 112-120",70.7,7.7,4.7,9.9,66.7,8.7,10.4,13.0
541,HOU,2025-01-27,@,BOS,"W, 114-112",70.7,7.4,2.4,7.3,53.8,4.3,7.8,14.5
542,IND,2025-03-08,@,ATL,"L, 118-120",70.7,11.7,9.5,13.0,51.1,9.8,16.4,13.8
543,MEM,2024-11-20,,PHI,"W, 117-111",70.7,5.1,11.1,17.9,53.8,12.3,14.3,12.5
544,MIA,2025-03-07,,MIN,"L, 104-106",70.7,7.5,5.6,8.8,70.0,6.4,10.9,13.8
545,MIN,2024-12-19,,NYK,"L, 107-133",70.7,9.9,9.6,12.1,78.0,9.9,4.3,12.6
546,NYK,2024-12-05,,CHO,"W, 125-101",70.7,7.6,8.0,9.1,67.5,3.3,9.3,10.5
547,NYK,2024-11-06,@,ATL,"L, 116-121",70.7,5.1,8.1,15.0,68.9,12.3,10.8,6.8
548,TOR,2024-12-12,@,MIA,"L, 104-114",70.7,7.9,9.8,10.8,52.5,4.0,5.0,14.9
549,TOR,2024-10-26,@,MIN,"L, 101-112",70.7,9.1,8.7,17.3,74.4,9.1,13.1,12.1
550,ATL,2025-01-27,@,MIN,"L, 92-100",70.6,10.0,6.5,19.0,52.9,13.0,9.3,15.4
551,CHI,2025-01-04,,NYK,"W, 139-126",70.6,5.8,6.0,11.3,56.3,6.8,5.3,10.6
552,LAC,2025-02-08,,UTA,"W, 130-110",70.6,8.1,5.0,13.4,66.7,7.1,6.5,18.0
553,PHO,2025-03-07,@,DEN,"L, 141-149 (OT)",70.6,5.7,3.5,11.1,78.9,7.5,5.7,7.9
554,POR,2025-01-16,,LAC,"L, 89-118",70.6,9.3,1.8,14.2,52.3,9.3,7.0,16.7
555,SAS,2025-03-02,,OKC,"L, 132-146",70.6,1.9,5.3,11.7,61.8,6.8,12.5,6.0
556,SAS,2025-02-05,@,ATL,"W, 126-125",70.6,15.0,6.1,8.5,68.8,4.7,7.8,16.8
557,UTA,2025-03-25,,MEM,"L, 103-140",70.6,6.3,5.7,13.8,73.1,7.4,11.1,7.8
558,UTA,2024-10-28,@,DAL,"L, 102-110",70.6,7.0,8.9,12.5,62.8,8.9,21.1,12.0
559,CHI,2024-11-13,@,NYK,"W, 124-123",70.5,9.6,10.5,16.1,64.6,6.7,6.5,12.8
560,CLE,2024-11-27,,ATL,"L, 124-135",70.5,10.4,9.1,10.8,84.8,5.7,12.8,12.2
561,CLE,2024-11-02,@,MIL,"W, 114-113",70.5,3.2,4.0,6.7,55.8,3.2,5.7,12.0
562,DET,2025-02-09,,CHO,"W, 112-102",70.5,12.1,2.2,10.2,73.5,8.8,1.9,13.7
563,IND,2025-03-26,,LAL,"L, 119-120",70.5,9.4,9.8,9.5,63.4,5.2,5.9,14.3
564,IND,2025-03-14,@,PHI,"W, 112-100",70.5,6.4,9.1,10.2,35.1,7.4,16.7,14.9
565,IND,2025-01-23,,SAS,"L, 110-140",70.5,9.8,3.3,9.7,74.1,9.8,18.5,16.9
566,LAC,2024-11-11,@,OKC,"L, 128-134",70.5,5.0,11.1,20.6,66.0,16.0,11.6,9.8
567,MIA,2025-01-11,@,POR,"W, 119-98",70.5,13.0,10.0,10.0,66.7,6.0,12.5,14.1
568,MIL,2024-11-30,,WAS,"W, 124-114",70.5,5.0,10.9,11.0,58.5,7.0,5.9,11.0
569,NOP,2025-01-10,@,PHI,"W, 123-115",70.5,7.2,15.1,10.5,54.8,7.2,5.9,8.3
570,NYK,2024-11-12,@,PHI,"W, 111-99",70.5,8.1,12.2,13.6,61.3,10.1,10.3,13.8
571,ORL,2025-03-29,,SAC,"W, 121-91",70.5,10.3,3.8,12.3,50.0,6.2,12.0,15.1
572,POR,2025-03-10,@,GSW,"L, 120-130",70.5,9.1,11.4,16.2,77.8,16.2,10.2,16.0
573,POR,2024-11-27,@,IND,"L, 114-121",70.5,6.5,8.1,12.9,58.7,10.8,19.2,10.5
574,POR,2024-11-17,,ATL,"W, 114-110",70.5,15.7,18.9,16.2,76.9,9.8,12.3,22.0
575,SAS,2025-01-06,@,CHI,"L, 110-114",70.5,7.8,19.0,14.5,56.8,11.7,8.2,10.7
576,TOR,2025-02-02,,LAC,"W, 115-108",70.5,6.5,10.0,13.2,51.2,6.5,11.7,9.3
577,DET,2025-02-02,,CHI,"W, 127-119",70.4,13.3,13.5,9.5,68.3,6.7,5.8,17.0
578,ATL,2025-03-12,,CHO,"W, 123-110",70.3,12.6,11.3,11.7,72.5,8.7,17.3,18.0
579,BOS,2025-03-02,,DEN,"W, 110-103",70.3,7.5,7.8,13.5,65.9,11.8,4.5,11.6
580,CHO,2025-03-25,,ORL,"L, 104-111",70.3,4.2,6.3,10.2,53.7,5.3,7.4,10.1
581,DEN,2024-11-15,@,NOP,"L, 94-101",70.3,10.9,1.9,8.0,56.8,4.3,10.0,13.6
582,HOU,2025-03-31,@,LAL,"L, 98-104",70.3,7.2,11.6,13.5,62.9,11.3,10.5,10.1
583,MIN,2025-01-22,@,DAL,"W, 115-114",70.3,10.1,13.1,10.3,53.3,5.0,7.7,13.2
584,NOP,2025-01-05,@,WAS,"W, 110-98",70.3,7.1,16.7,10.8,65.8,6.1,9.8,14.4
585,ORL,2024-12-23,,BOS,"W, 108-104",70.3,10.6,17.6,17.8,35.1,12.5,10.0,16.5
586,POR,2024-10-25,,NOP,"L, 103-105",70.3,6.8,20.4,16.8,69.4,11.7,15.1,12.3
587,TOR,2024-11-10,@,LAL,"L, 103-123",70.3,2.2,4.1,16.4,68.2,9.9,7.5,4.8
588,CHO,2025-02-07,,SAS,"W, 117-116",70.2,4.3,7.5,9.6,59.5,8.5,7.9,7.2
589,CLE,2025-03-30,,LAC,"W, 127-122",70.2,10.7,5.8,8.8,55.6,5.8,8.3,12.0
590,DEN,2025-04-01,,MIN,"L, 139-140 (2OT)",70.2,6.2,11.5,14.6,67.3,4.4,3.8,10.3
591,LAL,2025-01-15,,MIA,"W, 117-108",70.2,12.6,10.8,6.8,64.1,3.1,10.7,20.1
592,SAC,2025-01-12,@,CHI,"W, 124-119",70.2,4.0,5.4,7.1,60.5,4.0,7.1,7.3
593,SAC,2024-12-03,,HOU,"W, 120-111",70.2,7.3,14.8,9.1,34.1,6.2,1.6,13.5
594,DEN,2025-02-05,,NOP,"W, 144-119",70.2,8.8,6.3,7.8,60.5,4.9,5.3,9.5
595,ATL,2024-11-12,@,BOS,"W, 117-116",70.0,16.2,6.7,13.3,73.7,7.1,7.5,18.7
596,BOS,2025-03-10,,UTA,"W, 114-108",70.0,11.6,14.0,8.2,67.4,3.2,10.0,10.7
597,BOS,2024-11-13,@,BRK,"W, 139-114",70.0,7.2,16.7,7.2,65.0,4.1,6.4,13.0
598,CHO,2025-01-20,,DAL,"W, 110-105",70.0,10.4,12.5,10.9,50.0,10.4,13.6,12.3
599,CLE,2025-01-27,,DET,"W, 110-91",70.0,5.2,6.7,9.0,64.9,6.3,8.5,9.0
600,DEN,2025-03-05,,SAC,"W, 116-110",70.0,5.1,11.6,11.5,50.0,8.1,11.5,10.5
601,DEN,2025-01-17,@,MIA,"W, 133-113",70.0,5.1,1.7,5.6,66.7,2.0,0.0,7.6
602,GSW,2025-01-07,,MIA,"L, 98-114",70.0,9.1,11.8,10.7,74.4,6.1,6.3,9.2
603,LAL,2024-12-23,,DET,"L, 114-117",70.0,8.2,4.8,19.0,51.1,12.3,11.4,11.0
604,MEM,2025-03-21,@,LAC,"L, 108-128",70.0,8.0,6.8,9.0,64.4,7.0,19.6,14.4
605,MEM,2024-12-21,@,ATL,"W, 128-112",70.0,11.9,2.4,14.9,74.4,10.1,10.7,21.6
606,MIA,2025-01-19,,SAS,"W, 128-107",70.0,8.2,11.8,10.0,68.3,4.1,8.1,13.3
607,MIN,2025-03-07,@,MIA,"W, 106-104",70.0,6.4,10.9,13.8,70.7,7.5,5.6,8.8
608,BRK,2024-11-04,,MEM,"W, 106-104",70.0,7.5,1.6,13.2,67.4,5.4,16.7,13.4
609,ORL,2025-03-04,,TOR,"L, 113-114",70.0,12.1,10.0,13.1,73.7,7.1,17.0,17.3
610,PHO,2025-02-03,@,POR,"L, 119-121 (OT)",70.0,12.1,10.2,13.4,75.0,6.0,4.7,11.3
611,PHO,2024-12-19,,IND,"L, 111-120",70.0,5.9,8.3,14.5,76.9,8.9,13.5,8.1
612,POR,2025-03-25,,CLE,"L, 111-122",70.0,9.3,4.9,8.4,58.3,4.2,12.5,12.8
613,TOR,2024-11-16,@,BOS,"L, 123-126 (OT)",70.0,3.1,5.3,7.7,68.2,2.1,8.0,7.7
614,CHO,2024-12-19,@,WAS,"L, 114-123",69.8,11.9,4.9,6.4,80.5,5.0,12.7,15.7
615,GSW,2025-03-04,@,NYK,"W, 114-102",69.8,7.2,11.9,11.9,63.4,4.1,3.9,12.4
616,IND,2025-01-12,@,CLE,"W, 108-93",69.8,11.1,16.7,10.7,72.7,4.1,8.8,12.5
617,IND,2024-11-25,,NOP,"W, 114-110",69.8,9.8,3.7,13.3,77.8,8.8,6.8,13.6
618,IND,2024-11-22,@,MIL,"L, 117-129",69.8,10.6,11.1,13.5,68.8,9.6,7.0,15.4
619,LAL,2025-01-21,,WAS,"W, 111-88",69.8,5.9,19.2,10.1,73.5,7.9,14.3,11.4
620,LAL,2025-01-02,,POR,"W, 114-106",69.8,8.3,5.6,11.5,60.0,6.2,7.8,16.8
621,MEM,2025-03-12,,UTA,"W, 122-115",69.8,14.1,10.7,8.0,57.1,5.6,16.0,18.4
622,NOP,2024-12-27,,MEM,"L, 124-132",69.8,11.9,20.8,13.5,71.4,11.0,12.1,14.0
623,NYK,2024-12-03,,ORL,"W, 121-106",69.8,5.8,8.3,16.8,52.6,8.7,8.0,14.0
624,OKC,2025-03-25,@,SAC,"W, 121-105",69.8,7.0,13.6,15.8,86.5,9.9,14.0,10.3
625,PHI,2025-04-03,,MIL,"L, 113-126",69.8,8.2,7.8,13.3,69.6,7.2,14.0,10.5
626,PHI,2025-01-29,,SAC,"W, 117-104",69.8,8.6,2.0,9.8,85.0,5.3,1.9,11.0
627,PHO,2025-01-29,,MIN,"L, 113-121",69.8,7.2,13.0,14.6,61.9,8.2,11.3,15.6
628,POR,2024-11-12,,MIN,"W, 122-108",69.8,14.0,18.4,17.7,59.5,13.0,7.7,21.7
629,TOR,2025-02-28,@,CHI,"L, 115-125 (OT)",69.8,3.6,5.8,13.2,71.1,10.0,6.1,11.8
630,TOR,2025-02-23,,PHO,"W, 127-109",69.8,6.0,1.8,12.2,51.2,9.0,13.2,11.2
631,UTA,2025-01-17,@,NOP,"L, 123-136",69.8,6.7,16.0,13.9,72.3,8.6,16.7,10.3
632,UTA,2025-01-15,,CHO,"L, 112-117",69.8,5.0,8.7,10.7,60.0,6.0,12.0,16.0
633,UTA,2024-12-13,,PHO,"L, 126-134",69.8,5.3,13.6,14.8,76.6,10.6,18.4,7.6
634,WAS,2025-03-19,@,UTA,"L, 112-128",69.8,11.9,8.5,12.2,60.0,7.0,2.1,14.9
635,WAS,2025-03-13,@,DET,"W, 129-125",69.8,9.6,9.1,13.6,59.0,7.6,13.3,10.4
636,MIL,2024-12-04,,ATL,"L, 104-119",69.7,6.8,5.7,16.2,64.4,15.4,9.1,11.1
637,BRK,2024-12-23,@,MIA,"L, 95-110",69.7,9.6,6.3,13.9,75.0,6.4,6.0,16.1
638,PHO,2024-12-23,@,DEN,"L, 90-117",69.7,6.4,10.2,14.3,76.1,6.4,8.0,11.2
639,ATL,2024-12-26,,CHI,"W, 141-133",69.6,8.6,9.1,11.9,67.9,7.7,2.3,13.7
640,ATL,2024-12-19,@,SAS,"L, 126-133 (OT)",69.6,12.1,10.2,17.8,65.3,12.9,13.6,13.3
641,BOS,2025-03-06,,PHI,"W, 123-105",69.6,8.7,10.7,10.2,72.5,6.6,11.6,13.8
642,HOU,2025-02-12,,PHO,"W, 119-111",69.6,10.1,6.3,9.3,54.3,7.1,9.1,16.1
643,MIL,2025-04-03,@,PHI,"W, 126-113",69.6,7.2,14.0,10.5,69.8,8.2,7.8,13.3
644,MIL,2025-01-23,,MIA,"W, 125-96",69.6,5.1,14.6,6.2,76.5,3.0,5.2,9.8
645,NOP,2025-02-13,,SAC,"W, 140-133 (OT)",69.6,10.0,10.8,8.5,77.6,7.3,2.4,11.0
646,CHO,2024-11-29,,NYK,"L, 98-99",69.4,8.6,12.2,13.6,55.6,7.5,11.9,19.0
647,CHI,2024-11-06,@,DAL,"L, 99-119",69.4,7.6,3.6,19.3,73.3,10.5,9.1,12.8
648,MIN,2025-01-20,@,MEM,"L, 106-108",69.4,5.1,11.3,13.2,51.4,9.1,8.0,11.4
649,NOP,2024-10-25,@,POR,"W, 105-103",69.4,11.7,15.1,12.3,70.3,6.8,20.4,16.8
650,OKC,2024-11-02,@,LAC,"W, 105-92",69.4,10.9,6.8,11.5,71.9,10.0,15.6,19.6
651,TOR,2024-10-23,,CLE,"L, 106-136",69.4,8.0,10.5,16.1,56.9,10.0,16.4,11.7
652,WAS,2024-12-23,@,OKC,"L, 105-123",69.4,6.7,11.8,16.0,53.2,14.3,18.8,9.4
653,DAL,2025-03-24,@,BRK,"W, 120-101",69.4,10.7,2.2,10.5,75.0,7.5,3.6,18.4
654,DEN,2024-12-22,@,NOP,"W, 132-129 (OT)",69.4,8.4,11.8,16.5,74.0,13.5,14.1,11.3
655,BRK,2024-11-01,,CHI,"W, 120-112",69.4,10.9,13.6,9.9,63.2,4.9,5.2,14.0
656,ATL,2024-12-23,,MIN,"W, 117-104",69.2,15.1,12.5,21.4,79.5,12.1,8.1,17.8
657,CHI,2024-12-05,@,SAS,"W, 139-124",69.2,5.6,7.5,16.0,59.1,10.4,7.5,8.9
658,DAL,2024-12-15,@,GSW,"W, 143-133",69.2,7.9,10.2,14.0,79.6,7.9,4.3,8.5
659,DEN,2025-01-27,@,CHI,"L, 121-129",69.2,12.5,11.1,12.5,71.4,10.6,6.8,14.3
660,GSW,2024-11-22,@,NOP,"W, 112-108",69.2,5.1,9.4,14.6,68.3,10.2,18.0,9.0
661,IND,2025-03-29,@,OKC,"L, 111-132",69.2,5.8,10.3,11.7,54.2,8.8,8.9,8.8
662,LAC,2024-11-22,,SAC,"W, 104-88",69.2,13.1,6.3,10.6,59.4,5.0,15.4,13.8
663,LAL,2024-11-23,,DEN,"L, 102-127",69.2,10.9,6.0,13.7,74.0,7.0,3.8,16.6
664,MEM,2025-02-25,,PHO,"W, 151-148 (OT)",69.2,8.7,6.5,9.7,73.6,5.2,11.8,12.7
665,MIA,2025-01-29,,CLE,"L, 106-126",69.2,4.2,6.9,13.5,53.7,10.5,5.0,6.4
666,MIN,2025-04-03,@,BRK,"W, 105-90",69.2,6.5,18.9,17.1,78.9,11.9,0.0,11.7
667,MIN,2025-02-12,,MIL,"L, 101-103",69.2,3.9,10.3,11.3,61.5,6.8,1.7,12.0
668,BRK,2025-01-29,@,CHO,"W, 104-83",69.2,12.2,16.7,11.0,64.3,6.6,14.6,15.3
669,BRK,2024-11-15,@,NYK,"L, 122-124",69.2,8.2,4.4,8.2,56.8,7.2,14.0,12.0
670,PHO,2025-01-07,@,CHO,"L, 104-115",69.2,3.0,7.8,9.9,60.5,9.0,8.5,11.2
671,POR,2024-11-01,,OKC,"L, 114-137",69.2,8.0,10.9,16.4,60.8,13.9,18.8,11.2
672,TOR,2025-01-31,,CHI,"L, 106-122",69.2,6.0,16.3,6.3,75.6,4.0,14.5,10.2
673,TOR,2025-01-01,,BRK,"W, 130-113",69.2,8.1,12.0,10.5,66.7,8.1,3.6,11.9
674,UTA,2025-01-25,@,MEM,"L, 103-125",69.2,8.1,10.9,14.7,65.1,10.1,20.0,14.7
675,WAS,2024-11-26,,CHI,"L, 108-127",69.2,6.5,5.6,11.8,61.7,5.5,7.4,9.6
676,MEM,2024-11-23,@,CHI,"W, 142-131",69.1,4.8,7.3,11.8,59.2,3.9,14.8,9.5
677,ATL,2025-04-02,@,DAL,"L, 118-120",69.0,6.9,6.0,9.3,61.4,6.9,13.8,14.0
678,CHI,2025-03-17,@,UTA,"W, 111-97",69.0,11.4,6.8,9.6,57.1,3.8,7.7,15.1
679,DET,2025-03-15,,OKC,"L, 107-113",69.0,7.7,5.5,15.4,39.5,10.6,14.5,15.4
680,GSW,2025-04-01,@,MEM,"W, 134-125",69.0,10.5,6.3,9.0,50.0,6.7,14.0,13.6
681,LAL,2024-11-01,@,TOR,"W, 131-125",69.0,5.8,6.9,8.6,67.3,3.8,10.7,8.9
682,OKC,2024-12-28,@,CHO,"W, 106-94",69.0,9.0,2.2,15.3,58.6,9.0,10.0,16.3
683,PHO,2024-11-06,,MIA,"W, 115-112",69.0,5.2,10.3,14.8,67.5,12.6,7.3,9.0
684,PHO,2024-10-31,@,LAC,"W, 125-119",69.0,12.3,6.9,11.3,60.0,8.2,18.6,12.0
685,WAS,2024-11-04,,GSW,"L, 112-125",69.0,3.9,13.3,8.7,65.9,4.9,13.2,5.9
686,ORL,2024-11-04,@,OKC,"L, 86-102",69.0,11.7,9.3,16.8,59.0,11.7,8.3,15.6
687,ATL,2025-02-01,@,IND,"L, 127-132",68.9,5.8,7.0,11.1,71.4,5.8,9.4,10.6
688,ATL,2024-11-06,,NYK,"W, 121-116",68.9,12.3,10.8,6.8,70.7,5.1,8.1,15.0
689,CHI,2025-03-24,@,DEN,"W, 129-119",68.9,8.1,8.2,8.9,73.9,5.0,17.3,10.0
690,CHI,2025-01-14,,NOP,"L, 113-119",68.9,7.9,13.0,12.3,76.2,10.9,8.5,8.5
691,HOU,2024-11-26,@,MIN,"W, 117-111 (OT)",68.9,11.2,15.0,10.3,50.0,5.6,6.5,13.7
692,POR,2025-02-28,@,BRK,"W, 121-102",68.9,11.2,6.9,19.7,55.6,13.3,4.8,17.5
693,SAC,2025-01-27,@,BRK,"W, 110-96",68.9,7.5,8.7,16.7,63.3,9.7,5.6,14.4
694,SAC,2025-01-05,@,GSW,"W, 129-99",68.9,15.0,6.5,14.2,59.5,10.0,6.8,19.8
695,WAS,2024-12-07,,DEN,"W, 122-113",68.9,8.8,17.1,14.2,73.9,10.7,11.5,12.3
696,ATL,2025-02-05,,SAS,"L, 125-126",68.8,4.7,7.8,16.8,70.6,15.0,6.1,8.5
697,BOS,2024-10-22,,NYK,"W, 132-109",68.8,6.7,6.3,3.9,46.5,2.2,8.8,12.4
698,CHI,2024-12-02,,BRK,"W, 128-102",68.8,7.7,9.4,14.5,63.2,8.7,11.1,11.3
699,DAL,2024-12-01,@,POR,"W, 137-131",68.8,12.7,0.0,11.5,59.2,6.9,0.0,18.6
700,DEN,2024-11-02,,UTA,"W, 129-103",68.8,13.4,2.9,14.2,75.0,6.7,11.9,20.9
701,IND,2024-11-13,@,ORL,"L, 90-94",68.8,10.4,13.0,15.6,76.5,8.4,18.5,15.8
702,MEM,2025-02-03,,SAS,"W, 128-109",68.8,15.3,9.1,12.2,75.6,7.2,3.2,18.7
703,MIL,2024-11-22,,IND,"W, 129-117",68.8,9.6,7.0,15.4,69.8,10.6,11.1,13.5
704,BRK,2024-12-29,@,ORL,"L, 101-102",68.8,7.8,6.4,16.6,81.1,7.8,7.0,12.1
705,NYK,2025-01-29,,DEN,"W, 122-112",68.8,7.2,3.6,5.6,51.2,3.1,8.5,12.9
706,PHO,2025-03-21,,CLE,"W, 123-112",68.8,6.4,6.1,13.6,57.1,11.6,10.0,9.9
707,WAS,2025-02-23,@,ORL,"L, 90-110",68.8,5.0,6.9,18.6,62.5,9.0,12.5,13.8
708,GSW,2024-10-25,@,UTA,"W, 127-86",68.6,14.4,12.0,12.1,62.1,7.7,8.9,17.5
709,HOU,2025-03-17,,PHI,"W, 144-137 (OT)",68.6,7.4,10.9,11.3,43.8,7.4,7.4,13.1
710,IND,2025-01-02,@,MIA,"W, 128-115",68.6,9.4,8.2,7.2,79.1,6.3,10.7,16.0
711,BOS,2025-03-18,,BRK,"W, 104-96",68.6,6.4,11.6,12.8,58.3,9.6,6.5,8.6
712,CHI,2025-02-08,,GSW,"L, 111-132",68.6,8.1,9.5,15.5,75.6,8.1,17.5,12.8
713,DAL,2024-12-27,@,PHO,"W, 98-89",68.6,6.5,10.4,14.6,71.9,11.9,15.2,15.0
714,GSW,2024-12-27,@,LAC,"L, 92-102",68.6,14.7,4.7,11.9,47.5,6.3,17.5,22.0
715,MIA,2025-03-15,@,MEM,"L, 91-125",68.6,6.3,6.6,12.9,60.8,7.3,11.8,10.2
716,MIL,2025-02-03,@,OKC,"L, 96-125",68.6,11.6,5.2,12.8,54.9,8.7,9.3,14.2
717,BRK,2024-12-04,,IND,"W, 99-90",68.6,12.4,14.3,15.7,62.5,6.2,22.2,15.9
718,NOP,2025-03-09,,MEM,"L, 104-107",68.6,5.2,12.0,12.6,58.5,11.5,11.8,11.5
719,NOP,2024-11-16,,LAL,"L, 99-104",68.6,7.9,8.2,15.4,61.5,11.3,5.6,10.2
720,OKC,2025-01-17,@,DAL,"L, 98-106",68.6,7.4,5.9,13.5,67.6,11.7,15.6,16.7
721,PHI,2025-03-19,@,OKC,"L, 100-133",68.6,8.0,7.9,10.5,76.6,10.1,13.2,12.4
722,PHO,2025-03-02,,MIN,"L, 98-116",68.6,2.0,17.5,19.9,71.8,18.0,5.3,7.3
723,SAS,2025-01-08,@,MIL,"L, 105-121",68.6,8.1,10.0,8.0,59.1,7.1,9.3,9.8
724,UTA,2024-10-29,,SAC,"L, 96-113",68.6,7.1,6.6,15.2,54.2,9.1,22.0,10.9
725,WAS,2025-03-24,,TOR,"L, 104-112",68.6,7.5,13.8,14.3,68.3,10.4,12.0,9.6
726,LAL,2025-01-19,@,LAC,"L, 102-116",68.4,6.3,10.2,16.8,57.4,12.7,8.2,12.0
727,LAL,2025-01-05,@,HOU,"L, 115-119",68.4,4.4,8.5,10.0,40.4,3.3,9.5,5.3
728,MEM,2024-12-23,,LAC,"L, 110-114",68.4,7.5,8.7,15.3,52.4,14.0,10.5,13.7
729,MIN,2025-01-07,@,NOP,"W, 104-97",68.4,8.9,15.1,14.9,65.7,11.8,11.1,11.8
730,BRK,2025-02-04,,HOU,"W, 99-97",68.4,10.9,17.6,13.5,67.6,6.5,10.9,15.9
731,BRK,2025-01-10,@,DEN,"L, 105-124",68.4,8.8,7.9,14.7,75.6,11.7,11.1,12.9
732,BRK,2025-01-02,@,MIL,"W, 113-110",68.4,8.1,5.7,12.2,52.5,6.0,12.2,12.0
733,PHI,2024-12-03,@,CHO,"W, 110-104",68.4,9.9,7.0,11.7,64.7,5.5,7.1,17.5
734,PHO,2024-12-03,,SAS,"W, 104-93",68.4,10.0,8.9,13.8,74.3,9.0,4.3,11.4
735,SAC,2024-12-08,,UTA,"W, 141-97",68.4,10.1,18.4,7.2,67.7,6.1,10.7,18.3
736,TOR,2024-12-29,,ATL,"L, 107-136",68.4,9.2,8.0,24.2,65.2,20.2,13.1,12.0
737,WAS,2025-02-01,@,MIN,"W, 105-103",68.4,6.9,11.3,15.8,76.3,9.9,6.0,13.7
738,ATL,2025-01-30,@,CLE,"L, 115-137",68.3,10.0,1.9,9.7,64.2,9.0,5.9,10.7
739,ATL,2025-01-15,@,CHI,"W, 110-94",68.3,10.6,8.2,9.1,59.0,4.8,8.8,17.8
740,BOS,2025-03-24,@,SAC,"W, 113-95",68.3,9.3,6.5,9.2,59.0,7.3,2.5,14.2
741,CHO,2025-03-01,,WAS,"L, 100-113",68.3,9.2,13.2,15.1,82.5,13.3,13.7,13.6
742,CHI,2025-02-02,@,DET,"L, 119-127",68.3,6.7,5.8,17.0,70.4,13.3,13.5,9.5
743,CHI,2025-01-01,@,WAS,"L, 107-125",68.3,10.1,9.5,16.9,73.5,10.1,6.7,14.0
744,CLE,2025-02-05,@,DET,"W, 118-115",68.3,5.8,11.5,20.1,56.4,12.6,10.6,9.8
745,HOU,2025-01-13,,MEM,"W, 120-118",68.3,13.0,15.4,19.6,33.3,17.0,4.0,16.2
746,IND,2025-01-16,@,DET,"W, 111-100",68.3,12.6,14.5,9.2,61.1,2.9,11.9,15.9
747,IND,2024-10-25,@,NYK,"L, 98-123",68.3,8.4,10.5,14.8,43.2,5.2,7.5,11.0
