Rk,Team,Date,H/A,Opp,Result,Tm_AST%,Tm_STL%,Tm_BLK%,Tm_TOV%,Opp_AST%,Opp_STL%,Opp_BLK%,Opp_TOV%
1218,BRK,2024-12-01,,ORL,"L, 92-100",63.3,10.4,6.5,15.5,67.6,10.4,22.9,20.0
1219,ORL,2025-02-01,@,UTA,"L, 99-113",63.3,9.0,14.3,7.0,66.7,5.0,14.0,14.5
1220,CHO,2024-10-30,,TOR,"W, 138-133",63.3,8.7,12.7,13.2,71.2,8.7,10.2,11.8
1221,DAL,2025-02-10,,SAC,"L, 128-129 (OT)",63.3,9.9,5.7,11.0,52.8,2.7,5.2,16.8
1222,DET,2024-12-21,@,PHO,"W, 133-125",63.3,13.1,8.2,11.6,66.7,9.0,2.0,17.7
1223,LAL,2025-01-30,@,WAS,"W, 134-96",63.3,8.9,12.8,9.9,62.1,4.0,10.3,12.4
1224,SAC,2025-03-07,,SAS,"W, 127-109",63.3,6.4,8.9,7.1,67.5,7.5,6.9,7.6
1225,CHI,2024-11-01,@,BRK,"L, 112-120",63.2,4.9,5.2,14.0,69.4,10.9,13.6,9.9
1226,DAL,2025-02-23,@,GSW,"L, 102-126",63.2,7.0,6.9,16.6,63.8,10.0,12.0,8.5
1227,DEN,2025-04-02,,SAS,"L, 106-113",63.2,6.8,7.8,10.1,62.8,5.8,9.6,8.9
1228,DEN,2025-03-21,@,POR,"L, 109-128",63.2,10.5,3.8,19.2,63.8,12.6,12.0,14.8
1229,HOU,2025-02-13,,GSW,"L, 98-105",63.2,7.0,10.4,16.5,74.3,12.9,10.5,9.8
1230,HOU,2024-12-29,,MIA,"L, 100-104",63.2,5.3,7.8,11.2,56.8,6.4,5.3,13.5
1231,LAC,2025-03-02,@,LAL,"L, 102-108",63.2,9.8,2.9,11.2,55.3,8.7,12.2,16.5
1232,LAL,2025-01-17,,BRK,"W, 102-101",63.2,6.6,15.9,10.0,75.7,5.5,12.5,16.2
1233,MEM,2024-10-25,@,HOU,"L, 108-128",63.2,7.4,14.5,15.1,46.5,9.3,6.3,14.3
1234,MIA,2024-10-28,,DET,"W, 106-98",63.2,14.8,5.7,11.0,40.0,6.3,14.6,14.7
1235,BRK,2024-12-21,,UTA,"L, 94-105",63.2,9.1,6.7,16.1,61.0,11.1,14.8,16.1
1236,BRK,2024-12-02,@,CHI,"L, 102-128",63.2,8.7,11.1,11.3,68.8,7.7,9.4,14.5
1237,NOP,2025-03-30,,CHO,"W, 98-94",63.2,8.9,13.8,14.6,62.5,14.8,9.8,12.8
1238,NOP,2024-11-04,,POR,"L, 100-118",63.2,5.4,5.5,14.9,45.7,10.8,10.2,11.3
1239,NOP,2024-10-27,@,POR,"L, 103-125",63.2,9.3,13.8,14.7,58.1,9.3,13.6,13.0
1240,NYK,2024-12-21,@,NOP,"W, 104-93",63.2,12.1,6.1,15.4,67.6,8.8,10.0,17.2
1241,UTA,2025-03-21,,BOS,"L, 99-121",63.2,7.4,4.3,16.0,60.0,13.7,8.2,9.6
1242,WAS,2025-01-18,@,GSW,"L, 114-122",63.2,5.1,3.6,12.7,53.3,6.2,17.1,8.6
1243,DAL,2024-11-04,,IND,"L, 127-134",63.0,3.8,4.8,8.3,55.6,4.8,5.7,8.8
1244,DEN,2024-12-28,,DET,"W, 134-121",63.0,9.0,10.7,12.5,63.0,8.0,1.8,10.2
1245,DET,2024-12-28,@,DEN,"L, 121-134",63.0,8.0,1.8,10.2,63.0,9.0,10.7,12.5
1246,DET,2024-11-13,@,MIL,"L, 120-127 (OT)",63.0,5.6,11.7,12.4,57.8,9.4,14.5,10.2
1247,IND,2025-03-15,@,MIL,"L, 119-126",63.0,9.0,9.5,10.6,65.1,9.0,7.5,15.8
1248,IND,2025-02-20,,MEM,"W, 127-113",63.0,5.8,20.0,9.8,68.3,5.8,15.2,10.7
1249,LAL,2025-02-08,,IND,"W, 124-117",63.0,6.0,6.1,13.3,73.0,10.0,3.6,9.8
1250,MEM,2025-01-04,@,GSW,"L, 113-121",63.0,9.0,17.1,19.5,72.7,13.0,8.2,16.5
1251,MIL,2025-02-09,,PHI,"W, 135-127",63.0,6.8,6.8,9.5,59.6,8.8,10.0,12.6
1252,MIN,2025-03-04,,PHI,"W, 126-112",63.0,7.2,9.3,17.7,52.4,10.3,4.9,11.7
1253,NOP,2025-03-04,@,LAL,"L, 115-136",63.0,11.2,7.9,8.1,66.7,7.1,8.5,12.8
1254,OKC,2024-12-10,,DAL,"W, 118-104",63.0,14.1,11.4,11.9,65.8,10.1,3.9,17.7
1255,PHI,2025-03-10,@,ATL,"L, 123-132",63.0,7.8,4.9,9.9,64.2,3.9,12.2,12.6
1256,PHO,2024-11-17,@,MIN,"L, 117-120",63.0,9.4,4.9,18.7,64.3,8.3,11.1,13.3
1257,CHO,2024-12-13,@,CHI,"L, 95-109",62.9,6.8,11.9,13.7,73.0,11.7,21.2,13.3
1258,CHI,2025-02-11,,DET,"L, 92-132",62.9,8.4,3.6,12.9,58.8,9.4,15.1,12.9
1259,DET,2024-11-30,,PHI,"L, 96-111",62.9,6.0,9.3,14.7,45.2,9.0,15.7,15.2
1260,LAL,2025-03-31,,HOU,"W, 104-98",62.9,11.3,10.5,10.1,70.3,7.2,11.6,13.5
1261,LAL,2025-03-16,,PHO,"W, 107-96",62.9,7.4,10.4,9.5,71.4,4.2,9.5,12.5
1262,MIA,2025-01-25,@,BRK,"W, 106-97",62.9,9.4,15.0,19.7,76.7,11.4,9.8,14.1
1263,MIN,2024-11-10,,MIA,"L, 94-95",62.9,13.2,10.9,17.6,52.9,14.2,20.9,21.0
1264,BRK,2024-12-27,,SAS,"L, 87-96",62.9,8.6,8.0,16.1,81.3,10.7,16.3,14.3
1265,BRK,2024-10-25,@,ORL,"L, 101-116",62.9,7.1,6.7,17.1,71.8,10.2,15.2,12.7
1266,SAS,2025-01-25,,IND,"L, 98-136",62.9,8.9,7.9,20.0,60.4,13.9,17.0,8.5
1267,SAS,2024-10-30,@,OKC,"L, 93-105",62.9,6.1,12.5,19.5,68.3,18.2,12.2,13.1
1268,ATL,2025-03-27,@,MIA,"L, 112-122",62.8,10.4,4.1,15.4,59.1,10.4,2.4,13.4
1269,ATL,2025-02-28,,OKC,"L, 119-135",62.8,7.5,9.8,16.2,72.5,9.4,1.9,10.1
1270,ATL,2024-12-11,@,NYK,"W, 108-100",62.8,5.0,13.7,8.9,67.5,8.1,15.1,13.1
1271,DAL,2025-01-15,@,NOP,"L, 116-119",62.8,8.7,5.2,14.4,55.8,10.6,14.5,8.5
1272,DAL,2024-10-28,,UTA,"W, 110-102",62.8,8.9,21.1,12.0,70.6,7.0,8.9,12.5
1273,DET,2024-12-04,@,BOS,"L, 120-130",62.8,9.9,12.2,17.1,66.7,10.9,15.6,13.2
1274,DET,2024-10-26,,BOS,"L, 118-124",62.8,4.1,16.7,13.3,50.0,10.2,12.2,8.8
1275,IND,2025-01-10,,GSW,"W, 108-96",62.8,8.2,15.1,14.2,65.8,11.3,3.6,12.6
1276,LAL,2025-02-22,@,DEN,"W, 123-100",62.8,15.4,20.5,8.5,82.4,6.2,2.2,18.9
1277,MIL,2024-10-23,@,PHI,"W, 124-109",62.8,4.0,13.4,13.0,43.9,4.0,4.7,8.3
1278,MIN,2025-01-18,,CLE,"L, 117-124",62.8,4.2,9.1,7.5,64.3,4.2,1.9,7.2
1279,NOP,2025-02-08,@,SAC,"L, 118-123",62.8,10.9,16.0,13.7,55.8,9.1,13.0,14.6
1280,OKC,2025-01-03,,NYK,"W, 117-107",62.8,9.3,12.1,12.2,51.2,7.2,3.5,11.0
1281,PHI,2025-03-09,,UTA,"W, 126-122",62.8,10.1,19.1,14.4,64.1,11.0,8.2,14.4
1282,POR,2025-02-12,@,DEN,"L, 121-132",62.8,6.7,10.3,10.1,53.1,8.6,12.5,11.6
1283,SAS,2025-04-02,@,DEN,"W, 113-106",62.8,5.8,9.6,8.9,63.2,6.8,7.8,10.1
1284,SAS,2025-03-27,@,CLE,"L, 116-124",62.8,9.7,5.9,8.0,71.7,6.8,7.9,11.6
1285,SAS,2025-02-21,,DET,"L, 110-125",62.8,12.2,8.5,15.4,66.0,8.1,9.1,13.4
1286,TOR,2025-02-04,,NYK,"L, 115-121",62.8,7.5,5.8,13.4,55.3,10.7,7.5,11.1
1287,UTA,2024-12-28,,PHI,"L, 111-114",62.8,3.1,6.4,18.7,61.1,15.6,15.1,7.5
1288,DET,2025-03-03,@,UTA,"W, 134-106",62.7,14.6,16.3,11.1,54.3,6.4,2.0,22.6
1289,MIL,2025-04-01,,PHO,"W, 133-123",62.7,6.2,10.6,19.9,59.1,6.2,0.0,12.1
1290,WAS,2024-12-28,,NYK,"L, 132-136 (OT)",62.7,6.4,7.0,13.9,51.0,6.4,4.9,12.2
1291,ATL,2025-02-23,,DET,"L, 143-148",62.5,7.0,11.3,10.4,70.9,7.9,9.8,15.4
1292,CHO,2025-03-30,@,NOP,"L, 94-98",62.5,14.8,9.8,12.8,63.2,8.9,13.8,14.6
1293,CHO,2025-03-08,,BRK,"W, 105-102",62.5,4.5,6.3,8.7,52.6,6.7,15.6,12.8
1294,CHO,2025-02-27,@,DAL,"L, 96-103",62.5,3.0,3.3,12.6,57.5,11.9,9.9,8.0
1295,CHO,2025-01-24,,POR,"L, 97-102",62.5,9.6,14.6,14.1,53.1,12.8,11.1,15.0
1296,CHI,2025-02-05,@,MIN,"L, 108-127",62.5,9.5,9.8,10.6,64.3,6.3,17.0,9.1
1297,DAL,2025-01-06,@,MEM,"L, 104-119",62.5,6.7,15.1,12.5,60.0,10.6,8.1,12.7
1298,DAL,2024-12-21,,LAC,"W, 113-97",62.5,12.4,11.4,11.7,52.9,8.3,13.2,15.8
1299,GSW,2024-12-19,@,MEM,"L, 93-144",62.5,10.5,10.0,15.2,71.7,10.5,14.8,14.0
1300,HOU,2025-03-12,,PHO,"W, 111-104",62.5,11.8,6.7,8.3,56.4,7.5,16.0,17.2
1301,HOU,2025-01-22,,CLE,"W, 109-108",62.5,8.3,8.9,18.1,61.0,12.5,8.8,11.0
1302,IND,2024-12-04,@,BRK,"L, 90-99",62.5,6.2,22.2,15.9,68.6,12.4,14.3,15.7
1303,MIN,2025-03-16,,UTA,"W, 128-102",62.5,13.6,11.5,8.4,59.0,3.9,0.0,18.5
1304,NOP,2025-01-01,@,MIA,"L, 108-119",62.5,4.2,14.3,10.9,77.3,6.3,2.2,12.4
1305,ORL,2025-02-23,,WAS,"W, 110-90",62.5,9.0,12.5,13.8,68.8,5.0,6.9,18.6
1306,ORL,2024-12-27,,NYK,"L, 85-108",62.5,7.5,5.0,15.6,45.0,10.7,5.6,16.7
1307,ORL,2024-11-23,,DET,"W, 111-100",62.5,14.5,21.4,13.4,45.7,7.8,16.7,16.7
1308,POR,2025-03-19,,MEM,"W, 115-99",62.5,3.1,9.7,13.9,62.2,11.3,8.0,9.0
1309,POR,2025-02-10,@,DEN,"L, 117-146",62.5,3.9,6.1,13.9,73.3,11.7,3.9,9.1
1310,SAC,2025-04-02,@,WAS,"L, 111-116",62.5,10.3,7.3,9.3,55.8,6.2,5.4,13.2
1311,SAC,2025-03-14,@,PHO,"L, 106-122",62.5,7.5,2.8,17.5,80.5,12.8,6.1,13.8
1312,SAC,2025-02-01,@,OKC,"L, 110-144",62.5,7.6,8.2,6.7,64.9,4.7,10.7,9.5
1313,SAS,2025-01-13,@,LAL,"W, 126-102",62.5,16.9,11.6,10.0,61.5,9.5,7.3,16.8
1314,UTA,2025-04-02,@,HOU,"L, 105-143",62.5,6.8,10.2,8.8,53.6,3.9,11.1,8.2
1315,UTA,2025-02-05,,GSW,"W, 131-128",62.5,4.8,9.6,11.1,71.7,5.8,7.3,7.4
1316,UTA,2025-01-12,,BRK,"W, 112-111 (OT)",62.5,6.9,11.5,10.0,66.7,5.0,10.9,9.3
1317,UTA,2025-01-07,,ATL,"L, 121-124",62.5,7.8,7.4,13.0,74.5,5.9,22.9,8.7
1318,WAS,2025-03-26,@,PHI,"W, 119-114",62.5,3.1,11.5,9.9,52.4,7.3,9.8,4.5
1319,ATL,2024-10-30,@,WAS,"L, 120-133",62.2,9.4,5.9,14.0,68.1,9.4,8.9,13.8
1320,DEN,2025-02-08,@,PHO,"W, 122-105",62.2,5.5,8.3,9.1,65.8,5.5,10.5,5.4
1321,LAC,2025-01-13,,MIA,"W, 109-98",62.2,11.0,18.2,11.0,66.7,7.0,5.3,14.7
1322,NYK,2025-03-28,@,MIL,"W, 116-107",62.2,12.8,2.4,8.3,58.5,2.1,5.0,16.1
1323,ORL,2024-11-08,,NOP,"W, 115-88",62.2,9.3,15.1,13.6,56.3,10.3,1.9,14.9
1324,SAS,2025-03-19,,NYK,"W, 120-105",62.2,7.4,12.7,13.2,71.8,7.4,12.7,9.8
1325,SAS,2025-02-10,@,WAS,"W, 131-121",62.2,10.9,8.7,10.6,57.8,4.9,6.0,12.1
1326,TOR,2024-12-16,,CHI,"L, 121-122",62.2,6.5,11.3,14.6,76.7,11.1,12.1,10.2
1327,UTA,2024-11-19,@,LAL,"L, 118-124",62.2,9.1,0.0,14.0,71.4,9.1,9.3,13.2
1328,WAS,2025-01-03,@,NOP,"L, 120-132",62.2,6.0,0.0,18.0,75.0,10.0,10.7,7.0
1329,ATL,2024-11-04,,BOS,"L, 93-123",62.2,8.6,6.8,17.2,56.3,14.3,12.1,11.0
1330,CHI,2025-02-12,,DET,"L, 110-128",62.2,8.6,11.1,15.4,66.7,7.6,13.3,14.1
1331,LAC,2025-03-07,,NYK,"W, 105-95",62.2,7.2,14.0,11.1,71.4,6.2,8.0,13.2
1332,LAC,2025-01-06,@,MIN,"L, 106-108",62.2,9.3,18.9,11.5,58.5,6.2,9.3,13.1
1333,MEM,2025-03-19,@,POR,"L, 99-115",62.2,11.3,8.0,9.0,62.5,3.1,9.7,13.9
1334,PHI,2025-01-14,,OKC,"L, 102-118",62.2,10.3,2.2,19.2,71.1,10.3,10.0,16.8
1335,POR,2024-12-30,,PHI,"L, 103-125",62.2,8.1,7.8,22.4,46.5,12.1,7.3,17.7
1336,POR,2024-12-06,,UTA,"L, 99-141",62.2,3.8,10.9,9.7,64.2,5.7,22.9,11.7
1337,TOR,2025-02-26,@,IND,"L, 91-111",62.2,7.8,4.5,18.3,65.1,9.8,11.7,18.5
1338,WAS,2025-03-21,,ORL,"L, 105-120",62.2,11.0,7.4,13.6,54.3,9.0,16.7,11.3
1339,MEM,2024-12-26,,TOR,"W, 155-126",62.1,7.0,12.3,12.9,79.6,7.0,4.7,11.5
1340,UTA,2024-10-25,,GSW,"L, 86-127",62.1,7.7,8.9,17.5,68.6,14.4,12.0,12.1
1341,WAS,2025-01-30,,LAL,"L, 96-134",62.1,4.0,10.3,12.4,63.3,8.9,12.8,9.9
1342,HOU,2025-01-07,@,WAS,"W, 135-112",62.0,15.6,4.1,8.5,51.2,6.2,6.8,15.5
1343,MEM,2025-03-01,,SAS,"L, 128-130",62.0,6.8,13.3,11.1,66.0,7.8,7.0,11.0
1344,BOS,2024-12-07,,MEM,"L, 121-127",61.9,5.6,11.5,10.0,53.2,12.1,15.6,11.1
1345,CHO,2025-03-05,,MIN,"L, 110-125",61.9,3.2,4.9,12.7,61.4,9.5,5.7,5.7
1346,CHI,2024-10-23,@,NOP,"L, 111-123",61.9,3.7,3.3,17.8,64.4,13.9,19.2,10.1
1347,LAL,2024-12-31,,CLE,"L, 110-122",61.9,7.0,6.4,8.0,71.1,5.0,13.3,9.9
1348,MIN,2025-03-14,,ORL,"W, 118-111",61.9,8.0,9.8,14.8,45.0,8.9,10.6,10.0
1349,MIN,2025-01-29,@,PHO,"W, 121-113",61.9,8.2,11.3,15.6,69.8,7.2,13.0,14.6
1350,OKC,2025-01-23,,DAL,"L, 115-121",61.9,9.0,9.3,11.7,64.1,9.0,5.9,18.2
1351,ORL,2024-11-06,@,IND,"L, 111-118",61.9,6.3,10.0,14.6,51.2,7.3,5.3,11.2
1352,SAC,2024-11-06,,TOR,"W, 122-107",61.9,7.4,9.3,8.8,58.1,7.4,1.8,11.3
1353,TOR,2025-02-12,,CLE,"L, 108-131",61.9,6.7,10.9,13.0,70.8,10.6,6.5,10.8
1354,UTA,2025-01-11,@,PHO,"L, 106-114",61.9,6.6,4.1,11.1,59.1,9.9,7.4,10.4
1355,WAS,2025-01-08,@,PHI,"L, 103-109",61.9,3.2,13.6,15.5,52.5,8.6,17.2,8.5
1356,HOU,2024-11-17,@,CHI,"W, 143-107",61.8,7.0,17.6,8.5,72.2,7.0,9.9,11.4
1357,OKC,2025-03-02,@,SAS,"W, 146-132",61.8,6.8,12.5,6.0,70.6,1.9,5.3,11.7
1358,DAL,2024-12-19,,LAC,"L, 95-118",61.8,9.1,9.6,11.7,68.2,9.1,5.4,14.0
1359,LAL,2025-02-27,,MIN,"W, 111-102",61.8,7.3,4.7,11.3,71.4,9.4,7.3,11.2
1360,MIN,2025-01-09,@,ORL,"W, 104-89",61.8,9.6,8.5,9.2,63.6,4.3,19.6,14.4
1361,BRK,2024-11-09,@,CLE,"L, 100-105",61.8,4.3,4.3,19.2,60.0,13.0,15.2,16.3
1362,NOP,2024-11-13,@,OKC,"L, 88-106",61.8,3.2,8.2,20.4,51.3,17.1,14.3,6.9
1363,ORL,2025-03-16,@,CLE,"W, 108-103",61.8,11.2,5.4,15.8,52.5,7.1,2.0,11.8
1364,BOS,2024-12-31,,TOR,"W, 125-71",61.7,14.8,15.2,12.2,66.7,8.5,9.1,18.8
1365,CHI,2024-11-26,@,WAS,"W, 127-108",61.7,5.5,7.4,9.6,69.2,6.5,5.6,11.8
1366,DEN,2024-10-28,@,TOR,"W, 127-125 (OT)",61.7,5.5,8.1,12.8,61.2,6.4,9.2,11.3
1367,DET,2025-02-26,,BOS,"W, 117-97",61.7,13.6,16.1,12.7,63.6,9.4,1.8,18.0
1368,IND,2025-04-02,,CHO,"W, 119-105",61.7,10.8,11.1,5.7,48.8,3.2,3.9,17.3
1369,LAC,2025-02-12,,MEM,"W, 128-114",61.7,16.1,3.8,14.2,54.5,4.7,6.9,18.7
1370,LAC,2024-12-03,,POR,"W, 127-105",61.7,8.8,15.7,13.1,61.0,6.6,8.3,17.1
1371,LAL,2025-01-25,@,GSW,"W, 118-108",61.7,8.4,4.7,12.2,73.2,10.5,0.0,12.7
1372,MIA,2025-03-31,@,WAS,"W, 120-94",61.7,11.3,4.7,15.5,64.7,13.2,6.6,16.1
1373,OKC,2025-03-10,,DEN,"L, 127-140",61.7,9.1,11.1,9.3,61.5,6.1,9.4,11.2
1374,WAS,2025-02-12,,IND,"L, 130-134 (OT)",61.7,4.5,9.7,14.7,76.0,6.3,9.6,7.2
1375,BOS,2025-04-02,,MIA,"L, 103-124",61.5,3.6,11.3,12.1,65.1,10.7,4.5,5.0
1376,BOS,2025-02-10,@,MIA,"W, 103-85",61.5,4.4,10.6,8.3,67.7,2.2,6.3,3.9
1377,DAL,2024-12-03,,MEM,"W, 121-116",61.5,7.5,14.0,19.9,60.0,14.0,6.1,15.6
1378,DEN,2025-03-10,@,OKC,"W, 140-127",61.5,6.1,9.4,11.2,61.7,9.1,11.1,9.3
1379,DET,2024-11-15,@,TOR,"W, 99-95",61.5,7.9,12.1,11.9,60.0,6.9,10.5,12.3
1380,LAL,2025-02-25,,DAL,"W, 107-99",61.5,7.2,14.8,12.5,65.7,7.2,23.4,10.4
1381,LAL,2025-01-13,,SAS,"L, 102-126",61.5,9.5,7.3,16.8,62.5,16.9,11.6,10.0
1382,LAL,2024-11-16,@,NOP,"W, 104-99",61.5,11.3,5.6,10.2,68.6,7.9,8.2,15.4
1383,MIA,2025-04-03,,MEM,"L, 108-110",61.5,11.4,17.0,9.6,60.0,8.3,6.5,16.3
1384,MIA,2025-03-10,,CHO,"L, 102-105",61.5,7.4,7.1,14.6,72.2,10.6,11.1,9.4
1385,MIL,2025-02-21,@,WAS,"W, 104-101",61.5,10.9,12.5,15.4,71.4,8.9,8.0,12.4
1386,MIL,2025-02-12,@,MIN,"W, 103-101",61.5,6.8,1.7,12.0,69.2,3.9,10.3,11.3
1387,OKC,2024-12-20,@,MIA,"W, 104-97",61.5,8.2,11.6,13.0,55.6,9.2,5.8,17.1
1388,PHI,2024-11-10,,CHO,"W, 107-105 (OT)",61.5,7.6,2.4,15.1,61.1,9.5,9.8,16.7
1389,PHO,2024-12-08,@,ORL,"L, 110-115",61.5,7.0,11.5,18.5,40.5,11.0,10.9,11.4
1390,POR,2025-01-09,@,DAL,"L, 111-117",61.5,6.2,12.1,11.3,65.0,8.3,12.3,12.2
1391,UTA,2025-02-24,,POR,"L, 112-114",61.5,6.8,3.7,12.4,63.4,6.8,11.1,10.7
1392,UTA,2024-11-17,@,LAC,"L, 105-116",61.5,7.4,1.9,17.9,65.2,11.7,12.8,8.1
1393,ATL,2025-01-18,@,BOS,"W, 119-115 (OT)",61.4,8.3,19.2,14.6,57.5,12.1,10.7,10.9
1394,DAL,2025-04-02,,ATL,"W, 120-118",61.4,6.9,13.8,14.0,69.0,6.9,6.0,9.3
1395,DET,2024-11-08,,ATL,"W, 122-121",61.4,6.5,13.1,17.4,68.2,11.2,13.2,14.4
1396,HOU,2024-11-02,,GSW,"L, 121-127 (OT)",61.4,9.6,13.0,8.6,65.0,4.8,6.5,12.3
1397,IND,2025-03-06,@,ATL,"L, 118-124",61.4,5.1,7.8,10.0,64.0,5.1,7.7,8.1
1398,LAL,2024-11-15,@,SAS,"W, 120-115",61.4,10.4,7.0,10.9,74.4,6.3,8.8,12.0
1399,MIN,2025-03-05,@,CHO,"W, 125-110",61.4,9.5,5.7,5.7,61.9,3.2,4.9,12.7
1400,NYK,2025-03-12,@,POR,"W, 114-113 (OT)",61.4,11.7,14.6,12.7,50.0,5.9,9.5,19.8
1401,OKC,2025-03-05,@,MEM,"W, 120-103",61.4,9.8,7.0,10.3,56.8,8.8,2.0,13.7
1402,MIL,2025-03-18,@,GSW,"L, 93-104",61.3,9.4,12.1,9.9,78.1,7.3,14.6,17.7
1403,NOP,2024-11-19,@,DAL,"L, 91-132",61.3,9.0,6.3,19.4,53.1,12.0,15.2,10.3
1404,ORL,2024-11-03,@,DAL,"L, 85-108",61.3,8.0,7.5,12.9,59.5,8.0,9.6,16.6
1405,PHI,2024-11-12,,NYK,"L, 99-111",61.3,10.1,10.3,13.8,70.5,8.1,12.2,13.6
1406,ATL,2024-12-02,,NOP,"W, 124-112",61.2,11.2,6.9,14.7,47.7,14.1,8.6,13.0
1407,CHI,2025-03-10,,IND,"W, 121-103",61.2,3.7,9.8,14.7,75.0,12.9,6.2,8.4
1408,DEN,2025-01-23,,SAC,"W, 132-123",61.2,9.2,12.1,8.8,66.0,4.6,4.7,10.1
1409,TOR,2024-10-28,,DEN,"L, 125-127 (OT)",61.2,6.4,9.2,11.3,61.7,5.5,8.1,12.8
1410,BOS,2024-11-22,@,WAS,"W, 108-96",61.1,10.9,11.3,10.8,48.7,5.9,10.3,17.1
1411,CHO,2024-12-20,@,PHI,"L, 98-108",61.1,7.7,8.0,16.3,73.2,15.3,12.8,14.2
1412,CHO,2024-11-10,@,PHI,"L, 105-107 (OT)",61.1,9.5,9.8,16.7,61.5,7.6,2.4,15.1
1413,DET,2025-02-24,,LAC,"W, 106-97",61.1,11.0,13.7,14.4,64.9,12.0,6.0,14.5
1414,DET,2025-01-16,,IND,"L, 100-111",61.1,2.9,11.9,15.9,68.3,12.6,14.5,9.2
1415,MIN,2024-12-08,@,GSW,"L, 106-114",61.1,6.3,16.3,15.4,66.7,8.4,16.2,11.6
1416,PHI,2024-12-28,@,UTA,"W, 114-111",61.1,15.6,15.1,7.5,62.8,3.1,6.4,18.7
1417,PHI,2024-11-02,,MEM,"L, 107-124",61.1,10.9,8.3,12.5,72.9,8.9,14.0,15.0
1418,PHO,2025-03-26,,BOS,"L, 102-132",61.1,7.3,8.1,12.7,73.3,8.3,15.2,10.0
1419,PHO,2025-01-20,@,CLE,"L, 92-118",61.1,3.1,10.2,17.0,65.9,10.4,2.0,7.9
1420,UTA,2024-12-16,@,LAC,"L, 107-144",61.1,7.7,7.0,19.8,57.1,12.5,14.6,14.3
1421,BOS,2025-03-12,,OKC,"L, 112-118",61.0,9.5,13.3,11.6,47.5,7.4,6.5,11.0
1422,CHO,2024-11-16,,MIL,"W, 115-114",61.0,7.4,7.1,8.9,66.0,6.3,11.8,8.5
1423,CHI,2024-11-20,@,MIL,"L, 106-122",61.0,7.3,4.5,13.3,68.2,7.3,4.7,11.4
1424,CLE,2025-01-22,@,HOU,"L, 108-109",61.0,12.5,8.8,11.0,62.5,8.3,8.9,18.1
1425,CLE,2024-12-08,@,MIA,"L, 113-122",61.0,5.2,2.0,8.7,65.9,4.1,7.5,11.0
1426,DEN,2025-03-19,@,LAL,"L, 108-120",61.0,8.0,8.9,16.5,59.5,13.0,6.3,12.8
1427,DET,2025-01-01,,ORL,"W, 105-96",61.0,7.0,5.4,21.7,48.6,18.0,10.0,11.5
1428,IND,2024-10-28,@,ORL,"L, 115-119",61.0,7.1,9.5,11.4,66.7,7.1,10.2,13.1
1429,LAC,2025-02-06,,IND,"L, 112-119",61.0,5.0,7.1,16.5,72.1,12.9,6.3,7.0
1430,LAC,2024-11-04,,SAS,"W, 113-104",61.0,6.6,15.6,10.1,57.9,9.8,18.9,12.9
1431,MIA,2025-03-08,,CHI,"L, 109-114",61.0,6.7,10.9,7.9,67.5,5.8,7.4,9.1
1432,MIA,2025-02-23,@,MIL,"L, 113-120",61.0,3.1,6.4,10.0,56.8,4.1,5.3,8.6
1433,MIL,2025-01-04,,POR,"L, 102-105",61.0,13.9,6.1,10.0,51.2,6.9,5.6,16.6
1434,NOP,2025-02-25,,SAS,"W, 109-103",61.0,10.7,12.2,15.3,76.3,13.7,6.3,16.5
1435,NOP,2024-12-19,@,HOU,"L, 113-133",61.0,6.0,4.2,10.4,68.0,7.0,9.4,11.2
1436,ORL,2024-11-10,,WAS,"W, 121-94",61.0,6.4,12.8,10.5,60.6,4.3,16.3,17.0
1437,PHI,2024-11-22,,BRK,"W, 113-98",61.0,14.1,21.4,10.6,71.8,1.1,8.2,18.8
1438,PHO,2024-11-27,,BRK,"L, 117-127",61.0,6.9,11.1,16.0,72.7,7.9,2.2,11.9
1439,POR,2024-12-03,@,LAC,"L, 105-127",61.0,6.6,8.3,17.1,61.7,8.8,15.7,13.1
1440,UTA,2024-12-21,@,BRK,"W, 105-94",61.0,11.1,14.8,16.1,63.2,9.1,6.7,16.1
1441,ATL,2024-11-15,,WAS,"W, 129-117",60.9,8.9,15.9,12.6,65.1,9.8,8.2,12.2
1442,CLE,2024-11-04,,MIL,"W, 116-114",60.9,10.0,7.8,9.4,50.0,6.0,11.1,13.9
1443,DAL,2025-02-13,,MIA,"W, 118-113",60.9,7.3,3.6,12.6,53.5,9.3,7.4,11.3
1444,DEN,2025-02-03,,NOP,"W, 125-113",60.9,7.7,12.0,5.5,71.1,5.5,6.8,9.3
1445,IND,2025-01-29,,DET,"W, 133-119",60.9,6.8,9.1,12.1,59.1,6.8,7.0,13.0
1446,LAC,2025-03-18,,CLE,"W, 132-119",60.9,7.4,10.2,11.9,65.9,6.3,0.0,8.1
1447,NYK,2025-02-20,,CHI,"W, 113-111 (OT)",60.9,9.1,12.7,10.5,58.5,5.4,9.8,12.2
1448,NYK,2025-01-15,@,PHI,"W, 125-119 (OT)",60.9,10.4,5.3,14.2,58.7,8.4,4.1,10.9
1449,SAC,2025-03-19,,CLE,"W, 123-119",60.9,9.5,2.0,11.7,52.2,7.4,1.8,11.5
1450,SAC,2025-02-26,@,UTA,"W, 118-101",60.9,6.2,17.5,14.8,84.2,9.4,3.9,9.9
