Rk,Team,Date,H/A,Opp,Result,Tm_ORtg,Tm_DRtg,Tm_FTr,Tm_3PAr,Tm_TS%,Tm_eFG%,Tm_FT/FGA,Opp_ORtg,Opp_DRtg,Opp_FTr,Opp_3PAr,Opp_TS%,Opp_eFG%,Opp_FT/FGA
1794,TOR,2025-03-24,@,WAS,"W, 112-104",105.5,98.0,.267,.356,.496,.455,.198,98.0,105.5,.391,.425,.510,.466,.264
1795,HOU,2025-02-04,@,BRK,"L, 97-99",105.5,107.7,.325,.386,.511,.476,.217,107.7,105.5,.207,.329,.553,.524,.159
1796,MIN,2024-12-06,@,GSW,"W, 107-90",105.5,88.7,.159,.477,.568,.534,.148,88.7,105.5,.207,.476,.503,.457,.183
1797,MIN,2024-11-27,,SAC,"L, 104-115",105.4,116.6,.365,.527,.605,.541,.324,116.6,105.4,.160,.394,.572,.553,.117
1798,PHO,2024-12-31,,MEM,"L, 112-117",105.4,110.1,.272,.326,.544,.505,.207,110.1,105.4,.351,.468,.539,.505,.234
1799,TOR,2025-01-27,,NOP,"W, 113-104",105.4,97.0,.230,.330,.513,.475,.180,97.0,105.4,.337,.315,.509,.472,.225
1800,PHI,2024-12-08,@,CHI,"W, 108-100",105.4,97.6,.152,.391,.550,.516,.141,97.6,105.4,.140,.628,.548,.517,.128
1801,BRK,2025-02-24,@,WAS,"L, 99-107",105.4,113.9,.286,.429,.523,.476,.226,113.9,105.4,.357,.443,.660,.593,.343
1802,CHO,2024-12-26,@,WAS,"L, 110-113",105.4,108.3,.149,.447,.549,.527,.117,108.3,105.4,.308,.484,.547,.505,.231
1803,HOU,2025-02-01,,BRK,"L, 98-110",105.4,118.3,.158,.411,.482,.463,.105,118.3,105.4,.241,.310,.571,.552,.161
1804,SAC,2025-02-06,@,POR,"L, 102-108",105.4,111.6,.250,.341,.522,.477,.205,111.6,105.4,.200,.444,.551,.522,.156
1805,SAS,2024-11-09,,UTA,"L, 110-111",105.4,106.3,.224,.553,.589,.547,.200,106.3,105.4,.427,.402,.570,.524,.305
1806,CHI,2025-03-31,@,OKC,"L, 117-145",105.3,130.5,.163,.520,.557,.531,.133,130.5,105.3,.235,.439,.671,.648,.184
1807,DAL,2025-03-27,@,ORL,"W, 101-92",105.3,95.9,.282,.282,.576,.545,.205,95.9,105.3,.300,.375,.508,.456,.238
1808,CHO,2024-11-02,,BOS,"L, 103-113",105.3,115.5,.099,.462,.542,.533,.066,115.5,105.3,.341,.634,.599,.537,.305
1809,CHI,2025-02-12,,DET,"L, 110-128",105.2,122.4,.349,.477,.554,.483,.314,122.4,105.2,.398,.284,.619,.568,.318
1810,CHI,2025-03-17,@,UTA,"W, 111-97",105.1,91.8,.165,.464,.533,.505,.134,91.8,105.1,.256,.488,.507,.459,.209
1811,TOR,2024-12-22,,HOU,"L, 110-114",105.1,108.9,.141,.467,.563,.549,.098,108.9,105.1,.371,.315,.551,.489,.303
1812,HOU,2024-11-08,@,OKC,"L, 107-126",105.1,123.7,.289,.333,.527,.494,.200,123.7,105.1,.256,.411,.629,.589,.222
1813,UTA,2025-02-26,,SAC,"L, 101-118",105.1,122.8,.202,.524,.552,.548,.107,122.8,105.1,.138,.414,.639,.615,.126
1814,DEN,2025-03-09,@,OKC,"L, 103-127",105.1,129.5,.206,.412,.487,.474,.113,129.5,105.1,.266,.404,.605,.559,.234
1815,CHO,2024-11-29,,NYK,"L, 98-99",105.0,106.0,.169,.528,.513,.489,.124,106.0,105.0,.235,.395,.554,.519,.185
1816,DET,2025-01-01,,ORL,"W, 105-96",104.9,96.0,.215,.367,.607,.595,.139,96.0,104.9,.220,.385,.481,.451,.154
1817,WAS,2025-03-21,,ORL,"L, 105-120",104.9,119.9,.218,.448,.551,.523,.161,119.9,104.9,.135,.438,.590,.568,.115
1818,PHI,2024-10-30,,DET,"L, 95-105",104.9,116.0,.354,.354,.520,.468,.266,116.0,104.9,.282,.462,.599,.558,.231
1819,NOP,2024-12-02,@,ATL,"L, 112-124",104.9,116.2,.170,.420,.521,.505,.110,116.2,104.9,.208,.396,.592,.563,.167
1820,SAS,2025-02-26,@,HOU,"L, 106-118",104.9,116.8,.210,.390,.485,.455,.150,116.8,104.9,.137,.373,.545,.525,.108
1821,MIL,2024-10-28,@,BOS,"L, 108-119",104.9,115.5,.378,.378,.565,.500,.317,115.5,104.9,.218,.540,.624,.598,.172
1822,CHO,2024-12-23,,HOU,"L, 101-114",104.8,118.3,.270,.404,.507,.472,.191,118.3,104.8,.192,.424,.531,.500,.152
1823,DAL,2024-12-10,@,OKC,"L, 104-118",104.8,119.0,.238,.450,.589,.569,.163,119.0,104.8,.069,.495,.567,.554,.059
1824,NYK,2024-11-23,@,UTA,"L, 106-121",104.8,119.7,.120,.510,.503,.475,.110,119.7,104.8,.218,.391,.634,.615,.161
1825,GSW,2024-12-05,,HOU,"W, 99-93",104.8,98.5,.314,.326,.506,.471,.209,98.5,104.8,.183,.409,.463,.430,.140
1826,MIA,2025-03-08,,CHI,"L, 109-114",104.8,109.6,.196,.443,.517,.490,.144,109.6,104.8,.295,.477,.573,.517,.261
1827,MIN,2024-12-23,@,ATL,"L, 104-117",104.8,117.9,.143,.473,.538,.505,.132,117.9,104.8,.356,.493,.693,.658,.288
1828,PHI,2025-01-14,,OKC,"L, 102-118",104.8,121.2,.238,.524,.550,.518,.179,121.2,104.8,.222,.444,.664,.630,.198
1829,BRK,2025-02-10,,CHO,"W, 97-89",104.8,96.1,.151,.452,.489,.452,.140,96.1,104.8,.359,.397,.493,.449,.244
1830,DAL,2024-11-24,@,MIA,"L, 118-123 (OT)",104.7,109.1,.238,.381,.509,.467,.190,109.1,104.7,.252,.383,.517,.495,.159
1831,LAC,2024-11-22,,SAC,"W, 104-88",104.7,88.6,.170,.447,.515,.468,.170,88.6,104.7,.289,.422,.470,.428,.205
1832,PHI,2025-01-12,@,ORL,"L, 99-104",104.6,109.9,.306,.403,.606,.542,.292,109.9,104.6,.350,.375,.563,.531,.238
1833,CLE,2025-03-16,,ORL,"L, 103-108",104.6,109.7,.208,.417,.491,.469,.135,109.7,104.6,.420,.383,.563,.500,.333
1834,NYK,2025-03-06,@,LAL,"L, 109-113 (OT)",104.6,108.5,.340,.457,.504,.447,.266,108.5,104.6,.315,.472,.558,.506,.258
1835,SAS,2025-02-12,@,BOS,"L, 103-116",104.6,117.8,.125,.406,.508,.484,.104,117.8,104.6,.231,.604,.579,.560,.154
1836,MIA,2025-01-06,@,SAC,"L, 118-123 (2OT)",104.6,109.0,.265,.412,.518,.475,.206,109.0,104.6,.241,.352,.515,.477,.185
1837,BRK,2025-01-19,@,OKC,"L, 101-127",104.6,131.5,.218,.494,.530,.494,.172,131.5,104.6,.149,.494,.685,.661,.138
1838,MIA,2025-03-21,,HOU,"L, 98-102",104.6,108.9,.192,.329,.619,.589,.164,108.9,104.6,.250,.333,.547,.548,.119
1839,SAS,2025-03-25,@,DET,"L, 96-122",104.6,132.9,.220,.484,.481,.440,.176,132.9,104.6,.321,.397,.685,.660,.244
1840,MIA,2024-11-18,,PHI,"W, 106-89",104.6,87.8,.264,.506,.546,.489,.241,87.8,104.6,.143,.488,.498,.476,.107
1841,IND,2024-12-03,@,TOR,"L, 111-122",104.6,114.9,.333,.357,.576,.524,.274,114.9,104.6,.358,.407,.651,.623,.259
1842,PHO,2024-10-23,@,LAC,"W, 116-113 (OT)",104.6,101.9,.436,.487,.624,.583,.321,101.9,104.6,.326,.315,.537,.500,.228
1843,ORL,2025-02-03,@,GSW,"L, 99-104",104.5,109.8,.101,.323,.479,.475,.051,109.8,104.5,.436,.500,.559,.513,.308
1844,OKC,2024-11-02,@,LAC,"W, 105-92",104.5,91.6,.226,.464,.568,.524,.202,91.6,104.5,.329,.443,.509,.475,.215
1845,LAL,2024-10-30,@,CLE,"L, 110-134",104.5,127.3,.429,.364,.601,.532,.364,127.3,104.5,.082,.423,.667,.665,.052
1846,LAC,2025-03-31,@,ORL,"W, 96-87",104.5,94.7,.232,.378,.531,.488,.195,94.7,104.5,.289,.342,.508,.441,.263
1847,NYK,2025-01-21,@,BRK,"W, 99-95",104.4,100.2,.161,.322,.531,.506,.126,100.2,104.4,.291,.465,.490,.442,.221
1848,UTA,2025-03-21,,BOS,"L, 99-121",104.4,127.6,.143,.417,.554,.536,.107,127.6,104.4,.165,.526,.582,.552,.144
1849,MIL,2024-10-27,@,BRK,"L, 102-115",104.4,117.7,.419,.446,.582,.514,.351,117.7,104.4,.253,.495,.569,.516,.231
1850,PHO,2024-12-03,,SAS,"W, 104-93",104.4,93.4,.269,.410,.596,.558,.218,93.4,104.4,.200,.440,.427,.390,.150
1851,SAC,2024-12-05,@,MEM,"L, 110-115",104.4,109.1,.286,.357,.499,.439,.245,109.1,104.4,.400,.475,.611,.556,.325
1852,ATL,2024-12-08,,DEN,"L, 111-141",104.4,132.6,.267,.396,.492,.450,.198,132.6,104.4,.270,.303,.708,.697,.191
1853,BOS,2025-01-15,@,TOR,"L, 97-110",104.3,118.3,.198,.505,.490,.484,.099,118.3,104.3,.169,.382,.575,.567,.101
1854,GSW,2025-02-13,@,HOU,"W, 105-98",104.3,97.4,.303,.461,.520,.455,.270,97.4,104.3,.194,.387,.486,.473,.108
1855,TOR,2025-02-28,@,CHI,"L, 115-125 (OT)",104.3,113.4,.194,.359,.514,.481,.155,113.4,104.3,.248,.485,.558,.510,.218
1856,SAC,2025-03-25,,OKC,"L, 105-121",104.3,120.2,.132,.516,.545,.533,.088,120.2,104.3,.244,.390,.666,.640,.195
1857,UTA,2024-11-07,@,MIL,"L, 100-123",104.3,128.3,.234,.532,.589,.539,.221,128.3,104.3,.357,.417,.633,.601,.262
1858,PHI,2025-02-05,,MIA,"L, 101-108",104.3,111.5,.208,.417,.482,.448,.156,111.5,104.3,.241,.410,.588,.554,.193
1859,WAS,2024-11-15,@,ATL,"L, 117-129",104.3,115.0,.198,.406,.508,.476,.151,115.0,104.3,.306,.378,.580,.531,.255
1860,DEN,2024-12-05,@,CLE,"L, 114-126",104.2,115.2,.229,.250,.539,.510,.167,115.2,104.2,.170,.511,.624,.617,.106
1861,ORL,2024-12-23,,BOS,"W, 108-104",104.2,100.4,.253,.398,.585,.524,.253,100.4,104.2,.321,.393,.542,.488,.262
1862,LAC,2025-01-08,@,DEN,"L, 103-126",104.2,127.5,.500,.475,.528,.444,.400,127.5,104.2,.191,.393,.653,.646,.124
1863,IND,2024-12-31,,MIL,"L, 112-120",104.2,111.6,.333,.411,.543,.517,.211,111.6,104.2,.247,.340,.558,.526,.186
1864,POR,2024-12-30,,PHI,"L, 103-125",104.2,126.5,.390,.468,.571,.532,.273,126.5,104.2,.413,.320,.705,.647,.373
1865,CHO,2025-03-18,,ATL,"L, 102-134",104.2,136.9,.250,.357,.547,.512,.190,136.9,104.2,.161,.484,.673,.656,.129
1866,NYK,2025-03-20,@,CHO,"L, 98-115",104.2,122.2,.222,.433,.496,.456,.178,122.2,104.2,.193,.364,.602,.574,.159
1867,WAS,2025-02-01,@,MIN,"W, 105-103",104.1,102.1,.205,.398,.580,.548,.169,102.1,104.1,.194,.430,.510,.473,.161
1868,LAL,2024-11-04,@,DET,"L, 103-115",104.1,116.2,.318,.294,.532,.488,.235,116.2,104.1,.229,.354,.544,.510,.177
1869,WAS,2024-12-13,@,CLE,"L, 105-115",104.1,114.0,.128,.465,.578,.558,.105,114.0,104.1,.440,.549,.529,.478,.308
1870,POR,2025-01-04,@,MIL,"W, 105-102",104.1,101.1,.153,.424,.579,.559,.118,101.1,104.1,.095,.432,.515,.500,.074
1871,WAS,2025-03-10,@,TOR,"L, 104-119",104.1,119.1,.143,.524,.466,.438,.114,119.1,104.1,.266,.450,.489,.468,.156
1872,OKC,2024-11-15,,PHO,"W, 99-83",104.1,87.3,.198,.440,.500,.451,.187,87.3,104.1,.533,.493,.448,.353,.400
1873,BRK,2025-02-28,,POR,"L, 102-121",104.0,123.4,.310,.333,.516,.454,.264,123.4,104.0,.346,.462,.673,.673,.205
1874,PHI,2025-01-06,,PHO,"L, 99-109",104.0,114.5,.299,.460,.503,.477,.184,114.5,104.0,.235,.383,.610,.593,.160
1875,UTA,2025-01-25,@,MEM,"L, 103-125",104.0,126.2,.174,.511,.520,.489,.141,126.2,104.0,.405,.452,.632,.595,.298
1876,SAC,2025-02-01,@,OKC,"L, 110-144",103.9,136.0,.260,.440,.494,.455,.190,136.0,103.9,.150,.430,.631,.621,.103
1877,DET,2025-03-08,@,GSW,"L, 110-115",103.9,108.6,.424,.271,.545,.488,.318,108.6,103.9,.488,.488,.564,.488,.393
1878,PHI,2025-02-24,,CHI,"L, 110-142",103.9,134.1,.305,.421,.510,.442,.274,134.1,103.9,.404,.449,.677,.607,.382
1879,PHI,2025-02-11,,TOR,"L, 103-106",103.9,106.9,.264,.418,.507,.456,.220,106.9,103.9,.280,.402,.575,.530,.232
1880,MIN,2024-11-26,,HOU,"L, 111-117 (OT)",103.9,109.5,.204,.388,.520,.474,.184,109.5,103.9,.131,.374,.559,.530,.121
1881,OKC,2025-01-17,@,DAL,"L, 98-106",103.9,112.3,.132,.505,.509,.495,.088,112.3,103.9,.293,.547,.626,.600,.213
1882,HOU,2024-11-10,@,DET,"W, 101-99",103.8,101.8,.258,.366,.488,.446,.194,101.8,103.8,.274,.405,.526,.494,.190
1883,ORL,2024-12-01,@,BRK,"W, 100-92",103.8,95.5,.432,.378,.568,.507,.338,95.5,103.8,.392,.392,.497,.430,.304
1884,NYK,2025-03-15,@,GSW,"L, 94-97",103.8,107.1,.151,.279,.512,.483,.128,107.1,103.8,.265,.494,.523,.476,.217
1885,PHI,2024-11-24,,LAC,"L, 99-125",103.7,131.0,.302,.453,.508,.448,.256,131.0,103.7,.309,.370,.679,.654,.235
1886,TOR,2025-02-12,,CLE,"L, 108-131",103.7,125.8,.231,.319,.539,.516,.154,125.8,103.7,.202,.535,.608,.576,.172
1887,SAC,2025-03-10,,NYK,"L, 104-133",103.7,132.6,.302,.395,.534,.477,.256,132.6,103.7,.310,.476,.697,.667,.250
1888,OKC,2024-11-27,@,GSW,"W, 105-101",103.7,99.8,.306,.435,.544,.524,.188,99.8,103.7,.214,.510,.471,.439,.153
1889,MIL,2024-12-26,,BRK,"L, 105-111",103.7,109.6,.145,.458,.595,.584,.096,109.6,103.7,.268,.463,.605,.573,.207
1890,BOS,2024-11-08,,BRK,"W, 108-104 (OT)",103.6,99.8,.211,.589,.549,.511,.178,99.8,103.6,.150,.380,.488,.460,.120
1891,PHO,2025-01-07,@,CHO,"L, 104-115",103.6,114.6,.207,.359,.518,.467,.196,114.6,103.6,.296,.480,.519,.454,.265
1892,LAC,2024-11-13,@,HOU,"L, 103-111",103.6,111.6,.167,.396,.500,.469,.135,111.6,103.6,.175,.412,.531,.510,.124
1893,ATL,2025-04-01,,POR,"L, 113-127",103.6,116.4,.304,.348,.542,.484,.261,116.4,103.6,.262,.398,.553,.519,.194
1894,GSW,2024-11-23,@,SAS,"L, 94-104",103.5,114.5,.137,.463,.467,.453,.084,114.5,103.5,.224,.553,.557,.524,.176
1895,ORL,2025-01-19,,DEN,"L, 100-113",103.5,117.0,.157,.402,.459,.431,.118,117.0,103.5,.403,.325,.623,.565,.338
1896,MEM,2025-02-21,@,ORL,"W, 105-104",103.5,102.5,.315,.359,.501,.451,.239,102.5,103.5,.375,.352,.507,.460,.261
1897,DET,2024-10-28,@,MIA,"L, 98-106",103.5,111.9,.187,.418,.498,.462,.154,111.9,103.5,.227,.534,.548,.517,.170
1898,WAS,2024-11-17,,DET,"L, 104-124",103.5,123.4,.241,.325,.566,.542,.169,123.4,103.5,.196,.392,.588,.562,.155
1899,PHI,2024-12-21,@,CLE,"L, 99-126",103.4,131.6,.318,.400,.511,.465,.235,131.6,103.4,.167,.478,.652,.656,.089
1900,GSW,2025-03-17,,DEN,"L, 105-114",103.4,112.3,.321,.393,.548,.536,.179,112.3,103.4,.196,.424,.570,.543,.152
1901,SAS,2024-12-23,@,PHI,"L, 106-111",103.4,108.2,.222,.556,.596,.549,.210,108.2,103.4,.247,.473,.538,.505,.183
1902,ATL,2025-01-03,@,LAL,"L, 102-119",103.4,120.6,.180,.340,.473,.440,.140,120.6,103.4,.284,.341,.601,.563,.227
1903,NOP,2025-03-13,,ORL,"L, 93-113",103.3,125.5,.266,.316,.527,.487,.203,125.5,103.3,.217,.398,.621,.596,.169
1904,BRK,2025-01-27,,SAC,"L, 96-110",103.3,118.4,.366,.439,.504,.427,.317,118.4,103.3,.207,.341,.615,.604,.134
1905,DET,2025-03-15,,OKC,"L, 107-113",103.3,109.1,.148,.375,.571,.557,.102,109.1,103.3,.247,.382,.573,.539,.191
1906,LAL,2025-03-13,@,MIL,"L, 106-126",103.3,122.8,.207,.460,.558,.523,.172,122.8,103.3,.384,.465,.627,.576,.314
1907,TOR,2024-12-12,@,MIA,"L, 104-114",103.2,113.2,.163,.348,.527,.505,.120,113.2,103.2,.386,.386,.587,.560,.253
1908,UTA,2024-12-16,@,LAC,"L, 107-144",103.2,138.9,.375,.488,.574,.531,.275,138.9,103.2,.390,.476,.749,.726,.305
1909,PHI,2025-03-30,,TOR,"L, 109-127",103.2,120.2,.213,.326,.560,.517,.191,120.2,103.2,.175,.369,.572,.558,.117
1910,POR,2024-12-08,@,LAL,"L, 98-107",103.2,112.7,.250,.429,.526,.470,.226,112.7,103.2,.253,.410,.580,.536,.217
1911,CHO,2025-01-24,,POR,"L, 97-102",103.1,108.4,.329,.365,.498,.429,.282,108.4,103.1,.494,.481,.530,.475,.342
1912,NYK,2025-02-21,@,CLE,"L, 105-142",103.1,139.4,.202,.315,.542,.528,.124,139.4,103.1,.163,.402,.720,.712,.120
1913,PHI,2025-03-29,,MIA,"L, 95-118",103.1,128.0,.184,.421,.578,.586,.079,128.0,103.1,.140,.462,.598,.581,.108
1914,BRK,2024-11-29,,ORL,"L, 100-123",103.1,126.8,.182,.377,.601,.584,.130,126.8,103.1,.265,.422,.664,.639,.205
1915,NOP,2024-12-15,@,IND,"L, 104-119",103.0,117.9,.237,.340,.485,.443,.186,117.9,103.0,.296,.469,.650,.605,.259
1916,PHI,2025-02-12,@,BRK,"L, 96-100",103.0,107.3,.272,.407,.529,.481,.222,107.3,103.0,.176,.353,.546,.518,.141
1917,TOR,2025-04-03,,POR,"L, 103-112",103.0,112.0,.052,.354,.524,.521,.031,112.0,103.0,.233,.395,.591,.547,.209
1918,PHO,2024-11-10,,SAC,"L, 118-127 (OT)",103.0,110.8,.143,.543,.529,.505,.114,110.8,103.0,.186,.363,.575,.544,.157
1919,BRK,2024-10-25,@,ORL,"L, 101-116",103.0,118.3,.253,.446,.547,.506,.205,118.3,103.0,.440,.400,.648,.620,.307
1920,CHI,2024-10-30,,ORL,"W, 102-99",102.9,99.8,.298,.405,.537,.506,.202,99.8,102.9,.233,.535,.522,.471,.209
1921,SAS,2024-12-27,@,BRK,"W, 96-87",102.9,93.2,.346,.359,.534,.487,.256,93.2,102.9,.089,.456,.465,.456,.056
1922,MIL,2025-03-09,,CLE,"L, 100-112",102.9,115.2,.198,.341,.505,.478,.143,115.2,102.9,.216,.534,.581,.551,.170
1923,LAC,2025-01-20,,CHI,"L, 99-112",102.8,116.3,.181,.447,.488,.441,.170,116.3,102.8,.277,.489,.531,.484,.223
1924,MIL,2025-02-21,@,WAS,"W, 104-101",102.8,99.8,.317,.390,.557,.530,.207,99.8,102.8,.310,.448,.511,.471,.218
1925,BRK,2025-03-22,@,IND,"L, 103-108",102.8,107.8,.189,.478,.528,.517,.111,107.8,102.8,.250,.417,.579,.542,.202
1926,DAL,2025-01-12,,DEN,"L, 101-112",102.8,114.0,.294,.400,.526,.482,.224,114.0,102.8,.213,.340,.545,.527,.138
1927,DEN,2025-04-02,,SAS,"L, 106-113",102.7,109.5,.260,.458,.495,.464,.177,109.5,102.7,.134,.474,.550,.531,.103
1928,ATL,2024-10-27,@,OKC,"L, 104-128",102.7,126.4,.319,.341,.501,.451,.242,126.4,102.7,.360,.449,.621,.584,.270
1929,CHI,2024-10-23,@,NOP,"L, 111-123",102.7,113.8,.291,.395,.572,.547,.198,113.8,102.7,.216,.381,.579,.536,.196
1930,ORL,2024-12-19,,OKC,"L, 99-105",102.7,108.9,.321,.449,.556,.519,.231,108.9,102.7,.193,.373,.583,.542,.181
1931,MIN,2025-01-07,@,NOP,"W, 104-97",102.6,95.7,.213,.494,.534,.511,.146,95.7,102.6,.255,.436,.464,.436,.160
1932,UTA,2025-04-02,@,HOU,"L, 105-143",102.6,139.8,.245,.426,.504,.479,.160,139.8,102.6,.183,.433,.636,.630,.115
1933,MEM,2024-12-23,,LAC,"L, 110-114",102.6,106.4,.263,.424,.498,.465,.182,106.4,102.6,.271,.281,.531,.484,.219
1934,BRK,2024-12-04,,IND,"W, 99-90",102.6,93.3,.284,.444,.543,.506,.210,93.3,102.6,.293,.440,.531,.480,.240
1935,TOR,2024-12-19,,BRK,"L, 94-101",102.6,110.2,.163,.512,.510,.483,.128,110.2,102.6,.378,.476,.528,.457,.317
1936,DEN,2025-02-22,,LAL,"L, 100-123",102.6,126.2,.247,.482,.531,.494,.188,126.2,102.6,.291,.477,.634,.593,.244
1937,CHI,2025-01-19,@,POR,"L, 102-113",102.6,113.6,.321,.358,.552,.494,.272,113.6,102.6,.281,.348,.565,.522,.225
1938,BRK,2025-01-10,@,DEN,"L, 105-124",102.5,121.1,.211,.500,.534,.500,.167,121.1,102.5,.379,.276,.611,.569,.287
1939,ATL,2024-12-21,,MEM,"L, 112-128",102.5,117.2,.300,.475,.618,.575,.250,117.2,102.5,.134,.423,.623,.608,.103
1940,ORL,2025-02-21,,MEM,"L, 104-105",102.5,103.5,.375,.352,.507,.460,.261,103.5,102.5,.315,.359,.501,.451,.239
1941,LAC,2025-02-04,,LAL,"L, 97-122",102.5,128.9,.213,.461,.498,.449,.191,128.9,102.5,.284,.457,.669,.667,.173
1942,IND,2024-10-25,@,NYK,"L, 98-123",102.5,128.6,.241,.361,.534,.512,.157,128.6,102.5,.345,.321,.636,.595,.274
1943,DAL,2025-02-23,@,GSW,"L, 102-126",102.5,126.6,.232,.390,.564,.543,.159,126.6,102.5,.235,.408,.583,.541,.204
1944,NOP,2024-10-25,@,POR,"W, 105-103",102.3,100.4,.360,.372,.527,.488,.244,100.4,102.3,.222,.411,.521,.483,.178
