Rk,Team,Date,H/A,Opp,Result,MP,Tm_FG,Tm_FGA,Tm_FG%,Tm_2P,Tm_2PA,Tm_2P%,Tm_3P,Tm_3PA,Tm_3P%,Tm_FT,Tm_FTA,Tm_FT%,Tm_PTS,Opp_FG,Opp_FGA,Opp_FG%,Opp_2P,Opp_2PA,Opp_2P%,Opp_3P,Opp_3PA,Opp_3P%,Opp_FT,Opp_FTA,Opp_FT%,Opp_PTS
145,MIA,2025-01-19,,SAS,"W, 128-107",240,50,95,.526,32,62,.516,18,33,.545,10,10,1.000,128,41,91,.451,26,51,.510,15,40,.375,10,16,.625,107
146,NOP,2025-02-27,@,PHO,"W, 124-116",240,50,104,.481,33,57,.579,17,47,.362,7,12,.583,124,44,94,.468,24,41,.585,20,53,.377,8,10,.800,116
147,NOP,2024-12-22,,DEN,"L, 129-132 (OT)",265,50,108,.463,38,68,.559,12,40,.300,17,23,.739,129,49,97,.505,39,64,.609,10,33,.303,24,32,.750,132
148,NYK,2024-12-19,@,MIN,"W, 133-107",240,50,97,.515,30,52,.577,20,45,.444,13,16,.813,133,41,89,.461,24,47,.511,17,42,.405,8,13,.615,107
149,NYK,2024-11-20,@,PHO,"W, 138-122",240,50,86,.581,31,47,.660,19,39,.487,19,21,.905,138,45,92,.489,26,42,.619,19,50,.380,13,17,.765,122
150,ORL,2025-02-05,@,SAC,"W, 130-111",240,50,88,.568,34,57,.596,16,31,.516,14,15,.933,130,40,80,.500,30,53,.566,10,27,.370,21,28,.750,111
151,PHI,2025-01-31,,DEN,"L, 134-137",240,50,90,.556,29,50,.580,21,40,.525,13,16,.813,134,54,82,.659,42,59,.712,12,23,.522,17,18,.944,137
152,PHO,2025-01-31,@,GSW,"W, 130-105",240,50,89,.562,31,50,.620,19,39,.487,11,16,.688,130,36,96,.375,20,52,.385,16,44,.364,17,25,.680,105
153,SAC,2024-12-28,@,LAL,"L, 122-132",240,50,98,.510,39,58,.672,11,40,.275,11,15,.733,122,46,77,.597,32,51,.627,14,26,.538,26,33,.788,132
154,SAC,2024-11-13,,PHO,"W, 127-104",240,50,78,.641,35,50,.700,15,28,.536,12,17,.706,127,36,97,.371,23,54,.426,13,43,.302,19,26,.731,104
155,SAC,2024-11-10,@,PHO,"W, 127-118 (OT)",265,50,102,.490,39,65,.600,11,37,.297,16,19,.842,127,44,105,.419,26,48,.542,18,57,.316,12,15,.800,118
156,SAS,2025-03-12,,DAL,"W, 126-116",240,50,94,.532,39,59,.661,11,35,.314,15,16,.938,126,45,81,.556,32,49,.653,13,32,.406,13,17,.765,116
157,SAS,2025-03-01,@,MEM,"W, 130-128",240,50,96,.521,36,60,.600,14,36,.389,16,22,.727,130,50,95,.526,39,57,.684,11,38,.289,17,20,.850,128
158,SAS,2025-01-31,,MIL,"W, 144-118",240,50,102,.490,26,52,.500,24,50,.480,20,25,.800,144,43,100,.430,31,63,.492,12,37,.324,20,26,.769,118
159,TOR,2024-11-16,@,BOS,"L, 123-126 (OT)",265,50,98,.510,41,75,.547,9,23,.391,14,21,.667,123,44,99,.444,23,38,.605,21,61,.344,17,19,.895,126
160,UTA,2025-03-19,,WAS,"W, 128-112",240,50,89,.562,33,47,.702,17,42,.405,11,18,.611,128,43,93,.462,31,48,.646,12,45,.267,14,18,.778,112
161,ATL,2025-03-22,,GSW,"W, 124-115",240,49,86,.570,34,50,.680,15,36,.417,11,18,.611,124,39,84,.464,23,46,.500,16,38,.421,21,26,.808,115
162,ATL,2024-12-02,,NOP,"W, 124-112",240,49,96,.510,39,58,.672,10,38,.263,16,20,.800,124,44,100,.440,31,58,.534,13,42,.310,11,17,.647,112
163,ATL,2024-11-22,@,CHI,"L, 122-136",240,49,107,.458,39,73,.534,10,34,.294,14,19,.737,122,49,86,.570,30,43,.698,19,43,.442,19,21,.905,136
164,BOS,2025-01-20,@,GSW,"W, 125-85",240,49,92,.533,29,44,.659,20,48,.417,7,8,.875,125,32,92,.348,18,39,.462,14,53,.264,7,11,.636,85
165,BOS,2024-11-29,@,CHI,"W, 138-129",240,49,98,.500,26,44,.591,23,54,.426,17,23,.739,138,48,93,.516,28,42,.667,20,51,.392,13,16,.813,129
166,CHO,2024-10-30,,TOR,"W, 138-133",240,49,94,.521,29,49,.592,20,45,.444,20,25,.800,138,52,91,.571,43,63,.683,9,28,.321,20,30,.667,133
167,CHI,2025-03-19,@,PHO,"L, 121-127",240,49,90,.544,34,52,.654,15,38,.395,8,12,.667,121,47,96,.490,32,56,.571,15,40,.375,18,20,.900,127
168,CHI,2025-03-10,,IND,"W, 121-103",240,49,98,.500,37,65,.569,12,33,.364,11,14,.786,121,40,101,.396,30,61,.492,10,40,.250,13,19,.684,103
169,CHI,2025-01-27,,DEN,"W, 129-121",240,49,98,.500,25,45,.556,24,53,.453,7,8,.875,129,52,100,.520,46,73,.630,6,27,.222,11,11,1.000,121
170,CHI,2024-11-23,,MEM,"L, 131-142",240,49,97,.505,30,55,.545,19,42,.452,14,19,.737,131,55,96,.573,36,54,.667,19,42,.452,13,20,.650,142
171,CHI,2024-11-22,,ATL,"W, 136-122",240,49,86,.570,30,43,.698,19,43,.442,19,21,.905,136,49,107,.458,39,73,.534,10,34,.294,14,19,.737,122
172,CLE,2024-11-20,,NOP,"W, 128-100",240,49,93,.527,31,51,.608,18,42,.429,12,14,.857,128,39,92,.424,31,61,.508,8,31,.258,14,22,.636,100
173,DAL,2025-03-24,@,BRK,"W, 120-101",240,49,87,.563,39,56,.696,10,31,.323,12,16,.750,120,40,78,.513,29,45,.644,11,33,.333,10,14,.714,101
174,DAL,2025-02-10,,SAC,"L, 128-129 (OT)",265,49,95,.516,34,58,.586,15,37,.405,15,24,.625,128,53,96,.552,44,70,.629,9,26,.346,14,19,.737,129
175,DAL,2025-02-06,@,BOS,"W, 127-120",240,49,88,.557,34,55,.618,15,33,.455,14,18,.778,127,46,89,.517,30,52,.577,16,37,.432,12,15,.800,120
176,DAL,2025-01-27,,WAS,"W, 130-108",240,49,92,.533,29,47,.617,20,45,.444,12,17,.706,130,42,101,.416,31,64,.484,11,37,.297,13,17,.765,108
177,DAL,2024-11-19,,NOP,"W, 132-91",240,49,94,.521,35,63,.556,14,31,.452,20,25,.800,132,31,78,.397,20,46,.435,11,32,.344,18,21,.857,91
178,DEN,2025-03-26,,MIL,"W, 127-117",240,49,90,.544,33,53,.623,16,37,.432,13,22,.591,127,46,89,.517,30,52,.577,16,37,.432,9,13,.692,117
179,DEN,2025-02-20,,CHO,"W, 129-115",240,49,98,.500,30,55,.545,19,43,.442,12,16,.750,129,43,99,.434,28,62,.452,15,37,.405,14,17,.824,115
180,DEN,2025-02-12,,POR,"W, 132-121",240,49,96,.510,34,58,.586,15,38,.395,19,24,.792,132,43,94,.457,29,56,.518,14,38,.368,21,29,.724,121
181,DEN,2025-01-23,,SAC,"W, 132-123",240,49,101,.485,36,64,.563,13,37,.351,21,31,.677,132,47,107,.439,32,66,.485,15,41,.366,14,19,.737,123
182,DEN,2025-01-08,,LAC,"W, 126-103",240,49,89,.551,32,54,.593,17,35,.486,11,17,.647,126,30,80,.375,19,42,.452,11,38,.289,32,40,.800,103
183,DEN,2024-12-22,@,NOP,"W, 132-129 (OT)",265,49,97,.505,39,64,.609,10,33,.303,24,32,.750,132,50,108,.463,38,68,.559,12,40,.300,17,23,.739,129
184,DET,2024-12-21,@,PHO,"W, 133-125",240,49,89,.551,30,50,.600,19,39,.487,16,22,.727,133,45,78,.577,31,49,.633,14,29,.483,21,23,.913,125
185,GSW,2025-02-25,,CHO,"W, 128-92",240,49,100,.490,34,58,.586,15,42,.357,15,18,.833,128,33,89,.371,22,49,.449,11,40,.275,15,18,.833,92
186,GSW,2024-12-15,,DAL,"L, 133-143",240,49,103,.476,22,49,.449,27,54,.500,8,11,.727,133,52,87,.598,31,46,.674,21,41,.512,18,25,.720,143
187,HOU,2025-03-03,@,OKC,"L, 128-137",240,49,101,.485,33,66,.500,16,35,.457,14,17,.824,128,48,97,.495,31,60,.517,17,37,.459,24,27,.889,137
188,HOU,2025-01-16,@,SAC,"L, 127-132",240,49,93,.527,37,60,.617,12,33,.364,17,24,.708,127,49,98,.500,35,65,.538,14,33,.424,20,22,.909,132
189,HOU,2025-01-15,@,DEN,"W, 128-108",240,49,94,.521,32,56,.571,17,38,.447,13,17,.765,128,40,75,.533,26,46,.565,14,29,.483,14,21,.667,108
190,IND,2025-02-01,,ATL,"W, 132-127",240,49,90,.544,37,57,.649,12,33,.364,22,25,.880,132,45,90,.500,31,53,.585,14,37,.378,23,32,.719,127
191,LAC,2024-12-16,,UTA,"W, 144-107",240,49,82,.598,28,43,.651,21,39,.538,25,32,.781,144,36,80,.450,23,41,.561,13,39,.333,22,30,.733,107
192,LAL,2025-03-14,@,DEN,"L, 126-131",240,49,105,.467,34,65,.523,15,40,.375,13,16,.813,126,44,85,.518,31,54,.574,13,31,.419,30,38,.789,131
193,LAL,2025-01-30,@,WAS,"W, 134-96",240,49,90,.544,34,58,.586,15,32,.469,21,22,.955,134,29,91,.319,19,47,.404,10,44,.227,28,34,.824,96
194,MEM,2025-01-22,,CHO,"W, 132-120",240,49,98,.500,28,51,.549,21,47,.447,13,14,.929,132,41,86,.477,30,55,.545,11,31,.355,27,32,.844,120
195,MEM,2024-12-01,,IND,"W, 136-121",240,49,93,.527,33,47,.702,16,46,.348,22,27,.815,136,43,90,.478,29,48,.604,14,42,.333,21,26,.808,121
196,MIL,2025-03-04,@,ATL,"W, 127-121",240,49,96,.510,38,59,.644,11,37,.297,18,23,.783,127,46,101,.455,30,60,.500,16,41,.390,13,17,.765,121
197,MIL,2025-01-14,,SAC,"W, 130-115",240,49,99,.495,32,54,.593,17,45,.378,15,18,.833,130,42,95,.442,25,53,.472,17,42,.405,14,18,.778,115
198,MIN,2025-01-30,@,UTA,"W, 138-113",240,49,82,.598,28,44,.636,21,38,.553,19,24,.792,138,39,77,.506,25,43,.581,14,34,.412,21,25,.840,113
199,BRK,2025-01-14,@,POR,"W, 132-114",240,49,90,.544,30,49,.612,19,41,.463,15,18,.833,132,39,86,.453,22,48,.458,17,38,.447,19,24,.792,114
200,BRK,2024-11-01,,CHI,"W, 120-112",240,49,94,.521,38,58,.655,11,36,.306,11,13,.846,120,38,88,.432,21,44,.477,17,44,.386,19,24,.792,112
201,BRK,2024-10-29,,DEN,"L, 139-144 (OT)",265,49,96,.510,29,44,.659,20,52,.385,21,27,.778,139,46,89,.517,33,62,.532,13,27,.481,39,47,.830,144
202,NOP,2025-03-23,@,DET,"L, 130-136",240,49,85,.576,29,45,.644,20,40,.500,12,16,.750,130,47,86,.547,34,59,.576,13,27,.481,29,40,.725,136
203,NOP,2024-11-01,,IND,"W, 125-118",240,49,101,.485,37,70,.529,12,31,.387,15,19,.789,125,46,89,.517,30,51,.588,16,38,.421,10,13,.769,118
204,NYK,2025-02-11,@,IND,"W, 128-115",240,49,91,.538,39,64,.609,10,27,.370,20,23,.870,128,43,89,.483,34,58,.586,9,31,.290,20,26,.769,115
205,OKC,2025-02-10,,NOP,"W, 137-101",240,49,95,.516,22,40,.550,27,55,.491,12,16,.750,137,36,82,.439,26,55,.473,10,27,.370,19,28,.679,101
206,OKC,2024-12-05,@,TOR,"W, 129-92",240,49,102,.480,32,55,.582,17,47,.362,14,17,.824,129,32,90,.356,21,45,.467,11,45,.244,17,20,.850,92
207,PHO,2025-03-09,@,DAL,"W, 125-116",240,49,84,.583,39,56,.696,10,28,.357,17,18,.944,125,43,88,.489,26,46,.565,17,42,.405,13,16,.813,116
208,PHO,2025-01-09,,ATL,"W, 123-115",240,49,85,.576,36,52,.692,13,33,.394,12,15,.800,123,42,86,.488,27,54,.500,15,32,.469,16,17,.941,115
209,POR,2024-12-01,,DAL,"L, 131-137",240,49,84,.583,31,53,.585,18,31,.581,15,18,.833,131,48,87,.552,30,51,.588,18,36,.500,23,29,.793,137
210,SAC,2025-03-07,,SAS,"W, 127-109",240,49,96,.510,32,58,.552,17,38,.447,12,19,.632,127,40,87,.460,24,45,.533,16,42,.381,13,23,.565,109
211,SAC,2025-02-13,@,NOP,"L, 133-140 (OT)",265,49,112,.438,32,65,.492,17,47,.362,18,21,.857,133,46,92,.500,25,42,.595,21,50,.420,27,34,.794,140
212,SAC,2025-01-16,,HOU,"W, 132-127",240,49,98,.500,35,65,.538,14,33,.424,20,22,.909,132,49,93,.527,37,60,.617,12,33,.364,17,24,.708,127
213,SAC,2025-01-03,,MEM,"W, 138-133",240,49,99,.495,28,52,.538,21,47,.447,19,23,.826,138,43,89,.483,26,52,.500,17,37,.459,30,36,.833,133
214,SAC,2024-12-16,,DEN,"L, 129-130",240,49,102,.480,37,67,.552,12,35,.343,19,20,.950,129,51,102,.500,41,74,.554,10,28,.357,18,24,.750,130
215,SAS,2025-03-10,,DAL,"L, 129-133",240,49,94,.521,32,53,.604,17,41,.415,14,24,.583,129,47,88,.534,35,50,.700,12,38,.316,27,30,.900,133
216,SAS,2024-12-19,,ATL,"W, 133-126 (OT)",265,49,101,.485,30,59,.508,19,42,.452,16,23,.696,133,46,97,.474,30,59,.508,16,38,.421,18,21,.857,126
217,TOR,2025-03-30,@,PHI,"W, 127-109",240,49,103,.476,32,65,.492,17,38,.447,12,18,.667,127,42,89,.472,34,60,.567,8,29,.276,17,19,.895,109
218,TOR,2024-12-26,@,MEM,"L, 126-155",240,49,108,.454,35,65,.538,14,43,.326,14,18,.778,126,58,109,.532,40,64,.625,18,45,.400,21,29,.724,155
219,TOR,2024-10-28,,DEN,"L, 125-127 (OT)",265,49,109,.450,39,74,.527,10,35,.286,17,21,.810,125,47,96,.490,38,76,.500,9,20,.450,24,30,.800,127
220,UTA,2025-02-22,,HOU,"W, 124-115",240,49,98,.500,36,58,.621,13,40,.325,13,27,.481,124,44,100,.440,27,57,.474,17,43,.395,10,18,.556,115
221,WAS,2025-01-01,,CHI,"W, 125-107",240,49,99,.495,32,63,.508,17,36,.472,10,12,.833,125,41,92,.446,27,45,.600,14,47,.298,11,14,.786,107
222,WAS,2024-11-13,@,SAS,"L, 130-139",240,49,95,.516,31,51,.608,18,44,.409,14,16,.875,130,48,92,.522,30,48,.625,18,44,.409,25,32,.781,139
223,ATL,2025-03-23,,PHI,"W, 132-119",240,48,87,.552,31,50,.620,17,37,.459,19,22,.864,132,40,91,.440,29,57,.509,11,34,.324,28,37,.757,119
224,ATL,2025-02-23,,DET,"L, 143-148",240,48,96,.500,27,51,.529,21,45,.467,26,36,.722,143,55,93,.591,35,53,.660,20,40,.500,18,25,.720,148
225,ATL,2025-02-05,,SAS,"L, 125-126",240,48,91,.527,32,49,.653,16,42,.381,13,18,.722,125,51,101,.505,39,64,.609,12,37,.324,12,16,.750,126
226,ATL,2024-11-25,,DAL,"L, 119-129",240,48,101,.475,39,70,.557,9,31,.290,14,16,.875,119,47,94,.500,31,59,.525,16,35,.457,19,22,.864,129
227,BOS,2025-03-23,@,POR,"W, 129-116",240,48,88,.545,25,38,.658,23,50,.460,10,14,.714,129,43,88,.489,24,41,.585,19,47,.404,11,16,.688,116
228,BOS,2024-12-21,@,CHI,"W, 123-98",240,48,100,.480,33,55,.600,15,45,.333,12,14,.857,123,37,98,.378,23,57,.404,14,41,.341,10,11,.909,98
229,BOS,2024-11-04,@,ATL,"W, 123-93",240,48,99,.485,30,44,.682,18,55,.327,9,13,.692,123,37,89,.416,31,58,.534,6,31,.194,13,16,.813,93
230,BOS,2024-10-22,,NYK,"W, 132-109",240,48,95,.505,19,34,.559,29,61,.475,7,8,.875,132,43,78,.551,32,48,.667,11,30,.367,12,16,.750,109
231,CHO,2025-01-17,@,CHI,"W, 125-123",240,48,96,.500,35,62,.565,13,34,.382,16,20,.800,125,48,95,.505,34,55,.618,14,40,.350,13,14,.929,123
232,CHI,2025-02-04,,MIA,"W, 133-124",240,48,91,.527,29,50,.580,19,41,.463,18,22,.818,133,43,90,.478,26,46,.565,17,44,.386,21,26,.808,124
233,CHI,2025-01-17,,CHO,"L, 123-125",240,48,95,.505,34,55,.618,14,40,.350,13,14,.929,123,48,96,.500,35,62,.565,13,34,.382,16,20,.800,125
234,CHI,2024-12-02,,BRK,"W, 128-102",240,48,92,.522,32,45,.711,16,47,.340,16,19,.842,128,38,95,.400,24,53,.453,14,42,.333,12,15,.800,102
235,CHI,2024-11-29,,BOS,"L, 129-138",240,48,93,.516,28,42,.667,20,51,.392,13,16,.813,129,49,98,.500,26,44,.591,23,54,.426,17,23,.739,138
236,CLE,2025-03-25,@,POR,"W, 122-111",240,48,88,.545,36,61,.590,12,27,.444,14,17,.824,122,40,100,.400,23,48,.479,17,52,.327,14,22,.636,111
237,CLE,2025-02-12,@,TOR,"W, 131-108",240,48,99,.485,30,46,.652,18,53,.340,17,20,.850,131,42,91,.462,32,62,.516,10,29,.345,14,21,.667,108
238,CLE,2025-02-10,,MIN,"W, 128-107",240,48,94,.511,31,51,.608,17,43,.395,15,20,.750,128,36,90,.400,24,51,.471,12,39,.308,23,30,.767,107
239,CLE,2025-02-07,@,WAS,"W, 134-124",240,48,94,.511,32,56,.571,16,38,.421,22,24,.917,134,46,94,.489,30,50,.600,16,44,.364,16,25,.640,124
240,CLE,2024-12-21,,PHI,"W, 126-99",240,48,90,.533,26,47,.553,22,43,.512,8,15,.533,126,34,85,.400,23,51,.451,11,34,.324,20,27,.741,99
241,CLE,2024-11-24,,TOR,"W, 122-108",240,48,97,.495,32,56,.571,16,41,.390,10,14,.714,122,37,92,.402,25,53,.472,12,39,.308,22,34,.647,108
242,DAL,2025-03-19,@,IND,"L, 131-135",240,48,88,.545,37,61,.607,11,27,.407,24,32,.750,131,45,82,.549,29,47,.617,16,35,.457,29,37,.784,135
243,DAL,2024-12-23,,POR,"W, 132-108",240,48,90,.533,36,54,.667,12,36,.333,24,34,.706,132,43,93,.462,35,64,.547,8,29,.276,14,19,.737,108
244,DAL,2024-12-05,@,WAS,"W, 137-101",240,48,89,.539,28,51,.549,20,38,.526,21,27,.778,137,39,99,.394,26,59,.441,13,40,.325,10,15,.667,101
245,DAL,2024-12-01,@,POR,"W, 137-131",240,48,87,.552,30,51,.588,18,36,.500,23,29,.793,137,49,84,.583,31,53,.585,18,31,.581,15,18,.833,131
246,DAL,2024-11-27,,NYK,"W, 129-114",240,48,85,.565,31,52,.596,17,33,.515,16,21,.762,129,40,86,.465,33,57,.579,7,29,.241,27,30,.900,114
247,DAL,2024-11-10,@,DEN,"L, 120-122",240,48,90,.533,38,57,.667,10,33,.303,14,19,.737,120,45,89,.506,31,60,.517,14,29,.483,18,26,.692,122
248,DEN,2025-03-28,,UTA,"W, 129-93",240,48,83,.578,37,54,.685,11,29,.379,22,28,.786,129,33,93,.355,26,53,.491,7,40,.175,20,24,.833,93
249,DEN,2025-03-15,,WAS,"L, 123-126",240,48,95,.505,36,61,.590,12,34,.353,15,17,.882,123,46,95,.484,27,50,.540,19,45,.422,15,17,.882,126
250,DEN,2024-11-19,@,MEM,"W, 122-110",240,48,100,.480,36,64,.563,12,36,.333,14,22,.636,122,41,103,.398,32,65,.492,9,38,.237,19,31,.613,110
251,DEN,2024-11-02,,UTA,"W, 129-103",240,48,99,.485,32,67,.478,16,32,.500,17,23,.739,129,32,77,.416,19,35,.543,13,42,.310,26,31,.839,103
252,DET,2025-03-11,,WAS,"W, 123-103",240,48,104,.462,32,66,.485,16,38,.421,11,15,.733,123,37,92,.402,24,53,.453,13,39,.333,16,20,.800,103
253,DET,2024-11-29,@,IND,"W, 130-106",240,48,83,.578,30,45,.667,18,38,.474,16,20,.800,130,41,85,.482,29,52,.558,12,33,.364,12,13,.923,106
254,GSW,2024-10-23,@,POR,"W, 140-104",240,48,93,.516,28,45,.622,20,48,.417,24,30,.800,140,36,92,.391,28,58,.483,8,34,.235,24,30,.800,104
255,HOU,2025-02-26,,SAS,"W, 118-106",240,48,102,.471,37,64,.578,11,38,.289,11,14,.786,118,42,100,.420,35,61,.574,7,39,.179,15,21,.714,106
256,HOU,2025-02-03,@,NYK,"L, 118-124",240,48,104,.462,40,76,.526,8,28,.286,14,15,.933,118,47,93,.505,41,67,.612,6,26,.231,24,30,.800,124
257,HOU,2025-01-18,@,POR,"W, 125-103",240,48,108,.444,34,77,.442,14,31,.452,15,22,.682,125,39,86,.453,27,50,.540,12,36,.333,13,18,.722,103
258,IND,2025-03-17,@,MIN,"W, 132-130 (OT)",265,48,97,.495,31,60,.517,17,37,.459,19,23,.826,132,44,97,.454,31,55,.564,13,42,.310,29,36,.806,130
259,IND,2025-03-02,,CHI,"W, 127-112",240,48,87,.552,29,43,.674,19,44,.432,12,18,.667,127,44,88,.500,34,55,.618,10,33,.303,14,18,.778,112
260,LAC,2025-01-29,@,SAS,"W, 128-116",240,48,91,.527,36,67,.537,12,24,.500,20,23,.870,128,42,87,.483,28,45,.622,14,42,.333,18,25,.720,116
261,LAL,2025-03-04,,NOP,"W, 136-115",240,48,90,.533,29,38,.763,19,52,.365,21,27,.778,136,46,93,.495,37,59,.627,9,34,.265,14,21,.667,115
262,LAL,2024-11-27,@,SAS,"W, 119-101",240,48,90,.533,35,56,.625,13,34,.382,10,10,1.000,119,36,85,.424,22,45,.489,14,40,.350,15,16,.938,101
263,LAL,2024-10-26,,SAC,"W, 131-127",240,48,92,.522,34,58,.586,14,34,.412,21,24,.875,131,45,88,.511,30,44,.682,15,44,.341,22,25,.880,127
264,MEM,2025-03-14,,CLE,"L, 124-133",240,48,97,.495,37,61,.607,11,36,.306,17,21,.810,124,44,88,.500,25,37,.676,19,51,.373,26,33,.788,133
265,MEM,2025-02-03,,SAS,"W, 128-109",240,48,99,.485,34,63,.540,14,36,.389,18,20,.900,128,41,91,.451,29,55,.527,12,36,.333,15,20,.750,109
266,MEM,2025-01-30,,HOU,"W, 120-119",240,48,93,.516,39,65,.600,9,28,.321,15,20,.750,120,42,97,.433,29,65,.446,13,32,.406,22,28,.786,119
267,MEM,2025-01-11,@,MIN,"W, 127-125",240,48,108,.444,32,67,.478,16,41,.390,15,19,.789,127,47,83,.566,30,41,.732,17,42,.405,14,19,.737,125
268,MEM,2024-11-06,,LAL,"W, 131-114",240,48,93,.516,31,59,.525,17,34,.500,18,23,.783,131,41,93,.441,26,45,.578,15,48,.313,17,21,.810,114
269,MEM,2024-11-02,@,PHI,"W, 124-107",240,48,87,.552,36,60,.600,12,27,.444,16,21,.762,124,36,89,.404,17,43,.395,19,46,.413,16,20,.800,107
270,MIA,2025-02-28,,IND,"W, 125-120",240,48,84,.571,31,52,.596,17,32,.531,12,13,.923,125,47,88,.534,26,49,.531,21,39,.538,5,8,.625,120
271,MIA,2025-01-27,,ORL,"W, 125-119 (2OT)",290,48,92,.522,33,51,.647,15,41,.366,14,21,.667,125,45,98,.459,31,59,.525,14,39,.359,15,25,.600,119
272,MIL,2024-11-22,,IND,"W, 129-117",240,48,90,.533,31,54,.574,17,36,.472,16,20,.800,129,43,91,.473,32,57,.561,11,34,.324,20,27,.741,117
273,MIN,2025-03-21,,NOP,"W, 134-93",240,48,89,.539,29,45,.644,19,44,.432,19,20,.950,134,34,68,.500,23,37,.622,11,31,.355,14,22,.636,93
274,MIN,2025-03-16,,UTA,"W, 128-102",240,48,97,.495,34,54,.630,14,43,.326,18,26,.692,128,39,90,.433,27,52,.519,12,38,.316,12,15,.800,102
275,MIN,2024-11-15,@,SAC,"W, 130-126 (OT)",265,48,101,.475,28,52,.538,20,49,.408,14,16,.875,130,48,96,.500,36,59,.610,12,37,.324,18,20,.900,126
276,NOP,2025-03-08,@,HOU,"L, 117-146",240,48,99,.485,36,65,.554,12,34,.353,9,16,.563,117,55,99,.556,38,59,.644,17,40,.425,19,21,.905,146
277,NOP,2025-01-03,,WAS,"W, 132-120",240,48,96,.500,30,55,.545,18,41,.439,18,22,.818,132,45,84,.536,36,56,.643,9,28,.321,21,27,.778,120
278,NYK,2025-01-29,,DEN,"W, 122-112",240,48,93,.516,34,59,.576,14,34,.412,12,18,.667,122,41,84,.488,31,56,.554,10,28,.357,20,23,.870,112
279,NYK,2025-01-04,@,CHI,"L, 126-139",240,48,97,.495,40,67,.597,8,30,.267,22,28,.786,126,51,94,.543,31,57,.544,20,37,.541,17,18,.944,139
280,NYK,2024-11-13,,CHI,"L, 123-124",240,48,94,.511,33,57,.579,15,37,.405,12,18,.667,123,44,82,.537,30,46,.652,14,36,.389,22,27,.815,124
281,OKC,2025-03-29,,IND,"W, 132-111",240,48,94,.511,31,58,.534,17,36,.472,19,23,.826,132,39,87,.448,25,45,.556,14,42,.333,19,26,.731,111
282,OKC,2025-03-03,,HOU,"W, 137-128",240,48,97,.495,31,60,.517,17,37,.459,24,27,.889,137,49,101,.485,33,66,.500,16,35,.457,14,17,.824,128
283,OKC,2025-02-26,@,BRK,"W, 129-121",240,48,90,.533,39,60,.650,9,30,.300,24,29,.828,129,38,93,.409,15,32,.469,23,61,.377,22,25,.880,121
284,OKC,2025-02-23,@,MIN,"W, 130-123",240,48,86,.558,29,51,.569,19,35,.543,15,20,.750,130,39,89,.438,21,44,.477,18,45,.400,27,28,.964,123
285,OKC,2025-01-19,,BRK,"W, 127-101",240,48,87,.552,29,44,.659,19,43,.442,12,13,.923,127,37,87,.425,25,44,.568,12,43,.279,15,19,.789,101
286,OKC,2025-01-10,@,NYK,"W, 126-101",240,48,89,.539,34,62,.548,14,27,.519,16,18,.889,126,37,96,.385,33,65,.508,4,31,.129,23,23,1.000,101
287,OKC,2025-01-08,@,CLE,"L, 122-129",240,48,90,.533,37,59,.627,11,31,.355,15,17,.882,122,47,90,.522,32,54,.593,15,36,.417,20,27,.741,129
288,OKC,2024-11-25,@,SAC,"W, 130-109",240,48,86,.558,34,55,.618,14,31,.452,20,25,.800,130,42,87,.483,34,55,.618,8,32,.250,17,23,.739,109
289,PHI,2025-03-17,@,HOU,"L, 137-144 (OT)",265,48,95,.505,24,46,.522,24,49,.490,17,25,.680,137,51,107,.477,29,54,.537,22,53,.415,20,24,.833,144
290,PHI,2025-03-16,@,DAL,"W, 130-125",240,48,92,.522,34,56,.607,14,36,.389,20,24,.833,130,46,87,.529,36,53,.679,10,34,.294,23,30,.767,125
291,PHO,2025-03-21,,CLE,"W, 123-112",240,48,92,.522,29,50,.580,19,42,.452,8,8,1.000,123,42,94,.447,25,49,.510,17,45,.378,11,14,.786,112
292,POR,2025-03-03,@,PHI,"W, 119-102",240,48,99,.485,37,64,.578,11,35,.314,12,19,.632,119,41,95,.432,30,60,.500,11,35,.314,9,13,.692,102
293,POR,2025-01-08,@,NOP,"W, 119-100",240,48,88,.545,35,52,.673,13,36,.361,10,13,.769,119,40,90,.444,28,53,.528,12,37,.324,8,11,.727,100
294,POR,2025-01-06,@,DET,"L, 115-118",240,48,90,.533,32,55,.582,16,35,.457,3,5,.600,115,42,94,.447,27,51,.529,15,43,.349,19,22,.864,118
295,SAC,2025-03-27,,POR,"W, 128-107",240,48,74,.649,38,47,.809,10,27,.370,22,27,.815,128,35,88,.398,19,38,.500,16,50,.320,21,26,.808,107
296,SAC,2024-11-15,,MIN,"L, 126-130 (OT)",265,48,96,.500,36,59,.610,12,37,.324,18,20,.900,126,48,101,.475,28,52,.538,20,49,.408,14,16,.875,130
297,SAC,2024-10-29,@,UTA,"W, 113-96",240,48,92,.522,40,61,.656,8,31,.258,9,14,.643,113,35,89,.393,21,41,.512,14,48,.292,12,14,.857,96
298,SAS,2025-03-14,,CHO,"L, 134-145",240,48,95,.505,27,49,.551,21,46,.457,17,22,.773,134,51,85,.600,25,39,.641,26,46,.565,17,19,.895,145
299,SAS,2025-01-13,@,LAL,"W, 126-102",240,48,90,.533,35,55,.636,13,35,.371,17,20,.850,126,39,87,.448,25,43,.581,14,44,.318,10,16,.625,102
