Rk,Team,Date,GCA,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report
2362,Le Havre,2024-09-28,0,,Lille,fr Ligue 1,L 0-3,0,3,-3,38,0,0,0,0,0,0,0,0,0,0,0,Match Report
2363,Le Havre,2024-09-15,0,@,Toulouse,fr Ligue 1,L 0-2,0,2,-2,46,0,0,0,0,0,0,0,0,0,0,0,Match Report
2364,Werder Bremen,2025-02-21,0,@,Freiburg,de Bundesliga,L 0-5,0,5,-5,63,0,0,1,1,0,0,0,0,0,0,0,Match Report
2365,Werder Bremen,2025-02-16,0,,Hoffenheim,de Bundesliga,L 1-3,1,3,-2,63,0,0,0,0,0,0,0,0,0,0,0,Match Report
2366,Werder Bremen,2025-02-07,0,@,Bayern Munich,de Bundesliga,L 0-3,0,3,-3,25,0,0,0,0,0,0,0,0,0,0,0,Match Report
2367,Werder Bremen,2025-01-19,0,,Augsburg,de Bundesliga,L 0-2,0,2,-2,71,0,0,0,0,0,0,0,0,0,0,0,Match Report
2368,Werder Bremen,2024-11-23,0,@,Eint Frankfurt,de Bundesliga,L 0-1,0,1,-1,50,0,0,0,0,0,0,0,0,0,0,0,Match Report
2369,Werder Bremen,2024-10-05,0,,Freiburg,de Bundesliga,L 0-1,0,1,-1,58,0,0,0,0,0,0,0,0,0,0,0,Match Report
2370,Werder Bremen,2024-09-21,0,,Bayern Munich,de Bundesliga,L 0-5,0,5,-5,31,0,0,0,0,0,0,0,0,0,0,0,Match Report
2371,Werder Bremen,2024-08-31,0,,Dortmund,de Bundesliga,D 0-0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,Match Report
2372,Genoa,2025-03-29,0,@,Juventus,it Serie A,L 0-1,0,1,-1,51,0,0,0,0,0,0,0,0,0,0,0,Match Report
2373,Genoa,2025-02-22,0,@,Inter,it Serie A,L 0-1,0,1,-1,38,0,0,0,0,0,0,0,0,0,0,0,Match Report
2374,Genoa,2025-01-05,0,@,Lecce,it Serie A,D 0-0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,Match Report
2375,Genoa,2024-12-15,0,@,Milan,it Serie A,D 0-0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,Match Report
2376,Genoa,2024-12-07,0,,Torino,it Serie A,D 0-0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,Match Report
2377,Genoa,2024-10-31,0,,Fiorentina,it Serie A,L 0-1,0,1,-1,33,0,0,0,0,0,0,0,0,0,0,0,Match Report
2378,Genoa,2024-10-27,0,@,Lazio,it Serie A,L 0-3,0,3,-3,39,0,0,0,0,0,0,0,0,0,0,0,Match Report
2379,Genoa,2024-09-28,0,,Juventus,it Serie A,L 0-3,0,3,-3,35,0,0,0,0,0,0,0,0,0,0,0,Match Report
2380,Genoa,2024-09-21,0,@,Venezia,it Serie A,L 0-2,0,2,-2,51,0,0,0,0,0,0,0,0,0,0,0,Match Report
2381,Genoa,2024-09-01,0,,Hellas Verona,it Serie A,L 0-2,0,2,-2,58,0,0,0,0,0,0,0,0,0,0,0,Match Report
2382,Angers,2025-04-05,0,@,Paris S-G,fr Ligue 1,L 0-1,0,1,-1,19,0,0,0,0,0,0,0,0,0,0,0,Match Report
2383,Angers,2025-03-30,0,,Rennes,fr Ligue 1,L 0-3,0,3,-3,43,0,0,0,0,0,0,0,0,0,0,0,Match Report
2384,Angers,2025-03-15,0,,Monaco,fr Ligue 1,L 0-2,0,2,-2,44,0,0,0,0,0,0,0,0,0,0,0,Match Report
2385,Angers,2025-03-09,0,@,Brest,fr Ligue 1,L 0-2,0,2,-2,50,0,0,0,0,0,0,0,0,0,0,0,Match Report
2386,Angers,2025-03-02,0,,Toulouse,fr Ligue 1,L 0-4,0,4,-4,46,0,0,0,0,0,0,0,0,0,0,0,Match Report
2387,Angers,2025-02-09,0,,Marseille,fr Ligue 1,L 0-2,0,2,-2,22,0,0,0,0,0,0,0,0,0,0,0,Match Report
2388,Angers,2025-01-26,0,@,Lens,fr Ligue 1,L 0-1,0,1,-1,36,0,0,0,0,0,0,0,0,0,0,0,Match Report
2389,Angers,2024-12-15,0,@,Rennes,fr Ligue 1,L 0-2,0,2,-2,56,0,0,0,0,0,0,0,0,0,0,0,Match Report
2390,Angers,2024-12-07,0,,Lyon,fr Ligue 1,L 0-3,0,3,-3,37,0,0,0,0,0,0,0,0,0,0,0,Match Report
2391,Angers,2024-11-24,0,@,Auxerre,fr Ligue 1,L 0-1,0,1,-1,52,0,0,0,0,0,0,0,0,0,0,0,Match Report
2392,Angers,2024-08-24,0,@,Lille,fr Ligue 1,L 0-2,0,2,-2,36,0,0,0,0,0,0,0,0,0,0,0,Match Report
2393,Angers,2024-08-18,0,,Lens,fr Ligue 1,L 0-1,0,1,-1,42,0,0,0,0,0,0,0,0,0,0,0,Match Report
2394,Lazio,2025-03-16,0,@,Bologna,it Serie A,L 0-5,0,5,-5,49,0,0,0,0,0,0,0,0,0,0,0,Match Report
2395,Lazio,2025-02-22,0,@,Venezia,it Serie A,D 0-0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,Match Report
2396,Lazio,2025-01-05,0,@,Roma,it Serie A,L 0-2,0,2,-2,67,0,0,0,0,0,0,0,0,0,0,0,Match Report
2397,Lazio,2024-12-16,0,,Inter,it Serie A,L 0-6,0,6,-6,52,0,0,0,0,0,0,0,0,0,0,0,Match Report
2398,Lazio,2024-10-19,0,@,Juventus,it Serie A,L 0-1,0,1,-1,31,0,0,0,0,0,0,0,0,0,0,0,Match Report
2399,Getafe,2025-03-02,0,@,Leganés,es La Liga,L 0-1,0,1,-1,43,0,0,0,0,0,0,0,0,0,0,0,Match Report
2400,Getafe,2025-02-01,0,,Sevilla,es La Liga,D 0-0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,Match Report
2401,Getafe,2024-12-21,0,,Mallorca,es La Liga,L 0-1,0,1,-1,54,0,0,0,0,0,0,0,0,0,0,0,Match Report
2402,Getafe,2024-12-15,0,@,Atlético Madrid,es La Liga,L 0-1,0,1,-1,43,0,0,0,0,0,0,0,0,0,0,0,Match Report
2403,Getafe,2024-12-01,0,@,Real Madrid,es La Liga,L 0-2,0,2,-2,31,0,0,0,0,0,0,0,0,0,0,0,Match Report
2404,Getafe,2024-11-10,0,,Girona,es La Liga,L 0-1,0,1,-1,47,0,0,0,0,0,0,0,0,0,0,0,Match Report
2405,Getafe,2024-11-04,0,@,Celta Vigo,es La Liga,L 0-1,0,1,-1,43,0,0,0,0,0,0,0,0,0,0,0,Match Report
2406,Getafe,2024-09-25,0,@,Barcelona,es La Liga,L 0-1,0,1,-1,24,0,0,0,0,0,0,0,0,0,0,0,Match Report
2407,Getafe,2024-09-14,0,@,Sevilla,es La Liga,L 0-1,0,1,-1,40,0,0,0,0,0,0,0,0,0,0,0,Match Report
2408,Getafe,2024-09-01,0,,Real Sociedad,es La Liga,D 0-0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,Match Report
2409,Getafe,2024-08-24,0,,Rayo Vallecano,es La Liga,D 0-0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,Match Report
2410,Union Berlin,2025-03-02,0,,Holstein Kiel,de Bundesliga,L 0-1,0,1,-1,52,0,0,0,0,0,0,0,0,0,0,0,Match Report
2411,Union Berlin,2025-02-22,0,@,Dortmund,de Bundesliga,L 0-6,0,6,-6,36,0,0,0,0,0,0,0,0,0,0,0,Match Report
2412,Union Berlin,2025-02-01,0,,RB Leipzig,de Bundesliga,D 0-0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,Match Report
2413,Union Berlin,2025-01-26,0,@,St. Pauli,de Bundesliga,L 0-3,0,3,-3,56,0,0,0,0,0,0,0,0,0,0,0,Match Report
2414,Union Berlin,2025-01-15,0,,Augsburg,de Bundesliga,L 0-2,0,2,-2,55,0,0,0,0,0,0,0,0,0,0,0,Match Report
2415,Union Berlin,2025-01-11,0,@,Heidenheim,de Bundesliga,L 0-2,0,2,-2,42,0,0,0,0,0,0,0,0,0,0,0,Match Report
2416,Union Berlin,2024-11-23,0,@,Wolfsburg,de Bundesliga,L 0-1,0,1,-1,45,0,0,0,0,0,0,0,0,0,0,0,Match Report
2417,Union Berlin,2024-11-08,0,,Freiburg,de Bundesliga,D 0-0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,Match Report
2418,Union Berlin,2024-11-02,0,@,Bayern Munich,de Bundesliga,L 0-3,0,3,-3,23,0,0,0,0,0,0,0,0,0,0,0,Match Report
2419,Union Berlin,2024-09-28,0,@,Gladbach,de Bundesliga,L 0-1,0,1,-1,38,0,0,0,0,0,0,0,0,0,0,0,Match Report
2420,Union Berlin,2024-09-14,0,@,RB Leipzig,de Bundesliga,D 0-0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,Match Report
2421,West Ham,2025-04-01,0,@,Wolves,eng Premier League,L 0-1,0,1,-1,58,0,0,0,0,0,0,0,0,0,0,0,Match Report
2422,West Ham,2025-03-10,0,,Newcastle Utd,eng Premier League,L 0-1,0,1,-1,51,0,0,0,0,0,0,0,0,0,0,0,Match Report
2423,West Ham,2025-02-15,0,,Brentford,eng Premier League,L 0-1,0,1,-1,58,0,0,0,0,0,0,0,0,0,0,0,Match Report
2424,West Ham,2025-02-03,0,@,Chelsea,eng Premier League,L 1-2,1,2,-1,32,1,0,0,0,0,0,0,0,0,0,0,Match Report
2425,West Ham,2025-01-18,0,,Crystal Palace,eng Premier League,L 0-2,0,2,-2,53,0,0,0,0,0,0,0,0,0,0,0,Match Report
2426,West Ham,2024-12-29,0,,Liverpool,eng Premier League,L 0-5,0,5,-5,46,0,0,0,0,0,0,0,0,0,0,0,Match Report
2427,West Ham,2024-12-16,0,@,Bournemouth,eng Premier League,D 1-1,1,1,0,48,0,1,1,0,0,0,0,0,0,0,0,Match Report
2428,West Ham,2024-11-09,0,,Everton,eng Premier League,D 0-0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,Match Report
2429,West Ham,2024-11-02,0,@,Nott'ham Forest,eng Premier League,L 0-3,0,3,-3,46,0,0,0,0,0,0,0,0,0,0,0,Match Report
2430,West Ham,2024-09-21,0,,Chelsea,eng Premier League,L 0-3,0,3,-3,53,0,0,0,0,0,0,0,0,0,0,0,Match Report
2431,West Ham,2024-08-31,0,,Manchester City,eng Premier League,L 1-3,1,3,-2,33,0,0,0,0,0,0,0,0,0,0,0,Match Report
2432,Leganés,2025-02-23,0,@,Real Sociedad,es La Liga,L 0-3,0,3,-3,45,0,0,0,0,0,0,0,0,0,0,0,Match Report
2433,Leganés,2025-02-09,0,@,Valencia,es La Liga,L 0-2,0,2,-2,56,0,0,0,0,0,0,0,0,0,0,0,Match Report
2434,Leganés,2025-01-31,0,,Rayo Vallecano,es La Liga,L 0-1,0,1,-1,34,0,0,1,1,0,0,0,0,0,0,0,Match Report
2435,Leganés,2025-01-26,0,@,Athletic Club,es La Liga,D 0-0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,Match Report
2436,Leganés,2024-12-08,0,,Real Sociedad,es La Liga,L 0-3,0,3,-3,56,0,0,0,0,0,0,0,0,0,0,0,Match Report
2437,Leganés,2024-11-24,0,,Real Madrid,es La Liga,L 0-3,0,3,-3,33,0,0,0,0,0,0,0,0,0,0,0,Match Report
2438,Leganés,2024-10-04,0,,Valencia,es La Liga,D 0-0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,Match Report
2439,Leganés,2024-09-19,0,,Athletic Club,es La Liga,L 0-2,0,2,-2,48,0,0,0,0,0,0,0,0,0,0,0,Match Report
2440,Leganés,2024-09-13,0,@,Betis,es La Liga,L 0-2,0,2,-2,36,0,0,0,0,0,0,0,0,0,0,0,Match Report
2441,Leganés,2024-08-31,0,,Mallorca,es La Liga,L 0-1,0,1,-1,54,0,0,0,0,0,0,0,0,0,0,0,Match Report
2442,Leganés,2024-08-28,0,@,Valladolid,es La Liga,D 0-0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,Match Report
2443,Reims,2025-04-06,0,,Strasbourg,fr Ligue 1,L 0-1,0,1,-1,48,0,0,0,0,0,0,0,0,0,0,0,Match Report
2444,Reims,2025-03-16,0,@,Brest,fr Ligue 1,D 0-0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,Match Report
2445,Reims,2025-03-09,0,,Auxerre,fr Ligue 1,L 0-2,0,2,-2,57,0,0,0,0,0,0,0,0,0,0,0,Match Report
2446,Reims,2025-02-28,0,@,Monaco,fr Ligue 1,L 0-3,0,3,-3,44,0,0,0,0,0,0,0,0,0,0,0,Match Report
2447,Reims,2025-02-21,0,@,Rennes,fr Ligue 1,L 0-1,0,1,-1,42,0,0,0,0,0,0,0,0,0,0,0,Match Report
2448,Reims,2025-02-16,0,,Angers,fr Ligue 1,L 0-1,0,1,-1,63,0,0,1,1,0,0,0,0,0,0,0,Match Report
2449,Reims,2025-02-09,0,@,Lyon,fr Ligue 1,L 0-4,0,4,-4,33,0,0,0,0,0,0,0,0,0,0,0,Match Report
2450,Reims,2025-02-02,0,,Nantes,fr Ligue 1,L 1-2,1,2,-1,55,0,0,0,0,0,0,0,0,0,0,0,Match Report
2451,Reims,2024-12-14,0,,Monaco,fr Ligue 1,D 0-0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,Match Report
2452,Reims,2024-12-08,0,@,Strasbourg,fr Ligue 1,D 0-0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,Match Report
2453,Reims,2024-11-29,0,,Lens,fr Ligue 1,L 0-2,0,2,-2,52,0,0,0,0,0,0,0,0,0,0,0,Match Report
2454,Reims,2024-11-03,0,@,Toulouse,fr Ligue 1,L 0-1,0,1,-1,49,0,0,0,0,0,0,0,0,0,0,0,Match Report
2455,Reims,2024-08-17,0,,Lille,fr Ligue 1,L 0-2,0,2,-2,32,0,0,0,0,0,0,0,0,0,0,0,Match Report
2456,Liverpool,2024-09-14,0,,Nott'ham Forest,eng Premier League,L 0-1,0,1,-1,68,0,0,0,0,0,0,0,0,0,0,0,Match Report
2457,Aston Villa,2025-02-01,0,@,Wolves,eng Premier League,L 0-2,0,2,-2,68,0,0,0,0,0,0,0,0,0,0,0,Match Report
2458,Aston Villa,2024-12-26,0,@,Newcastle Utd,eng Premier League,L 0-3,0,3,-3,38,0,0,0,0,0,0,0,0,0,0,0,Match Report
2459,Aston Villa,2024-12-01,0,@,Chelsea,eng Premier League,L 0-3,0,3,-3,36,0,0,0,0,0,0,0,0,0,0,0,Match Report
2460,Aston Villa,2024-11-09,0,@,Liverpool,eng Premier League,L 0-2,0,2,-2,38,0,0,0,0,0,0,0,0,0,0,0,Match Report
2461,Aston Villa,2024-10-06,0,,Manchester Utd,eng Premier League,D 0-0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,Match Report
2462,Aston Villa,2024-08-24,0,,Arsenal,eng Premier League,L 0-2,0,2,-2,40,0,0,0,0,0,0,0,0,0,0,0,Match Report
2463,Wolves,2025-04-01,0,,West Ham,eng Premier League,W 1-0,1,0,+1,42,1,0,0,0,0,0,0,0,0,0,0,Match Report
2464,Wolves,2025-01-25,0,,Arsenal,eng Premier League,L 0-1,0,1,-1,51,0,0,0,0,0,0,0,0,0,0,0,Match Report
2465,Wolves,2025-01-20,0,@,Chelsea,eng Premier League,L 1-3,1,3,-2,37,1,0,0,0,0,0,0,0,0,0,0,Match Report
2466,Wolves,2025-01-15,0,@,Newcastle Utd,eng Premier League,L 0-3,0,3,-3,40,0,0,0,0,0,0,0,0,0,0,0,Match Report
2467,Wolves,2025-01-06,0,,Nott'ham Forest,eng Premier League,L 0-3,0,3,-3,60,0,0,0,0,0,0,0,0,0,0,0,Match Report
2468,Wolves,2024-12-04,0,@,Everton,eng Premier League,L 0-4,0,4,-4,56,0,0,0,0,0,0,0,0,0,0,0,Match Report
2469,Wolves,2024-09-21,0,@,Aston Villa,eng Premier League,L 1-3,1,3,-2,47,1,0,0,0,0,0,0,0,0,0,0,Match Report
2470,Wolves,2024-08-17,0,@,Arsenal,eng Premier League,L 0-2,0,2,-2,47,0,0,0,0,0,0,0,0,0,0,0,Match Report
2471,Alavés,2025-03-29,0,,Rayo Vallecano,es La Liga,L 0-2,0,2,-2,55,0,0,1,1,0,0,0,0,0,0,0,Match Report
2472,Alavés,2025-02-22,0,,Espanyol,es La Liga,L 0-1,0,1,-1,62,0,0,0,0,0,0,0,0,0,0,0,Match Report
2473,Alavés,2025-02-09,0,,Getafe,es La Liga,L 0-1,0,1,-1,65,0,0,0,0,0,0,0,0,0,0,0,Match Report
2474,Alavés,2025-02-02,0,@,Barcelona,es La Liga,L 0-1,0,1,-1,31,0,0,0,0,0,0,0,0,0,0,0,Match Report
2475,Alavés,2025-01-11,0,,Girona,es La Liga,L 0-1,0,1,-1,43,0,0,0,0,0,0,0,0,0,0,0,Match Report
2476,Alavés,2024-11-09,0,@,Villarreal,es La Liga,L 0-3,0,3,-3,38,0,0,0,0,0,0,0,0,0,0,0,Match Report
2477,Alavés,2024-10-26,0,@,Rayo Vallecano,es La Liga,L 0-1,0,1,-1,49,0,0,0,0,0,0,0,0,0,0,0,Match Report
2478,Alavés,2024-10-06,0,,Barcelona,es La Liga,L 0-3,0,3,-3,29,0,0,0,0,0,0,0,0,0,0,0,Match Report
2479,Alavés,2024-09-28,0,@,Getafe,es La Liga,L 0-2,0,2,-2,54,0,0,0,0,0,0,0,0,0,0,0,Match Report
2480,Alavés,2024-08-25,0,,Betis,es La Liga,D 0-0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,Match Report
2481,Girona,2025-04-05,0,,Alavés,es La Liga,L 0-1,0,1,-1,64,0,0,0,0,0,0,0,0,0,0,0,Match Report
2482,Girona,2025-02-23,0,@,Real Madrid,es La Liga,L 0-2,0,2,-2,37,0,0,0,0,0,0,0,0,0,0,0,Match Report
2483,Girona,2025-02-08,0,@,Athletic Club,es La Liga,L 0-3,0,3,-3,55,0,0,0,0,0,0,0,0,0,0,0,Match Report
2484,Girona,2024-12-07,0,,Real Madrid,es La Liga,L 0-3,0,3,-3,42,0,0,0,0,0,0,0,0,0,0,0,Match Report
2485,Girona,2024-10-26,0,@,Las Palmas,es La Liga,L 0-1,0,1,-1,57,0,0,0,0,0,0,0,0,0,0,0,Match Report
2486,Girona,2024-10-19,0,,Real Sociedad,es La Liga,L 0-1,0,1,-1,47,0,0,0,0,0,0,0,0,0,0,0,Match Report
2487,Girona,2024-09-25,0,,Rayo Vallecano,es La Liga,D 0-0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,Match Report
2488,Girona,2024-09-21,0,@,Valencia,es La Liga,L 0-2,0,2,-2,67,0,0,0,0,0,0,0,0,0,0,0,Match Report
2489,Girona,2024-08-25,0,@,Atlético Madrid,es La Liga,L 0-3,0,3,-3,57,0,0,0,0,0,0,0,0,0,0,0,Match Report
2490,Atalanta,2025-04-06,0,,Lazio,it Serie A,L 0-1,0,1,-1,58,0,0,0,0,0,0,0,0,0,0,0,Match Report
2491,Atalanta,2025-03-30,0,@,Fiorentina,it Serie A,L 0-1,0,1,-1,55,0,0,0,0,0,0,0,0,0,0,0,Match Report
2492,Atalanta,2025-03-16,0,,Inter,it Serie A,L 0-2,0,2,-2,49,0,0,0,0,0,0,0,0,0,0,0,Match Report
2493,Atalanta,2025-03-01,0,,Venezia,it Serie A,D 0-0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,Match Report
2494,Atalanta,2025-02-15,0,,Cagliari,it Serie A,D 0-0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,Match Report
2495,Atalanta,2025-01-11,0,@,Udinese,it Serie A,D 0-0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,Match Report
2496,Atalanta,2024-08-30,0,@,Inter,it Serie A,L 0-4,0,4,-4,45,0,0,0,0,0,0,0,0,0,0,0,Match Report
2497,Rayo Vallecano,2025-04-04,0,,Espanyol,es La Liga,L 0-4,0,4,-4,69,0,0,0,0,0,0,0,0,0,0,0,Match Report
2498,Rayo Vallecano,2025-02-22,0,,Villarreal,es La Liga,L 0-1,0,1,-1,50,0,0,0,0,0,0,0,0,0,0,0,Match Report
2499,Rayo Vallecano,2025-02-17,0,@,Barcelona,es La Liga,L 0-1,0,1,-1,41,0,0,0,0,0,0,0,0,0,0,0,Match Report
2500,Rayo Vallecano,2024-12-22,0,@,Betis,es La Liga,D 1-1,1,1,0,45,1,0,0,0,0,0,0,0,0,0,0,Match Report
2501,Rayo Vallecano,2024-12-01,0,,Athletic Club,es La Liga,L 1-2,1,2,-1,48,1,0,0,0,0,0,0,0,0,0,0,Match Report
2502,Rayo Vallecano,2024-11-24,0,@,Sevilla,es La Liga,L 0-1,0,1,-1,47,0,0,0,0,0,0,0,0,0,0,0,Match Report
2503,Rayo Vallecano,2024-11-08,0,,Las Palmas,es La Liga,L 1-3,1,3,-2,64,0,0,0,0,0,0,0,0,0,0,0,Match Report
2504,Rayo Vallecano,2024-10-26,0,,Alavés,es La Liga,W 1-0,1,0,+1,51,0,0,0,0,0,0,0,0,0,0,0,Match Report
2505,Rayo Vallecano,2024-10-20,0,@,Mallorca,es La Liga,L 0-1,0,1,-1,49,0,0,0,0,0,0,0,0,0,0,0,Match Report
2506,Rayo Vallecano,2024-09-25,0,@,Girona,es La Liga,D 0-0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,Match Report
2507,Rayo Vallecano,2024-08-24,0,@,Getafe,es La Liga,D 0-0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,Match Report
2508,Mainz 05,2025-02-08,0,,Augsburg,de Bundesliga,D 0-0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,Match Report
2509,Mainz 05,2025-01-31,0,@,Werder Bremen,de Bundesliga,L 0-1,0,1,-1,62,0,0,0,0,0,0,0,0,0,0,0,Match Report
2510,Mainz 05,2025-01-14,0,@,Leverkusen,de Bundesliga,L 0-1,0,1,-1,34,0,0,0,0,0,0,0,0,0,0,0,Match Report
2511,Mainz 05,2024-11-03,0,@,Freiburg,de Bundesliga,D 0-0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,Match Report
2512,Mainz 05,2024-10-25,0,,Gladbach,de Bundesliga,D 1-1,1,1,0,52,0,0,0,0,0,0,0,0,0,0,0,Match Report
2513,Mainz 05,2024-10-19,0,,RB Leipzig,de Bundesliga,L 0-2,0,2,-2,53,0,0,0,0,0,0,0,0,0,0,0,Match Report
2514,Mainz 05,2024-09-28,0,,Heidenheim,de Bundesliga,L 0-2,0,2,-2,50,0,0,0,0,0,0,0,0,0,0,0,Match Report
2515,Leicester City,2025-04-07,0,,Newcastle Utd,eng Premier League,L 0-3,0,3,-3,58,0,0,0,0,0,0,0,0,0,0,0,Match Report
2516,Leicester City,2025-04-02,0,@,Manchester City,eng Premier League,L 0-2,0,2,-2,28,0,0,0,0,0,0,0,0,0,0,0,Match Report
2517,Leicester City,2025-03-16,0,,Manchester Utd,eng Premier League,L 0-3,0,3,-3,53,0,0,0,0,0,0,0,0,0,0,0,Match Report
2518,Leicester City,2025-03-09,0,@,Chelsea,eng Premier League,L 0-1,0,1,-1,44,0,0,0,0,0,0,0,0,0,0,0,Match Report
2519,Leicester City,2025-02-27,0,@,West Ham,eng Premier League,L 0-2,0,2,-2,42,0,0,0,0,0,0,0,0,0,0,0,Match Report
2520,Leicester City,2025-02-21,0,,Brentford,eng Premier League,L 0-4,0,4,-4,48,0,0,0,0,0,0,0,0,0,0,0,Match Report
2521,Leicester City,2025-02-15,0,,Arsenal,eng Premier League,L 0-2,0,2,-2,40,0,0,0,0,0,0,0,0,0,0,0,Match Report
2522,Leicester City,2025-02-01,0,@,Everton,eng Premier League,L 0-4,0,4,-4,52,0,0,0,0,0,0,0,0,0,0,0,Match Report
2523,Leicester City,2025-01-18,0,,Fulham,eng Premier League,L 0-2,0,2,-2,40,0,0,0,0,0,0,0,0,0,0,0,Match Report
2524,Leicester City,2025-01-15,0,,Crystal Palace,eng Premier League,L 0-2,0,2,-2,57,0,0,0,0,0,0,0,0,0,0,0,Match Report
2525,Leicester City,2024-12-29,0,,Manchester City,eng Premier League,L 0-2,0,2,-2,53,0,0,0,0,0,0,0,0,0,0,0,Match Report
2526,Leicester City,2024-12-22,0,,Wolves,eng Premier League,L 0-3,0,3,-3,54,0,0,0,0,0,0,0,0,0,0,0,Match Report
2527,Leicester City,2024-12-14,0,@,Newcastle Utd,eng Premier League,L 0-4,0,4,-4,41,0,0,0,0,0,0,0,0,0,0,0,Match Report
2528,Leicester City,2024-11-10,0,@,Manchester Utd,eng Premier League,L 0-3,0,3,-3,49,0,0,0,0,0,0,0,0,0,0,0,Match Report
2529,Leicester City,2024-09-21,0,,Everton,eng Premier League,D 1-1,1,1,0,58,1,0,0,0,0,0,0,0,0,0,0,Match Report
2530,Empoli,2025-04-06,0,,Cagliari,it Serie A,D 0-0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,Match Report
2531,Empoli,2025-03-15,0,@,Torino,it Serie A,L 0-1,0,1,-1,50,0,0,0,0,0,0,0,0,0,0,0,Match Report
2532,Empoli,2025-03-09,0,,Roma,it Serie A,L 0-1,0,1,-1,36,0,0,0,0,0,0,0,0,0,0,0,Match Report
2533,Empoli,2025-03-02,0,@,Genoa,it Serie A,D 1-1,1,1,0,40,1,0,0,0,0,0,0,0,0,0,0,Match Report
2534,Empoli,2025-02-23,0,,Atalanta,it Serie A,L 0-5,0,5,-5,46,0,0,0,0,0,0,0,0,0,0,0,Match Report
2535,Empoli,2025-02-16,0,@,Udinese,it Serie A,L 0-3,0,3,-3,44,0,0,0,0,0,0,0,0,0,0,0,Match Report
2536,Empoli,2025-02-08,0,,Milan,it Serie A,L 0-2,0,2,-2,39,0,0,0,0,0,0,0,0,0,0,0,Match Report
2537,Empoli,2025-02-02,0,@,Juventus,it Serie A,L 1-4,1,4,-3,45,1,0,0,0,0,0,0,0,0,0,0,Match Report
2538,Empoli,2024-12-13,0,,Torino,it Serie A,L 0-1,0,1,-1,59,0,0,0,0,0,0,0,0,0,0,0,Match Report
2539,Empoli,2024-11-30,0,@,Milan,it Serie A,L 0-3,0,3,-3,45,0,0,0,0,0,0,0,0,0,0,0,Match Report
2540,Empoli,2024-10-30,0,,Inter,it Serie A,L 0-3,0,3,-3,23,0,0,0,0,0,0,0,0,0,0,0,Match Report
2541,Empoli,2024-10-27,0,@,Parma,it Serie A,D 1-1,1,1,0,40,0,0,0,0,0,0,0,0,0,0,0,Match Report
2542,Empoli,2024-10-20,0,,Napoli,it Serie A,L 0-1,0,1,-1,50,0,0,0,0,0,0,0,0,0,0,0,Match Report
2543,Empoli,2024-09-29,0,,Fiorentina,it Serie A,D 0-0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,Match Report
2544,Empoli,2024-09-14,0,,Juventus,it Serie A,D 0-0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,Match Report
2545,Empoli,2024-08-17,0,,Monza,it Serie A,D 0-0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,Match Report
2546,Freiburg,2025-03-08,0,,RB Leipzig,de Bundesliga,D 0-0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,Match Report
2547,Freiburg,2025-03-02,0,@,Augsburg,de Bundesliga,D 0-0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,Match Report
2548,Freiburg,2025-02-15,0,@,St. Pauli,de Bundesliga,W 1-0,1,0,+1,46,0,0,1,1,0,0,0,0,0,0,0,Match Report
2549,Freiburg,2025-01-18,0,@,Stuttgart,de Bundesliga,L 0-4,0,4,-4,44,0,0,0,0,0,0,0,0,0,0,0,Match Report
