Rk,Team,Date,SoTA,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,SoTA,Saves,Save%,Match Report
200,Genoa,2024-12-28,8,@,Empoli,it Serie A,W 2-1,2,1,+1,42,2,0,0,0,8,6,87.5,Match Report
201,Genoa,2024-11-07,8,,Como,it Serie A,D 1-1,1,1,0,42,1,0,0,0,8,7,87.5,Match Report
202,Genoa,2024-10-05,8,@,Atalanta,it Serie A,L 1-5,1,5,-4,37,1,0,0,0,8,3,50.0,Match Report
203,Angers,2025-02-22,8,@,Saint-Étienne,fr Ligue 1,D 3-3,3,3,0,39,1,2,2,0,8,5,62.5,Match Report
204,Angers,2025-02-09,8,,Marseille,fr Ligue 1,L 0-2,0,2,-2,22,0,0,0,0,8,6,75.0,Match Report
205,Angers,2024-09-01,8,,Nice,fr Ligue 1,L 1-4,1,4,-3,54,0,1,1,0,8,4,50.0,Match Report
206,Union Berlin,2025-02-22,8,@,Dortmund,de Bundesliga,L 0-6,0,6,-6,36,0,0,0,0,8,3,25.0,Match Report
207,Union Berlin,2025-01-11,8,@,Heidenheim,de Bundesliga,L 0-2,0,2,-2,42,0,0,0,0,8,6,75.0,Match Report
208,West Ham,2024-08-31,8,,Manchester City,eng Premier League,L 1-3,1,3,-2,33,0,0,0,0,8,5,62.5,Match Report
209,Leganés,2024-11-24,8,,Real Madrid,es La Liga,L 0-3,0,3,-3,33,0,0,0,0,8,5,62.5,Match Report
210,Leganés,2024-10-20,8,@,Atlético Madrid,es La Liga,L 1-3,1,3,-2,37,1,0,0,0,8,5,62.5,Match Report
211,Reims,2024-10-20,8,@,Auxerre,fr Ligue 1,L 1-2,1,2,-1,65,1,0,0,0,8,5,75.0,Match Report
212,Aston Villa,2024-12-01,8,@,Chelsea,eng Premier League,L 0-3,0,3,-3,36,0,0,0,0,8,5,62.5,Match Report
213,Wolves,2024-11-30,8,,Bournemouth,eng Premier League,L 2-4,2,4,-2,60,2,0,0,0,8,4,87.5,Match Report
214,Wolves,2024-08-25,8,,Chelsea,eng Premier League,L 2-6,2,6,-4,40,2,0,0,0,8,2,25.0,Match Report
215,Alavés,2024-12-08,8,@,Osasuna,es La Liga,D 2-2,2,2,0,40,2,0,0,0,8,6,75.0,Match Report
216,Alavés,2024-11-23,8,@,Atlético Madrid,es La Liga,L 1-2,1,2,-1,30,0,1,1,0,8,6,87.5,Match Report
217,Alavés,2024-09-28,8,@,Getafe,es La Liga,L 0-2,0,2,-2,54,0,0,0,0,8,6,87.5,Match Report
218,Girona,2025-02-08,8,@,Athletic Club,es La Liga,L 0-3,0,3,-3,55,0,0,0,0,8,5,75.0,Match Report
219,Atalanta,2025-01-14,8,,Juventus,it Serie A,D 1-1,1,1,0,60,1,0,0,0,8,7,87.5,Match Report
220,Atalanta,2024-12-14,8,@,Cagliari,it Serie A,W 1-0,1,0,+1,56,1,0,0,0,8,8,100.0,Match Report
221,Mainz 05,2025-03-15,8,,Freiburg,de Bundesliga,D 2-2,2,2,0,44,2,0,0,0,8,6,75.0,Match Report
222,Mainz 05,2025-01-14,8,@,Leverkusen,de Bundesliga,L 0-1,0,1,-1,34,0,0,0,0,8,7,87.5,Match Report
223,Mainz 05,2024-12-21,8,@,Eint Frankfurt,de Bundesliga,W 3-1,3,1,+2,30,2,0,0,0,8,7,87.5,Match Report
224,Leicester City,2024-12-03,8,,West Ham,eng Premier League,W 3-1,3,1,+2,39,3,0,0,0,8,7,87.5,Match Report
225,Empoli,2025-02-23,8,,Atalanta,it Serie A,L 0-5,0,5,-5,46,0,0,0,0,8,4,37.5,Match Report
226,Empoli,2025-02-16,8,@,Udinese,it Serie A,L 0-3,0,3,-3,44,0,0,0,0,8,5,62.5,Match Report
227,Empoli,2025-02-02,8,@,Juventus,it Serie A,L 1-4,1,4,-3,45,1,0,0,0,8,4,50.0,Match Report
228,Empoli,2025-01-25,8,,Bologna,it Serie A,D 1-1,1,1,0,37,1,0,0,0,8,7,87.5,Match Report
229,Freiburg,2025-01-14,8,@,Eint Frankfurt,de Bundesliga,L 1-4,1,4,-3,36,1,0,0,0,8,4,50.0,Match Report
230,RB Leipzig,2024-11-30,8,,Wolfsburg,de Bundesliga,L 1-5,1,5,-4,63,1,0,0,0,8,3,37.5,Match Report
231,Sevilla,2025-03-01,8,@,Rayo Vallecano,es La Liga,D 1-1,1,1,0,36,1,0,0,0,8,7,87.5,Match Report
232,Venezia,2025-01-19,8,@,Parma,it Serie A,D 1-1,1,1,0,41,0,1,1,0,8,7,100.0,Match Report
233,Venezia,2024-12-29,8,@,Napoli,it Serie A,L 0-1,0,1,-1,34,0,0,0,0,8,6,87.5,Match Report
234,Venezia,2024-11-03,8,@,Inter,it Serie A,L 0-1,0,1,-1,43,0,0,0,0,8,7,87.5,Match Report
235,Venezia,2024-09-14,8,@,Milan,it Serie A,L 0-4,0,4,-4,38,0,0,0,0,8,4,75.0,Match Report
236,Venezia,2024-08-25,8,@,Fiorentina,it Serie A,D 0-0,0,0,0,46,0,0,0,0,8,8,100.0,Match Report
237,Rennes,2024-11-03,8,@,Auxerre,fr Ligue 1,L 0-4,0,4,-4,61,0,0,0,0,8,4,62.5,Match Report
238,Bochum,2024-09-27,8,@,Dortmund,de Bundesliga,L 2-4,2,4,-2,34,2,0,0,0,8,4,62.5,Match Report
239,Bochum,2024-09-14,8,@,Freiburg,de Bundesliga,L 1-2,1,2,-1,46,1,0,0,0,8,6,75.0,Match Report
240,Ipswich Town,2024-10-19,8,,Everton,eng Premier League,L 0-2,0,2,-2,55,0,0,0,0,8,6,75.0,Match Report
241,Strasbourg,2024-11-30,8,@,Brest,fr Ligue 1,L 1-3,1,3,-2,62,1,0,0,0,8,4,75.0,Match Report
242,Strasbourg,2024-11-09,8,,Monaco,fr Ligue 1,L 1-3,1,3,-2,43,1,0,0,0,8,5,75.0,Match Report
243,Leverkusen,2025-02-08,8,@,Wolfsburg,de Bundesliga,D 0-0,0,0,0,59,0,0,0,0,8,8,100.0,Match Report
244,Leverkusen,2024-10-26,8,@,Werder Bremen,de Bundesliga,D 2-2,2,2,0,57,1,0,0,0,8,6,75.0,Match Report
245,Brentford,2025-01-18,8,,Liverpool,eng Premier League,L 0-2,0,2,-2,40,0,0,0,0,8,6,75.0,Match Report
246,Brentford,2025-01-14,8,,Manchester City,eng Premier League,D 2-2,2,2,0,45,2,0,0,0,8,6,75.0,Match Report
247,Brentford,2024-12-15,8,@,Chelsea,eng Premier League,L 1-2,1,2,-1,38,1,0,0,0,8,6,75.0,Match Report
248,Brentford,2024-08-25,8,@,Liverpool,eng Premier League,L 0-2,0,2,-2,38,0,0,0,0,8,6,75.0,Match Report
249,Roma,2025-01-12,8,@,Bologna,it Serie A,D 2-2,2,2,0,46,1,1,1,0,8,6,87.5,Match Report
250,Brighton,2024-11-02,8,@,Liverpool,eng Premier League,L 1-2,1,2,-1,51,1,0,0,0,8,6,75.0,Match Report
251,Saint-Étienne,2025-02-08,8,,Rennes,fr Ligue 1,L 0-2,0,2,-2,53,0,0,0,0,8,6,75.0,Match Report
252,Saint-Étienne,2024-10-26,8,@,Angers,fr Ligue 1,L 2-4,2,4,-2,58,1,1,1,0,8,4,62.5,Match Report
253,Saint-Étienne,2024-08-31,8,@,Brest,fr Ligue 1,L 0-4,0,4,-4,53,0,0,0,0,8,4,75.0,Match Report
254,Everton,2025-01-04,8,@,Bournemouth,eng Premier League,L 0-1,0,1,-1,42,0,0,0,0,8,7,87.5,Match Report
255,Lyon,2024-08-30,8,,Strasbourg,fr Ligue 1,W 4-3,4,3,+1,48,4,0,0,0,8,5,62.5,Match Report
256,Lyon,2024-08-18,8,@,Rennes,fr Ligue 1,L 0-3,0,3,-3,53,0,0,1,1,8,5,62.5,Match Report
257,Inter,2024-09-22,8,,Milan,it Serie A,L 1-2,1,2,-1,57,1,0,0,0,8,6,75.0,Match Report
258,Nantes,2024-12-15,8,@,Brest,fr Ligue 1,L 1-4,1,4,-3,49,1,0,0,0,8,4,50.0,Match Report
259,Milan,2025-04-05,8,,Fiorentina,it Serie A,D 2-2,2,2,0,52,2,0,0,0,8,7,75.0,Match Report
260,Milan,2025-03-02,8,,Lazio,it Serie A,L 1-2,1,2,-1,61,1,0,0,0,8,6,87.5,Match Report
261,Milan,2024-12-06,8,@,Atalanta,it Serie A,L 1-2,1,2,-1,48,1,0,0,0,8,6,75.0,Match Report
262,Real Sociedad,2025-02-16,8,@,Betis,es La Liga,L 0-3,0,3,-3,32,0,0,0,0,8,4,62.5,Match Report
263,Nott'ham Forest,2025-04-05,8,@,Aston Villa,eng Premier League,L 1-2,1,2,-1,48,1,0,0,0,8,6,75.0,Match Report
264,Nott'ham Forest,2024-10-06,8,@,Chelsea,eng Premier League,D 1-1,1,1,0,35,1,0,0,0,8,7,87.5,Match Report
265,Eint Frankfurt,2025-01-26,8,@,Hoffenheim,de Bundesliga,D 2-2,2,2,0,49,1,1,1,0,8,6,75.0,Match Report
266,Eint Frankfurt,2024-11-02,8,,Bochum,de Bundesliga,W 7-2,7,2,+5,64,7,0,0,0,8,6,75.0,Match Report
267,Brest,2024-11-10,8,@,Montpellier,fr Ligue 1,L 1-3,1,3,-2,67,1,0,0,0,8,4,75.0,Match Report
268,Betis,2024-11-03,8,@,Athletic Club,es La Liga,D 1-1,1,1,0,50,1,0,0,0,8,7,87.5,Match Report
269,Lens,2025-02-23,8,@,Nantes,fr Ligue 1,L 1-3,1,3,-2,65,0,1,1,0,8,5,75.0,Match Report
270,Lens,2024-11-02,8,@,Paris S-G,fr Ligue 1,L 0-1,0,1,-1,32,0,0,0,0,8,7,87.5,Match Report
271,Fulham,2024-12-29,8,,Bournemouth,eng Premier League,D 2-2,2,2,0,52,2,0,0,0,8,6,75.0,Match Report
272,Fulham,2024-12-26,8,@,Chelsea,eng Premier League,W 2-1,2,1,+1,53,2,0,0,0,8,7,87.5,Match Report
273,Lecce,2024-12-07,8,@,Roma,it Serie A,L 1-4,1,4,-3,41,0,1,1,0,8,4,50.0,Match Report
274,Lecce,2024-10-26,8,@,Napoli,it Serie A,L 0-1,0,1,-1,36,0,0,0,0,8,7,87.5,Match Report
275,Las Palmas,2025-02-28,7,@,Valladolid,es La Liga,D 1-1,1,1,0,36,1,0,0,0,7,6,85.7,Match Report
276,Las Palmas,2024-10-21,7,@,Valencia,es La Liga,W 3-2,3,2,+1,52,3,0,0,0,7,5,85.7,Match Report
277,Las Palmas,2024-09-30,7,@,Villarreal,es La Liga,L 1-3,1,3,-2,57,1,0,0,0,7,3,57.1,Match Report
278,Hoffenheim,2025-02-23,7,,Stuttgart,de Bundesliga,D 1-1,1,1,0,45,1,0,0,0,7,6,85.7,Match Report
279,Hoffenheim,2025-02-08,7,,Union Berlin,de Bundesliga,L 0-4,0,4,-4,64,0,0,0,0,7,3,42.9,Match Report
280,Hoffenheim,2025-01-26,7,,Eint Frankfurt,de Bundesliga,D 2-2,2,2,0,51,2,0,0,0,7,5,85.7,Match Report
281,Hoffenheim,2024-09-14,7,,Leverkusen,de Bundesliga,L 1-4,1,4,-3,40,1,0,0,0,7,3,57.1,Match Report
282,Hoffenheim,2024-08-31,7,@,Eint Frankfurt,de Bundesliga,L 1-3,1,3,-2,50,1,0,0,0,7,4,57.1,Match Report
283,Osasuna,2025-04-07,7,@,Leganés,es La Liga,D 1-1,1,1,0,44,1,0,0,0,7,6,100.0,Match Report
284,Osasuna,2025-01-24,7,@,Las Palmas,es La Liga,D 1-1,1,1,0,49,1,0,0,0,7,6,85.7,Match Report
285,Osasuna,2024-11-24,7,,Villarreal,es La Liga,D 2-2,2,2,0,41,1,1,1,0,7,5,85.7,Match Report
286,Udinese,2025-04-04,7,@,Genoa,it Serie A,L 0-1,0,1,-1,46,0,0,0,0,7,6,85.7,Match Report
287,Udinese,2024-10-30,7,@,Venezia,it Serie A,L 2-3,2,3,-1,43,2,0,0,0,7,4,85.7,Match Report
288,Udinese,2024-09-28,7,,Inter,it Serie A,L 2-3,2,3,-1,40,2,0,0,0,7,4,57.1,Match Report
289,Augsburg,2025-04-04,7,,Bayern Munich,de Bundesliga,L 1-3,1,3,-2,31,1,0,0,0,7,5,57.1,Match Report
290,Hellas Verona,2025-02-08,7,,Atalanta,it Serie A,L 0-5,0,5,-5,38,0,0,0,0,7,2,28.6,Match Report
291,Hellas Verona,2024-12-30,7,@,Bologna,it Serie A,W 3-2,3,2,+1,33,2,0,0,0,7,5,71.4,Match Report
292,Hellas Verona,2024-12-15,7,@,Parma,it Serie A,W 3-2,3,2,+1,44,3,0,0,0,7,5,71.4,Match Report
293,Hellas Verona,2024-11-23,7,,Inter,it Serie A,L 0-5,0,5,-5,31,0,0,0,0,7,2,28.6,Match Report
294,Hellas Verona,2024-09-16,7,@,Lazio,it Serie A,L 1-2,1,2,-1,45,1,0,0,0,7,5,71.4,Match Report
295,Torino,2024-09-29,7,,Lazio,it Serie A,L 2-3,2,3,-1,57,2,0,0,0,7,4,57.1,Match Report
296,Nice,2024-10-20,7,@,Nantes,fr Ligue 1,D 1-1,1,1,0,57,1,0,0,0,7,6,85.7,Match Report
297,Nice,2024-10-06,7,,Paris S-G,fr Ligue 1,D 1-1,1,1,0,29,1,0,0,0,7,7,85.7,Match Report
298,Nice,2024-09-01,7,@,Angers,fr Ligue 1,W 4-1,4,1,+3,46,4,0,0,0,7,6,100.0,Match Report
299,Nice,2024-08-18,7,@,Auxerre,fr Ligue 1,L 1-2,1,2,-1,55,1,0,0,0,7,5,71.4,Match Report
300,Valladolid,2024-12-20,7,@,Girona,es La Liga,L 0-3,0,3,-3,30,0,0,0,0,7,4,57.1,Match Report
301,Heidenheim,2025-01-25,7,@,Augsburg,de Bundesliga,L 1-2,1,2,-1,40,1,0,0,0,7,5,71.4,Match Report
302,Heidenheim,2024-12-15,7,,Stuttgart,de Bundesliga,L 1-3,1,3,-2,34,1,0,0,0,7,4,71.4,Match Report
303,Manchester Utd,2025-02-16,7,@,Tottenham,eng Premier League,L 0-1,0,1,-1,45,0,0,0,0,7,6,85.7,Match Report
304,Monza,2025-04-05,7,,Como,it Serie A,L 1-3,1,3,-2,42,1,0,0,0,7,4,57.1,Match Report
305,Monza,2025-03-02,7,,Torino,it Serie A,L 0-2,0,2,-2,53,0,0,0,0,7,5,71.4,Match Report
306,Monza,2025-01-18,7,@,Bologna,it Serie A,L 1-3,1,3,-2,42,1,0,0,0,7,4,57.1,Match Report
307,Monza,2024-11-02,7,,Milan,it Serie A,L 0-1,0,1,-1,44,0,0,0,0,7,6,85.7,Match Report
308,Montpellier,2025-03-08,7,@,Lille,fr Ligue 1,L 0-1,0,1,-1,24,0,0,0,0,7,6,85.7,Match Report
309,Como,2024-10-31,7,,Lazio,it Serie A,L 1-5,1,5,-4,51,1,0,0,0,7,2,42.9,Match Report
310,Villarreal,2024-08-26,7,,Celta Vigo,es La Liga,W 4-3,4,3,+1,45,3,0,1,1,7,4,57.1,Match Report
311,Villarreal,2024-08-23,7,@,Sevilla,es La Liga,W 2-1,2,1,+1,41,2,0,0,0,7,6,85.7,Match Report
312,Mallorca,2025-03-02,7,,Alavés,es La Liga,D 1-1,1,1,0,44,1,0,0,0,7,6,85.7,Match Report
313,Mallorca,2025-01-20,7,@,Villarreal,es La Liga,L 0-4,0,4,-4,57,0,0,0,0,7,3,42.9,Match Report
314,Mallorca,2024-08-27,7,,Sevilla,es La Liga,D 0-0,0,0,0,45,0,0,0,0,7,7,100.0,Match Report
315,Holstein Kiel,2025-03-29,7,,Werder Bremen,de Bundesliga,L 0-3,0,3,-3,55,0,0,0,0,7,4,57.1,Match Report
316,Holstein Kiel,2025-02-22,7,,Leverkusen,de Bundesliga,L 0-2,0,2,-2,38,0,0,0,0,7,5,71.4,Match Report
317,Holstein Kiel,2024-11-24,7,,Mainz 05,de Bundesliga,L 0-3,0,3,-3,38,0,0,0,0,7,4,71.4,Match Report
318,Holstein Kiel,2024-10-05,7,@,Leverkusen,de Bundesliga,D 2-2,2,2,0,26,1,1,1,0,7,5,71.4,Match Report
319,Gladbach,2025-03-07,7,,Mainz 05,de Bundesliga,L 1-3,1,3,-2,57,1,0,0,0,7,4,57.1,Match Report
320,Gladbach,2025-02-08,7,,Eint Frankfurt,de Bundesliga,D 1-1,1,1,0,53,1,0,0,0,7,6,85.7,Match Report
321,Gladbach,2024-11-30,7,@,Freiburg,de Bundesliga,L 1-3,1,3,-2,52,1,0,0,0,7,4,57.1,Match Report
322,Gladbach,2024-09-14,7,,Stuttgart,de Bundesliga,L 1-3,1,3,-2,44,1,0,0,0,7,4,57.1,Match Report
323,Southampton,2025-03-08,7,@,Liverpool,eng Premier League,L 1-3,1,3,-2,29,1,0,0,0,7,4,85.7,Match Report
324,Southampton,2025-02-15,7,,Bournemouth,eng Premier League,L 1-3,1,3,-2,44,1,0,0,0,7,4,57.1,Match Report
325,Southampton,2024-10-26,7,@,Manchester City,eng Premier League,L 0-1,0,1,-1,43,0,0,0,0,7,6,85.7,Match Report
326,Southampton,2024-08-31,7,@,Brentford,eng Premier League,L 1-3,1,3,-2,63,1,0,0,0,7,4,57.1,Match Report
327,Fiorentina,2024-09-15,7,@,Atalanta,it Serie A,L 2-3,2,3,-1,49,2,0,0,0,7,4,57.1,Match Report
328,Crystal Palace,2025-03-08,7,,Ipswich Town,eng Premier League,W 1-0,1,0,+1,55,1,0,0,0,7,7,100.0,Match Report
329,Crystal Palace,2024-11-09,7,,Fulham,eng Premier League,L 0-2,0,2,-2,36,0,0,0,0,7,5,71.4,Match Report
330,Crystal Palace,2024-09-01,7,@,Chelsea,eng Premier League,D 1-1,1,1,0,38,1,0,0,0,7,6,85.7,Match Report
331,Bournemouth,2025-02-01,7,,Liverpool,eng Premier League,L 0-2,0,2,-2,49,0,0,0,0,7,5,85.7,Match Report
332,Bournemouth,2024-12-22,7,@,Manchester Utd,eng Premier League,W 3-0,3,0,+3,40,2,1,1,0,7,7,100.0,Match Report
333,Wolfsburg,2025-03-01,7,@,Werder Bremen,de Bundesliga,W 2-1,2,1,+1,44,2,0,0,0,7,6,85.7,Match Report
334,Wolfsburg,2024-10-20,7,,Werder Bremen,de Bundesliga,L 2-4,2,4,-2,43,2,0,0,0,7,3,42.9,Match Report
335,Wolfsburg,2024-09-22,7,@,Leverkusen,de Bundesliga,L 3-4,3,4,-1,22,2,0,0,0,7,3,42.9,Match Report
336,Real Madrid,2024-10-26,7,,Barcelona,es La Liga,L 0-4,0,4,-4,43,0,0,0,0,7,3,42.9,Match Report
337,St. Pauli,2024-10-18,7,@,Dortmund,de Bundesliga,L 1-2,1,2,-1,26,1,0,0,0,7,5,71.4,Match Report
338,Marseille,2024-11-23,7,@,Lens,fr Ligue 1,W 3-1,3,1,+2,55,3,0,0,0,7,6,85.7,Match Report
339,Marseille,2024-08-17,7,@,Brest,fr Ligue 1,W 5-1,5,1,+4,50,3,2,2,0,7,5,85.7,Match Report
340,Stuttgart,2024-09-14,7,@,Gladbach,de Bundesliga,W 3-1,3,1,+2,56,3,0,0,0,7,6,85.7,Match Report
341,Stuttgart,2024-08-31,7,,Mainz 05,de Bundesliga,D 3-3,3,3,0,63,3,0,0,0,7,4,71.4,Match Report
342,Le Havre,2025-03-16,7,@,Lyon,fr Ligue 1,L 2-4,2,4,-2,33,1,1,1,0,7,3,57.1,Match Report
343,Le Havre,2025-03-01,7,@,Lens,fr Ligue 1,W 4-3,4,3,+1,31,3,1,1,0,7,4,71.4,Match Report
344,Le Havre,2025-01-26,7,,Brest,fr Ligue 1,L 0-1,0,1,-1,45,0,0,0,0,7,6,85.7,Match Report
345,Le Havre,2024-11-10,7,,Reims,fr Ligue 1,L 0-3,0,3,-3,55,0,0,0,0,7,4,57.1,Match Report
346,Werder Bremen,2025-03-15,7,,Gladbach,de Bundesliga,L 2-4,2,4,-2,53,1,1,1,0,7,3,57.1,Match Report
347,Werder Bremen,2025-01-12,7,@,RB Leipzig,de Bundesliga,L 2-4,2,4,-2,51,2,0,0,0,7,3,42.9,Match Report
348,Werder Bremen,2024-11-03,7,@,Gladbach,de Bundesliga,L 1-4,1,4,-3,53,1,0,0,0,7,4,42.9,Match Report
349,Werder Bremen,2024-09-21,7,,Bayern Munich,de Bundesliga,L 0-5,0,5,-5,31,0,0,0,0,7,2,28.6,Match Report
350,Genoa,2025-01-17,7,@,Roma,it Serie A,L 1-3,1,3,-2,48,1,0,0,0,7,5,57.1,Match Report
351,Genoa,2024-10-19,7,,Bologna,it Serie A,D 2-2,2,2,0,39,2,0,0,0,7,5,71.4,Match Report
352,Genoa,2024-08-17,7,,Inter,it Serie A,D 2-2,2,2,0,32,2,0,1,1,7,5,71.4,Match Report
353,Angers,2025-03-09,7,@,Brest,fr Ligue 1,L 0-2,0,2,-2,50,0,0,0,0,7,5,71.4,Match Report
354,Angers,2024-10-26,7,,Saint-Étienne,fr Ligue 1,W 4-2,4,2,+2,42,3,1,1,0,7,5,85.7,Match Report
355,Lazio,2025-03-16,7,@,Bologna,it Serie A,L 0-5,0,5,-5,49,0,0,0,0,7,2,28.6,Match Report
356,Lazio,2024-12-16,7,,Inter,it Serie A,L 0-6,0,6,-6,52,0,0,0,0,7,1,28.6,Match Report
357,Lazio,2024-09-29,7,@,Torino,it Serie A,W 3-2,3,2,+1,43,3,0,0,0,7,5,71.4,Match Report
358,Getafe,2025-01-12,7,@,Las Palmas,es La Liga,W 2-1,2,1,+1,37,2,0,0,0,7,5,85.7,Match Report
359,Getafe,2024-09-18,7,@,Betis,es La Liga,L 1-2,1,2,-1,35,1,0,0,0,7,5,85.7,Match Report
360,Union Berlin,2024-11-02,7,@,Bayern Munich,de Bundesliga,L 0-3,0,3,-3,23,0,0,0,0,7,4,71.4,Match Report
361,West Ham,2025-01-18,7,,Crystal Palace,eng Premier League,L 0-2,0,2,-2,53,0,0,0,0,7,5,85.7,Match Report
362,West Ham,2025-01-04,7,@,Manchester City,eng Premier League,L 1-4,1,4,-3,44,1,0,0,0,7,4,42.9,Match Report
363,West Ham,2024-11-30,7,,Arsenal,eng Premier League,L 2-5,2,5,-3,40,2,0,0,0,7,2,57.1,Match Report
364,West Ham,2024-10-19,7,@,Tottenham,eng Premier League,L 1-4,1,4,-3,43,1,0,0,0,7,4,42.9,Match Report
365,Leganés,2025-02-15,7,,Alavés,es La Liga,D 3-3,3,3,0,43,1,2,2,0,7,4,71.4,Match Report
366,Leganés,2024-11-30,7,@,Alavés,es La Liga,D 1-1,1,1,0,40,1,0,0,0,7,6,85.7,Match Report
367,Reims,2025-01-25,7,@,Paris S-G,fr Ligue 1,D 1-1,1,1,0,22,1,0,0,0,7,6,85.7,Match Report
368,Reims,2024-11-23,7,,Lyon,fr Ligue 1,D 1-1,1,1,0,41,1,0,0,0,7,6,85.7,Match Report
369,Aston Villa,2024-12-26,7,@,Newcastle Utd,eng Premier League,L 0-3,0,3,-3,38,0,0,0,0,7,4,57.1,Match Report
370,Wolves,2024-10-20,7,,Manchester City,eng Premier League,L 1-2,1,2,-1,23,1,0,0,0,7,5,71.4,Match Report
371,Girona,2025-01-26,7,@,Rayo Vallecano,es La Liga,L 1-2,1,2,-1,43,1,0,0,0,7,5,71.4,Match Report
372,Girona,2024-12-07,7,,Real Madrid,es La Liga,L 0-3,0,3,-3,42,0,0,0,0,7,4,57.1,Match Report
373,Atalanta,2024-09-24,7,,Como,it Serie A,L 2-3,2,3,-1,59,1,1,1,0,7,5,57.1,Match Report
374,Rayo Vallecano,2025-04-04,7,,Espanyol,es La Liga,L 0-4,0,4,-4,69,0,0,0,0,7,3,57.1,Match Report
375,Rayo Vallecano,2025-01-10,7,,Celta Vigo,es La Liga,W 2-1,2,1,+1,50,2,0,0,0,7,6,85.7,Match Report
376,Rayo Vallecano,2024-12-01,7,,Athletic Club,es La Liga,L 1-2,1,2,-1,48,1,0,0,0,7,5,71.4,Match Report
377,Rayo Vallecano,2024-10-26,7,,Alavés,es La Liga,W 1-0,1,0,+1,51,0,0,0,0,7,7,100.0,Match Report
378,Mainz 05,2025-03-30,7,@,Dortmund,de Bundesliga,L 1-3,1,3,-2,56,1,0,0,0,7,4,57.1,Match Report
379,Mainz 05,2024-09-20,7,@,Augsburg,de Bundesliga,W 3-2,3,2,+1,27,3,0,0,0,7,5,71.4,Match Report
380,Leicester City,2025-03-09,7,@,Chelsea,eng Premier League,L 0-1,0,1,-1,44,0,0,0,0,7,5,85.7,Match Report
381,Leicester City,2025-02-01,7,@,Everton,eng Premier League,L 0-4,0,4,-4,52,0,0,0,0,7,3,42.9,Match Report
382,Leicester City,2024-12-26,7,@,Liverpool,eng Premier League,L 1-3,1,3,-2,32,1,0,0,0,7,4,57.1,Match Report
383,Leicester City,2024-12-08,7,,Brighton,eng Premier League,D 2-2,2,2,0,56,2,0,0,0,7,5,71.4,Match Report
384,Leicester City,2024-10-19,7,@,Southampton,eng Premier League,W 3-2,3,2,+1,58,2,1,1,0,7,5,71.4,Match Report
385,Empoli,2025-03-09,7,,Roma,it Serie A,L 0-1,0,1,-1,36,0,0,0,0,7,6,85.7,Match Report
386,Empoli,2025-01-19,7,@,Inter,it Serie A,L 1-3,1,3,-2,32,1,0,0,0,7,4,57.1,Match Report
387,Empoli,2024-08-25,7,@,Roma,it Serie A,W 2-1,2,1,+1,27,1,1,1,0,7,6,85.7,Match Report
388,Freiburg,2025-04-05,7,,Dortmund,de Bundesliga,L 1-4,1,4,-3,54,1,0,0,0,7,3,42.9,Match Report
389,Freiburg,2025-01-18,7,@,Stuttgart,de Bundesliga,L 0-4,0,4,-4,44,0,0,0,0,7,3,57.1,Match Report
390,Freiburg,2025-01-11,7,,Holstein Kiel,de Bundesliga,W 3-2,3,2,+1,51,2,0,0,0,7,5,71.4,Match Report
391,Freiburg,2024-11-23,7,@,Dortmund,de Bundesliga,L 0-4,0,4,-4,41,0,0,0,0,7,3,42.9,Match Report
392,Espanyol,2025-03-15,7,@,Mallorca,es La Liga,L 1-2,1,2,-1,38,0,0,0,0,7,4,85.7,Match Report
393,Espanyol,2025-02-01,7,,Real Madrid,es La Liga,W 1-0,1,0,+1,24,1,0,0,0,7,7,100.0,Match Report
394,Espanyol,2024-08-28,7,@,Atlético Madrid,es La Liga,D 0-0,0,0,0,37,0,0,0,0,7,7,100.0,Match Report
395,RB Leipzig,2024-11-23,7,@,Hoffenheim,de Bundesliga,L 3-4,3,4,-1,41,2,0,0,0,7,3,42.9,Match Report
396,RB Leipzig,2024-11-02,7,@,Dortmund,de Bundesliga,L 1-2,1,2,-1,43,1,0,0,0,7,5,71.4,Match Report
397,Sevilla,2024-12-22,7,@,Real Madrid,es La Liga,L 2-4,2,4,-2,41,2,0,0,0,7,3,42.9,Match Report
398,Dortmund,2025-01-14,7,@,Holstein Kiel,de Bundesliga,L 2-4,2,4,-2,75,2,0,0,0,7,3,42.9,Match Report
399,Venezia,2025-03-16,7,,Napoli,it Serie A,D 0-0,0,0,0,43,0,0,0,0,7,7,100.0,Match Report
400,Venezia,2025-03-08,7,@,Como,it Serie A,D 1-1,1,1,0,45,0,1,1,0,7,6,85.7,Match Report
401,Venezia,2024-12-22,7,,Cagliari,it Serie A,W 2-1,2,1,+1,32,2,0,0,0,7,6,85.7,Match Report
402,Venezia,2024-10-20,7,,Atalanta,it Serie A,L 0-2,0,2,-2,43,0,0,0,0,7,5,71.4,Match Report
403,Newcastle Utd,2025-02-15,7,@,Manchester City,eng Premier League,L 0-4,0,4,-4,39,0,0,0,0,7,3,42.9,Match Report
404,Newcastle Utd,2025-01-15,7,,Wolves,eng Premier League,W 3-0,3,0,+3,60,3,0,0,0,7,7,100.0,Match Report
405,Newcastle Utd,2024-12-07,7,@,Brentford,eng Premier League,L 2-4,2,4,-2,57,2,0,0,0,7,3,42.9,Match Report
