Rk,Team,Date,Off,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Off,PKwon,PKcon,OG,Recov,Match Report
197,Holstein Kiel,2024-09-21,4,@,Bochum,de Bundesliga,D 2-2,2,2,0,56,2,0,0,0,4,0,0,0,57,Match Report
198,Athletic Club,2024-12-04,4,,Real Madrid,es La Liga,W 2-1,2,1,+1,37,2,0,0,0,4,0,1,0,48,Match Report
199,Athletic Club,2024-10-28,4,@,Mallorca,es La Liga,D 0-0,0,0,0,67,0,0,0,0,4,0,0,0,50,Match Report
200,Gladbach,2024-12-14,4,,Holstein Kiel,de Bundesliga,W 4-1,4,1,+3,56,4,0,0,0,4,0,0,0,41,Match Report
201,Gladbach,2024-11-09,4,@,RB Leipzig,de Bundesliga,D 0-0,0,0,0,39,0,0,0,0,4,0,0,0,39,Match Report
202,Southampton,2025-02-01,4,@,Ipswich Town,eng Premier League,W 2-1,2,1,+1,43,2,0,0,0,4,0,0,0,57,Match Report
203,Southampton,2024-12-07,4,@,Aston Villa,eng Premier League,L 0-1,0,1,-1,53,0,0,0,0,4,0,0,0,44,Match Report
204,Tottenham,2024-12-22,4,,Liverpool,eng Premier League,L 3-6,3,6,-3,52,3,0,0,0,4,0,0,0,51,Match Report
205,Tottenham,2024-09-01,4,@,Newcastle Utd,eng Premier League,L 1-2,1,2,-1,65,0,0,0,0,4,0,0,0,45,Match Report
206,Toulouse,2025-03-30,4,,Brest,fr Ligue 1,L 2-4,2,4,-2,53,2,0,0,0,4,0,0,0,40,Match Report
207,Toulouse,2025-01-12,4,,Strasbourg,fr Ligue 1,L 1-2,1,2,-1,53,0,0,0,0,4,0,0,0,52,Match Report
208,Toulouse,2024-09-29,4,,Lyon,fr Ligue 1,L 1-2,1,2,-1,46,1,0,0,0,4,0,0,1,56,Match Report
209,Fiorentina,2024-10-06,4,,Milan,it Serie A,W 2-1,2,1,+1,41,2,0,1,1,4,1,2,0,35,Match Report
210,Fiorentina,2024-09-15,4,@,Atalanta,it Serie A,L 2-3,2,3,-1,49,2,0,0,0,4,0,0,0,32,Match Report
211,Crystal Palace,2025-04-02,4,@,Southampton,eng Premier League,D 1-1,1,1,0,57,1,0,0,0,4,0,0,0,46,Match Report
212,Crystal Palace,2024-10-27,4,,Tottenham,eng Premier League,W 1-0,1,0,+1,34,1,0,0,0,4,0,0,0,53,Match Report
213,Bournemouth,2025-03-15,4,,Brentford,eng Premier League,L 1-2,1,2,-1,58,0,0,0,0,4,0,0,0,50,Match Report
214,Bournemouth,2025-02-25,4,@,Brighton,eng Premier League,L 1-2,1,2,-1,56,1,0,0,0,4,0,1,0,44,Match Report
215,Bournemouth,2025-02-01,4,,Liverpool,eng Premier League,L 0-2,0,2,-2,49,0,0,0,0,4,0,1,0,48,Match Report
216,Bournemouth,2024-09-14,4,,Chelsea,eng Premier League,L 0-1,0,1,-1,34,0,0,1,1,4,1,0,0,59,Match Report
217,Bournemouth,2024-08-17,4,@,Nott'ham Forest,eng Premier League,D 1-1,1,1,0,47,1,0,0,0,4,0,0,0,57,Match Report
218,Wolfsburg,2024-10-20,4,,Werder Bremen,de Bundesliga,L 2-4,2,4,-2,43,2,0,0,0,4,0,0,0,55,Match Report
219,Real Madrid,2025-01-03,4,@,Valencia,es La Liga,W 2-1,2,1,+1,62,2,0,1,1,4,1,0,0,48,Match Report
220,Real Madrid,2024-12-01,4,,Getafe,es La Liga,W 2-0,2,0,+2,69,1,1,1,0,4,1,0,0,36,Match Report
221,Real Madrid,2024-08-25,4,,Valladolid,es La Liga,W 3-0,3,0,+3,63,3,0,0,0,4,0,0,0,45,Match Report
222,Marseille,2025-03-16,4,@,Paris S-G,fr Ligue 1,L 1-3,1,3,-2,40,1,0,0,0,4,0,0,1,48,Match Report
223,Marseille,2024-09-29,4,@,Strasbourg,fr Ligue 1,L 0-1,0,1,-1,59,0,0,0,0,4,0,0,0,46,Match Report
224,Marseille,2024-09-22,4,@,Lyon,fr Ligue 1,W 3-2,3,2,+1,37,3,0,0,0,4,0,1,0,35,Match Report
225,Auxerre,2025-04-06,4,@,Rennes,fr Ligue 1,W 1-0,1,0,+1,37,1,0,0,0,4,0,0,0,38,Match Report
226,Auxerre,2024-10-27,4,@,Lyon,fr Ligue 1,D 2-2,2,2,0,38,2,0,0,0,4,0,1,0,43,Match Report
227,Auxerre,2024-10-05,4,@,Saint-Étienne,fr Ligue 1,L 1-3,1,3,-2,58,1,0,0,0,4,0,0,0,52,Match Report
228,Le Havre,2024-09-01,4,,Auxerre,fr Ligue 1,W 3-1,3,1,+2,50,1,1,1,0,4,1,0,0,39,Match Report
229,Werder Bremen,2025-04-05,4,,Eint Frankfurt,de Bundesliga,W 2-0,2,0,+2,38,2,0,0,0,4,0,0,0,51,Match Report
230,Werder Bremen,2025-03-29,4,@,Holstein Kiel,de Bundesliga,W 3-0,3,0,+3,45,3,0,0,0,4,0,0,0,42,Match Report
231,Werder Bremen,2025-02-16,4,,Hoffenheim,de Bundesliga,L 1-3,1,3,-2,63,0,0,0,0,4,0,0,0,47,Match Report
232,Werder Bremen,2024-12-14,4,@,St. Pauli,de Bundesliga,W 2-0,2,0,+2,44,2,0,0,0,4,0,0,0,43,Match Report
233,Werder Bremen,2024-11-23,4,@,Eint Frankfurt,de Bundesliga,L 0-1,0,1,-1,50,0,0,0,0,4,0,0,0,49,Match Report
234,Genoa,2025-01-27,4,,Monza,it Serie A,W 2-0,2,0,+2,50,2,0,1,1,4,1,0,0,34,Match Report
235,Genoa,2024-12-01,4,@,Udinese,it Serie A,W 2-0,2,0,+2,54,1,0,0,0,4,0,0,0,43,Match Report
236,Genoa,2024-11-07,4,,Como,it Serie A,D 1-1,1,1,0,42,1,0,0,0,4,0,0,0,35,Match Report
237,Angers,2025-04-05,4,@,Paris S-G,fr Ligue 1,L 0-1,0,1,-1,19,0,0,0,0,4,0,0,0,44,Match Report
238,Angers,2025-03-09,4,@,Brest,fr Ligue 1,L 0-2,0,2,-2,50,0,0,0,0,4,0,0,0,31,Match Report
239,Angers,2025-02-09,4,,Marseille,fr Ligue 1,L 0-2,0,2,-2,22,0,0,0,0,4,0,0,0,38,Match Report
240,Angers,2025-01-19,4,,Auxerre,fr Ligue 1,W 2-0,2,0,+2,48,1,0,0,0,4,0,0,0,49,Match Report
241,Angers,2024-12-07,4,,Lyon,fr Ligue 1,L 0-3,0,3,-3,37,0,0,0,0,4,0,0,0,31,Match Report
242,Angers,2024-10-04,4,@,Marseille,fr Ligue 1,D 1-1,1,1,0,24,1,0,0,0,4,0,0,0,32,Match Report
243,Angers,2024-08-24,4,@,Lille,fr Ligue 1,L 0-2,0,2,-2,36,0,0,0,0,4,0,0,0,42,Match Report
244,Angers,2024-08-18,4,,Lens,fr Ligue 1,L 0-1,0,1,-1,42,0,0,0,0,4,0,0,0,31,Match Report
245,Getafe,2025-02-14,4,@,Girona,es La Liga,W 2-1,2,1,+1,29,2,0,0,0,4,0,0,0,34,Match Report
246,Getafe,2024-12-21,4,,Mallorca,es La Liga,L 0-1,0,1,-1,54,0,0,0,0,4,0,1,0,40,Match Report
247,Getafe,2024-11-22,4,,Valladolid,es La Liga,W 2-0,2,0,+2,57,2,0,0,0,4,0,0,0,34,Match Report
248,Getafe,2024-09-28,4,,Alavés,es La Liga,W 2-0,2,0,+2,46,1,1,1,0,4,0,0,0,33,Match Report
249,Union Berlin,2025-02-15,4,,Gladbach,de Bundesliga,L 1-2,1,2,-1,52,0,1,1,0,4,1,0,0,39,Match Report
250,Union Berlin,2024-11-08,4,,Freiburg,de Bundesliga,D 0-0,0,0,0,41,0,0,0,0,4,0,1,0,49,Match Report
251,Union Berlin,2024-10-27,4,,Eint Frankfurt,de Bundesliga,D 1-1,1,1,0,48,1,0,0,0,4,0,0,0,61,Match Report
252,Union Berlin,2024-10-20,4,@,Holstein Kiel,de Bundesliga,W 2-0,2,0,+2,52,2,0,0,0,4,0,0,0,38,Match Report
253,Union Berlin,2024-10-05,4,,Dortmund,de Bundesliga,W 2-1,2,1,+1,33,1,1,1,0,4,1,0,0,43,Match Report
254,West Ham,2025-04-05,4,,Bournemouth,eng Premier League,D 2-2,2,2,0,56,2,0,0,0,4,0,0,0,39,Match Report
255,West Ham,2025-01-26,4,@,Aston Villa,eng Premier League,D 1-1,1,1,0,54,1,0,0,0,4,0,0,0,44,Match Report
256,West Ham,2024-12-09,4,,Wolves,eng Premier League,W 2-1,2,1,+1,54,2,0,0,0,4,0,0,0,43,Match Report
257,Leganés,2025-03-16,4,,Betis,es La Liga,L 2-3,2,3,-1,36,2,0,0,0,4,0,1,0,33,Match Report
258,Leganés,2024-09-19,4,,Athletic Club,es La Liga,L 0-2,0,2,-2,48,0,0,0,0,4,0,0,0,50,Match Report
259,Reims,2025-02-21,4,@,Rennes,fr Ligue 1,L 0-1,0,1,-1,42,0,0,0,0,4,0,1,0,24,Match Report
260,Reims,2024-11-23,4,,Lyon,fr Ligue 1,D 1-1,1,1,0,41,1,0,0,0,4,0,0,0,40,Match Report
261,Liverpool,2025-02-23,4,@,Manchester City,eng Premier League,W 2-0,2,0,+2,34,2,0,0,0,4,0,0,0,38,Match Report
262,Liverpool,2024-12-22,4,@,Tottenham,eng Premier League,W 6-3,6,3,+3,48,6,0,0,0,4,0,0,0,58,Match Report
263,Liverpool,2024-12-01,4,,Manchester City,eng Premier League,W 2-0,2,0,+2,44,1,1,1,0,4,1,0,0,48,Match Report
264,Wolves,2024-11-02,4,,Crystal Palace,eng Premier League,D 2-2,2,2,0,57,2,0,0,0,4,0,0,0,41,Match Report
265,Atalanta,2024-12-14,4,@,Cagliari,it Serie A,W 1-0,1,0,+1,56,1,0,0,0,4,0,0,0,55,Match Report
266,Rayo Vallecano,2024-11-08,4,,Las Palmas,es La Liga,L 1-3,1,3,-2,64,0,0,0,0,4,0,0,1,50,Match Report
267,Rayo Vallecano,2024-08-27,4,,Barcelona,es La Liga,L 1-2,1,2,-1,36,1,0,0,0,4,0,0,0,51,Match Report
268,Rayo Vallecano,2024-08-24,4,@,Getafe,es La Liga,D 0-0,0,0,0,52,0,0,0,0,4,0,0,0,37,Match Report
269,Mainz 05,2025-03-01,4,@,RB Leipzig,de Bundesliga,W 2-1,2,1,+1,51,2,0,0,0,4,0,0,0,68,Match Report
270,Mainz 05,2025-01-25,4,,Stuttgart,de Bundesliga,W 2-0,2,0,+2,44,2,0,0,0,4,0,0,0,45,Match Report
271,Mainz 05,2024-09-15,4,,Werder Bremen,de Bundesliga,L 1-2,1,2,-1,58,1,0,0,0,4,0,1,0,41,Match Report
272,Leicester City,2025-03-16,4,,Manchester Utd,eng Premier League,L 0-3,0,3,-3,53,0,0,0,0,4,0,0,0,50,Match Report
273,Empoli,2024-08-17,4,,Monza,it Serie A,D 0-0,0,0,0,39,0,0,0,0,4,0,0,0,41,Match Report
274,RB Leipzig,2025-03-29,4,@,Gladbach,de Bundesliga,L 0-1,0,1,-1,60,0,0,0,0,4,0,0,0,55,Match Report
275,RB Leipzig,2025-01-18,4,@,Bochum,de Bundesliga,D 3-3,3,3,0,55,3,0,0,0,4,0,1,0,46,Match Report
276,RB Leipzig,2025-01-12,4,,Werder Bremen,de Bundesliga,W 4-2,4,2,+2,49,4,0,0,0,4,0,0,0,52,Match Report
277,RB Leipzig,2024-11-30,4,,Wolfsburg,de Bundesliga,L 1-5,1,5,-4,63,1,0,0,0,4,0,0,0,40,Match Report
278,RB Leipzig,2024-11-23,4,@,Hoffenheim,de Bundesliga,L 3-4,3,4,-1,41,2,0,0,0,4,0,0,0,49,Match Report
279,Sevilla,2024-09-01,4,,Girona,es La Liga,L 0-2,0,2,-2,50,0,0,0,0,4,0,1,0,41,Match Report
280,Sevilla,2024-08-23,4,,Villarreal,es La Liga,L 1-2,1,2,-1,59,1,0,0,0,4,0,0,0,48,Match Report
281,Dortmund,2025-03-08,4,,Augsburg,de Bundesliga,L 0-1,0,1,-1,71,0,0,0,0,4,0,0,0,57,Match Report
282,Dortmund,2025-01-25,4,,Werder Bremen,de Bundesliga,D 2-2,2,2,0,46,1,0,0,0,4,0,0,0,39,Match Report
283,Venezia,2025-04-06,4,@,Lecce,it Serie A,D 1-1,1,1,0,50,0,0,0,0,4,0,0,0,43,Match Report
284,Venezia,2024-12-22,4,,Cagliari,it Serie A,W 2-1,2,1,+1,32,2,0,0,0,4,0,0,0,37,Match Report
285,Newcastle Utd,2025-02-01,4,,Fulham,eng Premier League,L 1-2,1,2,-1,49,1,0,0,0,4,0,0,0,37,Match Report
286,Newcastle Utd,2025-01-25,4,@,Southampton,eng Premier League,W 3-1,3,1,+2,47,2,1,1,0,4,1,0,0,49,Match Report
287,Newcastle Utd,2024-12-30,4,@,Manchester Utd,eng Premier League,W 2-0,2,0,+2,48,2,0,0,0,4,0,0,0,52,Match Report
288,Newcastle Utd,2024-12-04,4,,Liverpool,eng Premier League,D 3-3,3,3,0,42,3,0,0,0,4,0,0,0,41,Match Report
289,Rennes,2025-02-21,4,,Reims,fr Ligue 1,W 1-0,1,0,+1,58,0,1,1,0,4,0,0,0,35,Match Report
290,Ipswich Town,2024-12-14,4,@,Wolves,eng Premier League,W 2-1,2,1,+1,46,1,0,0,0,4,0,0,0,49,Match Report
291,Ipswich Town,2024-08-31,4,,Fulham,eng Premier League,D 1-1,1,1,0,48,1,0,0,0,4,0,0,0,39,Match Report
292,Strasbourg,2025-01-25,4,,Lille,fr Ligue 1,W 2-1,2,1,+1,42,2,0,0,0,4,0,0,0,46,Match Report
293,Cagliari,2024-09-30,4,@,Parma,it Serie A,W 3-2,3,2,+1,40,3,0,0,0,4,0,1,0,42,Match Report
294,Leverkusen,2025-03-01,4,@,Eint Frankfurt,de Bundesliga,W 4-1,4,1,+3,59,4,0,0,0,4,0,0,0,56,Match Report
295,Leverkusen,2024-09-22,4,,Wolfsburg,de Bundesliga,W 4-3,4,3,+1,78,4,0,0,0,4,0,0,1,39,Match Report
296,Lille,2024-09-21,4,,Strasbourg,fr Ligue 1,D 3-3,3,3,0,63,2,1,1,0,4,1,0,0,42,Match Report
297,Brentford,2025-02-15,4,@,West Ham,eng Premier League,W 1-0,1,0,+1,42,1,0,0,0,4,0,0,0,45,Match Report
298,Brentford,2025-01-14,4,,Manchester City,eng Premier League,D 2-2,2,2,0,45,2,0,0,0,4,0,0,0,36,Match Report
299,Roma,2025-01-26,4,@,Udinese,it Serie A,W 2-1,2,1,+1,51,0,2,2,0,4,1,0,0,40,Match Report
300,Roma,2024-12-22,4,,Parma,it Serie A,W 5-0,5,0,+5,59,3,2,2,0,4,2,0,0,34,Match Report
301,Roma,2024-09-22,4,,Udinese,it Serie A,W 3-0,3,0,+3,62,2,1,1,0,4,1,0,0,44,Match Report
302,Brighton,2025-03-08,4,,Fulham,eng Premier League,W 2-1,2,1,+1,53,1,1,1,0,4,1,0,0,44,Match Report
303,Saint-Étienne,2025-02-08,4,,Rennes,fr Ligue 1,L 0-2,0,2,-2,53,0,0,0,0,4,0,0,0,54,Match Report
304,Saint-Étienne,2024-08-31,4,@,Brest,fr Ligue 1,L 0-4,0,4,-4,53,0,0,0,0,4,0,2,0,46,Match Report
305,Everton,2025-04-02,4,@,Liverpool,eng Premier League,L 0-1,0,1,-1,27,0,0,0,0,4,0,0,0,37,Match Report
306,Everton,2024-12-04,4,,Wolves,eng Premier League,W 4-0,4,0,+4,44,2,0,0,0,4,0,0,0,45,Match Report
307,Everton,2024-10-26,4,,Fulham,eng Premier League,D 1-1,1,1,0,40,1,0,0,0,4,0,0,0,40,Match Report
308,Everton,2024-08-24,4,@,Tottenham,eng Premier League,L 0-4,0,4,-4,30,0,0,0,0,4,0,0,0,43,Match Report
309,Napoli,2024-12-01,4,@,Torino,it Serie A,W 1-0,1,0,+1,52,1,0,0,0,4,0,0,0,36,Match Report
310,Napoli,2024-09-15,4,@,Cagliari,it Serie A,W 4-0,4,0,+4,49,4,0,0,0,4,0,0,0,51,Match Report
311,Napoli,2024-08-31,4,,Parma,it Serie A,W 2-1,2,1,+1,55,2,0,0,0,4,0,1,0,43,Match Report
312,Lyon,2025-02-23,4,,Paris S-G,fr Ligue 1,L 2-3,2,3,-1,35,2,0,0,0,4,0,0,0,38,Match Report
313,Lyon,2024-08-30,4,,Strasbourg,fr Ligue 1,W 4-3,4,3,+1,48,4,0,0,0,4,0,0,0,50,Match Report
314,Lyon,2024-08-24,4,,Monaco,fr Ligue 1,L 0-2,0,2,-2,40,0,0,0,0,4,0,0,0,42,Match Report
315,Inter,2025-01-26,4,@,Lecce,it Serie A,W 4-0,4,0,+4,51,3,1,1,0,4,1,0,0,36,Match Report
316,Inter,2025-01-12,4,@,Venezia,it Serie A,W 1-0,1,0,+1,59,1,0,0,0,4,0,0,0,52,Match Report
317,Inter,2024-12-06,4,,Parma,it Serie A,W 3-1,3,1,+2,57,3,0,0,0,4,0,0,1,38,Match Report
318,Inter,2024-08-24,4,,Lecce,it Serie A,W 2-0,2,0,+2,61,1,1,1,0,4,1,0,0,41,Match Report
319,Nantes,2024-11-03,4,,Marseille,fr Ligue 1,L 1-2,1,2,-1,27,1,0,0,0,4,0,0,0,41,Match Report
320,Atlético Madrid,2025-03-09,4,@,Getafe,es La Liga,L 1-2,1,2,-1,61,0,1,1,0,4,0,0,0,42,Match Report
321,Atlético Madrid,2025-03-01,4,,Athletic Club,es La Liga,W 1-0,1,0,+1,50,1,0,0,0,4,0,0,0,46,Match Report
322,Atlético Madrid,2024-12-21,4,@,Barcelona,es La Liga,W 2-1,2,1,+1,38,2,0,0,0,4,0,0,0,50,Match Report
323,Valencia,2025-03-02,4,@,Osasuna,es La Liga,D 3-3,3,3,0,49,3,0,0,0,4,0,1,0,42,Match Report
324,Valencia,2025-01-26,4,@,Barcelona,es La Liga,L 1-7,1,7,-6,29,1,0,0,0,4,0,0,1,50,Match Report
325,Valencia,2024-11-23,4,,Betis,es La Liga,W 4-2,4,2,+2,48,4,0,0,0,4,0,0,1,53,Match Report
326,Juventus,2024-08-19,4,,Como,it Serie A,W 3-0,3,0,+3,57,3,0,0,0,4,0,0,0,34,Match Report
327,Paris S-G,2025-03-16,4,,Marseille,fr Ligue 1,W 3-1,3,1,+2,60,2,0,0,0,4,0,0,0,50,Match Report
328,Paris S-G,2024-12-06,4,@,Auxerre,fr Ligue 1,D 0-0,0,0,0,73,0,0,0,0,4,0,0,0,46,Match Report
329,Nott'ham Forest,2025-01-06,4,@,Wolves,eng Premier League,W 3-0,3,0,+3,40,3,0,0,0,4,0,0,0,43,Match Report
330,Nott'ham Forest,2024-12-26,4,,Tottenham,eng Premier League,W 1-0,1,0,+1,30,1,0,0,0,4,0,0,0,45,Match Report
331,Nott'ham Forest,2024-09-22,4,@,Brighton,eng Premier League,D 2-2,2,2,0,30,1,1,1,0,4,1,0,0,29,Match Report
332,Nott'ham Forest,2024-08-31,4,,Wolves,eng Premier League,D 1-1,1,1,0,52,1,0,0,0,4,0,0,0,44,Match Report
333,Eint Frankfurt,2024-11-10,4,@,Stuttgart,de Bundesliga,W 3-2,3,2,+1,40,3,0,0,0,4,0,1,0,58,Match Report
334,Celta Vigo,2025-03-31,4,,Las Palmas,es La Liga,D 1-1,1,1,0,61,1,0,0,0,4,0,0,0,55,Match Report
335,Celta Vigo,2024-12-14,4,@,Sevilla,es La Liga,L 0-1,0,1,-1,55,0,0,0,0,4,0,0,0,43,Match Report
336,Celta Vigo,2024-11-10,4,@,Betis,es La Liga,D 2-2,2,2,0,44,2,0,0,0,4,0,0,0,38,Match Report
337,Celta Vigo,2024-11-04,4,,Getafe,es La Liga,W 1-0,1,0,+1,57,1,0,0,0,4,0,0,0,50,Match Report
338,Celta Vigo,2024-08-16,4,,Alavés,es La Liga,W 2-1,2,1,+1,63,2,0,0,0,4,0,0,0,35,Match Report
339,Betis,2024-10-19,4,@,Osasuna,es La Liga,W 2-1,2,1,+1,45,2,0,0,0,4,0,0,0,33,Match Report
340,Betis,2024-09-26,4,@,Las Palmas,es La Liga,D 1-1,1,1,0,45,1,0,0,0,4,0,0,0,58,Match Report
341,Lens,2025-03-15,4,,Rennes,fr Ligue 1,W 1-0,1,0,+1,46,1,0,0,0,4,0,0,0,54,Match Report
342,Lens,2024-12-08,4,,Montpellier,fr Ligue 1,W 2-0,2,0,+2,55,1,0,0,0,4,0,0,0,49,Match Report
343,Lens,2024-11-29,4,@,Reims,fr Ligue 1,W 2-0,2,0,+2,48,2,0,0,0,4,0,0,0,48,Match Report
344,Lens,2024-10-26,4,,Lille,fr Ligue 1,L 0-2,0,2,-2,58,0,0,0,0,4,0,1,0,43,Match Report
345,Lens,2024-09-15,4,,Lyon,fr Ligue 1,D 0-0,0,0,0,54,0,0,0,0,4,0,0,0,49,Match Report
346,Monaco,2024-12-07,4,,Toulouse,fr Ligue 1,W 2-0,2,0,+2,58,2,0,0,0,4,0,0,0,68,Match Report
347,Fulham,2024-11-09,4,@,Crystal Palace,eng Premier League,W 2-0,2,0,+2,64,2,0,0,0,4,0,0,0,58,Match Report
348,Lecce,2025-04-06,4,,Venezia,it Serie A,D 1-1,1,1,0,50,1,0,0,0,4,0,0,1,43,Match Report
349,Lecce,2025-01-31,4,@,Parma,it Serie A,W 3-1,3,1,+2,53,3,0,0,0,4,0,1,0,43,Match Report
350,Lecce,2024-12-15,4,,Monza,it Serie A,W 2-1,2,1,+1,45,2,0,1,1,4,1,0,1,40,Match Report
351,Lecce,2024-09-27,4,@,Milan,it Serie A,L 0-3,0,3,-3,43,0,0,0,0,4,0,0,0,31,Match Report
352,Lecce,2024-09-21,4,,Parma,it Serie A,D 2-2,2,2,0,39,2,0,0,0,4,0,0,0,46,Match Report
353,Las Palmas,2025-03-31,3,@,Celta Vigo,es La Liga,D 1-1,1,1,0,39,1,0,0,0,3,0,0,0,43,Match Report
354,Las Palmas,2025-02-16,3,@,Mallorca,es La Liga,L 1-3,1,3,-2,51,1,0,0,0,3,0,0,0,31,Match Report
355,Las Palmas,2025-02-03,3,@,Girona,es La Liga,L 1-2,1,2,-1,53,1,0,0,0,3,0,1,0,33,Match Report
356,Las Palmas,2024-09-21,3,@,Osasuna,es La Liga,L 1-2,1,2,-1,60,1,0,0,0,3,0,1,0,44,Match Report
357,Hoffenheim,2025-03-14,3,@,St. Pauli,de Bundesliga,L 0-1,0,1,-1,56,0,0,0,0,3,0,0,0,40,Match Report
358,Hoffenheim,2025-01-11,3,,Wolfsburg,de Bundesliga,L 0-1,0,1,-1,55,0,0,0,0,3,0,0,0,45,Match Report
359,Hoffenheim,2024-11-10,3,@,Augsburg,de Bundesliga,D 0-0,0,0,0,56,0,0,0,0,3,0,0,0,36,Match Report
360,Hoffenheim,2024-10-19,3,,Bochum,de Bundesliga,W 3-1,3,1,+2,50,3,0,0,0,3,0,1,0,55,Match Report
361,Osasuna,2024-12-21,3,,Athletic Club,es La Liga,L 1-2,1,2,-1,53,1,0,0,0,3,0,0,0,45,Match Report
362,Osasuna,2024-09-21,3,,Las Palmas,es La Liga,W 2-1,2,1,+1,40,1,1,1,0,3,1,0,0,47,Match Report
363,Osasuna,2024-09-01,3,,Celta Vigo,es La Liga,W 3-2,3,2,+1,50,2,0,0,0,3,0,0,1,40,Match Report
364,Udinese,2025-03-15,3,,Hellas Verona,it Serie A,L 0-1,0,1,-1,64,0,0,0,0,3,0,0,0,49,Match Report
365,Udinese,2025-03-01,3,,Parma,it Serie A,W 1-0,1,0,+1,43,0,1,1,0,3,0,0,0,46,Match Report
366,Udinese,2025-02-01,3,,Venezia,it Serie A,W 3-2,3,2,+1,51,3,0,0,0,3,0,0,0,41,Match Report
367,Udinese,2024-10-19,3,@,Milan,it Serie A,L 0-1,0,1,-1,56,0,0,0,0,3,0,0,0,31,Match Report
368,Bayern Munich,2025-03-08,3,,Bochum,de Bundesliga,L 2-3,2,3,-1,73,2,0,1,1,3,1,0,0,40,Match Report
369,Bayern Munich,2025-02-15,3,@,Leverkusen,de Bundesliga,D 0-0,0,0,0,43,0,0,0,0,3,0,0,0,43,Match Report
370,Bayern Munich,2025-02-07,3,,Werder Bremen,de Bundesliga,W 3-0,3,0,+3,75,1,2,2,0,3,1,0,0,48,Match Report
371,Bayern Munich,2024-10-27,3,@,Bochum,de Bundesliga,W 5-0,5,0,+5,72,5,0,0,0,3,0,0,0,52,Match Report
372,Augsburg,2025-01-19,3,@,Werder Bremen,de Bundesliga,W 2-0,2,0,+2,29,2,0,0,0,3,0,0,0,51,Match Report
373,Augsburg,2024-11-30,3,,Bochum,de Bundesliga,W 1-0,1,0,+1,52,0,1,1,0,3,1,0,0,60,Match Report
374,Augsburg,2024-10-04,3,,Gladbach,de Bundesliga,W 2-1,2,1,+1,35,2,0,0,0,3,0,0,0,52,Match Report
375,Hellas Verona,2025-03-15,3,@,Udinese,it Serie A,W 1-0,1,0,+1,36,1,0,0,0,3,0,0,0,37,Match Report
376,Hellas Verona,2025-03-03,3,@,Juventus,it Serie A,L 0-2,0,2,-2,25,0,0,0,0,3,0,0,0,35,Match Report
377,Hellas Verona,2025-02-08,3,,Atalanta,it Serie A,L 0-5,0,5,-5,38,0,0,0,0,3,0,0,0,41,Match Report
378,Hellas Verona,2025-01-27,3,@,Venezia,it Serie A,D 1-1,1,1,0,50,1,0,0,0,3,0,0,0,38,Match Report
379,Hellas Verona,2025-01-04,3,,Udinese,it Serie A,D 0-0,0,0,0,37,0,0,0,0,3,0,0,0,32,Match Report
380,Hellas Verona,2024-11-29,3,@,Cagliari,it Serie A,L 0-1,0,1,-1,37,0,0,0,0,3,0,0,0,47,Match Report
381,Hellas Verona,2024-11-10,3,@,Fiorentina,it Serie A,L 1-3,1,3,-2,39,1,0,0,0,3,0,0,0,33,Match Report
382,Hellas Verona,2024-09-16,3,@,Lazio,it Serie A,L 1-2,1,2,-1,45,1,0,0,0,3,0,0,0,46,Match Report
383,Torino,2025-01-19,3,@,Fiorentina,it Serie A,D 1-1,1,1,0,47,1,0,0,0,3,0,0,0,23,Match Report
384,Torino,2024-11-03,3,,Fiorentina,it Serie A,L 0-1,0,1,-1,54,0,0,0,0,3,0,0,0,25,Match Report
385,Torino,2024-10-25,3,,Como,it Serie A,W 1-0,1,0,+1,32,1,0,0,0,3,0,0,0,36,Match Report
386,Torino,2024-09-20,3,@,Hellas Verona,it Serie A,W 3-2,3,2,+1,70,3,0,1,1,3,1,0,0,42,Match Report
387,Torino,2024-08-30,3,@,Venezia,it Serie A,W 1-0,1,0,+1,58,1,0,0,0,3,0,0,0,38,Match Report
388,Nice,2025-02-16,3,@,Le Havre,fr Ligue 1,W 3-1,3,1,+2,51,2,0,0,0,3,0,0,0,33,Match Report
389,Nice,2025-01-11,3,@,Reims,fr Ligue 1,W 4-2,4,2,+2,46,3,1,1,0,3,1,0,0,48,Match Report
390,Nice,2024-09-20,3,,Saint-Étienne,fr Ligue 1,W 8-0,8,0,+8,59,6,1,1,0,3,1,0,0,44,Match Report
391,Nice,2024-08-18,3,@,Auxerre,fr Ligue 1,L 1-2,1,2,-1,55,1,0,0,0,3,0,0,0,39,Match Report
392,Valladolid,2025-02-28,3,,Las Palmas,es La Liga,D 1-1,1,1,0,64,1,0,0,0,3,0,0,0,51,Match Report
393,Valladolid,2025-02-16,3,,Sevilla,es La Liga,L 0-4,0,4,-4,52,0,0,0,0,3,0,0,0,31,Match Report
394,Valladolid,2024-12-07,3,@,Las Palmas,es La Liga,L 1-2,1,2,-1,42,1,0,0,0,3,0,0,0,45,Match Report
395,Arsenal,2025-02-02,3,,Manchester City,eng Premier League,W 5-1,5,1,+4,46,5,0,0,0,3,0,0,0,39,Match Report
396,Arsenal,2025-01-18,3,,Aston Villa,eng Premier League,D 2-2,2,2,0,66,2,0,0,0,3,0,0,0,38,Match Report
