Rk,Team,Date,Cmp,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Match Report
1716,Newcastle Utd,2025-04-07,352,@,Leicester City,eng Premier League,W 3-0,3,0,+3,42,3,0,0,0,352,443,79.5,7,21,7,0,33,6182,2243,152,182,83.5,151,179,84.4,36,58,62.1,Match Report
1717,Bochum,2025-03-16,352,,Eint Frankfurt,de Bundesliga,L 1-3,1,3,-2,51,1,0,0,0,352,482,73.0,15,33,9,3,33,7245,3025,126,158,79.7,162,193,83.9,59,95,62.1,Match Report
1718,Napoli,2024-09-15,352,@,Cagliari,it Serie A,W 4-0,4,0,+4,49,4,0,0,0,352,454,77.5,11,22,7,1,42,5229,2398,216,239,90.4,111,141,78.7,16,50,32.0,Match Report
1719,Udinese,2025-01-11,351,,Atalanta,it Serie A,D 0-0,0,0,0,46,0,0,0,0,351,460,76.3,6,19,5,2,27,6187,2072,146,167,87.4,154,180,85.6,36,84,42.9,Match Report
1720,Udinese,2024-09-28,351,,Inter,it Serie A,L 2-3,2,3,-1,40,2,0,0,0,351,425,82.6,8,22,10,6,34,6203,2262,171,189,90.5,125,151,82.8,44,65,67.7,Match Report
1721,Torino,2025-01-19,351,@,Fiorentina,it Serie A,D 1-1,1,1,0,47,1,0,0,0,351,435,80.7,3,15,4,2,28,6443,2215,146,165,88.5,172,185,93.0,31,67,46.3,Match Report
1722,Monza,2025-02-24,351,@,Roma,it Serie A,L 0-4,0,4,-4,35,0,0,0,0,351,417,84.2,4,17,3,1,18,6145,1928,140,158,88.6,173,190,91.1,28,52,53.8,Match Report
1723,Crystal Palace,2024-11-30,351,,Newcastle Utd,eng Premier League,D 1-1,1,1,0,49,1,0,0,0,351,450,78.0,13,19,10,2,38,6383,2161,145,172,84.3,165,184,89.7,34,69,49.3,Match Report
1724,Werder Bremen,2024-11-30,351,,Stuttgart,de Bundesliga,D 2-2,2,2,0,43,2,0,0,0,351,454,77.3,14,31,8,3,50,5980,2426,145,167,86.8,169,203,83.3,22,52,42.3,Match Report
1725,Monaco,2025-03-07,351,@,Toulouse,fr Ligue 1,D 1-1,1,1,0,50,1,0,0,0,351,452,77.7,13,32,13,3,35,6466,2309,148,172,86.0,156,178,87.6,43,80,53.8,Match Report
1726,Fulham,2024-09-14,351,,West Ham,eng Premier League,D 1-1,1,1,0,54,1,0,0,0,351,451,77.8,16,24,13,5,37,6501,2325,139,157,88.5,164,197,83.2,38,67,56.7,Match Report
1727,Nice,2025-01-03,350,,Rennes,fr Ligue 1,W 3-2,3,2,+1,47,3,0,0,0,350,457,76.6,6,20,8,1,29,6689,2232,127,149,85.2,186,216,86.1,32,71,45.1,Match Report
1728,Nice,2024-09-14,350,@,Marseille,fr Ligue 1,L 0-2,0,2,-2,44,0,0,0,0,350,424,82.5,8,31,5,0,35,5691,2182,176,193,91.2,139,163,85.3,23,39,59.0,Match Report
1729,Monza,2024-09-15,350,,Inter,it Serie A,D 1-1,1,1,0,40,1,0,0,0,350,426,82.2,2,16,3,2,16,6504,2453,159,174,91.4,156,175,89.1,32,59,54.2,Match Report
1730,Montpellier,2025-03-30,350,@,Auxerre,fr Ligue 1,L 0-1,0,1,-1,47,0,0,0,0,350,454,77.1,7,20,4,3,32,7000,2743,123,146,84.2,155,183,84.7,60,93,64.5,Match Report
1731,Wolfsburg,2024-12-13,350,@,Freiburg,de Bundesliga,L 2-3,2,3,-1,47,2,0,0,0,350,462,75.8,16,34,6,3,30,6503,2633,157,187,84.0,136,160,85.0,48,87,55.2,Match Report
1732,Aston Villa,2024-12-04,350,,Brentford,eng Premier League,W 3-1,3,1,+2,49,2,1,1,0,350,427,82.0,15,24,13,2,32,6097,2424,170,189,89.9,138,161,85.7,35,59,59.3,Match Report
1733,Cagliari,2024-11-24,350,@,Genoa,it Serie A,D 2-2,2,2,0,48,0,2,2,0,350,452,77.4,13,23,10,2,35,5935,2130,158,177,89.3,168,204,82.4,21,52,40.4,Match Report
1734,Saint-Étienne,2024-12-08,350,,Marseille,fr Ligue 1,L 0-2,0,2,-2,32,0,0,0,0,350,421,83.1,2,11,1,1,18,5750,1924,160,178,89.9,148,160,92.5,28,56,50.0,Match Report
1735,Inter,2024-10-20,350,@,Roma,it Serie A,W 1-0,1,0,+1,45,1,0,0,0,350,426,82.2,9,21,7,1,31,6797,2704,122,138,88.4,172,197,87.3,46,71,64.8,Match Report
1736,Valladolid,2024-08-19,349,,Espanyol,es La Liga,W 1-0,1,0,+1,46,1,0,0,0,349,444,78.6,11,26,8,3,43,6237,2393,167,186,89.8,140,165,84.8,36,74,48.6,Match Report
1737,Montpellier,2025-02-09,349,@,Strasbourg,fr Ligue 1,L 0-2,0,2,-2,41,0,0,0,0,349,434,80.4,9,36,6,1,41,7063,2829,125,147,85.0,170,193,88.1,52,83,62.7,Match Report
1738,Tottenham,2024-12-29,349,,Wolves,eng Premier League,D 2-2,2,2,0,48,2,0,1,1,349,459,76.0,11,26,7,2,40,6035,2246,157,182,86.3,164,199,82.4,23,47,48.9,Match Report
1739,Wolves,2024-11-23,349,@,Fulham,eng Premier League,W 4-1,4,1,+3,41,4,0,0,0,349,426,81.9,9,25,9,0,29,6000,2273,161,183,88.0,139,153,90.8,34,63,54.0,Match Report
1740,Valencia,2024-10-21,349,,Las Palmas,es La Liga,L 2-3,2,3,-1,48,1,1,1,0,349,478,73.0,7,31,9,3,50,6815,2312,139,166,83.7,162,209,77.5,48,81,59.3,Match Report
1741,Brest,2025-02-23,349,@,Strasbourg,fr Ligue 1,D 0-0,0,0,0,43,0,0,0,0,349,448,77.9,9,31,4,3,32,6952,2489,122,141,86.5,163,188,86.7,53,93,57.0,Match Report
1742,Las Palmas,2025-01-24,348,,Osasuna,es La Liga,D 1-1,1,1,0,51,1,0,0,0,348,453,76.8,9,36,6,0,33,5832,2408,171,199,85.9,139,164,84.8,30,68,44.1,Match Report
1743,Heidenheim,2024-11-02,348,@,Holstein Kiel,de Bundesliga,L 0-1,0,1,-1,55,0,0,0,0,348,452,77.0,13,34,13,7,39,6931,2648,120,149,80.5,181,211,85.8,45,80,56.3,Match Report
1744,Monza,2024-11-24,348,@,Torino,it Serie A,D 1-1,1,1,0,46,1,0,0,0,348,442,78.7,7,12,4,2,21,6307,2066,150,175,85.7,151,173,87.3,42,80,52.5,Match Report
1745,Villarreal,2025-02-22,348,@,Rayo Vallecano,es La Liga,W 1-0,1,0,+1,50,1,0,0,0,348,455,76.5,9,23,6,3,35,6510,2505,129,154,83.8,176,198,88.9,37,80,46.3,Match Report
1746,Leganés,2024-11-02,348,@,Girona,es La Liga,L 3-4,3,4,-1,46,3,0,0,0,348,445,78.2,5,24,3,1,34,6689,2166,104,127,81.9,217,247,87.9,25,63,39.7,Match Report
1747,Aston Villa,2024-08-17,348,@,West Ham,eng Premier League,W 2-1,2,1,+1,48,2,0,0,0,348,433,80.4,12,28,6,0,25,6106,2145,154,170,90.6,160,185,86.5,27,57,47.4,Match Report
1748,Alavés,2025-03-29,348,,Rayo Vallecano,es La Liga,L 0-2,0,2,-2,55,0,0,1,1,348,483,72.0,10,39,8,4,35,6248,2557,172,204,84.3,128,167,76.6,39,84,46.4,Match Report
1749,Alavés,2025-01-18,348,@,Betis,es La Liga,W 3-1,3,1,+2,50,2,1,1,0,348,468,74.4,5,39,4,2,44,6959,2780,123,160,76.9,182,216,84.3,41,82,50.0,Match Report
1750,Alavés,2024-10-18,348,,Valladolid,es La Liga,L 2-3,2,3,-1,62,2,0,0,0,348,458,76.0,7,52,7,3,47,6886,2583,131,161,81.4,172,196,87.8,43,84,51.2,Match Report
1751,Strasbourg,2025-03-28,348,,Lyon,fr Ligue 1,W 4-2,4,2,+2,40,4,0,0,0,348,418,83.3,8,20,2,1,19,5891,1937,156,176,88.6,167,186,89.8,22,41,53.7,Match Report
1752,Lille,2024-11-01,348,,Lyon,fr Ligue 1,D 1-1,1,1,0,47,1,0,0,0,348,430,80.9,7,34,6,1,38,6457,2305,147,172,85.5,169,181,93.4,30,60,50.0,Match Report
1753,Parma,2024-12-06,348,@,Inter,it Serie A,L 1-3,1,3,-2,43,0,0,0,0,348,416,83.7,4,23,2,1,24,6075,2012,142,158,89.9,152,169,89.9,38,64,59.4,Match Report
1754,Eint Frankfurt,2025-03-01,348,,Leverkusen,de Bundesliga,L 1-4,1,4,-3,41,1,0,0,0,348,443,78.6,5,22,8,0,37,5563,1956,184,211,87.2,135,163,82.8,23,53,43.4,Match Report
1755,Lens,2024-10-26,348,,Lille,fr Ligue 1,L 0-2,0,2,-2,58,0,0,0,0,348,482,72.2,10,22,7,3,42,5789,2137,171,210,81.4,130,169,76.9,30,65,46.2,Match Report
1756,Torino,2024-11-09,347,@,Juventus,it Serie A,L 0-2,0,2,-2,46,0,0,0,0,347,433,80.1,3,28,4,2,28,6958,2498,117,136,86.0,179,210,85.2,45,70,64.3,Match Report
1757,Nice,2024-12-15,347,@,Montpellier,fr Ligue 1,D 2-2,2,2,0,48,2,0,0,0,347,412,84.2,13,35,4,0,38,5918,2667,165,179,92.2,154,180,85.6,23,42,54.8,Match Report
1758,Manchester Utd,2025-04-06,347,,Manchester City,eng Premier League,D 0-0,0,0,0,42,0,0,0,0,347,423,82.0,8,18,9,2,30,5766,1819,162,180,90.0,154,174,88.5,25,55,45.5,Match Report
1759,Gladbach,2024-09-14,347,,Stuttgart,de Bundesliga,L 1-3,1,3,-2,44,1,0,0,0,347,462,75.1,11,24,6,1,28,5600,2346,172,203,84.7,125,154,81.2,27,55,49.1,Match Report
1760,St. Pauli,2025-03-01,347,,Dortmund,de Bundesliga,L 0-2,0,2,-2,43,0,0,0,0,347,455,76.3,4,27,3,1,32,6486,2469,143,163,87.7,162,205,79.0,36,66,54.5,Match Report
1761,St. Pauli,2025-02-01,347,,Augsburg,de Bundesliga,D 1-1,1,1,0,45,0,0,0,0,347,461,75.3,4,21,7,1,32,5590,2228,176,201,87.6,122,150,81.3,26,56,46.4,Match Report
1762,Le Havre,2025-01-19,347,@,Reims,fr Ligue 1,D 1-1,1,1,0,45,1,0,0,0,347,442,78.5,4,23,4,2,24,6464,1901,122,138,88.4,184,214,86.0,33,70,47.1,Match Report
1763,Getafe,2024-10-27,347,,Valencia,es La Liga,D 1-1,1,1,0,64,0,1,1,0,347,469,74.0,10,43,14,8,47,6088,2381,163,187,87.2,143,174,82.2,34,83,41.0,Match Report
1764,Rayo Vallecano,2024-08-31,347,@,Espanyol,es La Liga,L 1-2,1,2,-1,53,1,0,0,0,347,445,78.0,8,37,8,4,41,6386,2645,136,164,82.9,173,190,91.1,34,69,49.3,Match Report
1765,Newcastle Utd,2025-01-18,347,,Bournemouth,eng Premier League,L 1-4,1,4,-3,56,1,0,0,0,347,459,75.6,7,23,9,0,37,5061,2097,205,232,88.4,113,137,82.5,19,52,36.5,Match Report
1766,Roma,2024-11-10,347,,Bologna,it Serie A,L 2-3,2,3,-1,54,2,0,0,0,347,455,76.3,10,23,1,0,22,6072,2150,151,178,84.8,152,173,87.9,35,74,47.3,Match Report
1767,Villarreal,2024-09-14,346,@,Mallorca,es La Liga,W 2-1,2,1,+1,47,2,0,0,0,346,432,80.1,18,30,14,6,33,6070,2466,152,172,88.4,137,158,86.7,40,71,56.3,Match Report
1768,Fiorentina,2025-04-05,346,@,Milan,it Serie A,D 2-2,2,2,0,48,1,0,0,0,346,404,85.6,12,25,8,3,29,6984,2645,130,140,92.9,164,183,89.6,47,68,69.1,Match Report
1769,Bournemouth,2025-02-01,346,,Liverpool,eng Premier League,L 0-2,0,2,-2,49,0,0,0,0,346,449,77.1,8,35,8,3,41,6079,2218,163,185,88.1,139,168,82.7,34,61,55.7,Match Report
1770,Bournemouth,2024-10-19,346,,Arsenal,eng Premier League,W 2-0,2,0,+2,49,1,1,1,0,346,453,76.4,10,30,6,1,37,6346,2212,145,171,84.8,171,201,85.1,29,69,42.0,Match Report
1771,Le Havre,2025-01-05,346,@,Marseille,fr Ligue 1,L 1-5,1,5,-4,30,1,0,0,0,346,411,84.2,4,5,4,2,14,5713,1877,161,176,91.5,149,163,91.4,25,46,54.3,Match Report
1772,Genoa,2024-09-15,346,,Roma,it Serie A,D 1-1,1,1,0,48,1,0,0,0,346,435,79.5,14,34,12,7,38,5966,2069,151,167,90.4,147,171,86.0,32,66,48.5,Match Report
1773,Leganés,2025-03-02,346,,Getafe,es La Liga,W 1-0,1,0,+1,57,1,0,0,0,346,462,74.9,3,21,5,1,35,5959,1943,147,174,84.5,159,191,83.2,28,69,40.6,Match Report
1774,Espanyol,2025-03-29,346,,Atlético Madrid,es La Liga,D 1-1,1,1,0,39,0,1,1,0,346,433,79.9,5,22,6,4,38,6316,2094,142,159,89.3,145,161,90.1,46,80,57.5,Match Report
1775,Lyon,2024-09-15,346,@,Lens,fr Ligue 1,D 0-0,0,0,0,46,0,0,0,0,346,466,74.2,7,21,11,0,39,5626,2329,163,190,85.8,139,161,86.3,28,65,43.1,Match Report
1776,Hoffenheim,2024-09-21,345,@,Union Berlin,de Bundesliga,L 1-2,1,2,-1,49,1,0,0,0,345,470,73.4,5,25,4,1,40,6631,2427,119,156,76.3,188,219,85.8,34,74,45.9,Match Report
1777,Mallorca,2024-09-27,345,@,Valladolid,es La Liga,W 2-1,2,1,+1,49,2,0,0,0,345,452,76.3,12,22,7,3,33,6577,2329,141,157,89.8,148,183,80.9,47,87,54.0,Match Report
1778,Mallorca,2024-08-27,345,,Sevilla,es La Liga,D 0-0,0,0,0,45,0,0,0,0,345,438,78.8,9,34,5,3,33,6256,2328,158,182,86.8,130,153,85.0,43,72,59.7,Match Report
1779,Athletic Club,2025-04-06,345,@,Villarreal,es La Liga,D 0-0,0,0,0,44,0,0,0,0,345,426,81.0,10,36,9,3,41,7253,2852,104,120,86.7,186,210,88.6,52,88,59.1,Match Report
1780,Southampton,2024-10-05,345,@,Arsenal,eng Premier League,L 1-3,1,3,-2,41,1,0,0,0,345,411,83.9,5,21,3,0,14,5834,1921,164,185,88.6,155,170,91.2,23,49,46.9,Match Report
1781,Fiorentina,2025-02-28,345,,Lecce,it Serie A,W 1-0,1,0,+1,48,1,0,1,1,345,463,74.5,8,19,8,5,26,6528,2400,128,151,84.8,162,195,83.1,48,92,52.2,Match Report
1782,Getafe,2024-09-22,345,,Leganés,es La Liga,D 1-1,1,1,0,59,0,1,1,0,345,485,71.1,9,43,10,3,46,6294,2713,159,193,82.4,127,169,75.1,45,90,50.0,Match Report
1783,West Ham,2024-12-26,345,@,Southampton,eng Premier League,W 1-0,1,0,+1,46,1,0,0,0,345,437,78.9,12,17,5,1,19,6264,2265,140,161,87.0,154,174,88.5,38,70,54.3,Match Report
1784,Liverpool,2024-10-20,345,,Chelsea,eng Premier League,W 2-1,2,1,+1,43,1,1,1,0,345,439,78.6,6,22,3,1,29,5920,2024,165,185,89.2,148,165,89.7,27,72,37.5,Match Report
1785,Empoli,2024-11-30,345,@,Milan,it Serie A,L 0-3,0,3,-3,45,0,0,0,0,345,405,85.2,8,22,4,3,28,5949,2285,144,162,88.9,166,177,93.8,25,49,51.0,Match Report
1786,Espanyol,2024-12-18,345,,Valencia,es La Liga,D 1-1,1,1,0,46,1,0,0,0,345,457,75.5,8,26,14,5,27,6826,2805,134,156,85.9,156,187,83.4,49,87,56.3,Match Report
1787,Saint-Étienne,2024-11-02,345,,Strasbourg,fr Ligue 1,W 2-0,2,0,+2,36,2,0,0,0,345,421,81.9,10,22,7,2,30,6253,2507,155,168,92.3,155,175,88.6,32,62,51.6,Match Report
1788,Osasuna,2024-08-29,344,@,Girona,es La Liga,L 0-4,0,4,-4,40,0,0,0,0,344,419,82.1,1,22,1,0,18,5986,2300,147,170,86.5,161,180,89.4,27,51,52.9,Match Report
1789,Udinese,2024-09-01,344,,Como,it Serie A,W 1-0,1,0,+1,44,1,0,0,0,344,421,81.7,8,16,8,4,23,6059,2134,146,163,89.6,154,176,87.5,32,58,55.2,Match Report
1790,Manchester Utd,2024-11-03,344,,Chelsea,eng Premier League,D 1-1,1,1,0,46,0,1,1,0,344,441,78.0,7,24,4,1,30,6002,2133,153,178,86.0,164,186,88.2,22,59,37.3,Match Report
1791,Mallorca,2024-08-31,344,@,Leganés,es La Liga,W 1-0,1,0,+1,46,1,0,0,0,344,441,78.0,8,26,11,6,36,6733,2777,142,164,86.6,153,178,86.0,46,82,56.1,Match Report
1792,Brentford,2025-04-02,344,@,Newcastle Utd,eng Premier League,L 1-2,1,2,-1,51,0,1,1,0,344,459,74.9,8,35,6,2,29,7020,2807,140,165,84.8,154,183,84.2,49,97,50.5,Match Report
1793,Inter,2024-10-27,344,,Juventus,it Serie A,D 4-4,4,4,0,47,2,2,2,0,344,417,82.5,12,27,7,0,34,6220,2015,134,151,88.7,177,197,89.8,29,59,49.2,Match Report
1794,Real Sociedad,2024-11-03,344,@,Sevilla,es La Liga,W 2-0,2,0,+2,45,1,1,1,0,344,447,77.0,7,21,3,1,31,6018,1906,163,183,89.1,140,172,81.4,32,75,42.7,Match Report
1795,Parma,2024-12-22,344,@,Roma,it Serie A,L 0-5,0,5,-5,41,0,0,0,0,344,409,84.1,8,28,2,0,26,5839,2161,159,172,92.4,145,159,91.2,29,56,51.8,Match Report
1796,Las Palmas,2025-03-31,343,@,Celta Vigo,es La Liga,D 1-1,1,1,0,39,1,0,0,0,343,440,78.0,3,21,2,0,13,6924,2715,140,167,83.8,145,165,87.9,53,91,58.2,Match Report
1797,Hoffenheim,2024-10-19,343,,Bochum,de Bundesliga,W 3-1,3,1,+2,50,3,0,0,0,343,456,75.2,10,24,11,2,35,6260,2241,141,163,86.5,164,191,85.9,30,74,40.5,Match Report
1798,Holstein Kiel,2024-12-14,343,@,Gladbach,de Bundesliga,L 1-4,1,4,-3,44,1,0,0,0,343,446,76.9,9,20,4,0,32,6041,2025,142,161,88.2,164,192,85.4,30,65,46.2,Match Report
1799,Athletic Club,2024-12-21,343,@,Osasuna,es La Liga,W 2-1,2,1,+1,47,2,0,0,0,343,431,79.6,11,25,11,2,36,6343,2219,133,152,87.5,170,191,89.0,28,67,41.8,Match Report
1800,Leganés,2024-09-28,343,@,Rayo Vallecano,es La Liga,D 1-1,1,1,0,46,1,0,0,0,343,450,76.2,8,32,3,0,34,6108,2328,168,186,90.3,124,156,79.5,42,83,50.6,Match Report
1801,RB Leipzig,2024-11-02,343,@,Dortmund,de Bundesliga,L 1-2,1,2,-1,43,1,0,0,0,343,439,78.1,6,22,5,0,28,5270,2410,187,222,84.2,122,142,85.9,21,43,48.8,Match Report
1802,Nantes,2024-12-08,343,,Rennes,fr Ligue 1,W 1-0,1,0,+1,47,1,0,0,0,343,446,76.9,11,43,8,4,40,5835,1874,155,176,88.1,155,181,85.6,24,64,37.5,Match Report
1803,Valencia,2025-01-11,343,@,Sevilla,es La Liga,D 1-1,1,1,0,46,1,0,0,0,343,432,79.4,3,25,1,1,22,5758,1904,167,181,92.3,132,151,87.4,31,66,47.0,Match Report
1804,Fulham,2025-02-25,343,@,Wolves,eng Premier League,W 2-1,2,1,+1,40,2,0,0,0,343,410,83.7,10,32,8,2,36,6441,2447,142,159,89.3,168,186,90.3,32,58,55.2,Match Report
1805,Nice,2025-03-09,342,,Lyon,fr Ligue 1,L 0-2,0,2,-2,37,0,0,0,0,342,427,80.1,13,20,12,2,24,5659,2070,167,188,88.8,139,165,84.2,25,51,49.0,Match Report
1806,Genoa,2024-09-21,342,@,Venezia,it Serie A,L 0-2,0,2,-2,51,0,0,0,0,342,433,79.0,9,19,4,2,24,5936,2116,151,170,88.8,144,162,88.9,38,71,53.5,Match Report
1807,Angers,2024-10-26,342,,Saint-Étienne,fr Ligue 1,W 4-2,4,2,+2,42,3,1,1,0,342,436,78.4,7,18,3,1,25,5749,2278,163,187,87.2,136,158,86.1,30,61,49.2,Match Report
1808,Aston Villa,2024-11-03,342,@,Tottenham,eng Premier League,L 1-4,1,4,-3,49,1,0,0,0,342,420,81.4,11,18,7,3,24,6241,2425,142,163,87.1,159,178,89.3,34,57,59.6,Match Report
1809,Valencia,2024-08-28,342,@,Athletic Club,es La Liga,L 0-1,0,1,-1,50,0,0,0,0,342,462,74.0,0,21,2,0,23,6536,1987,124,151,82.1,172,215,80.0,39,79,49.4,Match Report
1810,Lecce,2024-09-15,342,@,Torino,it Serie A,D 0-0,0,0,0,47,0,0,0,0,342,441,77.6,14,23,9,4,28,6146,2566,149,164,90.9,132,160,82.5,45,92,48.9,Match Report
1811,Augsburg,2025-01-15,341,@,Union Berlin,de Bundesliga,W 2-0,2,0,+2,45,2,0,0,0,341,455,74.9,9,20,11,2,34,5929,2238,159,193,82.4,138,160,86.3,35,73,47.9,Match Report
1812,Mallorca,2025-04-05,341,,Celta Vigo,es La Liga,L 1-2,1,2,-1,45,1,0,0,0,341,426,80.0,7,19,1,1,17,6253,2235,149,167,89.2,143,157,91.1,40,81,49.4,Match Report
1813,Tottenham,2025-01-15,341,@,Arsenal,eng Premier League,L 1-2,1,2,-1,47,1,0,0,0,341,419,81.4,8,21,7,3,22,5850,2168,160,174,92.0,148,165,89.7,29,65,44.6,Match Report
1814,Lazio,2024-08-31,341,,Milan,it Serie A,D 2-2,2,2,0,43,2,0,0,0,341,412,82.8,7,26,5,2,33,6282,2043,145,156,92.9,160,181,88.4,33,60,55.0,Match Report
1815,Lille,2025-02-22,341,,Monaco,fr Ligue 1,W 2-1,2,1,+1,43,2,0,0,0,341,422,80.8,7,26,11,1,28,5993,1869,140,157,89.2,161,182,88.5,32,60,53.3,Match Report
1816,Juventus,2025-02-02,341,,Empoli,it Serie A,W 4-1,4,1,+3,55,4,0,0,0,341,434,78.6,16,28,8,5,40,6331,2688,137,163,84.0,168,189,88.9,32,63,50.8,Match Report
1817,Nott'ham Forest,2025-04-05,341,@,Aston Villa,eng Premier League,L 1-2,1,2,-1,48,1,0,0,0,341,424,80.4,17,38,9,3,39,5863,2010,142,160,88.8,163,185,88.1,23,56,41.1,Match Report
1818,Betis,2025-01-25,341,@,Mallorca,es La Liga,W 1-0,1,0,+1,52,1,0,0,0,341,430,79.3,4,23,5,1,37,5548,2070,155,176,88.1,148,177,83.6,23,50,46.0,Match Report
1819,Osasuna,2025-02-15,340,,Real Madrid,es La Liga,D 1-1,1,1,0,45,0,1,1,0,340,423,80.4,7,27,8,4,36,6446,2821,136,156,87.2,154,183,84.2,44,70,62.9,Match Report
1820,Augsburg,2025-01-12,340,,Stuttgart,de Bundesliga,L 0-1,0,1,-1,43,0,0,0,0,340,463,73.4,4,24,4,0,30,5928,2259,153,194,78.9,150,175,85.7,29,68,42.6,Match Report
1821,Athletic Club,2024-12-08,340,,Villarreal,es La Liga,W 2-0,2,0,+2,42,2,0,0,0,340,433,78.5,10,33,3,1,37,6628,2483,124,148,83.8,175,199,87.9,36,65,55.4,Match Report
1822,Toulouse,2024-09-29,340,,Lyon,fr Ligue 1,L 1-2,1,2,-1,46,1,0,0,0,340,442,76.9,7,27,8,1,37,5663,2467,170,200,85.0,141,167,84.4,24,43,55.8,Match Report
1823,Getafe,2024-11-04,340,@,Celta Vigo,es La Liga,L 0-1,0,1,-1,43,0,0,0,0,340,449,75.7,8,32,9,5,26,6898,2675,124,148,83.8,158,179,88.3,52,98,53.1,Match Report
1824,Girona,2025-01-26,340,@,Rayo Vallecano,es La Liga,L 1-2,1,2,-1,43,1,0,0,0,340,438,77.6,8,27,9,3,41,6343,2547,139,168,82.7,167,192,87.0,32,65,49.2,Match Report
1825,Rennes,2025-01-25,340,@,Monaco,fr Ligue 1,L 2-3,2,3,-1,48,2,0,0,0,340,446,76.2,12,34,7,2,48,5813,2477,169,200,84.5,131,162,80.9,31,58,53.4,Match Report
1826,Monza,2024-12-15,339,@,Lecce,it Serie A,L 1-2,1,2,-1,55,0,0,0,0,339,443,76.5,8,23,12,1,33,5650,1841,172,199,86.4,141,166,84.9,23,56,41.1,Match Report
1827,Auxerre,2024-09-14,339,,Monaco,fr Ligue 1,L 0-3,0,3,-3,41,0,0,0,0,339,440,77.0,8,32,8,1,49,5785,2317,158,179,88.3,133,161,82.6,34,66,51.5,Match Report
1828,Dortmund,2025-03-30,339,,Mainz 05,de Bundesliga,W 3-1,3,1,+2,44,3,0,0,0,339,458,74.0,14,36,11,2,39,6264,2489,144,163,88.3,144,174,82.8,42,87,48.3,Match Report
1829,Venezia,2025-01-04,339,,Empoli,it Serie A,D 1-1,1,1,0,50,1,0,0,0,339,463,73.2,6,19,5,1,29,5526,2228,165,193,85.5,138,177,78.0,25,65,38.5,Match Report
1830,Cagliari,2025-03-16,339,@,Roma,it Serie A,L 0-1,0,1,-1,39,0,0,0,0,339,438,77.4,10,23,7,3,31,6109,2236,133,158,84.2,181,205,88.3,20,64,31.3,Match Report
1831,Juventus,2025-02-07,339,@,Como,it Serie A,W 2-1,2,1,+1,48,1,1,1,0,339,426,79.6,5,31,3,1,27,6245,2201,148,162,91.4,156,173,90.2,30,67,44.8,Match Report
1832,Lens,2024-11-23,339,,Marseille,fr Ligue 1,L 1-3,1,3,-2,45,1,0,0,0,339,435,77.9,9,17,6,2,25,5613,1691,174,192,90.6,123,151,81.5,31,64,48.4,Match Report
1833,Las Palmas,2024-11-03,338,@,Atlético Madrid,es La Liga,L 0-2,0,2,-2,43,0,0,0,0,338,443,76.3,1,15,0,0,19,6178,2059,152,180,84.4,145,170,85.3,36,70,51.4,Match Report
1834,Le Havre,2024-12-07,338,@,Nice,fr Ligue 1,L 1-2,1,2,-1,49,1,0,0,0,338,437,77.3,6,34,7,1,47,6268,2725,135,155,87.1,158,190,83.2,37,60,61.7,Match Report
1835,Genoa,2025-03-02,338,,Empoli,it Serie A,D 1-1,1,1,0,60,1,0,0,0,338,458,73.8,4,18,2,0,20,6035,2010,141,161,87.6,149,184,81.0,35,75,46.7,Match Report
1836,West Ham,2024-10-27,338,,Manchester Utd,eng Premier League,W 2-1,2,1,+1,42,1,1,1,0,338,436,77.5,10,26,10,4,35,5808,2291,165,189,87.3,121,150,80.7,39,60,65.0,Match Report
1837,West Ham,2024-09-28,338,@,Brentford,eng Premier League,D 1-1,1,1,0,43,1,0,0,0,338,439,77.0,14,32,11,2,39,6033,2355,166,190,87.4,129,159,81.1,41,77,53.2,Match Report
1838,Mainz 05,2024-10-05,338,@,St. Pauli,de Bundesliga,W 3-0,3,0,+3,44,3,0,0,0,338,446,75.8,7,16,5,0,14,6045,2093,151,176,85.8,148,175,84.6,34,81,42.0,Match Report
1839,Freiburg,2025-01-18,338,@,Stuttgart,de Bundesliga,L 0-4,0,4,-4,44,0,0,0,0,338,435,77.7,3,20,5,0,18,6201,2249,127,149,85.2,158,181,87.3,37,66,56.1,Match Report
1840,Rennes,2024-09-27,338,@,Paris S-G,fr Ligue 1,L 1-3,1,3,-2,39,0,1,1,0,338,425,79.5,6,23,8,1,28,5839,2135,161,178,90.4,139,168,82.7,30,55,54.5,Match Report
1841,Augsburg,2024-08-24,336,,Werder Bremen,de Bundesliga,D 2-2,2,2,0,46,2,0,0,0,336,424,79.2,9,26,4,2,34,5969,2518,145,159,91.2,146,172,84.9,32,62,51.6,Match Report
1842,Torino,2025-01-11,336,,Juventus,it Serie A,D 1-1,1,1,0,41,1,0,0,0,336,410,82.0,7,22,7,2,32,6241,2121,133,155,85.8,156,173,90.2,38,63,60.3,Match Report
1843,Manchester Utd,2024-09-29,336,,Tottenham,eng Premier League,L 0-3,0,3,-3,39,0,0,0,0,336,436,77.1,9,30,5,2,32,5950,2476,182,202,90.1,114,138,82.6,35,70,50.0,Match Report
