Rk,Team,Date,Rec,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Rec,PrgR,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Match Report
67,Roma,2025-02-16,676,@,Parma,it Serie A,W 1-0,1,0,+1,71,1,0,0,0,676,56,447,2320,1393,27,17,4,23,4,Match Report
68,Leverkusen,2025-01-14,675,,Mainz 05,de Bundesliga,W 1-0,1,0,+1,66,1,0,0,0,675,54,553,2101,856,18,17,6,13,7,Match Report
69,Chelsea,2024-12-30,675,@,Ipswich Town,eng Premier League,L 0-2,0,2,-2,76,0,0,0,0,675,68,585,3028,1697,26,23,7,15,10,Match Report
70,Dortmund,2024-08-24,673,,Eint Frankfurt,de Bundesliga,W 2-0,2,0,+2,69,2,0,0,0,673,58,586,2721,1415,30,25,8,11,8,Match Report
71,RB Leipzig,2024-09-22,671,@,St. Pauli,de Bundesliga,D 0-0,0,0,0,69,0,0,0,0,671,57,499,1807,1058,17,8,4,18,15,Match Report
72,Juventus,2024-10-06,671,,Cagliari,it Serie A,D 1-1,1,1,0,73,0,1,1,0,671,52,597,3553,1980,33,22,9,12,4,Match Report
73,Celta Vigo,2024-11-30,671,@,Espanyol,es La Liga,L 1-3,1,3,-2,78,0,1,1,0,671,64,648,3413,1717,29,20,10,21,12,Match Report
74,Arsenal,2024-12-14,665,,Everton,eng Premier League,D 0-0,0,0,0,76,0,0,0,0,665,77,576,2903,1729,31,18,6,18,16,Match Report
75,Dortmund,2025-01-17,665,@,Eint Frankfurt,de Bundesliga,L 0-2,0,2,-2,67,0,0,0,0,665,66,575,2907,1681,31,24,6,18,8,Match Report
76,Bayern Munich,2024-12-20,663,,RB Leipzig,de Bundesliga,W 5-1,5,1,+4,71,5,0,0,0,663,62,571,2924,1341,36,23,16,11,8,Match Report
77,Bayern Munich,2024-09-28,663,,Leverkusen,de Bundesliga,D 1-1,1,1,0,69,1,0,0,0,663,57,586,3242,1554,26,22,3,15,6,Match Report
78,Manchester City,2024-12-07,663,@,Crystal Palace,eng Premier League,D 2-2,2,2,0,68,2,0,0,0,663,56,594,3383,1811,21,27,7,14,12,Match Report
