Rk,Team,Date,Won,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Won,Lost,Won%,Match Report
204,RB Leipzig,2024-10-19,23,@,Mainz 05,de Bundesliga,W 2-0,2,0,+2,47,2,0,0,0,23,10,69.7,Match Report
205,Sevilla,2025-03-09,23,@,Real Sociedad,es La Liga,W 1-0,1,0,+1,39,1,0,0,0,23,9,71.9,Match Report
206,Venezia,2025-01-04,23,,Empoli,it Serie A,D 1-1,1,1,0,50,1,0,0,0,23,22,51.1,Match Report
207,Venezia,2024-10-27,23,@,Monza,it Serie A,D 2-2,2,2,0,54,2,0,0,0,23,21,52.3,Match Report
208,Bochum,2025-01-11,23,@,Mainz 05,de Bundesliga,L 0-2,0,2,-2,42,0,0,0,0,23,28,45.1,Match Report
209,Cagliari,2025-03-07,23,,Genoa,it Serie A,D 1-1,1,1,0,47,1,0,0,0,23,29,44.2,Match Report
210,Leverkusen,2025-02-22,23,@,Holstein Kiel,de Bundesliga,W 2-0,2,0,+2,62,2,0,0,0,23,15,60.5,Match Report
211,Brentford,2025-03-08,23,,Aston Villa,eng Premier League,L 0-1,0,1,-1,59,0,0,0,0,23,16,59.0,Match Report
212,Brentford,2024-11-04,23,@,Fulham,eng Premier League,L 1-2,1,2,-1,32,1,0,0,0,23,16,59.0,Match Report
213,Everton,2025-01-25,23,@,Brighton,eng Premier League,W 1-0,1,0,+1,31,0,1,1,0,23,20,53.5,Match Report
214,Napoli,2025-04-07,23,@,Bologna,it Serie A,D 1-1,1,1,0,39,1,0,0,0,23,25,47.9,Match Report
215,Napoli,2024-08-18,23,@,Hellas Verona,it Serie A,L 0-3,0,3,-3,67,0,0,0,0,23,13,63.9,Match Report
216,Valencia,2025-01-19,23,,Real Sociedad,es La Liga,W 1-0,1,0,+1,36,1,0,0,0,23,24,48.9,Match Report
217,Juventus,2025-02-02,23,,Empoli,it Serie A,W 4-1,4,1,+3,55,4,0,0,0,23,9,71.9,Match Report
218,Real Sociedad,2024-08-28,23,,Alavés,es La Liga,L 1-2,1,2,-1,53,1,0,0,0,23,13,63.9,Match Report
219,Brest,2024-11-10,23,@,Montpellier,fr Ligue 1,L 1-3,1,3,-2,67,1,0,0,0,23,12,65.7,Match Report
220,Brest,2024-09-27,23,@,Auxerre,fr Ligue 1,L 0-3,0,3,-3,61,0,0,0,0,23,16,59.0,Match Report
221,Brest,2024-08-31,23,,Saint-Étienne,fr Ligue 1,W 4-0,4,0,+4,47,2,2,2,0,23,16,59.0,Match Report
222,Lens,2024-08-25,23,,Brest,fr Ligue 1,W 2-0,2,0,+2,52,1,0,0,0,23,15,60.5,Match Report
223,Lecce,2024-08-19,23,,Atalanta,it Serie A,L 0-4,0,4,-4,48,0,0,0,0,23,20,53.5,Match Report
224,Las Palmas,2024-12-15,22,@,Real Sociedad,es La Liga,D 0-0,0,0,0,39,0,0,0,0,22,12,64.7,Match Report
225,Las Palmas,2024-10-05,22,,Celta Vigo,es La Liga,L 0-1,0,1,-1,60,0,0,0,0,22,9,71.0,Match Report
226,Hoffenheim,2025-03-14,22,@,St. Pauli,de Bundesliga,L 0-1,0,1,-1,56,0,0,0,0,22,19,53.7,Match Report
227,Hoffenheim,2025-01-11,22,,Wolfsburg,de Bundesliga,L 0-1,0,1,-1,55,0,0,0,0,22,30,42.3,Match Report
228,Osasuna,2024-09-16,22,@,Rayo Vallecano,es La Liga,L 1-3,1,3,-2,35,1,0,0,0,22,10,68.8,Match Report
229,Augsburg,2024-11-30,22,,Bochum,de Bundesliga,W 1-0,1,0,+1,52,0,1,1,0,22,22,50.0,Match Report
230,Valladolid,2024-12-13,22,,Valencia,es La Liga,W 1-0,1,0,+1,33,1,0,0,0,22,15,59.5,Match Report
231,Heidenheim,2024-12-22,22,@,Bochum,de Bundesliga,L 0-2,0,2,-2,48,0,0,0,0,22,38,36.7,Match Report
232,Manchester Utd,2024-10-19,22,,Brentford,eng Premier League,W 2-1,2,1,+1,50,2,0,0,0,22,18,55.0,Match Report
233,Bologna,2025-02-09,22,@,Lecce,it Serie A,D 0-0,0,0,0,58,0,0,0,0,22,27,44.9,Match Report
234,Bologna,2025-01-25,22,@,Empoli,it Serie A,D 1-1,1,1,0,63,1,0,0,0,22,15,59.5,Match Report
235,Monza,2024-11-30,22,@,Como,it Serie A,D 1-1,1,1,0,45,0,1,1,0,22,12,64.7,Match Report
236,Monza,2024-09-01,22,@,Fiorentina,it Serie A,D 2-2,2,2,0,32,2,0,0,0,22,21,51.2,Match Report
237,Monza,2024-08-17,22,@,Empoli,it Serie A,D 0-0,0,0,0,61,0,0,0,0,22,16,57.9,Match Report
238,Como,2024-08-26,22,@,Cagliari,it Serie A,D 1-1,1,1,0,53,1,0,0,0,22,22,50.0,Match Report
239,Villarreal,2024-08-31,22,@,Valencia,es La Liga,D 1-1,1,1,0,42,1,0,0,0,22,8,73.3,Match Report
240,Mallorca,2024-09-17,22,,Real Sociedad,es La Liga,W 1-0,1,0,+1,40,0,1,1,0,22,18,55.0,Match Report
241,Holstein Kiel,2024-11-09,22,@,Werder Bremen,de Bundesliga,L 1-2,1,2,-1,40,1,0,0,0,22,19,53.7,Match Report
242,Gladbach,2024-09-28,22,,Union Berlin,de Bundesliga,W 1-0,1,0,+1,62,1,0,0,0,22,16,57.9,Match Report
243,Southampton,2025-02-15,22,,Bournemouth,eng Premier League,L 1-3,1,3,-2,44,1,0,0,0,22,14,61.1,Match Report
244,Southampton,2025-01-19,22,@,Nott'ham Forest,eng Premier League,L 2-3,2,3,-1,55,2,0,0,0,22,19,53.7,Match Report
245,Southampton,2024-12-26,22,,West Ham,eng Premier League,L 0-1,0,1,-1,54,0,0,0,0,22,20,52.4,Match Report
246,Toulouse,2024-11-03,22,,Reims,fr Ligue 1,W 1-0,1,0,+1,51,1,0,0,0,22,18,55.0,Match Report
247,Toulouse,2024-10-20,22,,Angers,fr Ligue 1,D 1-1,1,1,0,65,1,0,0,0,22,11,66.7,Match Report
248,Toulouse,2024-08-18,22,,Nantes,fr Ligue 1,D 0-0,0,0,0,54,0,0,0,0,22,10,68.8,Match Report
249,Crystal Palace,2025-02-15,22,,Everton,eng Premier League,L 1-2,1,2,-1,58,1,0,0,0,22,32,40.7,Match Report
250,St. Pauli,2025-02-09,22,@,RB Leipzig,de Bundesliga,L 0-2,0,2,-2,44,0,0,0,0,22,10,68.8,Match Report
251,St. Pauli,2025-01-18,22,@,Heidenheim,de Bundesliga,W 2-0,2,0,+2,40,1,1,1,0,22,23,48.9,Match Report
252,Stuttgart,2025-02-15,22,,Wolfsburg,de Bundesliga,L 1-2,1,2,-1,57,1,0,0,0,22,16,57.9,Match Report
253,Werder Bremen,2025-03-15,22,,Gladbach,de Bundesliga,L 2-4,2,4,-2,53,1,1,1,0,22,13,62.9,Match Report
254,Werder Bremen,2025-01-15,22,,Heidenheim,de Bundesliga,D 3-3,3,3,0,52,3,0,0,0,22,16,57.9,Match Report
255,Genoa,2025-01-27,22,,Monza,it Serie A,W 2-0,2,0,+2,50,2,0,1,1,22,21,51.2,Match Report
256,Genoa,2024-11-04,22,@,Parma,it Serie A,W 1-0,1,0,+1,45,1,0,0,0,22,22,50.0,Match Report
257,Getafe,2025-01-12,22,@,Las Palmas,es La Liga,W 2-1,2,1,+1,37,2,0,0,0,22,25,46.8,Match Report
258,Union Berlin,2025-03-09,22,@,Eint Frankfurt,de Bundesliga,W 2-1,2,1,+1,34,2,0,0,0,22,16,57.9,Match Report
259,Leganés,2024-11-30,22,@,Alavés,es La Liga,D 1-1,1,1,0,40,1,0,0,0,22,15,59.5,Match Report
260,Liverpool,2025-02-12,22,@,Everton,eng Premier League,D 2-2,2,2,0,63,2,0,0,0,22,20,52.4,Match Report
261,Wolves,2025-04-05,22,@,Ipswich Town,eng Premier League,W 2-1,2,1,+1,55,2,0,0,0,22,21,51.2,Match Report
262,Girona,2024-11-02,22,,Leganés,es La Liga,W 4-3,4,3,+1,54,2,1,1,0,22,10,68.8,Match Report
263,Atalanta,2025-02-01,22,,Torino,it Serie A,D 1-1,1,1,0,65,1,0,1,1,22,9,71.0,Match Report
264,Atalanta,2024-09-24,22,,Como,it Serie A,L 2-3,2,3,-1,59,1,1,1,0,22,13,62.9,Match Report
265,Atalanta,2024-09-15,22,,Fiorentina,it Serie A,W 3-2,3,2,+1,51,3,0,0,0,22,17,56.4,Match Report
266,Mainz 05,2025-02-16,22,@,Heidenheim,de Bundesliga,W 2-0,2,0,+2,44,2,0,0,0,22,17,56.4,Match Report
267,Mainz 05,2024-11-03,22,@,Freiburg,de Bundesliga,D 0-0,0,0,0,49,0,0,0,0,22,22,50.0,Match Report
268,Empoli,2025-01-04,22,@,Venezia,it Serie A,D 1-1,1,1,0,50,1,0,0,0,22,23,48.9,Match Report
269,Freiburg,2025-02-15,22,@,St. Pauli,de Bundesliga,W 1-0,1,0,+1,46,0,0,1,1,22,20,52.4,Match Report
270,Freiburg,2024-11-03,22,,Mainz 05,de Bundesliga,D 0-0,0,0,0,51,0,0,0,0,22,22,50.0,Match Report
271,RB Leipzig,2025-03-01,22,,Mainz 05,de Bundesliga,L 1-2,1,2,-1,49,1,0,0,0,22,25,46.8,Match Report
272,Sevilla,2025-02-01,22,@,Getafe,es La Liga,D 0-0,0,0,0,55,0,0,0,0,22,17,56.4,Match Report
273,Venezia,2024-08-30,22,,Torino,it Serie A,L 0-1,0,1,-1,42,0,0,0,0,22,18,55.0,Match Report
274,Newcastle Utd,2024-11-10,22,@,Nott'ham Forest,eng Premier League,W 3-1,3,1,+2,56,3,0,0,0,22,15,59.5,Match Report
275,Rennes,2024-11-03,22,@,Auxerre,fr Ligue 1,L 0-4,0,4,-4,61,0,0,0,0,22,19,53.7,Match Report
276,Bochum,2025-02-22,22,@,Wolfsburg,de Bundesliga,D 1-1,1,1,0,46,1,0,0,0,22,13,62.9,Match Report
277,Bochum,2024-11-30,22,@,Augsburg,de Bundesliga,L 0-1,0,1,-1,48,0,0,0,0,22,22,50.0,Match Report
278,Ipswich Town,2025-03-08,22,@,Crystal Palace,eng Premier League,L 0-1,0,1,-1,45,0,0,0,0,22,21,51.2,Match Report
279,Cagliari,2024-08-26,22,,Como,it Serie A,D 1-1,1,1,0,47,1,0,0,0,22,22,50.0,Match Report
280,Brentford,2025-03-15,22,@,Bournemouth,eng Premier League,W 2-1,2,1,+1,42,2,0,0,0,22,21,51.2,Match Report
281,Brentford,2024-10-05,22,,Wolves,eng Premier League,W 5-3,5,3,+2,44,4,1,1,0,22,20,52.4,Match Report
282,Everton,2024-08-31,22,,Bournemouth,eng Premier League,L 2-3,2,3,-1,47,2,0,0,0,22,17,56.4,Match Report
283,Inter,2025-02-06,22,@,Fiorentina,it Serie A,L 0-3,0,3,-3,71,0,0,0,0,22,15,59.5,Match Report
284,Milan,2025-02-15,22,,Hellas Verona,it Serie A,W 1-0,1,0,+1,73,1,0,0,0,22,19,53.7,Match Report
285,Nott'ham Forest,2024-12-29,22,@,Everton,eng Premier League,W 2-0,2,0,+2,36,2,0,0,0,22,26,45.8,Match Report
286,Parma,2024-11-04,22,,Genoa,it Serie A,L 0-1,0,1,-1,55,0,0,0,0,22,22,50.0,Match Report
287,Eint Frankfurt,2024-11-02,22,,Bochum,de Bundesliga,W 7-2,7,2,+5,64,7,0,0,0,22,11,66.7,Match Report
288,Brest,2025-02-07,22,@,Nantes,fr Ligue 1,W 2-0,2,0,+2,42,2,0,0,0,22,17,56.4,Match Report
289,Brest,2024-10-19,22,,Rennes,fr Ligue 1,D 1-1,1,1,0,56,0,1,1,0,22,13,62.9,Match Report
290,Betis,2025-01-18,22,,Alavés,es La Liga,L 1-3,1,3,-2,50,1,0,0,0,22,17,56.4,Match Report
291,Lecce,2025-01-19,22,@,Cagliari,it Serie A,L 1-4,1,4,-3,50,1,0,0,0,22,17,56.4,Match Report
292,Las Palmas,2024-11-03,21,@,Atlético Madrid,es La Liga,L 0-2,0,2,-2,43,0,0,0,0,21,14,60.0,Match Report
293,Hoffenheim,2025-02-08,21,,Union Berlin,de Bundesliga,L 0-4,0,4,-4,64,0,0,0,0,21,27,43.8,Match Report
294,Bayern Munich,2025-03-08,21,,Bochum,de Bundesliga,L 2-3,2,3,-1,73,2,0,1,1,21,17,55.3,Match Report
295,Hellas Verona,2024-12-08,21,,Empoli,it Serie A,L 1-4,1,4,-3,50,1,0,0,0,21,15,58.3,Match Report
296,Torino,2025-03-15,21,,Empoli,it Serie A,W 1-0,1,0,+1,50,1,0,0,0,21,28,42.9,Match Report
297,Torino,2025-02-14,21,@,Bologna,it Serie A,L 2-3,2,3,-1,35,2,0,0,0,21,21,50.0,Match Report
298,Torino,2024-11-24,21,,Monza,it Serie A,D 1-1,1,1,0,54,1,0,0,0,21,20,51.2,Match Report
299,Manchester Utd,2025-04-01,21,@,Nott'ham Forest,eng Premier League,L 0-1,0,1,-1,68,0,0,0,0,21,16,56.8,Match Report
300,Bologna,2025-02-14,21,,Torino,it Serie A,W 3-2,3,2,+1,65,1,1,1,0,21,21,50.0,Match Report
301,Barcelona,2025-01-18,21,@,Getafe,es La Liga,D 1-1,1,1,0,77,1,0,0,0,21,13,61.8,Match Report
302,Monza,2025-01-27,21,@,Genoa,it Serie A,L 0-2,0,2,-2,50,0,0,0,0,21,22,48.8,Match Report
303,Monza,2024-10-27,21,,Venezia,it Serie A,D 2-2,2,2,0,46,2,0,0,0,21,23,47.7,Match Report
304,Villarreal,2024-09-14,21,@,Mallorca,es La Liga,W 2-1,2,1,+1,47,2,0,0,0,21,12,63.6,Match Report
305,Holstein Kiel,2025-02-09,21,,Bochum,de Bundesliga,D 2-2,2,2,0,48,1,1,1,0,21,34,38.2,Match Report
306,Athletic Club,2024-12-21,21,@,Osasuna,es La Liga,W 2-1,2,1,+1,47,2,0,0,0,21,24,46.7,Match Report
307,Southampton,2025-01-25,21,,Newcastle Utd,eng Premier League,L 1-3,1,3,-2,53,1,0,0,0,21,4,84.0,Match Report
308,Fiorentina,2024-09-01,21,,Monza,it Serie A,D 2-2,2,2,0,68,2,0,0,0,21,22,48.8,Match Report
309,Crystal Palace,2025-03-08,21,,Ipswich Town,eng Premier League,W 1-0,1,0,+1,55,1,0,0,0,21,22,48.8,Match Report
310,Crystal Palace,2024-10-27,21,,Tottenham,eng Premier League,W 1-0,1,0,+1,34,1,0,0,0,21,15,58.3,Match Report
311,Crystal Palace,2024-09-14,21,,Leicester City,eng Premier League,D 2-2,2,2,0,66,1,1,1,0,21,12,63.6,Match Report
312,Bournemouth,2025-03-15,21,,Brentford,eng Premier League,L 1-2,1,2,-1,58,0,0,0,0,21,22,48.8,Match Report
313,Bournemouth,2024-12-16,21,,West Ham,eng Premier League,D 1-1,1,1,0,52,1,0,0,0,21,23,47.7,Match Report
314,Wolfsburg,2025-03-29,21,,Heidenheim,de Bundesliga,L 0-1,0,1,-1,61,0,0,0,0,21,19,52.5,Match Report
315,Wolfsburg,2024-12-13,21,@,Freiburg,de Bundesliga,L 2-3,2,3,-1,47,2,0,0,0,21,13,61.8,Match Report
316,St. Pauli,2024-08-30,21,@,Union Berlin,de Bundesliga,L 0-1,0,1,-1,61,0,0,0,0,21,18,53.8,Match Report
317,Marseille,2025-03-29,21,@,Reims,fr Ligue 1,L 1-3,1,3,-2,80,1,0,0,0,21,7,75.0,Match Report
318,Stuttgart,2025-01-25,21,@,Mainz 05,de Bundesliga,L 0-2,0,2,-2,56,0,0,0,0,21,23,47.7,Match Report
319,Le Havre,2025-01-26,21,,Brest,fr Ligue 1,L 0-1,0,1,-1,45,0,0,0,0,21,29,42.0,Match Report
320,Genoa,2024-12-07,21,,Torino,it Serie A,D 0-0,0,0,0,52,0,0,0,0,21,14,60.0,Match Report
321,Getafe,2024-11-04,21,@,Celta Vigo,es La Liga,L 0-1,0,1,-1,43,0,0,0,0,21,24,46.7,Match Report
322,Getafe,2024-09-14,21,@,Sevilla,es La Liga,L 0-1,0,1,-1,40,0,0,0,0,21,18,53.8,Match Report
323,Union Berlin,2025-01-26,21,@,St. Pauli,de Bundesliga,L 0-3,0,3,-3,56,0,0,0,0,21,18,53.8,Match Report
324,Union Berlin,2024-08-24,21,@,Mainz 05,de Bundesliga,D 1-1,1,1,0,47,1,0,0,0,21,26,44.7,Match Report
325,Liverpool,2024-09-14,21,,Nott'ham Forest,eng Premier League,L 0-1,0,1,-1,68,0,0,0,0,21,12,63.6,Match Report
326,Alavés,2025-03-02,21,@,Mallorca,es La Liga,D 1-1,1,1,0,56,1,0,0,0,21,30,41.2,Match Report
327,Leicester City,2024-10-05,21,,Bournemouth,eng Premier League,W 1-0,1,0,+1,45,1,0,0,0,21,16,56.8,Match Report
328,Freiburg,2024-09-14,21,,Bochum,de Bundesliga,W 2-1,2,1,+1,54,2,0,0,0,21,29,42.0,Match Report
329,Dortmund,2025-03-30,21,,Mainz 05,de Bundesliga,W 3-1,3,1,+2,44,3,0,0,0,21,17,55.3,Match Report
330,Dortmund,2025-02-22,21,,Union Berlin,de Bundesliga,W 6-0,6,0,+6,64,5,0,0,0,21,14,60.0,Match Report
331,Bochum,2025-01-18,21,,RB Leipzig,de Bundesliga,D 3-3,3,3,0,45,2,1,1,0,21,23,47.7,Match Report
332,Bochum,2024-09-21,21,,Holstein Kiel,de Bundesliga,D 2-2,2,2,0,44,2,0,0,0,21,19,52.5,Match Report
333,Ipswich Town,2025-04-05,21,,Wolves,eng Premier League,L 1-2,1,2,-1,45,1,0,0,0,21,22,48.8,Match Report
334,Cagliari,2025-04-06,21,@,Empoli,it Serie A,D 0-0,0,0,0,54,0,0,0,0,21,25,45.7,Match Report
335,Cagliari,2024-10-29,21,,Bologna,it Serie A,L 0-2,0,2,-2,42,0,0,0,0,21,15,58.3,Match Report
336,Brentford,2025-02-21,21,@,Leicester City,eng Premier League,W 4-0,4,0,+4,52,4,0,0,0,21,9,70.0,Match Report
337,Brentford,2025-02-15,21,@,West Ham,eng Premier League,W 1-0,1,0,+1,42,1,0,0,0,21,16,56.8,Match Report
338,Chelsea,2025-03-09,21,,Leicester City,eng Premier League,W 1-0,1,0,+1,56,1,0,1,1,21,12,63.6,Match Report
339,Brighton,2025-02-22,21,@,Southampton,eng Premier League,W 4-0,4,0,+4,50,4,0,0,0,21,12,63.6,Match Report
340,Brighton,2024-12-21,21,@,West Ham,eng Premier League,D 1-1,1,1,0,53,1,0,0,0,21,17,55.3,Match Report
341,Inter,2025-02-10,21,,Fiorentina,it Serie A,W 2-1,2,1,+1,62,1,0,0,0,21,9,70.0,Match Report
342,Nantes,2024-09-22,21,@,Angers,fr Ligue 1,D 1-1,1,1,0,50,1,0,0,0,21,12,63.6,Match Report
343,Atlético Madrid,2024-09-22,21,@,Rayo Vallecano,es La Liga,D 1-1,1,1,0,46,1,0,0,0,21,11,65.6,Match Report
344,Parma,2025-01-31,21,,Lecce,it Serie A,L 1-3,1,3,-2,47,0,1,1,0,21,11,65.6,Match Report
345,Parma,2025-01-19,21,,Venezia,it Serie A,D 1-1,1,1,0,59,0,1,1,0,21,14,60.0,Match Report
346,Parma,2024-12-01,21,,Lazio,it Serie A,W 3-1,3,1,+2,28,3,0,0,0,21,14,60.0,Match Report
347,Lens,2024-10-26,21,,Lille,fr Ligue 1,L 0-2,0,2,-2,58,0,0,0,0,21,15,58.3,Match Report
348,Fulham,2025-04-06,21,,Liverpool,eng Premier League,W 3-2,3,2,+1,37,3,0,0,0,21,12,63.6,Match Report
349,Lecce,2025-02-28,21,@,Fiorentina,it Serie A,L 0-1,0,1,-1,52,0,0,0,0,21,24,46.7,Match Report
350,Lecce,2024-11-02,21,@,Bologna,it Serie A,L 0-1,0,1,-1,28,0,0,0,0,21,19,52.5,Match Report
351,Lecce,2024-08-31,21,,Cagliari,it Serie A,W 1-0,1,0,+1,35,1,0,0,0,21,24,46.7,Match Report
352,Las Palmas,2025-03-14,20,,Alavés,es La Liga,D 2-2,2,2,0,61,1,1,1,0,20,20,50.0,Match Report
353,Hoffenheim,2024-08-24,20,,Holstein Kiel,de Bundesliga,W 3-2,3,2,+1,54,2,1,1,0,20,27,42.6,Match Report
354,Osasuna,2025-02-10,20,@,Mallorca,es La Liga,D 1-1,1,1,0,54,1,0,0,0,20,17,54.1,Match Report
355,Osasuna,2024-12-08,20,,Alavés,es La Liga,D 2-2,2,2,0,60,2,0,0,0,20,13,60.6,Match Report
356,Augsburg,2024-12-14,20,,Leverkusen,de Bundesliga,L 0-2,0,2,-2,35,0,0,0,0,20,11,64.5,Match Report
357,Augsburg,2024-10-19,20,@,Freiburg,de Bundesliga,L 1-3,1,3,-2,43,1,0,0,0,20,16,55.6,Match Report
358,Hellas Verona,2025-03-15,20,@,Udinese,it Serie A,W 1-0,1,0,+1,36,1,0,0,0,20,23,46.5,Match Report
359,Hellas Verona,2025-03-03,20,@,Juventus,it Serie A,L 0-2,0,2,-2,25,0,0,0,0,20,18,52.6,Match Report
360,Torino,2024-09-15,20,,Lecce,it Serie A,D 0-0,0,0,0,53,0,0,0,0,20,15,57.1,Match Report
361,Valladolid,2025-03-29,20,@,Real Sociedad,es La Liga,L 1-2,1,2,-1,45,1,0,0,0,20,9,69.0,Match Report
362,Heidenheim,2024-11-02,20,@,Holstein Kiel,de Bundesliga,L 0-1,0,1,-1,55,0,0,0,0,20,20,50.0,Match Report
363,Monza,2025-02-16,20,,Lecce,it Serie A,D 0-0,0,0,0,56,0,0,0,0,20,26,43.5,Match Report
364,Monza,2025-01-18,20,@,Bologna,it Serie A,L 1-3,1,3,-2,42,1,0,0,0,20,26,43.5,Match Report
365,Monza,2024-11-24,20,@,Torino,it Serie A,D 1-1,1,1,0,46,1,0,0,0,20,21,48.8,Match Report
366,Como,2024-10-25,20,@,Torino,it Serie A,L 0-1,0,1,-1,68,0,0,0,0,20,9,69.0,Match Report
367,Villarreal,2024-12-15,20,,Betis,es La Liga,L 1-2,1,2,-1,62,1,0,0,0,20,3,87.0,Match Report
368,Mallorca,2025-03-09,20,@,Athletic Club,es La Liga,D 1-1,1,1,0,45,1,0,0,0,20,20,50.0,Match Report
369,Mallorca,2024-10-20,20,,Rayo Vallecano,es La Liga,W 1-0,1,0,+1,51,1,0,0,0,20,11,64.5,Match Report
370,Mallorca,2024-09-27,20,@,Valladolid,es La Liga,W 2-1,2,1,+1,49,2,0,0,0,20,18,52.6,Match Report
371,Holstein Kiel,2025-01-11,20,@,Freiburg,de Bundesliga,L 2-3,2,3,-1,49,2,0,0,0,20,16,55.6,Match Report
372,Holstein Kiel,2024-11-02,20,,Heidenheim,de Bundesliga,W 1-0,1,0,+1,45,1,0,0,0,20,20,50.0,Match Report
373,Athletic Club,2025-03-09,20,,Mallorca,es La Liga,D 1-1,1,1,0,55,1,0,0,0,20,20,50.0,Match Report
374,Athletic Club,2024-11-10,20,@,Valladolid,es La Liga,D 1-1,1,1,0,66,1,0,0,0,20,19,51.3,Match Report
375,Gladbach,2025-02-15,20,@,Union Berlin,de Bundesliga,W 2-1,2,1,+1,48,2,0,0,0,20,18,52.6,Match Report
376,Gladbach,2025-02-01,20,@,Stuttgart,de Bundesliga,W 2-1,2,1,+1,46,2,0,0,0,20,10,66.7,Match Report
377,Gladbach,2024-12-21,20,@,Hoffenheim,de Bundesliga,W 2-1,2,1,+1,35,2,0,0,0,20,13,60.6,Match Report
378,Southampton,2025-01-16,20,@,Manchester Utd,eng Premier League,L 1-3,1,3,-2,40,0,0,0,0,20,9,69.0,Match Report
379,Tottenham,2025-01-04,20,,Newcastle Utd,eng Premier League,L 1-2,1,2,-1,56,1,0,0,0,20,20,50.0,Match Report
380,Toulouse,2025-03-30,20,,Brest,fr Ligue 1,L 2-4,2,4,-2,53,2,0,0,0,20,13,60.6,Match Report
381,Toulouse,2024-09-22,20,@,Brest,fr Ligue 1,L 0-2,0,2,-2,57,0,0,1,1,20,16,55.6,Match Report
382,Crystal Palace,2024-09-28,20,@,Everton,eng Premier League,L 1-2,1,2,-1,59,1,0,0,0,20,28,41.7,Match Report
383,Wolfsburg,2024-08-31,20,@,Holstein Kiel,de Bundesliga,W 2-0,2,0,+2,46,2,0,0,0,20,25,44.4,Match Report
384,Real Madrid,2025-04-05,20,,Valencia,es La Liga,L 1-2,1,2,-1,65,1,0,1,1,20,11,64.5,Match Report
385,St. Pauli,2025-02-15,20,,Freiburg,de Bundesliga,L 0-1,0,1,-1,54,0,0,0,0,20,22,47.6,Match Report
386,Stuttgart,2025-01-18,20,,Freiburg,de Bundesliga,W 4-0,4,0,+4,56,3,1,1,0,20,11,64.5,Match Report
387,Auxerre,2024-10-05,20,@,Saint-Étienne,fr Ligue 1,L 1-3,1,3,-2,58,1,0,0,0,20,15,57.1,Match Report
388,Genoa,2025-02-08,20,@,Torino,it Serie A,D 1-1,1,1,0,43,1,0,0,0,20,16,55.6,Match Report
389,Lazio,2025-01-19,20,@,Hellas Verona,it Serie A,W 3-0,3,0,+3,64,3,0,0,0,20,15,57.1,Match Report
390,Getafe,2025-03-30,20,,Villarreal,es La Liga,L 1-2,1,2,-1,55,1,0,0,0,20,16,55.6,Match Report
391,Getafe,2024-12-09,20,,Espanyol,es La Liga,W 1-0,1,0,+1,43,1,0,0,0,20,18,52.6,Match Report
392,Union Berlin,2025-01-11,20,@,Heidenheim,de Bundesliga,L 0-2,0,2,-2,42,0,0,0,0,20,13,60.6,Match Report
393,West Ham,2024-12-26,20,@,Southampton,eng Premier League,W 1-0,1,0,+1,46,1,0,0,0,20,22,47.6,Match Report
394,West Ham,2024-12-09,20,,Wolves,eng Premier League,W 2-1,2,1,+1,54,2,0,0,0,20,24,45.5,Match Report
395,Leganés,2024-09-19,20,,Athletic Club,es La Liga,L 0-2,0,2,-2,48,0,0,0,0,20,9,69.0,Match Report
396,Aston Villa,2025-01-26,20,,West Ham,eng Premier League,D 1-1,1,1,0,46,1,0,0,0,20,18,52.6,Match Report
397,Wolves,2024-10-05,20,@,Brentford,eng Premier League,L 3-5,3,5,-2,56,3,0,0,0,20,22,47.6,Match Report
398,Alavés,2025-03-14,20,@,Las Palmas,es La Liga,D 2-2,2,2,0,39,2,0,0,0,20,20,50.0,Match Report
399,Atalanta,2024-12-14,20,@,Cagliari,it Serie A,W 1-0,1,0,+1,56,1,0,0,0,20,14,58.8,Match Report
400,Atalanta,2024-08-19,20,@,Lecce,it Serie A,W 4-0,4,0,+4,52,3,1,1,0,20,23,46.5,Match Report
401,Rayo Vallecano,2024-08-24,20,@,Getafe,es La Liga,D 0-0,0,0,0,52,0,0,0,0,20,24,45.5,Match Report
402,Rayo Vallecano,2024-08-18,20,@,Real Sociedad,es La Liga,W 2-1,2,1,+1,34,2,0,0,0,20,14,58.8,Match Report
403,Mainz 05,2025-02-08,20,,Augsburg,de Bundesliga,D 0-0,0,0,0,66,0,0,0,0,20,29,40.8,Match Report
404,Leicester City,2025-01-18,20,,Fulham,eng Premier League,L 0-2,0,2,-2,40,0,0,0,0,20,20,50.0,Match Report
405,Leicester City,2024-12-03,20,,West Ham,eng Premier League,W 3-1,3,1,+2,39,3,0,0,0,20,29,40.8,Match Report
406,Empoli,2024-10-06,20,@,Lazio,it Serie A,L 1-2,1,2,-1,42,1,0,0,0,20,14,58.8,Match Report
407,Espanyol,2025-02-22,20,@,Alavés,es La Liga,W 1-0,1,0,+1,38,1,0,0,0,20,29,40.8,Match Report
408,Espanyol,2025-01-17,20,,Valladolid,es La Liga,W 2-1,2,1,+1,36,2,0,0,0,20,18,52.6,Match Report
409,Sevilla,2025-03-30,20,@,Betis,es La Liga,L 1-2,1,2,-1,45,1,0,0,0,20,4,83.3,Match Report
410,Sevilla,2024-09-20,20,@,Alavés,es La Liga,L 1-2,1,2,-1,65,1,0,0,0,20,14,58.8,Match Report
