Rk,Team,Date,PSxG,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,PSxG,PSxG/SoT,PSxG+/-,Match Report
2195,Inter,2025-01-19,0.6,,Empoli,it Serie A,W 3-1,3,1,+2,68,3,0,0,0,0.6,0.64,-0.4,Match Report
2196,Inter,2024-09-15,0.6,@,Monza,it Serie A,D 1-1,1,1,0,60,1,0,0,0,0.6,0.31,-0.4,Match Report
2197,Nantes,2025-02-02,0.6,@,Reims,fr Ligue 1,W 2-1,2,1,+1,45,2,0,0,0,0.6,0.29,+0.6,Match Report
2198,Nantes,2024-09-22,0.6,@,Angers,fr Ligue 1,D 1-1,1,1,0,50,1,0,0,0,0.6,0.00,-0.4,Match Report
2199,Valencia,2024-12-07,0.6,,Rayo Vallecano,es La Liga,L 0-1,0,1,-1,60,0,0,0,0,0.6,0.65,-0.4,Match Report
2200,Juventus,2024-12-14,0.6,,Venezia,it Serie A,D 2-2,2,2,0,69,1,1,1,0,0.6,0.30,-1.4,Match Report
2201,Real Sociedad,2025-02-23,0.6,,Leganés,es La Liga,W 3-0,3,0,+3,55,3,0,0,0,0.6,0.29,+0.6,Match Report
2202,Real Sociedad,2024-12-08,0.6,@,Leganés,es La Liga,W 3-0,3,0,+3,44,3,0,0,0,0.6,0.31,+0.6,Match Report
2203,Nott'ham Forest,2024-09-14,0.6,@,Liverpool,eng Premier League,W 1-0,1,0,+1,32,1,0,0,0,0.6,0.11,+0.6,Match Report
2204,Nott'ham Forest,2024-08-31,0.6,,Wolves,eng Premier League,D 1-1,1,1,0,52,1,0,0,0,0.6,0.29,-0.4,Match Report
2205,Celta Vigo,2025-03-31,0.6,,Las Palmas,es La Liga,D 1-1,1,1,0,61,1,0,0,0,0.6,0.30,-0.4,Match Report
2206,Brest,2025-01-26,0.6,@,Le Havre,fr Ligue 1,W 1-0,1,0,+1,55,1,0,0,0,0.6,0.58,+0.6,Match Report
2207,Lecce,2025-02-28,0.6,@,Fiorentina,it Serie A,L 0-1,0,1,-1,52,0,0,0,0,0.6,0.18,-0.4,Match Report
2208,Lecce,2024-11-08,0.6,,Empoli,it Serie A,D 1-1,1,1,0,58,1,0,0,0,0.6,0.10,-0.4,Match Report
2209,Las Palmas,2024-12-22,0.5,,Espanyol,es La Liga,W 1-0,1,0,+1,57,1,0,0,0,0.5,0.26,+0.5,Match Report
2210,Hoffenheim,2024-12-15,0.5,@,Dortmund,de Bundesliga,D 1-1,1,1,0,46,1,0,0,0,0.5,0.24,-0.5,Match Report
2211,Osasuna,2025-01-19,0.5,,Rayo Vallecano,es La Liga,D 1-1,1,1,0,52,1,0,0,0,0.5,0.17,-0.5,Match Report
2212,Osasuna,2024-12-14,0.5,@,Espanyol,es La Liga,D 0-0,0,0,0,58,0,0,0,0,0.5,0.18,+0.5,Match Report
2213,Udinese,2025-02-21,0.5,@,Lecce,it Serie A,W 1-0,1,0,+1,55,0,1,1,0,0.5,0.52,+0.5,Match Report
2214,Bayern Munich,2025-01-15,0.5,,Hoffenheim,de Bundesliga,W 5-0,5,0,+5,65,4,1,1,0,0.5,0.26,+0.5,Match Report
2215,Bayern Munich,2024-09-28,0.5,,Leverkusen,de Bundesliga,D 1-1,1,1,0,69,1,0,0,0,0.5,0.24,-0.5,Match Report
2216,Nice,2025-04-04,0.5,,Nantes,fr Ligue 1,L 1-2,1,2,-1,76,1,0,0,0,0.5,0.11,-1.5,Match Report
2217,Nice,2025-02-16,0.5,@,Le Havre,fr Ligue 1,W 3-1,3,1,+2,51,2,0,0,0,0.5,0.12,-0.5,Match Report
2218,Nice,2025-01-26,0.5,,Marseille,fr Ligue 1,W 2-0,2,0,+2,29,2,0,0,0,0.5,0.08,+0.5,Match Report
2219,Valladolid,2025-03-29,0.5,@,Real Sociedad,es La Liga,L 1-2,1,2,-1,45,1,0,0,0,0.5,0.23,-1.5,Match Report
2220,Valladolid,2025-02-28,0.5,,Las Palmas,es La Liga,D 1-1,1,1,0,64,1,0,0,0,0.5,0.18,-0.5,Match Report
2221,Valladolid,2025-01-11,0.5,,Betis,es La Liga,W 1-0,1,0,+1,42,1,0,0,0,0.5,0.17,+0.5,Match Report
2222,Valladolid,2024-09-21,0.5,,Real Sociedad,es La Liga,D 0-0,0,0,0,36,0,0,0,0,0.5,0.17,+0.5,Match Report
2223,Arsenal,2025-02-26,0.5,@,Nott'ham Forest,eng Premier League,D 0-0,0,0,0,64,0,0,0,0,0.5,0.23,+0.5,Match Report
2224,Heidenheim,2024-10-06,0.5,,RB Leipzig,de Bundesliga,L 0-1,0,1,-1,45,0,0,0,0,0.5,0.26,-0.5,Match Report
2225,Manchester Utd,2024-09-21,0.5,@,Crystal Palace,eng Premier League,D 0-0,0,0,0,67,0,0,0,0,0.5,0.13,+0.5,Match Report
2226,Bologna,2025-03-29,0.5,@,Venezia,it Serie A,W 1-0,1,0,+1,59,1,0,0,0,0.5,0.16,+0.5,Match Report
2227,Bologna,2025-03-02,0.5,,Cagliari,it Serie A,W 2-1,2,1,+1,61,1,1,1,0,0.5,0.48,-0.5,Match Report
2228,Bologna,2025-01-25,0.5,@,Empoli,it Serie A,D 1-1,1,1,0,63,1,0,0,0,0.5,0.49,-0.5,Match Report
2229,Barcelona,2024-10-26,0.5,@,Real Madrid,es La Liga,W 4-0,4,0,+4,57,4,0,0,0,0.5,0.13,+0.5,Match Report
2230,Montpellier,2025-01-04,0.5,@,Lyon,fr Ligue 1,L 0-1,0,1,-1,43,0,0,0,0,0.5,0.50,+0.5,Match Report
2231,Montpellier,2024-12-08,0.5,@,Lens,fr Ligue 1,L 0-2,0,2,-2,45,0,0,0,0,0.5,0.18,-0.5,Match Report
2232,Como,2024-11-04,0.5,@,Empoli,it Serie A,L 0-1,0,1,-1,58,0,0,0,0,0.5,0.13,-0.5,Match Report
2233,Villarreal,2024-10-05,0.5,@,Real Madrid,es La Liga,L 0-2,0,2,-2,45,0,0,0,0,0.5,0.23,-1.5,Match Report
2234,Athletic Club,2025-03-16,0.5,@,Sevilla,es La Liga,W 1-0,1,0,+1,39,1,0,1,1,0.5,0.11,+0.5,Match Report
2235,Athletic Club,2025-02-23,0.5,,Valladolid,es La Liga,W 7-1,7,1,+6,57,7,0,0,0,0.5,0.18,-0.5,Match Report
2236,Gladbach,2025-02-01,0.5,@,Stuttgart,de Bundesliga,W 2-1,2,1,+1,46,2,0,0,0,0.5,0.17,+0.5,Match Report
2237,Gladbach,2024-10-25,0.5,@,Mainz 05,de Bundesliga,D 1-1,1,1,0,48,1,0,0,0,0.5,0.08,+0.5,Match Report
2238,Crystal Palace,2025-02-02,0.5,@,Manchester Utd,eng Premier League,W 2-0,2,0,+2,34,2,0,0,0,0.5,0.26,+0.5,Match Report
2239,Crystal Palace,2025-01-15,0.5,@,Leicester City,eng Premier League,W 2-0,2,0,+2,43,2,0,0,0,0.5,0.13,+0.5,Match Report
2240,Crystal Palace,2024-12-03,0.5,@,Ipswich Town,eng Premier League,W 1-0,1,0,+1,46,1,0,0,0,0.5,0.27,+0.5,Match Report
2241,Crystal Palace,2024-10-05,0.5,,Liverpool,eng Premier League,L 0-1,0,1,-1,32,0,0,0,0,0.5,0.13,-0.5,Match Report
2242,Bournemouth,2024-12-26,0.5,,Crystal Palace,eng Premier League,D 0-0,0,0,0,52,0,0,0,0,0.5,0.12,+0.5,Match Report
2243,Wolfsburg,2025-02-08,0.5,,Leverkusen,de Bundesliga,D 0-0,0,0,0,41,0,0,0,0,0.5,0.49,+0.5,Match Report
2244,Real Madrid,2025-03-09,0.5,,Rayo Vallecano,es La Liga,W 2-1,2,1,+1,46,2,0,0,0,0.5,0.08,-0.5,Match Report
2245,Stuttgart,2024-12-06,0.5,,Union Berlin,de Bundesliga,W 3-2,3,2,+1,64,3,0,0,0,0.5,0.18,-1.5,Match Report
2246,Stuttgart,2024-10-26,0.5,,Holstein Kiel,de Bundesliga,W 2-1,2,1,+1,58,2,0,0,0,0.5,0.17,-0.5,Match Report
2247,Werder Bremen,2025-01-31,0.5,,Mainz 05,de Bundesliga,W 1-0,1,0,+1,38,1,0,1,1,0.5,0.27,+0.5,Match Report
2248,Werder Bremen,2024-12-07,0.5,@,Bochum,de Bundesliga,W 1-0,1,0,+1,48,1,0,0,0,0.5,0.24,+0.5,Match Report
2249,Genoa,2025-02-08,0.5,@,Torino,it Serie A,D 1-1,1,1,0,43,1,0,0,0,0.5,0.16,+0.5,Match Report
2250,Angers,2024-11-01,0.5,@,Monaco,fr Ligue 1,W 1-0,1,0,+1,37,1,0,0,0,0.5,0.17,+0.5,Match Report
2251,Lazio,2025-03-31,0.5,,Torino,it Serie A,D 1-1,1,1,0,58,1,0,0,0,0.5,0.23,-0.5,Match Report
2252,Lazio,2024-11-04,0.5,,Cagliari,it Serie A,W 2-1,2,1,+1,54,1,1,1,0,0.5,0.50,-0.5,Match Report
2253,Lazio,2024-09-16,0.5,,Hellas Verona,it Serie A,W 2-1,2,1,+1,55,2,0,0,0,0.5,0.27,-0.5,Match Report
2254,Getafe,2024-10-05,0.5,,Osasuna,es La Liga,D 1-1,1,1,0,41,1,0,0,0,0.5,0.26,-0.5,Match Report
2255,Union Berlin,2025-02-08,0.5,@,Hoffenheim,de Bundesliga,W 4-0,4,0,+4,36,4,0,0,0,0.5,0.12,+0.5,Match Report
2256,West Ham,2024-11-09,0.5,,Everton,eng Premier League,D 0-0,0,0,0,49,0,0,0,0,0.5,0.13,+0.5,Match Report
2257,Liverpool,2024-11-02,0.5,,Brighton,eng Premier League,W 2-1,2,1,+1,49,2,0,0,0,0.5,0.10,-0.5,Match Report
2258,Alavés,2025-04-05,0.5,@,Girona,es La Liga,W 1-0,1,0,+1,36,1,0,0,0,0.5,0.47,+0.5,Match Report
2259,Alavés,2025-01-27,0.5,,Celta Vigo,es La Liga,D 1-1,1,1,0,49,0,1,1,0,0.5,0.24,-0.5,Match Report
2260,Alavés,2024-08-28,0.5,@,Real Sociedad,es La Liga,W 2-1,2,1,+1,47,1,1,1,0,0.5,0.50,-0.5,Match Report
2261,Atalanta,2024-11-23,0.5,@,Parma,it Serie A,W 3-1,3,1,+2,55,3,0,0,0,0.5,0.18,-0.5,Match Report
2262,Mainz 05,2025-01-25,0.5,,Stuttgart,de Bundesliga,W 2-0,2,0,+2,44,2,0,0,0,0.5,0.12,+0.5,Match Report
2263,Leicester City,2024-12-22,0.5,,Wolves,eng Premier League,L 0-3,0,3,-3,54,0,0,0,0,0.5,0.13,-2.5,Match Report
2264,Empoli,2024-12-13,0.5,,Torino,it Serie A,L 0-1,0,1,-1,59,0,0,0,0,0.5,0.13,-0.5,Match Report
2265,Espanyol,2025-02-16,0.5,,Athletic Club,es La Liga,D 1-1,1,1,0,39,1,0,0,0,0.5,0.11,-0.5,Match Report
2266,Espanyol,2025-01-25,0.5,@,Sevilla,es La Liga,D 1-1,1,1,0,26,1,0,0,0,0.5,0.12,-0.5,Match Report
2267,Espanyol,2024-08-24,0.5,,Real Sociedad,es La Liga,L 0-1,0,1,-1,34,0,0,0,0,0.5,0.18,-0.5,Match Report
2268,RB Leipzig,2025-03-08,0.5,@,Freiburg,de Bundesliga,D 0-0,0,0,0,47,0,0,0,0,0.5,0.26,+0.5,Match Report
2269,RB Leipzig,2025-02-09,0.5,,St. Pauli,de Bundesliga,W 2-0,2,0,+2,56,2,0,0,0,0.5,0.19,+0.5,Match Report
2270,RB Leipzig,2025-02-01,0.5,@,Union Berlin,de Bundesliga,D 0-0,0,0,0,53,0,0,0,0,0.5,0.10,+0.5,Match Report
2271,Sevilla,2024-12-02,0.5,,Osasuna,es La Liga,D 1-1,1,1,0,64,1,0,0,0,0.5,0.17,-0.5,Match Report
2272,Dortmund,2025-03-01,0.5,@,St. Pauli,de Bundesliga,W 2-0,2,0,+2,57,2,0,0,0,0.5,0.46,+0.5,Match Report
2273,Venezia,2024-10-27,0.5,@,Monza,it Serie A,D 2-2,2,2,0,54,2,0,0,0,0.5,0.27,-1.5,Match Report
2274,Bochum,2024-11-09,0.5,,Leverkusen,de Bundesliga,D 1-1,1,1,0,30,1,0,0,0,0.5,0.16,-0.5,Match Report
2275,Bochum,2024-08-24,0.5,@,RB Leipzig,de Bundesliga,L 0-1,0,1,-1,38,0,0,0,0,0.5,0.15,-0.5,Match Report
2276,Manchester City,2025-01-19,0.5,@,Ipswich Town,eng Premier League,W 6-0,6,0,+6,67,6,0,0,0,0.5,0.12,+0.5,Match Report
2277,Manchester City,2024-12-04,0.5,,Nott'ham Forest,eng Premier League,W 3-0,3,0,+3,66,3,0,0,0,0.5,0.18,+0.5,Match Report
2278,Cagliari,2025-03-07,0.5,,Genoa,it Serie A,D 1-1,1,1,0,47,1,0,0,0,0.5,0.27,-0.5,Match Report
2279,Cagliari,2024-09-20,0.5,,Empoli,it Serie A,L 0-2,0,2,-2,61,0,0,0,0,0.5,0.12,-1.5,Match Report
2280,Cagliari,2024-08-18,0.5,,Roma,it Serie A,D 0-0,0,0,0,43,0,0,0,0,0.5,0.16,+0.5,Match Report
2281,Leverkusen,2024-12-14,0.5,@,Augsburg,de Bundesliga,W 2-0,2,0,+2,65,2,0,0,0,0.5,0.13,+0.5,Match Report
2282,Leverkusen,2024-09-28,0.5,@,Bayern Munich,de Bundesliga,D 1-1,1,1,0,31,1,0,0,0,0.5,0.18,-0.5,Match Report
2283,Lille,2024-11-01,0.5,,Lyon,fr Ligue 1,D 1-1,1,1,0,47,1,0,0,0,0.5,0.18,-0.5,Match Report
2284,Lille,2024-10-26,0.5,@,Lens,fr Ligue 1,W 2-0,2,0,+2,42,1,1,1,0,0.5,0.13,+0.5,Match Report
2285,Lille,2024-09-28,0.5,@,Le Havre,fr Ligue 1,W 3-0,3,0,+3,62,3,0,1,1,0.5,0.13,+0.5,Match Report
2286,Lille,2024-08-24,0.5,,Angers,fr Ligue 1,W 2-0,2,0,+2,64,2,0,0,0,0.5,0.27,+0.5,Match Report
2287,Chelsea,2025-04-06,0.5,@,Brentford,eng Premier League,D 0-0,0,0,0,58,0,0,0,0,0.5,0.24,+0.5,Match Report
2288,Brighton,2025-01-16,0.5,@,Ipswich Town,eng Premier League,W 2-0,2,0,+2,53,2,0,0,0,0.5,0.16,+0.5,Match Report
2289,Saint-Étienne,2025-04-06,0.5,@,Lens,fr Ligue 1,L 0-1,0,1,-1,40,0,0,1,1,0.5,0.10,-0.5,Match Report
2290,Everton,2024-12-22,0.5,,Chelsea,eng Premier League,D 0-0,0,0,0,25,0,0,0,0,0.5,0.13,+0.5,Match Report
2291,Napoli,2025-02-09,0.5,,Udinese,it Serie A,D 1-1,1,1,0,62,1,0,0,0,0.5,0.12,-0.5,Match Report
2292,Napoli,2025-01-04,0.5,@,Fiorentina,it Serie A,W 3-0,3,0,+3,52,2,1,1,0,0.5,0.24,+0.5,Match Report
2293,Nantes,2024-08-31,0.5,@,Montpellier,fr Ligue 1,W 3-1,3,1,+2,31,2,1,1,0,0.5,0.14,-0.5,Match Report
2294,Atlético Madrid,2024-09-29,0.5,,Real Madrid,es La Liga,D 1-1,1,1,0,51,1,0,0,0,0.5,0.13,-0.5,Match Report
2295,Atlético Madrid,2024-08-25,0.5,,Girona,es La Liga,W 3-0,3,0,+3,43,3,0,0,0,0.5,0.12,+0.5,Match Report
2296,Milan,2025-01-14,0.5,@,Como,it Serie A,W 2-1,2,1,+1,48,2,0,0,0,0.5,0.12,-0.5,Match Report
2297,Milan,2024-09-27,0.5,,Lecce,it Serie A,W 3-0,3,0,+3,57,3,0,0,0,0.5,0.07,+0.5,Match Report
2298,Juventus,2024-09-28,0.5,@,Genoa,it Serie A,W 3-0,3,0,+3,65,2,1,1,0,0.5,0.26,+0.5,Match Report
2299,Paris S-G,2025-02-15,0.5,@,Toulouse,fr Ligue 1,W 1-0,1,0,+1,76,1,0,0,0,0.5,0.12,+0.5,Match Report
2300,Paris S-G,2025-02-07,0.5,,Monaco,fr Ligue 1,W 4-1,4,1,+3,63,4,0,0,0,0.5,0.16,-0.5,Match Report
2301,Paris S-G,2024-11-02,0.5,,Lens,fr Ligue 1,W 1-0,1,0,+1,68,1,0,0,0,0.5,0.24,+0.5,Match Report
2302,Real Sociedad,2024-08-24,0.5,@,Espanyol,es La Liga,W 1-0,1,0,+1,66,1,0,0,0,0.5,0.15,+0.5,Match Report
2303,Nott'ham Forest,2025-03-15,0.5,@,Ipswich Town,eng Premier League,W 4-2,4,2,+2,45,4,0,0,0,0.5,0.16,-1.5,Match Report
2304,Nott'ham Forest,2025-03-08,0.5,,Manchester City,eng Premier League,W 1-0,1,0,+1,31,1,0,0,0,0.5,0.18,+0.5,Match Report
2305,Celta Vigo,2024-09-15,0.5,,Valladolid,es La Liga,W 3-1,3,1,+2,54,3,0,0,0,0.5,0.27,-0.5,Match Report
2306,Betis,2024-09-29,0.5,,Espanyol,es La Liga,W 1-0,1,0,+1,53,1,0,1,1,0.5,0.47,+0.5,Match Report
2307,Lens,2025-03-15,0.5,,Rennes,fr Ligue 1,W 1-0,1,0,+1,46,1,0,0,0,0.5,0.09,+0.5,Match Report
2308,Lens,2024-11-29,0.5,@,Reims,fr Ligue 1,W 2-0,2,0,+2,48,2,0,0,0,0.5,0.15,+0.5,Match Report
2309,Lens,2024-08-25,0.5,,Brest,fr Ligue 1,W 2-0,2,0,+2,52,1,0,0,0,0.5,0.23,+0.5,Match Report
2310,Lens,2024-08-18,0.5,@,Angers,fr Ligue 1,W 1-0,1,0,+1,58,1,0,0,0,0.5,0.16,+0.5,Match Report
2311,Monaco,2025-02-28,0.5,,Reims,fr Ligue 1,W 3-0,3,0,+3,56,3,0,0,0,0.5,0.10,+0.5,Match Report
2312,Monaco,2024-12-07,0.5,,Toulouse,fr Ligue 1,W 2-0,2,0,+2,58,2,0,0,0,0.5,0.17,+0.5,Match Report
2313,Monaco,2024-11-01,0.5,,Angers,fr Ligue 1,L 0-1,0,1,-1,63,0,0,0,0,0.5,0.17,-0.5,Match Report
2314,Monaco,2024-10-18,0.5,,Lille,fr Ligue 1,D 0-0,0,0,0,52,0,0,0,0,0.5,0.50,+0.5,Match Report
2315,Monaco,2024-10-05,0.5,@,Rennes,fr Ligue 1,W 2-1,2,1,+1,42,2,0,0,0,0.5,0.15,-0.5,Match Report
2316,Monaco,2024-08-17,0.5,,Saint-Étienne,fr Ligue 1,W 1-0,1,0,+1,61,1,0,0,0,0.5,0.12,+0.5,Match Report
2317,Las Palmas,2024-10-26,0.4,,Girona,es La Liga,W 1-0,1,0,+1,43,1,0,0,0,0.4,0.16,+0.4,Match Report
2318,Bayern Munich,2025-04-04,0.4,@,Augsburg,de Bundesliga,W 3-1,3,1,+2,69,2,0,0,0,0.4,0.12,-0.6,Match Report
2319,Bayern Munich,2025-02-28,0.4,@,Stuttgart,de Bundesliga,W 3-1,3,1,+2,47,3,0,0,0,0.4,0.13,-0.6,Match Report
2320,Bayern Munich,2024-11-02,0.4,,Union Berlin,de Bundesliga,W 3-0,3,0,+3,77,2,1,1,0,0.4,0.40,+0.4,Match Report
2321,Augsburg,2025-02-01,0.4,@,St. Pauli,de Bundesliga,D 1-1,1,1,0,55,1,0,0,0,0.4,0.38,+0.4,Match Report
2322,Hellas Verona,2025-03-15,0.4,@,Udinese,it Serie A,W 1-0,1,0,+1,36,1,0,0,0,0.4,0.13,+0.4,Match Report
2323,Torino,2025-02-08,0.4,,Genoa,it Serie A,D 1-1,1,1,0,57,0,0,0,0,0.4,0.20,-0.6,Match Report
2324,Nice,2024-09-20,0.4,,Saint-Étienne,fr Ligue 1,W 8-0,8,0,+8,59,6,1,1,0,0.4,0.18,+0.4,Match Report
2325,Arsenal,2024-12-08,0.4,@,Fulham,eng Premier League,D 1-1,1,1,0,66,1,0,0,0,0.4,0.22,-0.6,Match Report
2326,Heidenheim,2025-04-05,0.4,,Leverkusen,de Bundesliga,L 0-1,0,1,-1,49,0,0,0,0,0.4,0.21,-0.6,Match Report
2327,Manchester Utd,2025-03-16,0.4,@,Leicester City,eng Premier League,W 3-0,3,0,+3,47,3,0,0,0,0.4,0.13,+0.4,Match Report
2328,Manchester Utd,2024-10-06,0.4,@,Aston Villa,eng Premier League,D 0-0,0,0,0,47,0,0,0,0,0.4,0.39,+0.4,Match Report
2329,Bologna,2025-02-01,0.4,,Como,it Serie A,W 2-0,2,0,+2,50,2,0,0,0,0.4,0.38,+0.4,Match Report
2330,Bologna,2024-11-30,0.4,,Venezia,it Serie A,W 3-0,3,0,+3,60,1,2,2,0,0.4,0.40,+0.4,Match Report
2331,Bologna,2024-10-29,0.4,@,Cagliari,it Serie A,W 2-0,2,0,+2,58,2,0,0,0,0.4,0.22,+0.4,Match Report
2332,Barcelona,2024-10-06,0.4,@,Alavés,es La Liga,W 3-0,3,0,+3,71,3,0,0,0,0.4,0.18,+0.4,Match Report
2333,Barcelona,2024-08-27,0.4,@,Rayo Vallecano,es La Liga,W 2-1,2,1,+1,64,2,0,0,0,0.4,0.09,-0.6,Match Report
2334,Monza,2024-08-24,0.4,,Genoa,it Serie A,L 0-1,0,1,-1,69,0,0,0,0,0.4,0.36,-0.6,Match Report
2335,Como,2025-01-20,0.4,,Udinese,it Serie A,W 4-1,4,1,+3,51,3,0,0,0,0.4,0.22,-0.6,Match Report
2336,Villarreal,2024-09-30,0.4,,Las Palmas,es La Liga,W 3-1,3,1,+2,43,3,0,1,1,0.4,0.15,-0.6,Match Report
2337,Villarreal,2024-09-26,0.4,@,Espanyol,es La Liga,W 2-1,2,1,+1,44,2,0,0,0,0.4,0.22,-0.6,Match Report
2338,Villarreal,2024-08-19,0.4,,Atlético Madrid,es La Liga,D 2-2,2,2,0,44,1,0,0,0,0.4,0.10,-1.6,Match Report
2339,Mallorca,2024-12-06,0.4,@,Celta Vigo,es La Liga,L 0-2,0,2,-2,50,0,0,0,0,0.4,0.08,-1.6,Match Report
2340,Athletic Club,2025-04-06,0.4,@,Villarreal,es La Liga,D 0-0,0,0,0,44,0,0,0,0,0.4,0.09,+0.4,Match Report
2341,Athletic Club,2024-12-08,0.4,,Villarreal,es La Liga,W 2-0,2,0,+2,42,2,0,0,0,0.4,0.43,+0.4,Match Report
2342,Athletic Club,2024-12-01,0.4,@,Rayo Vallecano,es La Liga,W 2-1,2,1,+1,52,2,0,0,0,0.4,0.09,-0.6,Match Report
2343,Gladbach,2025-01-25,0.4,,Bochum,de Bundesliga,W 3-0,3,0,+3,57,3,0,1,1,0.4,0.09,+0.4,Match Report
2344,Gladbach,2024-12-14,0.4,,Holstein Kiel,de Bundesliga,W 4-1,4,1,+3,56,4,0,0,0,0.4,0.13,-0.6,Match Report
2345,Gladbach,2024-11-24,0.4,,St. Pauli,de Bundesliga,W 2-0,2,0,+2,48,2,0,0,0,0.4,0.14,+0.4,Match Report
2346,Southampton,2024-12-26,0.4,,West Ham,eng Premier League,L 0-1,0,1,-1,54,0,0,0,0,0.4,0.21,-0.6,Match Report
2347,Tottenham,2025-04-06,0.4,,Southampton,eng Premier League,W 3-1,3,1,+2,51,2,1,1,0,0.4,0.11,-0.6,Match Report
2348,Tottenham,2024-12-15,0.4,@,Southampton,eng Premier League,W 5-0,5,0,+5,58,5,0,0,0,0.4,0.12,+0.4,Match Report
2349,Toulouse,2024-12-13,0.4,,Saint-Étienne,fr Ligue 1,W 2-1,2,1,+1,39,2,0,0,0,0.4,0.20,-0.6,Match Report
2350,Crystal Palace,2024-12-26,0.4,@,Bournemouth,eng Premier League,D 0-0,0,0,0,48,0,0,0,0,0.4,0.13,+0.4,Match Report
2351,Crystal Palace,2024-10-27,0.4,,Tottenham,eng Premier League,W 1-0,1,0,+1,34,1,0,0,0,0.4,0.15,+0.4,Match Report
2352,Bournemouth,2024-12-05,0.4,,Tottenham,eng Premier League,W 1-0,1,0,+1,35,1,0,0,0,0.4,0.09,+0.4,Match Report
2353,Wolfsburg,2025-03-15,0.4,@,Augsburg,de Bundesliga,L 0-1,0,1,-1,58,0,0,0,0,0.4,0.19,-0.6,Match Report
2354,Wolfsburg,2025-01-11,0.4,@,Hoffenheim,de Bundesliga,W 1-0,1,0,+1,45,1,0,0,0,0.4,0.22,+0.4,Match Report
2355,St. Pauli,2025-01-26,0.4,,Union Berlin,de Bundesliga,W 3-0,3,0,+3,44,3,0,0,0,0.4,0.22,+0.4,Match Report
2356,St. Pauli,2025-01-18,0.4,@,Heidenheim,de Bundesliga,W 2-0,2,0,+2,40,1,1,1,0,0.4,0.38,+0.4,Match Report
2357,St. Pauli,2024-09-22,0.4,,RB Leipzig,de Bundesliga,D 0-0,0,0,0,31,0,0,0,0,0.4,0.09,+0.4,Match Report
2358,Marseille,2024-12-08,0.4,@,Saint-Étienne,fr Ligue 1,W 2-0,2,0,+2,68,2,0,1,1,0.4,0.22,+0.4,Match Report
2359,Marseille,2024-10-20,0.4,@,Montpellier,fr Ligue 1,W 5-0,5,0,+5,65,5,0,0,0,0.4,0.07,+0.4,Match Report
2360,Marseille,2024-09-29,0.4,@,Strasbourg,fr Ligue 1,L 0-1,0,1,-1,59,0,0,0,0,0.4,0.07,-0.6,Match Report
2361,Stuttgart,2024-10-06,0.4,,Hoffenheim,de Bundesliga,D 1-1,1,1,0,67,1,0,1,1,0.4,0.10,-0.6,Match Report
2362,Stuttgart,2024-09-22,0.4,,Dortmund,de Bundesliga,W 5-1,5,1,+4,52,5,0,0,0,0.4,0.12,-0.6,Match Report
2363,Auxerre,2024-09-27,0.4,,Brest,fr Ligue 1,W 3-0,3,0,+3,39,2,1,1,0,0.4,0.10,+0.4,Match Report
2364,Lazio,2024-10-19,0.4,@,Juventus,it Serie A,L 0-1,0,1,-1,31,0,0,0,0,0.4,0.13,+0.4,Match Report
2365,Getafe,2025-03-02,0.4,@,Leganés,es La Liga,L 0-1,0,1,-1,43,0,0,0,0,0.4,0.43,-0.6,Match Report
2366,Getafe,2025-02-09,0.4,@,Alavés,es La Liga,W 1-0,1,0,+1,35,0,1,1,0,0.4,0.10,+0.4,Match Report
2367,Getafe,2024-11-10,0.4,,Girona,es La Liga,L 0-1,0,1,-1,47,0,0,0,0,0.4,0.18,-0.6,Match Report
2368,West Ham,2024-11-25,0.4,@,Newcastle Utd,eng Premier League,W 2-0,2,0,+2,47,2,0,0,0,0.4,0.21,+0.4,Match Report
2369,Leganés,2024-08-28,0.4,@,Valladolid,es La Liga,D 0-0,0,0,0,42,0,0,0,0,0.4,0.22,+0.4,Match Report
2370,Liverpool,2025-03-08,0.4,,Southampton,eng Premier League,W 3-1,3,1,+2,71,1,2,2,0,0.4,0.09,-0.6,Match Report
2371,Liverpool,2025-02-23,0.4,@,Manchester City,eng Premier League,W 2-0,2,0,+2,34,2,0,0,0,0.4,0.08,+0.4,Match Report
2372,Liverpool,2025-01-05,0.4,,Manchester Utd,eng Premier League,D 2-2,2,2,0,53,1,1,1,0,0.4,0.10,-1.6,Match Report
2373,Aston Villa,2024-08-31,0.4,@,Leicester City,eng Premier League,W 2-1,2,1,+1,43,2,0,0,0,0.4,0.13,-0.6,Match Report
2374,Wolves,2024-12-09,0.4,@,West Ham,eng Premier League,L 1-2,1,2,-1,46,1,0,0,0,0.4,0.11,-1.6,Match Report
2375,Alavés,2025-02-22,0.4,,Espanyol,es La Liga,L 0-1,0,1,-1,62,0,0,0,0,0.4,0.22,-0.6,Match Report
2376,Alavés,2025-01-18,0.4,@,Betis,es La Liga,W 3-1,3,1,+2,50,2,1,1,0,0.4,0.19,-0.6,Match Report
2377,Alavés,2024-08-25,0.4,,Betis,es La Liga,D 0-0,0,0,0,38,0,0,0,0,0.4,0.13,+0.4,Match Report
2378,Girona,2025-03-10,0.4,@,Espanyol,es La Liga,D 1-1,1,1,0,67,0,1,1,0,0.4,0.09,-0.6,Match Report
