Rk,Team,Date,Att (GK),,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Att (GK),Thr,Launch%,AvgLen,Match Report
2247,Newcastle Utd,2024-11-30,21,@,Crystal Palace,eng Premier League,D 1-1,1,1,0,51,0,0,0,0,21,7,14.3,23.7,Match Report
2248,Newcastle Utd,2024-10-19,21,,Brighton,eng Premier League,L 0-1,0,1,-1,60,0,0,0,0,21,9,19.0,24.4,Match Report
2249,Ipswich Town,2025-01-05,21,@,Fulham,eng Premier League,D 2-2,2,2,0,27,1,1,1,0,21,3,66.7,46.2,Match Report
2250,Manchester City,2024-12-29,21,@,Leicester City,eng Premier League,W 2-0,2,0,+2,47,2,0,0,0,21,4,14.3,26.5,Match Report
2251,Cagliari,2024-11-24,21,@,Genoa,it Serie A,D 2-2,2,2,0,48,0,2,2,0,21,2,38.1,33.8,Match Report
2252,Cagliari,2024-08-18,21,,Roma,it Serie A,D 0-0,0,0,0,43,0,0,0,0,21,4,28.6,30.3,Match Report
2253,Leverkusen,2024-11-09,21,@,Bochum,de Bundesliga,D 1-1,1,1,0,70,1,0,0,0,21,4,14.3,26.5,Match Report
2254,Leverkusen,2024-08-31,21,,RB Leipzig,de Bundesliga,L 2-3,2,3,-1,62,2,0,0,0,21,1,23.8,30.4,Match Report
2255,Lille,2024-12-01,21,@,Montpellier,fr Ligue 1,D 2-2,2,2,0,58,0,2,2,0,21,1,52.4,39.9,Match Report
2256,Roma,2024-10-27,21,@,Fiorentina,it Serie A,L 1-5,1,5,-4,61,1,0,0,0,21,4,23.8,32.3,Match Report
2257,Saint-Étienne,2025-01-24,21,@,Auxerre,fr Ligue 1,D 1-1,1,1,0,63,1,0,0,0,21,3,19.0,28.9,Match Report
2258,Lyon,2024-10-27,21,,Auxerre,fr Ligue 1,D 2-2,2,2,0,62,1,1,1,0,21,3,23.8,27.9,Match Report
2259,Inter,2025-02-06,21,@,Fiorentina,it Serie A,L 0-3,0,3,-3,71,0,0,0,0,21,4,4.8,22.1,Match Report
2260,Inter,2025-02-02,21,@,Milan,it Serie A,D 1-1,1,1,0,63,1,0,0,0,21,3,0.0,22.0,Match Report
2261,Nantes,2025-03-30,21,@,Le Havre,fr Ligue 1,L 2-3,2,3,-1,48,2,0,0,0,21,1,28.6,32.8,Match Report
2262,Nantes,2025-03-02,21,@,Marseille,fr Ligue 1,L 0-2,0,2,-2,26,0,0,0,0,21,3,66.7,50.8,Match Report
2263,Nantes,2025-02-15,21,@,Monaco,fr Ligue 1,L 1-7,1,7,-6,35,1,0,0,0,21,1,66.7,48.1,Match Report
2264,Nantes,2025-01-19,21,@,Saint-Étienne,fr Ligue 1,D 1-1,1,1,0,25,1,0,0,0,21,1,66.7,48.1,Match Report
2265,Valencia,2024-10-21,21,,Las Palmas,es La Liga,L 2-3,2,3,-1,48,1,1,1,0,21,3,23.8,33.4,Match Report
2266,Juventus,2025-03-03,21,,Hellas Verona,it Serie A,W 2-0,2,0,+2,75,2,0,0,0,21,6,14.3,30.2,Match Report
2267,Juventus,2025-02-07,21,@,Como,it Serie A,W 2-1,2,1,+1,48,1,1,1,0,21,3,66.7,46.0,Match Report
2268,Juventus,2024-12-22,21,@,Monza,it Serie A,W 2-1,2,1,+1,55,2,0,0,0,21,6,28.6,36.1,Match Report
2269,Juventus,2024-09-21,21,,Napoli,it Serie A,D 0-0,0,0,0,64,0,0,0,0,21,2,14.3,28.9,Match Report
2270,Juventus,2024-08-19,21,,Como,it Serie A,W 3-0,3,0,+3,57,3,0,0,0,21,4,14.3,24.7,Match Report
2271,Paris S-G,2024-10-06,21,@,Nice,fr Ligue 1,D 1-1,1,1,0,71,0,0,0,0,21,6,4.8,18.4,Match Report
2272,Real Sociedad,2024-10-27,21,,Osasuna,es La Liga,L 0-2,0,2,-2,74,0,0,0,0,21,5,4.8,22.8,Match Report
2273,Nott'ham Forest,2025-04-01,21,,Manchester Utd,eng Premier League,W 1-0,1,0,+1,32,1,0,0,0,21,0,100.0,55.7,Match Report
2274,Nott'ham Forest,2025-02-01,21,,Brighton,eng Premier League,W 7-0,7,0,+7,38,5,1,1,0,21,2,66.7,43.4,Match Report
2275,Nott'ham Forest,2024-10-21,21,,Crystal Palace,eng Premier League,W 1-0,1,0,+1,51,1,0,0,0,21,6,47.6,37.9,Match Report
2276,Celta Vigo,2024-09-22,21,@,Athletic Club,es La Liga,L 1-3,1,3,-2,67,0,1,1,0,21,9,4.8,19.8,Match Report
2277,Brest,2025-03-16,21,,Reims,fr Ligue 1,D 0-0,0,0,0,71,0,0,0,0,21,4,4.8,22.1,Match Report
2278,Betis,2025-03-09,21,,Las Palmas,es La Liga,W 1-0,1,0,+1,67,1,0,1,1,21,3,19.0,22.7,Match Report
2279,Betis,2024-09-01,21,@,Real Madrid,es La Liga,L 0-2,0,2,-2,40,0,0,0,0,21,4,42.9,36.9,Match Report
2280,Lens,2025-03-01,21,,Le Havre,fr Ligue 1,L 3-4,3,4,-1,69,2,1,1,0,21,6,19.0,23.9,Match Report
2281,Lens,2025-02-23,21,@,Nantes,fr Ligue 1,L 1-3,1,3,-2,65,0,1,1,0,21,5,0.0,24.8,Match Report
2282,Monaco,2024-10-27,21,@,Nice,fr Ligue 1,L 1-2,1,2,-1,59,1,0,0,0,21,4,33.3,34.8,Match Report
2283,Monaco,2024-10-05,21,@,Rennes,fr Ligue 1,W 2-1,2,1,+1,42,2,0,0,0,21,2,42.9,38.0,Match Report
2284,Lecce,2025-04-06,21,,Venezia,it Serie A,D 1-1,1,1,0,50,1,0,0,0,21,2,85.7,55.4,Match Report
2285,Las Palmas,2025-01-24,20,,Osasuna,es La Liga,D 1-1,1,1,0,51,1,0,0,0,20,3,40.0,34.4,Match Report
2286,Osasuna,2025-04-07,20,@,Leganés,es La Liga,D 1-1,1,1,0,44,1,0,0,0,20,2,45.0,35.5,Match Report
2287,Osasuna,2024-10-27,20,@,Real Sociedad,es La Liga,W 2-0,2,0,+2,26,2,0,0,0,20,2,85.0,55.5,Match Report
2288,Udinese,2025-03-15,20,,Hellas Verona,it Serie A,L 0-1,0,1,-1,64,0,0,0,0,20,2,30.0,31.3,Match Report
2289,Augsburg,2024-10-26,20,,Dortmund,de Bundesliga,W 2-1,2,1,+1,25,2,0,0,0,20,2,75.0,51.6,Match Report
2290,Hellas Verona,2025-02-15,20,@,Milan,it Serie A,L 0-1,0,1,-1,27,0,0,0,0,20,2,80.0,53.2,Match Report
2291,Hellas Verona,2024-12-20,20,,Milan,it Serie A,L 0-1,0,1,-1,36,0,0,0,0,20,6,50.0,42.4,Match Report
2292,Hellas Verona,2024-12-15,20,@,Parma,it Serie A,W 3-2,3,2,+1,44,3,0,0,0,20,1,70.0,48.3,Match Report
2293,Hellas Verona,2024-11-29,20,@,Cagliari,it Serie A,L 0-1,0,1,-1,37,0,0,0,0,20,1,65.0,48.0,Match Report
2294,Valladolid,2024-10-05,20,,Rayo Vallecano,es La Liga,L 1-2,1,2,-1,40,1,0,0,0,20,5,20.0,39.3,Match Report
2295,Valladolid,2024-09-24,20,@,Sevilla,es La Liga,L 1-2,1,2,-1,46,1,0,0,0,20,4,25.0,30.4,Match Report
2296,Valladolid,2024-09-21,20,,Real Sociedad,es La Liga,D 0-0,0,0,0,36,0,0,0,0,20,1,60.0,43.9,Match Report
2297,Manchester Utd,2025-02-26,20,,Ipswich Town,eng Premier League,W 3-2,3,2,+1,45,2,0,0,0,20,0,70.0,47.8,Match Report
2298,Monza,2024-08-24,20,,Genoa,it Serie A,L 0-1,0,1,-1,69,0,0,0,0,20,2,20.0,24.0,Match Report
2299,Montpellier,2025-04-06,20,,Le Havre,fr Ligue 1,L 0-2,0,2,-2,55,0,0,0,0,20,4,40.0,34.9,Match Report
2300,Villarreal,2025-02-15,20,,Valencia,es La Liga,D 1-1,1,1,0,50,1,0,0,0,20,4,25.0,29.6,Match Report
2301,Villarreal,2025-02-08,20,@,Las Palmas,es La Liga,W 2-1,2,1,+1,44,2,0,0,0,20,9,15.0,27.5,Match Report
2302,Villarreal,2024-11-24,20,@,Osasuna,es La Liga,D 2-2,2,2,0,59,1,1,1,0,20,5,10.0,23.3,Match Report
2303,Mallorca,2025-03-15,20,,Espanyol,es La Liga,W 2-1,2,1,+1,62,1,1,2,1,20,2,25.0,27.5,Match Report
2304,Mallorca,2025-02-10,20,,Osasuna,es La Liga,D 1-1,1,1,0,46,0,1,1,0,20,5,60.0,42.5,Match Report
2305,Holstein Kiel,2025-01-24,20,@,Wolfsburg,de Bundesliga,D 2-2,2,2,0,31,2,0,0,0,20,3,25.0,30.7,Match Report
2306,Athletic Club,2025-02-16,20,@,Espanyol,es La Liga,D 1-1,1,1,0,61,1,0,0,0,20,3,15.0,24.5,Match Report
2307,Athletic Club,2024-10-28,20,@,Mallorca,es La Liga,D 0-0,0,0,0,67,0,0,0,0,20,6,0.0,22.0,Match Report
2308,Southampton,2025-01-19,20,@,Nott'ham Forest,eng Premier League,L 2-3,2,3,-1,55,2,0,0,0,20,4,45.0,39.0,Match Report
2309,Tottenham,2024-11-10,20,,Ipswich Town,eng Premier League,L 1-2,1,2,-1,66,1,0,0,0,20,4,0.0,18.0,Match Report
2310,Tottenham,2024-09-01,20,@,Newcastle Utd,eng Premier League,L 1-2,1,2,-1,65,0,0,0,0,20,6,25.0,29.9,Match Report
2311,Toulouse,2025-01-18,20,@,Lyon,fr Ligue 1,D 0-0,0,0,0,38,0,0,0,0,20,7,40.0,32.5,Match Report
2312,Toulouse,2024-11-10,20,@,Rennes,fr Ligue 1,W 2-0,2,0,+2,33,1,0,0,0,20,1,65.0,44.3,Match Report
2313,Fiorentina,2025-01-19,20,,Torino,it Serie A,D 1-1,1,1,0,53,1,0,0,0,20,4,30.0,31.7,Match Report
2314,Fiorentina,2024-12-29,20,@,Juventus,it Serie A,D 2-2,2,2,0,38,2,0,0,0,20,2,60.0,41.3,Match Report
2315,Fiorentina,2024-11-10,20,,Hellas Verona,it Serie A,W 3-1,3,1,+2,61,3,0,0,0,20,5,40.0,31.0,Match Report
2316,Bournemouth,2025-02-01,20,,Liverpool,eng Premier League,L 0-2,0,2,-2,49,0,0,0,0,20,5,45.0,33.5,Match Report
2317,Bournemouth,2024-12-26,20,,Crystal Palace,eng Premier League,D 0-0,0,0,0,52,0,0,0,0,20,5,15.0,25.7,Match Report
2318,Bournemouth,2024-11-02,20,,Manchester City,eng Premier League,W 2-1,2,1,+1,36,2,0,0,0,20,4,60.0,40.6,Match Report
2319,Bournemouth,2024-09-30,20,,Southampton,eng Premier League,W 3-1,3,1,+2,40,3,0,0,0,20,3,35.0,36.0,Match Report
2320,Stuttgart,2024-11-23,20,,Bochum,de Bundesliga,W 2-0,2,0,+2,58,2,0,0,0,20,1,30.0,31.2,Match Report
2321,Le Havre,2024-08-24,20,@,Saint-Étienne,fr Ligue 1,W 2-0,2,0,+2,41,1,1,1,0,20,5,50.0,41.2,Match Report
2322,Le Havre,2024-08-16,20,,Paris S-G,fr Ligue 1,L 1-4,1,4,-3,24,1,0,0,0,20,1,35.0,31.0,Match Report
2323,Genoa,2024-09-15,20,,Roma,it Serie A,D 1-1,1,1,0,48,1,0,0,0,20,4,10.0,25.2,Match Report
2324,Angers,2025-04-05,20,@,Paris S-G,fr Ligue 1,L 0-1,0,1,-1,19,0,0,0,0,20,6,50.0,41.9,Match Report
2325,Getafe,2025-01-18,20,,Barcelona,es La Liga,D 1-1,1,1,0,23,1,0,0,0,20,0,80.0,54.9,Match Report
2326,Leganés,2024-08-17,20,@,Osasuna,es La Liga,D 1-1,1,1,0,39,1,0,0,0,20,0,90.0,55.5,Match Report
2327,Reims,2025-03-09,20,,Auxerre,fr Ligue 1,L 0-2,0,2,-2,57,0,0,0,0,20,5,30.0,33.8,Match Report
2328,Liverpool,2025-02-12,20,@,Everton,eng Premier League,D 2-2,2,2,0,63,2,0,0,0,20,4,25.0,31.4,Match Report
2329,Aston Villa,2024-09-14,20,,Everton,eng Premier League,W 3-2,3,2,+1,72,3,0,0,0,20,4,25.0,30.9,Match Report
2330,Wolves,2025-04-05,20,@,Ipswich Town,eng Premier League,W 2-1,2,1,+1,55,2,0,0,0,20,1,60.0,38.6,Match Report
2331,Wolves,2025-02-01,20,,Aston Villa,eng Premier League,W 2-0,2,0,+2,32,2,0,0,0,20,4,40.0,37.0,Match Report
2332,Wolves,2024-10-26,20,@,Brighton,eng Premier League,D 2-2,2,2,0,49,2,0,0,0,20,7,30.0,29.8,Match Report
2333,Alavés,2025-03-14,20,@,Las Palmas,es La Liga,D 2-2,2,2,0,39,2,0,0,0,20,0,90.0,54.6,Match Report
2334,Alavés,2025-03-08,20,,Villarreal,es La Liga,W 1-0,1,0,+1,32,1,0,0,0,20,0,95.0,56.9,Match Report
2335,Alavés,2024-10-06,20,,Barcelona,es La Liga,L 0-3,0,3,-3,29,0,0,0,0,20,4,85.0,54.9,Match Report
2336,Atalanta,2024-11-10,20,,Udinese,it Serie A,W 2-1,2,1,+1,54,1,0,0,0,20,3,20.0,32.8,Match Report
2337,Empoli,2024-11-08,20,@,Lecce,it Serie A,D 1-1,1,1,0,42,1,0,0,0,20,3,60.0,48.1,Match Report
2338,Empoli,2024-09-14,20,,Juventus,it Serie A,D 0-0,0,0,0,35,0,0,0,0,20,2,65.0,51.3,Match Report
2339,Espanyol,2025-04-04,20,@,Rayo Vallecano,es La Liga,W 4-0,4,0,+4,31,3,1,1,0,20,5,75.0,62.8,Match Report
2340,Espanyol,2025-01-17,20,,Valladolid,es La Liga,W 2-1,2,1,+1,36,2,0,0,0,20,3,35.0,32.3,Match Report
2341,RB Leipzig,2025-02-09,20,,St. Pauli,de Bundesliga,W 2-0,2,0,+2,56,2,0,0,0,20,5,35.0,30.1,Match Report
2342,RB Leipzig,2025-01-15,20,@,Stuttgart,de Bundesliga,L 1-2,1,2,-1,42,1,0,0,0,20,6,20.0,29.5,Match Report
2343,RB Leipzig,2024-10-19,20,@,Mainz 05,de Bundesliga,W 2-0,2,0,+2,47,2,0,0,0,20,1,45.0,36.8,Match Report
2344,Ipswich Town,2025-02-26,20,@,Manchester Utd,eng Premier League,L 2-3,2,3,-1,55,2,0,0,0,20,6,25.0,31.7,Match Report
2345,Ipswich Town,2025-02-22,20,,Tottenham,eng Premier League,L 1-4,1,4,-3,42,1,0,0,0,20,3,45.0,38.3,Match Report
2346,Ipswich Town,2025-01-19,20,,Manchester City,eng Premier League,L 0-6,0,6,-6,33,0,0,0,0,20,4,25.0,27.2,Match Report
2347,Manchester City,2024-10-26,20,,Southampton,eng Premier League,W 1-0,1,0,+1,57,1,0,0,0,20,2,25.0,29.4,Match Report
2348,Leverkusen,2024-08-23,20,@,Gladbach,de Bundesliga,W 3-2,3,2,+1,57,3,0,1,1,20,4,30.0,33.4,Match Report
2349,Lille,2025-01-17,20,,Nice,fr Ligue 1,W 2-1,2,1,+1,55,2,0,0,0,20,3,30.0,37.6,Match Report
2350,Lille,2024-12-14,20,@,Marseille,fr Ligue 1,D 1-1,1,1,0,44,1,0,0,0,20,3,45.0,34.2,Match Report
2351,Roma,2024-10-31,20,,Torino,it Serie A,W 1-0,1,0,+1,57,1,0,0,0,20,5,30.0,34.4,Match Report
2352,Chelsea,2025-02-22,20,@,Aston Villa,eng Premier League,L 1-2,1,2,-1,48,1,0,0,0,20,3,45.0,40.3,Match Report
2353,Chelsea,2024-12-04,20,@,Southampton,eng Premier League,W 5-1,5,1,+4,55,5,0,0,0,20,4,20.0,24.8,Match Report
2354,Brighton,2025-03-08,20,,Fulham,eng Premier League,W 2-1,2,1,+1,53,1,1,1,0,20,3,15.0,23.6,Match Report
2355,Saint-Étienne,2024-08-24,20,,Le Havre,fr Ligue 1,L 0-2,0,2,-2,59,0,0,0,0,20,3,40.0,37.4,Match Report
2356,Lyon,2025-02-09,20,,Reims,fr Ligue 1,W 4-0,4,0,+4,67,4,0,0,0,20,6,35.0,33.8,Match Report
2357,Lyon,2024-11-10,20,,Saint-Étienne,fr Ligue 1,W 1-0,1,0,+1,62,1,0,0,0,20,5,25.0,29.8,Match Report
2358,Atlético Madrid,2025-03-16,20,,Barcelona,es La Liga,L 2-4,2,4,-2,35,2,0,0,0,20,6,65.0,48.8,Match Report
2359,Atlético Madrid,2025-03-09,20,@,Getafe,es La Liga,L 1-2,1,2,-1,61,0,1,1,0,20,4,25.0,31.2,Match Report
2360,Atlético Madrid,2024-12-15,20,,Getafe,es La Liga,W 1-0,1,0,+1,57,1,0,0,0,20,4,20.0,28.6,Match Report
2361,Atlético Madrid,2024-11-30,20,@,Valladolid,es La Liga,W 5-0,5,0,+5,55,5,0,0,0,20,3,10.0,24.5,Match Report
2362,Juventus,2024-09-28,20,@,Genoa,it Serie A,W 3-0,3,0,+3,65,2,1,1,0,20,4,10.0,23.4,Match Report
2363,Real Sociedad,2025-03-09,20,,Sevilla,es La Liga,L 0-1,0,1,-1,61,0,0,0,0,20,5,35.0,32.3,Match Report
2364,Parma,2025-01-31,20,,Lecce,it Serie A,L 1-3,1,3,-2,47,0,1,1,0,20,2,55.0,41.9,Match Report
2365,Eint Frankfurt,2025-03-16,20,@,Bochum,de Bundesliga,W 3-1,3,1,+2,49,3,0,0,0,20,2,55.0,38.7,Match Report
2366,Celta Vigo,2025-02-02,20,@,Valencia,es La Liga,L 1-2,1,2,-1,54,1,0,0,0,20,6,30.0,27.6,Match Report
2367,Celta Vigo,2024-12-14,20,@,Sevilla,es La Liga,L 0-1,0,1,-1,55,0,0,0,0,20,5,15.0,25.1,Match Report
2368,Celta Vigo,2024-11-04,20,,Getafe,es La Liga,W 1-0,1,0,+1,57,1,0,0,0,20,4,15.0,28.4,Match Report
2369,Celta Vigo,2024-09-26,20,,Atlético Madrid,es La Liga,L 0-1,0,1,-1,58,0,0,0,0,20,5,15.0,26.9,Match Report
2370,Brest,2024-09-22,20,,Toulouse,fr Ligue 1,W 2-0,2,0,+2,43,2,0,0,0,20,1,85.0,52.1,Match Report
2371,Betis,2025-01-11,20,@,Valladolid,es La Liga,L 0-1,0,1,-1,58,0,0,0,0,20,5,15.0,26.9,Match Report
2372,Betis,2024-12-22,20,,Rayo Vallecano,es La Liga,D 1-1,1,1,0,55,0,1,1,0,20,5,35.0,34.5,Match Report
2373,Lens,2025-04-06,20,,Saint-Étienne,fr Ligue 1,W 1-0,1,0,+1,60,1,0,0,0,20,4,45.0,38.4,Match Report
2374,Monaco,2025-02-28,20,,Reims,fr Ligue 1,W 3-0,3,0,+3,56,3,0,0,0,20,9,20.0,26.4,Match Report
2375,Lecce,2024-12-30,20,@,Como,it Serie A,L 0-2,0,2,-2,44,0,0,0,0,20,5,55.0,44.0,Match Report
2376,Lecce,2024-11-25,20,@,Venezia,it Serie A,W 1-0,1,0,+1,39,1,0,0,0,20,1,75.0,49.5,Match Report
2377,Hoffenheim,2025-03-01,19,@,Bochum,de Bundesliga,W 1-0,1,0,+1,42,1,0,0,0,19,2,94.7,55.9,Match Report
2378,Osasuna,2024-11-02,19,,Valladolid,es La Liga,W 1-0,1,0,+1,49,0,1,1,0,19,2,47.4,41.4,Match Report
2379,Augsburg,2024-10-04,19,,Gladbach,de Bundesliga,W 2-1,2,1,+1,35,2,0,0,0,19,0,73.7,48.6,Match Report
2380,Hellas Verona,2024-12-30,19,@,Bologna,it Serie A,W 3-2,3,2,+1,33,2,0,0,0,19,2,47.4,38.5,Match Report
2381,Hellas Verona,2024-09-29,19,@,Como,it Serie A,L 2-3,2,3,-1,29,1,1,1,0,19,2,63.2,45.8,Match Report
2382,Nice,2025-03-14,19,,Auxerre,fr Ligue 1,D 1-1,1,1,0,51,1,0,0,0,19,4,36.8,33.2,Match Report
2383,Nice,2025-02-23,19,,Montpellier,fr Ligue 1,W 2-0,2,0,+2,56,2,0,0,0,19,7,5.3,24.5,Match Report
2384,Nice,2024-12-07,19,,Le Havre,fr Ligue 1,W 2-1,2,1,+1,51,1,1,1,0,19,5,26.3,31.2,Match Report
2385,Bologna,2024-11-02,19,,Lecce,it Serie A,W 1-0,1,0,+1,72,1,0,0,0,19,4,5.3,21.2,Match Report
2386,Monza,2025-02-01,19,,Hellas Verona,it Serie A,L 0-1,0,1,-1,66,0,0,0,0,19,4,26.3,32.9,Match Report
2387,Montpellier,2025-01-31,19,,Lens,fr Ligue 1,L 0-2,0,2,-2,49,0,0,0,0,19,6,31.6,31.4,Match Report
2388,Como,2024-10-31,19,,Lazio,it Serie A,L 1-5,1,5,-4,51,1,0,0,0,19,4,31.6,33.5,Match Report
2389,Villarreal,2024-09-22,19,,Barcelona,es La Liga,L 1-5,1,5,-4,37,1,0,0,0,19,5,52.6,43.6,Match Report
2390,Villarreal,2024-08-19,19,,Atlético Madrid,es La Liga,D 2-2,2,2,0,44,1,0,0,0,19,3,42.1,37.5,Match Report
2391,Mallorca,2024-12-14,19,,Girona,es La Liga,W 2-1,2,1,+1,32,2,0,0,0,19,2,73.7,51.9,Match Report
2392,Mallorca,2024-11-10,19,,Atlético Madrid,es La Liga,L 0-1,0,1,-1,53,0,0,0,0,19,2,15.8,24.1,Match Report
2393,Athletic Club,2025-02-08,19,,Girona,es La Liga,W 3-0,3,0,+3,45,2,1,1,0,19,2,36.8,33.5,Match Report
2394,Southampton,2025-03-08,19,@,Liverpool,eng Premier League,L 1-3,1,3,-2,29,1,0,0,0,19,3,42.1,39.5,Match Report
2395,Southampton,2024-08-17,19,@,Newcastle Utd,eng Premier League,L 0-1,0,1,-1,77,0,0,0,0,19,3,21.1,24.3,Match Report
2396,Tottenham,2025-02-02,19,@,Brentford,eng Premier League,W 2-0,2,0,+2,46,1,0,0,0,19,1,68.4,50.6,Match Report
2397,Crystal Palace,2025-02-25,19,,Aston Villa,eng Premier League,W 4-1,4,1,+3,36,4,0,0,0,19,1,68.4,48.9,Match Report
2398,Crystal Palace,2025-02-02,19,@,Manchester Utd,eng Premier League,W 2-0,2,0,+2,34,2,0,0,0,19,1,52.6,41.6,Match Report
2399,Bournemouth,2024-08-25,19,,Newcastle Utd,eng Premier League,D 1-1,1,1,0,39,1,0,0,0,19,1,63.2,43.9,Match Report
2400,Real Madrid,2024-12-07,19,@,Girona,es La Liga,W 3-0,3,0,+3,58,3,0,0,0,19,4,10.5,26.1,Match Report
2401,Real Madrid,2024-08-18,19,@,Mallorca,es La Liga,D 1-1,1,1,0,66,1,0,0,0,19,3,15.8,29.4,Match Report
2402,Le Havre,2024-11-24,19,@,Nantes,fr Ligue 1,W 2-0,2,0,+2,30,1,0,0,0,19,2,36.8,36.2,Match Report
2403,Le Havre,2024-10-20,19,,Lyon,fr Ligue 1,L 0-4,0,4,-4,39,0,0,0,0,19,3,42.1,37.5,Match Report
2404,Le Havre,2024-09-01,19,,Auxerre,fr Ligue 1,W 3-1,3,1,+2,50,1,1,1,0,19,6,10.5,24.2,Match Report
2405,Genoa,2025-03-14,19,,Lecce,it Serie A,W 2-1,2,1,+1,44,2,0,0,0,19,1,68.4,42.0,Match Report
2406,Genoa,2024-09-21,19,@,Venezia,it Serie A,L 0-2,0,2,-2,51,0,0,0,0,19,2,26.3,33.8,Match Report
2407,Angers,2025-02-16,19,@,Reims,fr Ligue 1,W 1-0,1,0,+1,37,1,0,0,0,19,4,57.9,42.3,Match Report
2408,Angers,2025-01-26,19,@,Lens,fr Ligue 1,L 0-1,0,1,-1,36,0,0,0,0,19,2,36.8,35.7,Match Report
2409,Angers,2024-10-26,19,,Saint-Étienne,fr Ligue 1,W 4-2,4,2,+2,42,3,1,1,0,19,8,42.1,34.5,Match Report
2410,Lazio,2025-01-26,19,,Fiorentina,it Serie A,L 1-2,1,2,-1,70,1,0,0,0,19,2,10.5,30.7,Match Report
2411,Lazio,2025-01-05,19,@,Roma,it Serie A,L 0-2,0,2,-2,67,0,0,0,0,19,4,15.8,31.6,Match Report
2412,Getafe,2025-01-12,19,@,Las Palmas,es La Liga,W 2-1,2,1,+1,37,2,0,0,0,19,2,73.7,50.8,Match Report
2413,Union Berlin,2025-04-06,19,,Wolfsburg,de Bundesliga,W 1-0,1,0,+1,46,1,0,0,0,19,3,47.4,37.0,Match Report
2414,Union Berlin,2025-03-15,19,,Bayern Munich,de Bundesliga,D 1-1,1,1,0,20,1,0,0,0,19,1,68.4,48.8,Match Report
2415,West Ham,2024-12-03,19,@,Leicester City,eng Premier League,L 1-3,1,3,-2,61,1,0,0,0,19,2,21.1,29.8,Match Report
2416,West Ham,2024-09-14,19,@,Fulham,eng Premier League,D 1-1,1,1,0,46,1,0,0,0,19,2,42.1,36.3,Match Report
2417,West Ham,2024-08-31,19,,Manchester City,eng Premier League,L 1-3,1,3,-2,33,0,0,0,0,19,6,36.8,35.8,Match Report
2418,Leganés,2025-03-29,19,@,Real Madrid,es La Liga,L 2-3,2,3,-1,30,2,0,0,0,19,3,73.7,51.3,Match Report
2419,Leganés,2024-09-22,19,@,Getafe,es La Liga,D 1-1,1,1,0,41,1,0,0,0,19,0,84.2,58.5,Match Report
2420,Reims,2024-10-26,19,,Brest,fr Ligue 1,L 1-2,1,2,-1,53,1,0,0,0,19,3,15.8,24.7,Match Report
2421,Wolves,2025-03-15,19,@,Southampton,eng Premier League,W 2-1,2,1,+1,40,2,0,0,0,19,3,63.2,45.5,Match Report
2422,Wolves,2025-01-20,19,@,Chelsea,eng Premier League,L 1-3,1,3,-2,37,1,0,0,0,19,4,31.6,36.4,Match Report
2423,Alavés,2024-11-09,19,@,Villarreal,es La Liga,L 0-3,0,3,-3,38,0,0,0,0,19,2,100.0,62.4,Match Report
2424,Alavés,2024-09-20,19,,Sevilla,es La Liga,W 2-1,2,1,+1,35,2,0,0,0,19,1,73.7,51.8,Match Report
2425,Girona,2025-03-15,19,,Valencia,es La Liga,D 1-1,1,1,0,57,1,0,0,0,19,1,52.6,41.9,Match Report
2426,Atalanta,2024-08-19,19,@,Lecce,it Serie A,W 4-0,4,0,+4,52,3,1,1,0,19,4,36.8,33.1,Match Report
2427,Rayo Vallecano,2025-01-31,19,@,Leganés,es La Liga,W 1-0,1,0,+1,66,1,0,0,0,19,2,10.5,23.8,Match Report
2428,Rayo Vallecano,2024-08-31,19,@,Espanyol,es La Liga,L 1-2,1,2,-1,53,1,0,0,0,19,4,26.3,28.9,Match Report
2429,Mainz 05,2025-03-07,19,@,Gladbach,de Bundesliga,W 3-1,3,1,+2,43,3,0,0,0,19,1,52.6,45.5,Match Report
2430,Empoli,2024-09-20,19,@,Cagliari,it Serie A,W 2-0,2,0,+2,39,2,0,0,0,19,2,73.7,53.8,Match Report
2431,Espanyol,2025-01-25,19,@,Sevilla,es La Liga,D 1-1,1,1,0,26,1,0,0,0,19,5,63.2,41.9,Match Report
2432,RB Leipzig,2024-11-23,19,@,Hoffenheim,de Bundesliga,L 3-4,3,4,-1,41,2,0,0,0,19,5,10.5,29.4,Match Report
2433,RB Leipzig,2024-09-28,19,,Augsburg,de Bundesliga,W 4-0,4,0,+4,59,4,0,0,0,19,2,15.8,27.9,Match Report
2434,RB Leipzig,2024-08-31,19,@,Leverkusen,de Bundesliga,W 3-2,3,2,+1,38,3,0,0,0,19,5,42.1,36.4,Match Report
2435,Sevilla,2025-01-18,19,@,Girona,es La Liga,W 2-1,2,1,+1,40,2,0,1,1,19,5,31.6,31.6,Match Report
2436,Sevilla,2024-10-20,19,@,Barcelona,es La Liga,L 1-5,1,5,-4,33,1,0,0,0,19,2,73.7,50.2,Match Report
2437,Sevilla,2024-09-24,19,,Valladolid,es La Liga,W 2-1,2,1,+1,54,1,0,0,0,19,4,57.9,42.5,Match Report
2438,Dortmund,2025-02-15,19,@,Bochum,de Bundesliga,L 0-2,0,2,-2,69,0,0,0,0,19,6,10.5,25.7,Match Report
