Rk,Team,Date,PKA,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,PKatt,PKA,PKsv,PKm,Save%,PKA,FK,CK,OG,Match Report
175,Mainz 05,2025-01-19,1,@,Union Berlin,de Bundesliga,L 1-2,1,2,-1,66,0,1,1,0,1,1,0,0,0.0,1,0,0,0,Match Report
176,Mainz 05,2024-11-09,1,,Dortmund,de Bundesliga,W 3-1,3,1,+2,53,3,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
177,Mainz 05,2024-09-15,1,,Werder Bremen,de Bundesliga,L 1-2,1,2,-1,58,1,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
178,Leicester City,2024-09-14,1,@,Crystal Palace,eng Premier League,D 2-2,2,2,0,34,2,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
179,Empoli,2024-10-20,1,,Napoli,it Serie A,L 0-1,0,1,-1,50,0,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
180,Freiburg,2025-01-18,1,@,Stuttgart,de Bundesliga,L 0-4,0,4,-4,44,0,0,0,0,1,1,0,0,0.0,1,0,2,0,Match Report
181,Freiburg,2024-09-01,1,@,Bayern Munich,de Bundesliga,L 0-2,0,2,-2,34,0,0,1,1,1,1,0,0,0.0,1,0,0,0,Match Report
182,Espanyol,2025-03-15,1,@,Mallorca,es La Liga,L 1-2,1,2,-1,38,0,0,0,0,2,1,1,0,50.0,1,0,0,0,Match Report
183,Espanyol,2025-03-10,1,,Girona,es La Liga,D 1-1,1,1,0,33,1,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
184,Espanyol,2024-11-30,1,,Celta Vigo,es La Liga,W 3-1,3,1,+2,22,3,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
185,Espanyol,2024-09-21,1,@,Real Madrid,es La Liga,L 1-4,1,4,-3,27,0,0,0,0,1,1,0,0,0.0,1,0,1,0,Match Report
186,RB Leipzig,2025-02-23,1,,Heidenheim,de Bundesliga,D 2-2,2,2,0,74,1,1,1,0,1,1,0,0,0.0,1,0,0,0,Match Report
187,RB Leipzig,2025-01-18,1,@,Bochum,de Bundesliga,D 3-3,3,3,0,55,3,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
188,Sevilla,2025-04-06,1,,Atlético Madrid,es La Liga,L 1-2,1,2,-1,44,1,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
189,Sevilla,2024-11-09,1,@,Leganés,es La Liga,L 0-1,0,1,-1,57,0,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
190,Sevilla,2024-11-03,1,,Real Sociedad,es La Liga,L 0-2,0,2,-2,55,0,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
191,Sevilla,2024-10-20,1,@,Barcelona,es La Liga,L 1-5,1,5,-4,33,1,0,0,0,1,1,0,0,0.0,1,1,1,0,Match Report
192,Sevilla,2024-09-01,1,,Girona,es La Liga,L 0-2,0,2,-2,50,0,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
193,Dortmund,2024-12-07,1,@,Gladbach,de Bundesliga,D 1-1,1,1,0,60,1,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
194,Dortmund,2024-10-05,1,@,Union Berlin,de Bundesliga,L 1-2,1,2,-1,67,1,0,0,0,1,1,0,0,0.0,1,0,1,0,Match Report
195,Dortmund,2024-09-13,1,,Heidenheim,de Bundesliga,W 4-2,4,2,+2,60,3,1,1,0,1,1,0,0,0.0,1,0,0,0,Match Report
196,Venezia,2025-02-09,1,,Roma,it Serie A,L 0-1,0,1,-1,62,0,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
197,Venezia,2025-01-19,1,@,Parma,it Serie A,D 1-1,1,1,0,41,0,1,1,0,1,1,0,0,0.0,1,0,0,0,Match Report
198,Venezia,2024-12-14,1,@,Juventus,it Serie A,D 2-2,2,2,0,31,2,0,0,0,1,1,0,0,0.0,1,0,1,0,Match Report
199,Venezia,2024-08-18,1,@,Lazio,it Serie A,L 1-3,1,3,-2,33,1,0,0,0,1,1,0,0,0.0,1,0,0,1,Match Report
200,Newcastle Utd,2025-04-02,1,,Brentford,eng Premier League,W 2-1,2,1,+1,49,2,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
201,Rennes,2024-11-03,1,@,Auxerre,fr Ligue 1,L 0-4,0,4,-4,61,0,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
202,Rennes,2024-10-19,1,@,Brest,fr Ligue 1,D 1-1,1,1,0,44,1,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
203,Bochum,2025-02-09,1,@,Holstein Kiel,de Bundesliga,D 2-2,2,2,0,52,2,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
204,Bochum,2024-11-30,1,@,Augsburg,de Bundesliga,L 0-1,0,1,-1,48,0,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
205,Bochum,2024-09-27,1,@,Dortmund,de Bundesliga,L 2-4,2,4,-2,34,2,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
206,Ipswich Town,2024-11-30,1,@,Nott'ham Forest,eng Premier League,L 0-1,0,1,-1,55,0,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
207,Ipswich Town,2024-10-26,1,@,Brentford,eng Premier League,L 3-4,3,4,-1,35,3,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
208,Ipswich Town,2024-08-24,1,@,Manchester City,eng Premier League,L 1-4,1,4,-3,25,1,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
209,Manchester City,2024-12-15,1,,Manchester Utd,eng Premier League,L 1-2,1,2,-1,52,1,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
210,Manchester City,2024-12-01,1,@,Liverpool,eng Premier League,L 0-2,0,2,-2,56,0,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
211,Manchester City,2024-09-28,1,@,Newcastle Utd,eng Premier League,D 1-1,1,1,0,62,1,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
212,Strasbourg,2025-03-28,1,,Lyon,fr Ligue 1,W 4-2,4,2,+2,40,4,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
213,Strasbourg,2025-01-19,1,@,Marseille,fr Ligue 1,D 1-1,1,1,0,31,1,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
214,Strasbourg,2024-11-30,1,@,Brest,fr Ligue 1,L 1-3,1,3,-2,62,1,0,0,0,2,1,1,0,50.0,1,0,0,0,Match Report
215,Strasbourg,2024-11-09,1,,Monaco,fr Ligue 1,L 1-3,1,3,-2,43,1,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
216,Strasbourg,2024-09-21,1,@,Lille,fr Ligue 1,D 3-3,3,3,0,37,3,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
217,Strasbourg,2024-08-18,1,@,Montpellier,fr Ligue 1,D 1-1,1,1,0,58,1,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
218,Cagliari,2025-03-02,1,@,Bologna,it Serie A,L 1-2,1,2,-1,39,1,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
219,Cagliari,2025-01-05,1,@,Monza,it Serie A,W 2-1,2,1,+1,47,2,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
220,Cagliari,2024-12-28,1,,Inter,it Serie A,L 0-3,0,3,-3,35,0,0,0,0,1,1,0,0,0.0,1,0,1,0,Match Report
221,Cagliari,2024-11-04,1,@,Lazio,it Serie A,L 1-2,1,2,-1,46,1,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
222,Cagliari,2024-10-06,1,@,Juventus,it Serie A,D 1-1,1,1,0,27,0,1,1,0,1,1,0,0,0.0,1,0,0,0,Match Report
223,Cagliari,2024-09-30,1,@,Parma,it Serie A,W 3-2,3,2,+1,40,3,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
224,Leverkusen,2025-01-10,1,@,Dortmund,de Bundesliga,W 3-2,3,2,+1,30,3,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
225,Leverkusen,2024-10-19,1,,Eint Frankfurt,de Bundesliga,W 2-1,2,1,+1,54,2,0,1,1,1,1,0,0,0.0,1,0,0,0,Match Report
226,Leverkusen,2024-10-05,1,,Holstein Kiel,de Bundesliga,D 2-2,2,2,0,74,2,0,0,0,1,1,0,0,0.0,1,0,1,0,Match Report
227,Lille,2025-04-05,1,@,Lyon,fr Ligue 1,L 1-2,1,2,-1,44,1,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
228,Lille,2025-02-01,1,,Saint-Étienne,fr Ligue 1,W 4-1,4,1,+3,67,3,1,1,0,1,1,0,0,0.0,1,0,0,0,Match Report
229,Lille,2025-01-04,1,,Nantes,fr Ligue 1,D 1-1,1,1,0,71,1,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
230,Lille,2024-09-01,1,,Paris S-G,fr Ligue 1,L 1-3,1,3,-2,42,1,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
231,Brentford,2024-12-04,1,@,Aston Villa,eng Premier League,L 1-3,1,3,-2,51,1,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
232,Roma,2025-01-12,1,@,Bologna,it Serie A,D 2-2,2,2,0,46,1,1,1,0,1,1,0,0,0.0,1,0,0,0,Match Report
233,Roma,2024-12-07,1,,Lecce,it Serie A,W 4-1,4,1,+3,59,4,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
234,Roma,2024-10-27,1,@,Fiorentina,it Serie A,L 1-5,1,5,-4,61,1,0,0,0,1,1,0,0,0.0,1,0,0,1,Match Report
235,Roma,2024-08-25,1,,Empoli,it Serie A,L 1-2,1,2,-1,73,1,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
236,Chelsea,2025-01-14,1,,Bournemouth,eng Premier League,D 2-2,2,2,0,57,2,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
237,Chelsea,2024-12-30,1,@,Ipswich Town,eng Premier League,L 0-2,0,2,-2,76,0,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
238,Chelsea,2024-11-23,1,@,Leicester City,eng Premier League,W 2-1,2,1,+1,63,2,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
239,Chelsea,2024-11-03,1,@,Manchester Utd,eng Premier League,D 1-1,1,1,0,54,1,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
240,Chelsea,2024-10-20,1,@,Liverpool,eng Premier League,L 1-2,1,2,-1,57,1,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
241,Brighton,2025-03-15,1,@,Manchester City,eng Premier League,D 2-2,2,2,0,40,1,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
242,Brighton,2025-02-01,1,@,Nott'ham Forest,eng Premier League,L 0-7,0,7,-7,62,0,0,0,0,1,1,0,0,0.0,1,0,1,1,Match Report
243,Brighton,2025-01-25,1,,Everton,eng Premier League,L 0-1,0,1,-1,69,0,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
244,Brighton,2025-01-19,1,@,Manchester Utd,eng Premier League,W 3-1,3,1,+2,49,3,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
245,Brighton,2024-12-30,1,@,Aston Villa,eng Premier League,D 2-2,2,2,0,41,2,0,0,0,1,1,0,0,0.0,1,0,1,0,Match Report
246,Brighton,2024-09-28,1,@,Chelsea,eng Premier League,L 2-4,2,4,-2,59,2,0,0,0,1,1,0,0,0.0,1,1,0,0,Match Report
247,Brighton,2024-09-22,1,,Nott'ham Forest,eng Premier League,D 2-2,2,2,0,70,2,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
248,Saint-Étienne,2025-03-29,1,,Paris S-G,fr Ligue 1,L 1-6,1,6,-5,47,1,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
249,Saint-Étienne,2025-02-15,1,@,Marseille,fr Ligue 1,L 1-5,1,5,-4,30,1,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
250,Saint-Étienne,2025-02-01,1,@,Lille,fr Ligue 1,L 1-4,1,4,-3,33,0,1,1,0,1,1,0,0,0.0,1,0,0,0,Match Report
251,Saint-Étienne,2025-01-12,1,@,Paris S-G,fr Ligue 1,L 1-2,1,2,-1,41,1,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
252,Saint-Étienne,2024-10-26,1,@,Angers,fr Ligue 1,L 2-4,2,4,-2,58,1,1,1,0,1,1,0,0,0.0,1,0,0,0,Match Report
253,Saint-Étienne,2024-09-20,1,@,Nice,fr Ligue 1,L 0-8,0,8,-8,41,0,0,0,0,1,1,0,0,0.0,1,0,0,1,Match Report
254,Saint-Étienne,2024-08-24,1,,Le Havre,fr Ligue 1,L 0-2,0,2,-2,59,0,0,0,0,1,1,0,0,0.0,1,0,1,0,Match Report
255,Napoli,2024-08-31,1,,Parma,it Serie A,W 2-1,2,1,+1,55,2,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
256,Lyon,2025-03-16,1,,Le Havre,fr Ligue 1,W 4-2,4,2,+2,67,3,1,1,0,1,1,0,0,0.0,1,0,0,0,Match Report
257,Lyon,2025-03-02,1,,Brest,fr Ligue 1,W 2-1,2,1,+1,66,2,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
258,Lyon,2024-12-15,1,@,Paris S-G,fr Ligue 1,L 1-3,1,3,-2,32,1,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
259,Inter,2025-02-10,1,,Fiorentina,it Serie A,W 2-1,2,1,+1,62,1,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
260,Inter,2024-10-05,1,,Torino,it Serie A,W 3-2,3,2,+1,80,3,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
261,Nantes,2025-02-23,1,,Lens,fr Ligue 1,W 3-1,3,1,+2,35,2,1,1,0,1,1,0,0,0.0,1,0,0,0,Match Report
262,Nantes,2025-02-15,1,@,Monaco,fr Ligue 1,L 1-7,1,7,-6,35,1,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
263,Nantes,2024-11-09,1,@,Lens,fr Ligue 1,L 2-3,2,3,-1,33,1,1,1,0,1,1,0,0,0.0,1,0,0,0,Match Report
264,Nantes,2024-09-29,1,,Saint-Étienne,fr Ligue 1,D 2-2,2,2,0,61,2,0,0,0,1,1,0,0,0.0,1,0,1,0,Match Report
265,Nantes,2024-09-22,1,@,Angers,fr Ligue 1,D 1-1,1,1,0,50,1,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
266,Atlético Madrid,2025-03-29,1,@,Espanyol,es La Liga,D 1-1,1,1,0,61,1,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
267,Atlético Madrid,2025-02-15,1,,Celta Vigo,es La Liga,D 1-1,1,1,0,34,1,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
268,Atlético Madrid,2025-01-25,1,,Villarreal,es La Liga,D 1-1,1,1,0,59,1,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
269,Atlético Madrid,2024-11-23,1,,Alavés,es La Liga,W 2-1,2,1,+1,70,1,1,1,0,1,1,0,0,0.0,1,0,0,0,Match Report
270,Milan,2025-03-02,1,,Lazio,it Serie A,L 1-2,1,2,-1,61,1,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
271,Valencia,2025-03-02,1,@,Osasuna,es La Liga,D 3-3,3,3,0,49,3,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
272,Valencia,2024-12-22,1,,Alavés,es La Liga,D 2-2,2,2,0,62,1,1,1,0,1,1,0,0,0.0,1,0,0,0,Match Report
273,Valencia,2024-10-27,1,@,Getafe,es La Liga,D 1-1,1,1,0,36,1,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
274,Valencia,2024-08-17,1,,Barcelona,es La Liga,L 1-2,1,2,-1,37,1,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
275,Juventus,2025-03-09,1,,Atalanta,it Serie A,L 0-4,0,4,-4,63,0,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
276,Juventus,2025-01-25,1,@,Napoli,it Serie A,L 1-2,1,2,-1,51,1,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
277,Juventus,2024-10-06,1,,Cagliari,it Serie A,D 1-1,1,1,0,73,0,1,1,0,1,1,0,0,0.0,1,0,0,0,Match Report
278,Paris S-G,2024-12-18,1,@,Monaco,fr Ligue 1,W 4-2,4,2,+2,60,4,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
279,Paris S-G,2024-09-27,1,,Rennes,fr Ligue 1,W 3-1,3,1,+2,61,3,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
280,Paris S-G,2024-09-14,1,,Brest,fr Ligue 1,W 3-1,3,1,+2,67,3,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
281,Real Sociedad,2025-02-09,1,,Espanyol,es La Liga,W 2-1,2,1,+1,68,2,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
282,Real Sociedad,2024-09-17,1,@,Mallorca,es La Liga,L 0-1,0,1,-1,60,0,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
283,Real Sociedad,2024-08-28,1,,Alavés,es La Liga,L 1-2,1,2,-1,53,1,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
284,Nott'ham Forest,2025-02-23,1,@,Newcastle Utd,eng Premier League,L 3-4,3,4,-1,43,3,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
285,Nott'ham Forest,2024-09-28,1,,Fulham,eng Premier League,L 0-1,0,1,-1,41,0,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
286,Parma,2025-03-01,1,@,Udinese,it Serie A,L 0-1,0,1,-1,57,0,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
287,Parma,2025-01-26,1,@,Milan,it Serie A,L 2-3,2,3,-1,39,2,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
288,Parma,2025-01-19,1,,Venezia,it Serie A,D 1-1,1,1,0,59,0,1,1,0,1,1,0,0,0.0,1,0,0,0,Match Report
289,Eint Frankfurt,2024-09-29,1,@,Holstein Kiel,de Bundesliga,W 4-2,4,2,+2,53,4,0,0,0,1,1,0,0,0.0,1,0,1,0,Match Report
290,Celta Vigo,2025-01-27,1,@,Alavés,es La Liga,D 1-1,1,1,0,51,1,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
291,Brest,2025-04-05,1,,Monaco,fr Ligue 1,W 2-1,2,1,+1,41,2,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
292,Brest,2024-12-06,1,@,Lille,fr Ligue 1,L 1-3,1,3,-2,39,1,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
293,Brest,2024-11-10,1,@,Montpellier,fr Ligue 1,L 1-3,1,3,-2,67,1,0,0,0,2,1,1,0,50.0,1,1,0,0,Match Report
294,Brest,2024-09-27,1,@,Auxerre,fr Ligue 1,L 0-3,0,3,-3,61,0,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
295,Betis,2025-01-18,1,,Alavés,es La Liga,L 1-3,1,3,-2,50,1,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
296,Betis,2024-12-01,1,@,Real Sociedad,es La Liga,L 0-2,0,2,-2,59,0,0,0,0,1,1,0,0,0.0,1,0,0,1,Match Report
297,Betis,2024-10-06,1,@,Sevilla,es La Liga,L 0-1,0,1,-1,49,0,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
298,Betis,2024-09-01,1,@,Real Madrid,es La Liga,L 0-2,0,2,-2,40,0,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
299,Lens,2025-03-01,1,,Le Havre,fr Ligue 1,L 3-4,3,4,-1,69,2,1,1,0,1,1,0,0,0.0,1,0,0,0,Match Report
300,Lens,2025-02-23,1,@,Nantes,fr Ligue 1,L 1-3,1,3,-2,65,0,1,1,0,1,1,0,0,0.0,1,0,0,0,Match Report
301,Lens,2025-02-08,1,@,Nice,fr Ligue 1,L 0-2,0,2,-2,40,0,0,0,0,1,1,0,0,0.0,1,0,1,0,Match Report
302,Lens,2025-01-05,1,,Toulouse,fr Ligue 1,L 0-1,0,1,-1,66,0,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
303,Lens,2024-11-09,1,,Nantes,fr Ligue 1,W 3-2,3,2,+1,67,2,1,1,0,1,1,0,0,0.0,1,0,0,0,Match Report
304,Lens,2024-10-26,1,,Lille,fr Ligue 1,L 0-2,0,2,-2,58,0,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
305,Lens,2024-10-06,1,@,Strasbourg,fr Ligue 1,D 2-2,2,2,0,63,2,0,0,0,1,1,0,0,0.0,1,0,1,0,Match Report
306,Lens,2024-09-21,1,@,Rennes,fr Ligue 1,D 1-1,1,1,0,60,1,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
307,Monaco,2025-02-01,1,,Auxerre,fr Ligue 1,W 4-2,4,2,+2,57,4,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
308,Monaco,2024-12-01,1,@,Marseille,fr Ligue 1,L 1-2,1,2,-1,37,1,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
309,Monaco,2024-09-01,1,,Lens,fr Ligue 1,D 1-1,1,1,0,62,1,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
310,Fulham,2025-03-08,1,@,Brighton,eng Premier League,L 1-2,1,2,-1,47,1,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
311,Fulham,2025-01-05,1,,Ipswich Town,eng Premier League,D 2-2,2,2,0,73,0,2,2,0,1,1,0,0,0.0,1,0,0,0,Match Report
312,Lecce,2025-03-08,1,,Milan,it Serie A,L 2-3,2,3,-1,30,2,0,0,0,1,1,0,0,0.0,1,0,0,1,Match Report
313,Lecce,2025-02-21,1,,Udinese,it Serie A,L 0-1,0,1,-1,45,0,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
314,Lecce,2025-01-31,1,@,Parma,it Serie A,W 3-1,3,1,+2,53,3,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
315,Lecce,2025-01-26,1,,Inter,it Serie A,L 0-4,0,4,-4,49,0,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
316,Lecce,2024-12-21,1,,Lazio,it Serie A,L 1-2,1,2,-1,41,1,0,0,0,1,1,0,0,0.0,1,0,1,0,Match Report
317,Lecce,2024-08-24,1,@,Inter,it Serie A,L 0-2,0,2,-2,39,0,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
318,Lecce,2024-08-19,1,,Atalanta,it Serie A,L 0-4,0,4,-4,48,0,0,0,0,1,1,0,0,0.0,1,0,0,0,Match Report
319,Las Palmas,2025-04-06,0,,Real Sociedad,es La Liga,L 1-3,1,3,-2,51,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
320,Las Palmas,2025-03-31,0,@,Celta Vigo,es La Liga,D 1-1,1,1,0,39,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
321,Las Palmas,2025-03-14,0,,Alavés,es La Liga,D 2-2,2,2,0,61,1,1,1,0,0,0,0,0,,0,0,0,0,Match Report
322,Las Palmas,2025-03-09,0,@,Betis,es La Liga,L 0-1,0,1,-1,33,0,0,0,0,1,0,1,0,100.0,0,0,1,0,Match Report
323,Las Palmas,2025-02-28,0,@,Valladolid,es La Liga,D 1-1,1,1,0,36,1,0,0,0,0,0,0,0,,0,0,1,0,Match Report
324,Las Palmas,2025-02-22,0,,Barcelona,es La Liga,L 0-2,0,2,-2,31,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
325,Las Palmas,2025-02-16,0,@,Mallorca,es La Liga,L 1-3,1,3,-2,51,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
326,Las Palmas,2025-02-08,0,,Villarreal,es La Liga,L 1-2,1,2,-1,56,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
327,Las Palmas,2025-02-03,0,@,Girona,es La Liga,L 1-2,1,2,-1,53,1,0,0,0,1,0,1,0,100.0,0,0,0,0,Match Report
328,Las Palmas,2025-01-24,0,,Osasuna,es La Liga,D 1-1,1,1,0,51,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
329,Las Palmas,2025-01-12,0,,Getafe,es La Liga,L 1-2,1,2,-1,63,1,0,1,1,0,0,0,0,,0,0,0,0,Match Report
330,Las Palmas,2024-12-22,0,,Espanyol,es La Liga,W 1-0,1,0,+1,57,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
331,Las Palmas,2024-12-15,0,@,Real Sociedad,es La Liga,D 0-0,0,0,0,39,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
332,Las Palmas,2024-12-07,0,,Valladolid,es La Liga,W 2-1,2,1,+1,58,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
333,Las Palmas,2024-11-30,0,@,Barcelona,es La Liga,W 2-1,2,1,+1,31,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
334,Las Palmas,2024-11-23,0,,Mallorca,es La Liga,L 2-3,2,3,-1,61,1,1,1,0,0,0,0,0,,0,0,0,0,Match Report
335,Las Palmas,2024-11-08,0,@,Rayo Vallecano,es La Liga,W 3-1,3,1,+2,36,2,0,0,0,0,0,0,0,,0,0,0,1,Match Report
336,Las Palmas,2024-11-03,0,@,Atlético Madrid,es La Liga,L 0-2,0,2,-2,43,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
337,Las Palmas,2024-10-26,0,,Girona,es La Liga,W 1-0,1,0,+1,43,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
338,Las Palmas,2024-10-05,0,,Celta Vigo,es La Liga,L 0-1,0,1,-1,60,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
339,Las Palmas,2024-09-30,0,@,Villarreal,es La Liga,L 1-3,1,3,-2,57,1,0,0,0,1,0,1,0,100.0,0,0,0,0,Match Report
340,Las Palmas,2024-09-26,0,,Betis,es La Liga,D 1-1,1,1,0,55,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
341,Las Palmas,2024-09-15,0,,Athletic Club,es La Liga,L 2-3,2,3,-1,64,2,0,0,0,0,0,0,0,,0,0,1,0,Match Report
342,Las Palmas,2024-09-01,0,@,Alavés,es La Liga,L 0-2,0,2,-2,70,0,0,0,0,1,0,0,1,,0,0,0,0,Match Report
343,Las Palmas,2024-08-25,0,@,Leganés,es La Liga,L 1-2,1,2,-1,61,1,0,0,0,1,0,1,0,100.0,0,0,0,0,Match Report
344,Las Palmas,2024-08-16,0,,Sevilla,es La Liga,D 2-2,2,2,0,48,1,0,0,0,0,0,0,0,,0,0,0,1,Match Report
345,Hoffenheim,2025-04-05,0,@,RB Leipzig,de Bundesliga,L 1-3,1,3,-2,34,1,0,0,0,0,0,0,0,,0,0,1,0,Match Report
346,Hoffenheim,2025-03-29,0,,Augsburg,de Bundesliga,D 1-1,1,1,0,56,0,1,1,0,0,0,0,0,,0,0,0,0,Match Report
347,Hoffenheim,2025-03-14,0,@,St. Pauli,de Bundesliga,L 0-1,0,1,-1,56,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
348,Hoffenheim,2025-03-09,0,,Heidenheim,de Bundesliga,D 1-1,1,1,0,55,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
349,Hoffenheim,2025-03-01,0,@,Bochum,de Bundesliga,W 1-0,1,0,+1,42,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
350,Hoffenheim,2025-02-23,0,,Stuttgart,de Bundesliga,D 1-1,1,1,0,45,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
