Rk,Team,Date,Att,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Att,Launch%,AvgLen,Match Report
2324,Fiorentina,2024-10-20,4,@,Lecce,it Serie A,W 6-0,6,0,+6,61,6,0,0,0,4,25.0,22.8,Match Report
2325,Fiorentina,2024-08-25,4,,Venezia,it Serie A,D 0-0,0,0,0,54,0,0,0,0,4,25.0,26.5,Match Report
2326,Crystal Palace,2024-12-29,4,,Southampton,eng Premier League,W 2-1,2,1,+1,47,2,0,0,0,4,50.0,40.0,Match Report
2327,Crystal Palace,2024-12-07,4,,Manchester City,eng Premier League,D 2-2,2,2,0,32,2,0,0,0,4,50.0,41.8,Match Report
2328,Crystal Palace,2024-09-28,4,@,Everton,eng Premier League,L 1-2,1,2,-1,59,1,0,0,0,4,25.0,33.3,Match Report
2329,Bournemouth,2024-09-30,4,,Southampton,eng Premier League,W 3-1,3,1,+2,40,3,0,0,0,4,25.0,22.0,Match Report
2330,Real Madrid,2025-04-05,4,,Valencia,es La Liga,L 1-2,1,2,-1,65,1,0,1,1,4,0.0,14.8,Match Report
2331,Real Madrid,2025-03-29,4,,Leganés,es La Liga,W 3-2,3,2,+1,70,2,1,1,0,4,75.0,58.0,Match Report
2332,Real Madrid,2025-01-19,4,,Las Palmas,es La Liga,W 4-1,4,1,+3,61,3,1,1,0,4,50.0,50.3,Match Report
2333,St. Pauli,2025-04-06,4,,Gladbach,de Bundesliga,D 1-1,1,1,0,63,1,0,0,0,4,0.0,15.3,Match Report
2334,St. Pauli,2025-02-15,4,,Freiburg,de Bundesliga,L 0-1,0,1,-1,54,0,0,0,0,4,0.0,13.3,Match Report
2335,St. Pauli,2024-12-14,4,,Werder Bremen,de Bundesliga,L 0-2,0,2,-2,56,0,0,0,0,4,25.0,27.3,Match Report
2336,St. Pauli,2024-12-07,4,@,Leverkusen,de Bundesliga,L 1-2,1,2,-1,38,1,0,0,0,4,25.0,23.5,Match Report
2337,St. Pauli,2024-08-25,4,,Heidenheim,de Bundesliga,L 0-2,0,2,-2,60,0,0,0,0,4,0.0,12.8,Match Report
2338,Marseille,2025-02-22,4,@,Auxerre,fr Ligue 1,L 0-3,0,3,-3,79,0,0,0,0,4,0.0,16.8,Match Report
2339,Marseille,2025-02-02,4,,Lyon,fr Ligue 1,W 3-2,3,2,+1,63,3,0,0,0,4,0.0,7.3,Match Report
2340,Marseille,2024-11-03,4,@,Nantes,fr Ligue 1,W 2-1,2,1,+1,73,2,0,0,0,4,0.0,11.5,Match Report
2341,Stuttgart,2025-02-23,4,@,Hoffenheim,de Bundesliga,D 1-1,1,1,0,55,1,0,0,0,4,25.0,23.3,Match Report
2342,Stuttgart,2025-02-01,4,,Gladbach,de Bundesliga,L 1-2,1,2,-1,54,0,0,0,0,4,0.0,7.0,Match Report
2343,Stuttgart,2024-08-31,4,,Mainz 05,de Bundesliga,D 3-3,3,3,0,63,3,0,0,0,4,0.0,17.3,Match Report
2344,Auxerre,2025-01-24,4,,Saint-Étienne,fr Ligue 1,D 1-1,1,1,0,37,1,0,0,0,4,100.0,64.3,Match Report
2345,Auxerre,2024-09-27,4,,Brest,fr Ligue 1,W 3-0,3,0,+3,39,2,1,1,0,4,100.0,72.5,Match Report
2346,Auxerre,2024-08-25,4,@,Nantes,fr Ligue 1,L 0-2,0,2,-2,64,0,0,0,0,4,50.0,39.0,Match Report
2347,Le Havre,2025-02-23,4,,Toulouse,fr Ligue 1,L 1-4,1,4,-3,54,1,0,0,0,4,25.0,27.3,Match Report
2348,Le Havre,2024-09-28,4,,Lille,fr Ligue 1,L 0-3,0,3,-3,38,0,0,0,0,4,50.0,44.5,Match Report
2349,Werder Bremen,2024-11-30,4,,Stuttgart,de Bundesliga,D 2-2,2,2,0,43,2,0,0,0,4,0.0,20.5,Match Report
2350,Genoa,2024-12-01,4,@,Udinese,it Serie A,W 2-0,2,0,+2,54,1,0,0,0,4,25.0,28.0,Match Report
2351,Genoa,2024-10-31,4,,Fiorentina,it Serie A,L 0-1,0,1,-1,33,0,0,0,0,4,25.0,29.0,Match Report
2352,Angers,2025-03-30,4,,Rennes,fr Ligue 1,L 0-3,0,3,-3,43,0,0,0,0,4,50.0,48.5,Match Report
2353,Angers,2024-12-07,4,,Lyon,fr Ligue 1,L 0-3,0,3,-3,37,0,0,0,0,4,50.0,37.0,Match Report
2354,Angers,2024-09-15,4,@,Strasbourg,fr Ligue 1,D 1-1,1,1,0,48,1,0,0,0,4,50.0,38.3,Match Report
2355,Angers,2024-08-24,4,@,Lille,fr Ligue 1,L 0-2,0,2,-2,36,0,0,0,0,4,25.0,22.0,Match Report
2356,Lazio,2024-09-29,4,@,Torino,it Serie A,W 3-2,3,2,+1,43,3,0,0,0,4,50.0,41.0,Match Report
2357,Getafe,2024-11-10,4,,Girona,es La Liga,L 0-1,0,1,-1,47,0,0,0,0,4,75.0,60.0,Match Report
2358,Getafe,2024-09-01,4,,Real Sociedad,es La Liga,D 0-0,0,0,0,53,0,0,0,0,4,25.0,33.8,Match Report
2359,Union Berlin,2025-02-01,4,,RB Leipzig,de Bundesliga,D 0-0,0,0,0,47,0,0,0,0,4,75.0,48.0,Match Report
2360,Union Berlin,2024-11-30,4,,Leverkusen,de Bundesliga,L 1-2,1,2,-1,38,1,0,0,0,4,100.0,57.8,Match Report
2361,Union Berlin,2024-09-28,4,@,Gladbach,de Bundesliga,L 0-1,0,1,-1,38,0,0,0,0,4,50.0,42.3,Match Report
2362,West Ham,2024-09-21,4,,Chelsea,eng Premier League,L 0-3,0,3,-3,53,0,0,0,0,4,0.0,14.8,Match Report
2363,Leganés,2025-03-08,4,@,Celta Vigo,es La Liga,L 1-2,1,2,-1,44,1,0,0,0,4,50.0,35.5,Match Report
2364,Liverpool,2025-04-02,4,,Everton,eng Premier League,W 1-0,1,0,+1,73,1,0,0,0,4,25.0,23.3,Match Report
2365,Liverpool,2025-01-14,4,@,Nott'ham Forest,eng Premier League,D 1-1,1,1,0,70,1,0,0,0,4,0.0,15.0,Match Report
2366,Liverpool,2024-11-02,4,,Brighton,eng Premier League,W 2-1,2,1,+1,49,2,0,0,0,4,0.0,17.3,Match Report
2367,Liverpool,2024-09-14,4,,Nott'ham Forest,eng Premier League,L 0-1,0,1,-1,68,0,0,0,0,4,0.0,13.3,Match Report
2368,Liverpool,2024-08-17,4,@,Ipswich Town,eng Premier League,W 2-0,2,0,+2,62,2,0,0,0,4,0.0,9.0,Match Report
2369,Aston Villa,2025-01-04,4,,Leicester City,eng Premier League,W 2-1,2,1,+1,60,2,0,0,0,4,25.0,22.0,Match Report
2370,Wolves,2025-01-25,4,,Arsenal,eng Premier League,L 0-1,0,1,-1,51,0,0,0,0,4,0.0,13.8,Match Report
2371,Wolves,2024-11-30,4,,Bournemouth,eng Premier League,L 2-4,2,4,-2,60,2,0,0,0,4,50.0,36.3,Match Report
2372,Wolves,2024-08-25,4,,Chelsea,eng Premier League,L 2-6,2,6,-4,40,2,0,0,0,4,25.0,19.3,Match Report
2373,Alavés,2025-03-29,4,,Rayo Vallecano,es La Liga,L 0-2,0,2,-2,55,0,0,1,1,4,100.0,59.3,Match Report
2374,Alavés,2025-01-18,4,@,Betis,es La Liga,W 3-1,3,1,+2,50,2,1,1,0,4,100.0,67.8,Match Report
2375,Alavés,2024-10-06,4,,Barcelona,es La Liga,L 0-3,0,3,-3,29,0,0,0,0,4,25.0,33.3,Match Report
2376,Girona,2025-03-01,4,,Celta Vigo,es La Liga,D 2-2,2,2,0,51,2,0,0,0,4,50.0,44.5,Match Report
2377,Girona,2025-02-14,4,,Getafe,es La Liga,L 1-2,1,2,-1,71,1,0,0,0,4,0.0,10.8,Match Report
2378,Girona,2024-09-25,4,,Rayo Vallecano,es La Liga,D 0-0,0,0,0,71,0,0,0,0,4,0.0,27.0,Match Report
2379,Atalanta,2024-12-06,4,,Milan,it Serie A,W 2-1,2,1,+1,52,2,0,0,0,4,75.0,61.0,Match Report
2380,Rayo Vallecano,2025-03-16,4,,Real Sociedad,es La Liga,D 2-2,2,2,0,55,2,0,0,0,4,25.0,26.3,Match Report
2381,Rayo Vallecano,2024-09-22,4,,Atlético Madrid,es La Liga,D 1-1,1,1,0,54,1,0,0,0,4,25.0,32.0,Match Report
2382,Mainz 05,2025-01-14,4,@,Leverkusen,de Bundesliga,L 0-1,0,1,-1,34,0,0,0,0,4,25.0,25.5,Match Report
2383,Mainz 05,2024-10-25,4,,Gladbach,de Bundesliga,D 1-1,1,1,0,52,0,0,0,0,4,25.0,34.8,Match Report
2384,Leicester City,2025-02-27,4,@,West Ham,eng Premier League,L 0-2,0,2,-2,42,0,0,0,0,4,75.0,55.8,Match Report
2385,Leicester City,2024-08-31,4,,Aston Villa,eng Premier League,L 1-2,1,2,-1,57,1,0,0,0,4,0.0,10.8,Match Report
2386,Empoli,2024-10-20,4,,Napoli,it Serie A,L 0-1,0,1,-1,50,0,0,0,0,4,25.0,26.0,Match Report
2387,Empoli,2024-08-17,4,,Monza,it Serie A,D 0-0,0,0,0,39,0,0,0,0,4,50.0,39.0,Match Report
2388,Freiburg,2025-02-21,4,,Werder Bremen,de Bundesliga,W 5-0,5,0,+5,37,5,0,0,0,4,50.0,38.0,Match Report
2389,Espanyol,2024-12-14,4,,Osasuna,es La Liga,D 0-0,0,0,0,42,0,0,0,0,4,25.0,23.0,Match Report
2390,RB Leipzig,2025-04-05,4,,Hoffenheim,de Bundesliga,W 3-1,3,1,+2,66,3,0,0,0,4,0.0,21.5,Match Report
2391,RB Leipzig,2025-03-29,4,@,Gladbach,de Bundesliga,L 0-1,0,1,-1,60,0,0,0,0,4,25.0,41.5,Match Report
2392,RB Leipzig,2024-08-24,4,,Bochum,de Bundesliga,W 1-0,1,0,+1,62,1,0,0,0,4,25.0,26.8,Match Report
2393,Sevilla,2025-01-11,4,,Valencia,es La Liga,D 1-1,1,1,0,54,1,0,0,0,4,50.0,36.8,Match Report
2394,Sevilla,2024-12-14,4,,Celta Vigo,es La Liga,W 1-0,1,0,+1,45,1,0,0,0,4,75.0,47.3,Match Report
2395,Sevilla,2024-12-02,4,,Osasuna,es La Liga,D 1-1,1,1,0,64,1,0,0,0,4,75.0,49.5,Match Report
2396,Sevilla,2024-08-23,4,,Villarreal,es La Liga,L 1-2,1,2,-1,59,1,0,0,0,4,0.0,13.0,Match Report
2397,Dortmund,2025-03-15,4,@,RB Leipzig,de Bundesliga,L 0-2,0,2,-2,66,0,0,0,0,4,0.0,15.3,Match Report
2398,Dortmund,2025-01-17,4,@,Eint Frankfurt,de Bundesliga,L 0-2,0,2,-2,67,0,0,0,0,4,50.0,29.5,Match Report
2399,Dortmund,2025-01-10,4,,Leverkusen,de Bundesliga,L 2-3,2,3,-1,70,1,1,1,0,4,0.0,7.3,Match Report
2400,Dortmund,2024-11-02,4,,RB Leipzig,de Bundesliga,W 2-1,2,1,+1,57,2,0,0,0,4,25.0,24.0,Match Report
2401,Dortmund,2024-09-27,4,,Bochum,de Bundesliga,W 4-2,4,2,+2,66,3,1,1,0,4,25.0,32.0,Match Report
2402,Newcastle Utd,2025-02-15,4,@,Manchester City,eng Premier League,L 0-4,0,4,-4,39,0,0,0,0,4,100.0,57.3,Match Report
2403,Newcastle Utd,2024-11-25,4,,West Ham,eng Premier League,L 0-2,0,2,-2,53,0,0,0,0,4,50.0,34.8,Match Report
2404,Rennes,2025-03-30,4,@,Angers,fr Ligue 1,W 3-0,3,0,+3,57,3,0,0,0,4,25.0,30.8,Match Report
2405,Rennes,2025-03-15,4,@,Lens,fr Ligue 1,L 0-1,0,1,-1,54,0,0,0,0,4,0.0,15.5,Match Report
2406,Rennes,2025-01-18,4,,Brest,fr Ligue 1,L 1-2,1,2,-1,68,1,0,0,0,4,25.0,30.8,Match Report
2407,Rennes,2024-11-24,4,@,Lille,fr Ligue 1,L 0-1,0,1,-1,48,0,0,0,0,4,100.0,68.5,Match Report
2408,Rennes,2024-10-25,4,,Le Havre,fr Ligue 1,W 1-0,1,0,+1,60,1,0,0,0,4,25.0,34.0,Match Report
2409,Rennes,2024-09-21,4,,Lens,fr Ligue 1,D 1-1,1,1,0,40,0,1,1,0,4,75.0,52.5,Match Report
2410,Ipswich Town,2024-11-24,4,,Manchester Utd,eng Premier League,D 1-1,1,1,0,40,1,0,0,0,4,75.0,53.3,Match Report
2411,Ipswich Town,2024-10-19,4,,Everton,eng Premier League,L 0-2,0,2,-2,55,0,0,0,0,4,25.0,23.3,Match Report
2412,Ipswich Town,2024-08-31,4,,Fulham,eng Premier League,D 1-1,1,1,0,48,1,0,0,0,4,75.0,58.8,Match Report
2413,Manchester City,2025-02-26,4,@,Tottenham,eng Premier League,W 1-0,1,0,+1,45,1,0,0,0,4,25.0,28.0,Match Report
2414,Manchester City,2025-01-25,4,,Chelsea,eng Premier League,W 3-1,3,1,+2,56,3,0,0,0,4,25.0,26.5,Match Report
2415,Manchester City,2024-12-21,4,@,Aston Villa,eng Premier League,L 1-2,1,2,-1,56,1,0,0,0,4,0.0,7.8,Match Report
2416,Strasbourg,2024-10-19,4,@,Paris S-G,fr Ligue 1,L 2-4,2,4,-2,45,2,0,0,0,4,25.0,17.5,Match Report
2417,Cagliari,2025-02-03,4,,Lazio,it Serie A,L 1-2,1,2,-1,40,1,0,0,0,4,0.0,16.8,Match Report
2418,Cagliari,2025-01-05,4,@,Monza,it Serie A,W 2-1,2,1,+1,47,2,0,0,0,4,100.0,63.3,Match Report
2419,Cagliari,2024-08-26,4,,Como,it Serie A,D 1-1,1,1,0,47,1,0,0,0,4,25.0,32.0,Match Report
2420,Leverkusen,2025-02-08,4,@,Wolfsburg,de Bundesliga,D 0-0,0,0,0,59,0,0,0,0,4,25.0,24.5,Match Report
2421,Leverkusen,2025-01-18,4,,Gladbach,de Bundesliga,W 3-1,3,1,+2,55,2,1,1,0,4,50.0,29.0,Match Report
2422,Leverkusen,2024-12-14,4,@,Augsburg,de Bundesliga,W 2-0,2,0,+2,65,2,0,0,0,4,75.0,55.3,Match Report
2423,Leverkusen,2024-10-05,4,,Holstein Kiel,de Bundesliga,D 2-2,2,2,0,74,2,0,0,0,4,0.0,20.8,Match Report
2424,Leverkusen,2024-08-31,4,,RB Leipzig,de Bundesliga,L 2-3,2,3,-1,62,2,0,0,0,4,0.0,12.5,Match Report
2425,Leverkusen,2024-08-23,4,@,Gladbach,de Bundesliga,W 3-2,3,2,+1,57,3,0,1,1,4,50.0,29.5,Match Report
2426,Lille,2025-03-15,4,@,Nantes,fr Ligue 1,L 0-1,0,1,-1,68,0,0,0,0,4,0.0,12.0,Match Report
2427,Lille,2024-09-01,4,,Paris S-G,fr Ligue 1,L 1-3,1,3,-2,42,1,0,0,0,4,0.0,10.5,Match Report
2428,Brentford,2024-08-31,4,,Southampton,eng Premier League,W 3-1,3,1,+2,37,3,0,0,0,4,50.0,31.0,Match Report
2429,Brentford,2024-08-25,4,@,Liverpool,eng Premier League,L 0-2,0,2,-2,38,0,0,0,0,4,75.0,61.0,Match Report
2430,Roma,2025-03-16,4,,Cagliari,it Serie A,W 1-0,1,0,+1,61,1,0,0,0,4,25.0,30.8,Match Report
2431,Roma,2025-01-26,4,@,Udinese,it Serie A,W 2-1,2,1,+1,51,0,2,2,0,4,25.0,22.0,Match Report
2432,Roma,2024-12-07,4,,Lecce,it Serie A,W 4-1,4,1,+3,59,4,0,0,0,4,25.0,27.5,Match Report
2433,Chelsea,2025-01-14,4,,Bournemouth,eng Premier League,D 2-2,2,2,0,57,2,0,0,0,4,0.0,10.8,Match Report
2434,Chelsea,2024-11-23,4,@,Leicester City,eng Premier League,W 2-1,2,1,+1,63,2,0,0,0,4,25.0,19.5,Match Report
2435,Chelsea,2024-10-20,4,@,Liverpool,eng Premier League,L 1-2,1,2,-1,57,1,0,0,0,4,0.0,12.5,Match Report
2436,Brighton,2025-02-01,4,@,Nott'ham Forest,eng Premier League,L 0-7,0,7,-7,62,0,0,0,0,4,0.0,11.8,Match Report
2437,Brighton,2024-12-27,4,,Brentford,eng Premier League,D 0-0,0,0,0,57,0,0,0,0,4,50.0,37.5,Match Report
2438,Brighton,2024-12-15,4,,Crystal Palace,eng Premier League,L 1-3,1,3,-2,64,0,0,0,0,4,0.0,17.8,Match Report
2439,Saint-Étienne,2024-12-08,4,,Marseille,fr Ligue 1,L 0-2,0,2,-2,32,0,0,0,0,4,25.0,26.3,Match Report
2440,Everton,2025-03-15,4,,West Ham,eng Premier League,D 1-1,1,1,0,54,1,0,0,0,4,50.0,34.5,Match Report
2441,Everton,2024-12-29,4,,Nott'ham Forest,eng Premier League,L 0-2,0,2,-2,64,0,0,0,0,4,0.0,12.5,Match Report
2442,Everton,2024-11-23,4,,Brentford,eng Premier League,D 0-0,0,0,0,59,0,0,0,0,4,0.0,20.8,Match Report
2443,Everton,2024-08-17,4,,Brighton,eng Premier League,L 0-3,0,3,-3,40,0,0,0,0,4,25.0,29.0,Match Report
2444,Napoli,2025-01-12,4,,Hellas Verona,it Serie A,W 2-0,2,0,+2,69,1,0,0,0,4,50.0,39.5,Match Report
2445,Napoli,2024-12-14,4,@,Udinese,it Serie A,W 3-1,3,1,+2,70,2,0,0,0,4,0.0,21.0,Match Report
2446,Napoli,2024-12-08,4,,Lazio,it Serie A,L 0-1,0,1,-1,56,0,0,0,0,4,25.0,30.0,Match Report
2447,Napoli,2024-10-20,4,@,Empoli,it Serie A,W 1-0,1,0,+1,50,0,1,1,0,4,25.0,31.5,Match Report
2448,Lyon,2025-01-26,4,@,Nantes,fr Ligue 1,D 1-1,1,1,0,62,1,0,0,0,4,50.0,33.3,Match Report
2449,Lyon,2024-12-01,4,,Nice,fr Ligue 1,W 4-1,4,1,+3,53,3,1,1,0,4,50.0,45.8,Match Report
2450,Inter,2025-04-05,4,@,Parma,it Serie A,D 2-2,2,2,0,63,2,0,0,0,4,0.0,21.8,Match Report
2451,Inter,2025-03-30,4,,Udinese,it Serie A,W 2-1,2,1,+1,60,2,0,0,0,4,0.0,11.8,Match Report
2452,Inter,2025-02-06,4,@,Fiorentina,it Serie A,L 0-3,0,3,-3,71,0,0,0,0,4,0.0,22.3,Match Report
2453,Inter,2024-12-06,4,,Parma,it Serie A,W 3-1,3,1,+2,57,3,0,0,0,4,0.0,15.5,Match Report
2454,Inter,2024-11-23,4,@,Hellas Verona,it Serie A,W 5-0,5,0,+5,69,5,0,0,0,4,0.0,28.3,Match Report
2455,Inter,2024-11-03,4,,Venezia,it Serie A,W 1-0,1,0,+1,57,1,0,0,0,4,0.0,22.0,Match Report
2456,Nantes,2024-12-08,4,,Rennes,fr Ligue 1,W 1-0,1,0,+1,47,1,0,0,0,4,75.0,45.8,Match Report
2457,Nantes,2024-10-27,4,@,Strasbourg,fr Ligue 1,L 1-3,1,3,-2,50,1,0,0,0,4,25.0,32.8,Match Report
2458,Atlético Madrid,2024-08-25,4,,Girona,es La Liga,W 3-0,3,0,+3,43,3,0,0,0,4,0.0,14.0,Match Report
2459,Milan,2025-02-15,4,,Hellas Verona,it Serie A,W 1-0,1,0,+1,73,1,0,0,0,4,25.0,21.0,Match Report
2460,Milan,2024-11-23,4,,Juventus,it Serie A,D 0-0,0,0,0,44,0,0,0,0,4,0.0,13.5,Match Report
2461,Milan,2024-08-24,4,@,Parma,it Serie A,L 1-2,1,2,-1,61,1,0,0,0,4,0.0,20.5,Match Report
2462,Valencia,2024-10-21,4,,Las Palmas,es La Liga,L 2-3,2,3,-1,48,1,1,1,0,4,75.0,46.5,Match Report
2463,Valencia,2024-09-24,4,,Osasuna,es La Liga,D 0-0,0,0,0,52,0,0,0,0,4,75.0,49.0,Match Report
2464,Valencia,2024-08-28,4,@,Athletic Club,es La Liga,L 0-1,0,1,-1,50,0,0,0,0,4,100.0,65.3,Match Report
2465,Valencia,2024-08-17,4,,Barcelona,es La Liga,L 1-2,1,2,-1,37,1,0,0,0,4,50.0,46.0,Match Report
2466,Juventus,2025-04-06,4,@,Roma,it Serie A,D 1-1,1,1,0,59,1,0,0,0,4,0.0,9.0,Match Report
2467,Juventus,2025-03-16,4,@,Fiorentina,it Serie A,L 0-3,0,3,-3,62,0,0,0,0,4,0.0,15.3,Match Report
2468,Juventus,2024-12-01,4,@,Lecce,it Serie A,D 1-1,1,1,0,61,1,0,0,0,4,0.0,9.8,Match Report
2469,Juventus,2024-09-14,4,@,Empoli,it Serie A,D 0-0,0,0,0,65,0,0,0,0,4,0.0,17.3,Match Report
2470,Paris S-G,2025-03-01,4,,Lille,fr Ligue 1,W 4-1,4,1,+3,58,4,0,0,0,4,0.0,21.5,Match Report
2471,Paris S-G,2025-02-23,4,@,Lyon,fr Ligue 1,W 3-2,3,2,+1,65,3,0,0,0,4,50.0,33.5,Match Report
2472,Paris S-G,2025-02-01,4,@,Brest,fr Ligue 1,W 5-2,5,2,+3,65,5,0,0,0,4,0.0,15.3,Match Report
2473,Paris S-G,2024-12-06,4,@,Auxerre,fr Ligue 1,D 0-0,0,0,0,73,0,0,0,0,4,25.0,27.3,Match Report
2474,Paris S-G,2024-11-30,4,,Nantes,fr Ligue 1,D 1-1,1,1,0,84,1,0,0,0,4,0.0,23.3,Match Report
2475,Paris S-G,2024-10-06,4,@,Nice,fr Ligue 1,D 1-1,1,1,0,71,0,0,0,0,4,0.0,23.3,Match Report
2476,Paris S-G,2024-09-27,4,,Rennes,fr Ligue 1,W 3-1,3,1,+2,61,3,0,0,0,4,50.0,31.3,Match Report
2477,Paris S-G,2024-08-16,4,@,Le Havre,fr Ligue 1,W 4-1,4,1,+3,76,3,1,1,0,4,50.0,36.0,Match Report
2478,Real Sociedad,2024-09-28,4,,Valencia,es La Liga,W 3-0,3,0,+3,61,3,0,0,0,4,100.0,59.0,Match Report
2479,Real Sociedad,2024-08-18,4,,Rayo Vallecano,es La Liga,L 1-2,1,2,-1,66,1,0,0,0,4,25.0,22.8,Match Report
2480,Nott'ham Forest,2024-08-24,4,@,Southampton,eng Premier League,W 1-0,1,0,+1,36,1,0,0,0,4,50.0,37.0,Match Report
2481,Parma,2025-01-31,4,,Lecce,it Serie A,L 1-3,1,3,-2,47,0,1,1,0,4,25.0,32.5,Match Report
2482,Eint Frankfurt,2024-11-02,4,,Bochum,de Bundesliga,W 7-2,7,2,+5,64,7,0,0,0,4,0.0,21.5,Match Report
2483,Celta Vigo,2024-09-22,4,@,Athletic Club,es La Liga,L 1-3,1,3,-2,67,0,1,1,0,4,25.0,32.3,Match Report
2484,Brest,2024-12-15,4,,Nantes,fr Ligue 1,W 4-1,4,1,+3,51,4,0,0,0,4,75.0,52.8,Match Report
2485,Betis,2025-01-18,4,,Alavés,es La Liga,L 1-3,1,3,-2,50,1,0,0,0,4,50.0,45.0,Match Report
2486,Lens,2025-04-06,4,,Saint-Étienne,fr Ligue 1,W 1-0,1,0,+1,60,1,0,0,0,4,0.0,20.3,Match Report
2487,Lens,2025-03-30,4,@,Lille,fr Ligue 1,L 0-1,0,1,-1,55,0,0,0,0,4,0.0,18.3,Match Report
2488,Lens,2025-01-05,4,,Toulouse,fr Ligue 1,L 0-1,0,1,-1,66,0,0,0,0,4,25.0,36.0,Match Report
2489,Lens,2024-10-06,4,@,Strasbourg,fr Ligue 1,D 2-2,2,2,0,63,2,0,0,0,4,25.0,24.0,Match Report
2490,Fulham,2025-01-26,4,,Manchester Utd,eng Premier League,L 0-1,0,1,-1,51,0,0,0,0,4,0.0,7.3,Match Report
2491,Fulham,2025-01-18,4,@,Leicester City,eng Premier League,W 2-0,2,0,+2,60,2,0,0,0,4,25.0,35.5,Match Report
2492,Fulham,2025-01-05,4,,Ipswich Town,eng Premier League,D 2-2,2,2,0,73,0,2,2,0,4,0.0,12.3,Match Report
2493,Fulham,2024-11-23,4,,Wolves,eng Premier League,L 1-4,1,4,-3,59,1,0,0,0,4,0.0,13.5,Match Report
2494,Lecce,2024-12-30,4,@,Como,it Serie A,L 0-2,0,2,-2,44,0,0,0,0,4,50.0,35.5,Match Report
2495,Lecce,2024-08-19,4,,Atalanta,it Serie A,L 0-4,0,4,-4,48,0,0,0,0,4,25.0,19.5,Match Report
2496,Las Palmas,2024-10-21,3,@,Valencia,es La Liga,W 3-2,3,2,+1,52,3,0,0,0,3,0.0,7.3,Match Report
2497,Hoffenheim,2025-03-29,3,,Augsburg,de Bundesliga,D 1-1,1,1,0,56,0,1,1,0,3,66.7,49.0,Match Report
2498,Osasuna,2024-08-17,3,,Leganés,es La Liga,D 1-1,1,1,0,61,0,0,0,0,3,66.7,49.3,Match Report
2499,Udinese,2025-03-01,3,,Parma,it Serie A,W 1-0,1,0,+1,43,0,1,1,0,3,33.3,24.3,Match Report
2500,Udinese,2025-01-26,3,,Roma,it Serie A,L 1-2,1,2,-1,49,1,0,0,0,3,0.0,14.3,Match Report
2501,Udinese,2024-10-19,3,@,Milan,it Serie A,L 0-1,0,1,-1,56,0,0,0,0,3,33.3,36.0,Match Report
2502,Bayern Munich,2025-03-08,3,,Bochum,de Bundesliga,L 2-3,2,3,-1,73,2,0,1,1,3,0.0,14.3,Match Report
2503,Bayern Munich,2024-11-22,3,,Augsburg,de Bundesliga,W 3-0,3,0,+3,80,1,2,2,0,3,0.0,16.0,Match Report
2504,Bayern Munich,2024-10-27,3,@,Bochum,de Bundesliga,W 5-0,5,0,+5,72,5,0,0,0,3,0.0,13.7,Match Report
2505,Bayern Munich,2024-10-19,3,,Stuttgart,de Bundesliga,W 4-0,4,0,+4,65,4,0,0,0,3,0.0,11.7,Match Report
2506,Bayern Munich,2024-09-28,3,,Leverkusen,de Bundesliga,D 1-1,1,1,0,69,1,0,0,0,3,0.0,13.0,Match Report
2507,Bayern Munich,2024-09-01,3,,Freiburg,de Bundesliga,W 2-0,2,0,+2,66,1,1,1,0,3,0.0,11.7,Match Report
2508,Hellas Verona,2025-01-27,3,@,Venezia,it Serie A,D 1-1,1,1,0,50,1,0,0,0,3,100.0,67.3,Match Report
2509,Nice,2025-04-04,3,,Nantes,fr Ligue 1,L 1-2,1,2,-1,76,1,0,0,0,3,33.3,31.7,Match Report
2510,Nice,2024-10-27,3,,Monaco,fr Ligue 1,W 2-1,2,1,+1,41,2,0,0,0,3,33.3,32.0,Match Report
2511,Nice,2024-09-14,3,@,Marseille,fr Ligue 1,L 0-2,0,2,-2,44,0,0,0,0,3,33.3,24.3,Match Report
2512,Valladolid,2025-02-28,3,,Las Palmas,es La Liga,D 1-1,1,1,0,64,1,0,0,0,3,0.0,15.7,Match Report
2513,Valladolid,2024-11-30,3,,Atlético Madrid,es La Liga,L 0-5,0,5,-5,45,0,0,0,0,3,0.0,12.0,Match Report
2514,Valladolid,2024-09-15,3,@,Celta Vigo,es La Liga,L 1-3,1,3,-2,46,1,0,0,0,3,0.0,19.7,Match Report
2515,Arsenal,2025-01-18,3,,Aston Villa,eng Premier League,D 2-2,2,2,0,66,2,0,0,0,3,33.3,29.0,Match Report
2516,Arsenal,2024-09-28,3,,Leicester City,eng Premier League,W 4-2,4,2,+2,74,3,0,0,0,3,0.0,20.3,Match Report
2517,Heidenheim,2025-02-08,3,@,Freiburg,de Bundesliga,L 0-1,0,1,-1,47,0,0,0,0,3,33.3,31.0,Match Report
2518,Manchester Utd,2025-01-19,3,,Brighton,eng Premier League,L 1-3,1,3,-2,51,0,1,1,0,3,100.0,57.7,Match Report
2519,Manchester Utd,2024-11-24,3,@,Ipswich Town,eng Premier League,D 1-1,1,1,0,60,1,0,0,0,3,33.3,33.3,Match Report
2520,Manchester Utd,2024-09-14,3,@,Southampton,eng Premier League,W 3-0,3,0,+3,56,3,0,0,0,3,0.0,9.7,Match Report
2521,Bologna,2025-03-16,3,,Lazio,it Serie A,W 5-0,5,0,+5,51,5,0,0,0,3,66.7,51.3,Match Report
