Rk,Team,Date,Gls,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Gls,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Match Report
160,Paris S-G,2024-12-18,4,@,Monaco,fr Ligue 1,W 4-2,4,2,+2,60,4,0,0,0,4,17,0.24,0.36,11,64.7,16.7,0,Match Report
161,Paris S-G,2024-11-09,4,@,Angers,fr Ligue 1,W 4-2,4,2,+2,70,4,0,0,0,4,26,0.15,0.33,12,46.2,15.9,0,Match Report
162,Paris S-G,2024-10-19,4,,Strasbourg,fr Ligue 1,W 4-2,4,2,+2,55,4,0,0,0,4,18,0.22,0.40,10,55.6,11.3,0,Match Report
163,Paris S-G,2024-08-16,4,@,Le Havre,fr Ligue 1,W 4-1,4,1,+3,76,3,1,1,0,4,14,0.21,0.38,8,57.1,15.2,0,Match Report
164,Nott'ham Forest,2025-03-15,4,@,Ipswich Town,eng Premier League,W 4-2,4,2,+2,45,4,0,0,0,4,11,0.36,0.67,6,54.5,18.2,0,Match Report
165,Eint Frankfurt,2025-01-14,4,,Freiburg,de Bundesliga,W 4-1,4,1,+3,64,4,0,0,0,4,23,0.17,0.50,8,34.8,16.1,1,Match Report
166,Eint Frankfurt,2024-12-01,4,@,Heidenheim,de Bundesliga,W 4-0,4,0,+4,54,4,0,0,0,4,14,0.29,0.50,8,57.1,17.2,0,Match Report
167,Eint Frankfurt,2024-09-29,4,@,Holstein Kiel,de Bundesliga,W 4-2,4,2,+2,53,4,0,0,0,4,20,0.20,0.40,10,50.0,14.6,0,Match Report
168,Brest,2025-03-30,4,@,Toulouse,fr Ligue 1,W 4-2,4,2,+2,47,4,0,0,0,4,10,0.40,0.80,5,50.0,12.0,0,Match Report
169,Brest,2024-12-15,4,,Nantes,fr Ligue 1,W 4-1,4,1,+3,51,4,0,0,0,4,13,0.31,0.50,8,61.5,17.8,0,Match Report
170,Brest,2024-08-31,4,,Saint-Étienne,fr Ligue 1,W 4-0,4,0,+4,47,2,2,2,0,4,20,0.10,0.33,6,30.0,15.9,1,Match Report
171,Monaco,2025-02-01,4,,Auxerre,fr Ligue 1,W 4-2,4,2,+2,57,4,0,0,0,4,11,0.36,0.67,6,54.5,13.8,1,Match Report
172,Las Palmas,2024-10-21,3,@,Valencia,es La Liga,W 3-2,3,2,+1,52,3,0,0,0,3,11,0.27,0.50,6,54.5,20.4,1,Match Report
173,Hoffenheim,2025-02-16,3,@,Werder Bremen,de Bundesliga,W 3-1,3,1,+2,37,3,0,0,0,3,15,0.20,0.50,6,40.0,15.8,0,Match Report
174,Hoffenheim,2025-01-18,3,@,Holstein Kiel,de Bundesliga,W 3-1,3,1,+2,47,3,0,0,0,3,11,0.27,0.50,6,54.5,13.7,0,Match Report
175,Hoffenheim,2024-10-19,3,,Bochum,de Bundesliga,W 3-1,3,1,+2,50,3,0,0,0,3,12,0.25,0.43,7,58.3,15.9,0,Match Report
176,Hoffenheim,2024-09-29,3,,Werder Bremen,de Bundesliga,L 3-4,3,4,-1,37,3,0,0,0,3,10,0.30,0.75,4,40.0,17.2,2,Match Report
177,Hoffenheim,2024-08-24,3,,Holstein Kiel,de Bundesliga,W 3-2,3,2,+1,54,2,1,1,0,3,20,0.10,0.29,7,35.0,17.0,0,Match Report
178,Osasuna,2025-03-02,3,,Valencia,es La Liga,D 3-3,3,3,0,51,2,1,1,0,3,10,0.20,0.50,4,40.0,19.7,0,Match Report
179,Udinese,2025-02-16,3,,Empoli,it Serie A,W 3-0,3,0,+3,56,3,0,0,0,3,17,0.18,0.38,8,47.1,15.7,0,Match Report
180,Udinese,2025-02-01,3,,Venezia,it Serie A,W 3-2,3,2,+1,51,3,0,0,0,3,13,0.23,0.60,5,38.5,20.2,0,Match Report
181,Udinese,2024-09-16,3,@,Parma,it Serie A,W 3-2,3,2,+1,53,3,0,0,0,3,18,0.17,0.50,6,33.3,15.1,0,Match Report
182,Bayern Munich,2025-03-29,3,,St. Pauli,de Bundesliga,W 3-2,3,2,+1,65,3,0,0,0,3,19,0.16,0.38,8,42.1,13.3,0,Match Report
183,Bayern Munich,2025-02-28,3,@,Stuttgart,de Bundesliga,W 3-1,3,1,+2,47,3,0,0,0,3,17,0.18,0.38,8,47.1,19.3,2,Match Report
184,Bayern Munich,2025-02-07,3,,Werder Bremen,de Bundesliga,W 3-0,3,0,+3,75,1,2,2,0,3,19,0.05,0.10,10,52.6,17.0,0,Match Report
185,Bayern Munich,2025-01-18,3,,Wolfsburg,de Bundesliga,W 3-2,3,2,+1,71,3,0,0,0,3,25,0.12,0.30,10,40.0,15.3,1,Match Report
186,Bayern Munich,2024-11-22,3,,Augsburg,de Bundesliga,W 3-0,3,0,+3,80,1,2,2,0,3,31,0.03,0.08,12,38.7,18.1,1,Match Report
187,Bayern Munich,2024-11-02,3,,Union Berlin,de Bundesliga,W 3-0,3,0,+3,77,2,1,1,0,3,15,0.13,0.33,6,40.0,16.6,0,Match Report
188,Bayern Munich,2024-10-06,3,@,Eint Frankfurt,de Bundesliga,D 3-3,3,3,0,74,3,0,0,0,3,24,0.13,0.23,13,54.2,17.5,2,Match Report
189,Augsburg,2025-02-22,3,@,Gladbach,de Bundesliga,W 3-0,3,0,+3,51,3,0,0,0,3,17,0.18,0.75,4,23.5,19.9,2,Match Report
190,Augsburg,2024-09-15,3,,St. Pauli,de Bundesliga,W 3-1,3,1,+2,44,3,0,0,0,3,18,0.17,0.38,8,44.4,15.0,0,Match Report
191,Hellas Verona,2024-12-15,3,@,Parma,it Serie A,W 3-2,3,2,+1,44,3,0,0,0,3,17,0.18,0.50,6,35.3,15.5,1,Match Report
192,Hellas Verona,2024-11-03,3,,Roma,it Serie A,W 3-2,3,2,+1,34,3,0,0,0,3,7,0.43,1.00,3,42.9,21.8,0,Match Report
193,Hellas Verona,2024-08-18,3,,Napoli,it Serie A,W 3-0,3,0,+3,33,3,0,0,0,3,9,0.33,0.75,4,44.4,16.1,0,Match Report
194,Torino,2024-09-20,3,@,Hellas Verona,it Serie A,W 3-2,3,2,+1,70,3,0,1,1,3,15,0.20,1.00,3,20.0,18.9,1,Match Report
195,Nice,2025-01-03,3,,Rennes,fr Ligue 1,W 3-2,3,2,+1,47,3,0,0,0,3,9,0.33,0.50,6,66.7,14.5,0,Match Report
196,Valladolid,2024-10-18,3,@,Alavés,es La Liga,W 3-2,3,2,+1,38,1,2,2,0,3,10,0.10,0.50,2,20.0,19.9,0,Match Report
197,Arsenal,2025-01-01,3,@,Brentford,eng Premier League,W 3-1,3,1,+2,50,3,0,0,0,3,14,0.21,0.75,4,28.6,14.7,0,Match Report
198,Arsenal,2024-11-23,3,,Nott'ham Forest,eng Premier League,W 3-0,3,0,+3,66,3,0,0,0,3,19,0.16,0.50,6,31.6,17.7,0,Match Report
199,Arsenal,2024-10-05,3,,Southampton,eng Premier League,W 3-1,3,1,+2,59,3,0,0,0,3,29,0.10,0.50,6,20.7,14.6,0,Match Report
200,Arsenal,2024-09-28,3,,Leicester City,eng Premier League,W 4-2,4,2,+2,74,3,0,0,0,3,35,0.09,0.19,16,45.7,14.1,0,Match Report
201,Heidenheim,2025-03-16,3,,Holstein Kiel,de Bundesliga,W 3-1,3,1,+2,39,3,0,0,0,3,14,0.21,0.60,5,35.7,16.3,0,Match Report
202,Heidenheim,2025-01-15,3,@,Werder Bremen,de Bundesliga,D 3-3,3,3,0,48,3,0,0,0,3,14,0.21,0.60,5,35.7,17.6,1,Match Report
203,Manchester Utd,2025-03-16,3,@,Leicester City,eng Premier League,W 3-0,3,0,+3,47,3,0,0,0,3,18,0.17,0.60,5,27.8,21.3,0,Match Report
204,Manchester Utd,2025-01-16,3,,Southampton,eng Premier League,W 3-1,3,1,+2,60,3,0,0,0,3,23,0.13,0.33,9,39.1,15.0,0,Match Report
205,Manchester Utd,2024-09-14,3,@,Southampton,eng Premier League,W 3-0,3,0,+3,56,3,0,0,0,3,20,0.15,0.30,10,50.0,17.4,0,Match Report
206,Bologna,2025-01-18,3,,Monza,it Serie A,W 3-1,3,1,+2,58,3,0,0,0,3,18,0.17,0.43,7,38.9,12.9,1,Match Report
207,Bologna,2024-11-30,3,,Venezia,it Serie A,W 3-0,3,0,+3,60,1,2,2,0,3,14,0.07,0.14,7,50.0,20.2,0,Match Report
208,Bologna,2024-11-10,3,@,Roma,it Serie A,W 3-2,3,2,+1,46,3,0,0,0,3,15,0.20,0.75,4,26.7,14.8,1,Match Report
209,Barcelona,2025-03-30,3,,Girona,es La Liga,W 4-1,4,1,+3,69,3,0,0,0,3,21,0.14,0.33,9,42.9,16.0,0,Match Report
210,Barcelona,2025-03-27,3,,Osasuna,es La Liga,W 3-0,3,0,+3,74,2,1,1,0,3,18,0.11,0.50,4,22.2,16.5,1,Match Report
211,Barcelona,2024-11-03,3,,Espanyol,es La Liga,W 3-1,3,1,+2,76,3,0,0,0,3,14,0.21,0.33,9,64.3,19.2,0,Match Report
212,Barcelona,2024-10-06,3,@,Alavés,es La Liga,W 3-0,3,0,+3,71,3,0,0,0,3,15,0.20,0.33,9,60.0,16.8,1,Match Report
213,Monza,2024-10-21,3,@,Hellas Verona,it Serie A,W 3-0,3,0,+3,41,3,0,0,0,3,10,0.30,0.75,4,40.0,18.9,0,Match Report
214,Montpellier,2024-11-10,3,,Brest,fr Ligue 1,W 3-1,3,1,+2,33,2,1,2,1,3,12,0.17,0.33,6,50.0,23.0,1,Match Report
215,Montpellier,2024-09-22,3,,Auxerre,fr Ligue 1,W 3-2,3,2,+1,54,3,0,0,0,3,14,0.21,0.75,4,28.6,14.4,0,Match Report
216,Como,2025-04-05,3,@,Monza,it Serie A,W 3-1,3,1,+2,58,3,0,0,0,3,17,0.18,0.43,7,41.2,16.7,1,Match Report
217,Como,2025-01-20,3,,Udinese,it Serie A,W 4-1,4,1,+3,51,3,0,0,0,3,11,0.27,0.38,8,72.7,16.7,0,Match Report
218,Como,2024-09-29,3,,Hellas Verona,it Serie A,W 3-2,3,2,+1,71,3,0,0,0,3,24,0.13,0.27,11,45.8,19.2,0,Match Report
219,Villarreal,2024-11-09,3,,Alavés,es La Liga,W 3-0,3,0,+3,63,2,1,1,0,3,12,0.17,1.00,2,16.7,18.9,1,Match Report
220,Villarreal,2024-09-30,3,,Las Palmas,es La Liga,W 3-1,3,1,+2,43,3,0,1,1,3,19,0.16,0.50,6,31.6,15.2,0,Match Report
221,Villarreal,2024-08-26,3,,Celta Vigo,es La Liga,W 4-3,4,3,+1,45,3,0,1,1,3,23,0.13,0.38,8,34.8,15.3,1,Match Report
222,Mallorca,2025-02-16,3,,Las Palmas,es La Liga,W 3-1,3,1,+2,49,3,0,0,0,3,14,0.21,0.60,5,35.7,15.1,0,Match Report
223,Mallorca,2024-11-23,3,@,Las Palmas,es La Liga,W 3-2,3,2,+1,39,3,0,0,0,3,9,0.33,1.00,3,33.3,13.4,0,Match Report
224,Holstein Kiel,2025-02-01,3,@,Bayern Munich,de Bundesliga,L 3-4,3,4,-1,29,3,0,0,0,3,10,0.30,0.60,5,50.0,15.3,0,Match Report
225,Athletic Club,2025-02-08,3,,Girona,es La Liga,W 3-0,3,0,+3,45,2,1,1,0,3,22,0.09,0.29,7,31.8,16.0,1,Match Report
226,Athletic Club,2024-09-22,3,,Celta Vigo,es La Liga,W 3-1,3,1,+2,33,3,0,0,0,3,10,0.30,0.60,5,50.0,15.8,0,Match Report
227,Athletic Club,2024-09-15,3,@,Las Palmas,es La Liga,W 3-2,3,2,+1,36,3,0,0,0,3,9,0.33,0.75,4,44.4,14.2,0,Match Report
228,Gladbach,2025-03-01,3,@,Heidenheim,de Bundesliga,W 3-0,3,0,+3,55,3,0,0,0,3,13,0.23,0.60,5,38.5,17.8,0,Match Report
229,Gladbach,2025-01-25,3,,Bochum,de Bundesliga,W 3-0,3,0,+3,57,3,0,1,1,3,15,0.20,0.60,5,33.3,16.9,0,Match Report
230,Gladbach,2024-11-03,3,,Werder Bremen,de Bundesliga,W 4-1,4,1,+3,47,3,0,0,0,3,16,0.19,0.43,7,43.8,14.5,0,Match Report
231,Gladbach,2024-10-19,3,,Heidenheim,de Bundesliga,W 3-2,3,2,+1,66,2,1,1,0,3,19,0.11,0.22,9,47.4,16.0,0,Match Report
232,Tottenham,2025-04-06,3,,Southampton,eng Premier League,W 3-1,3,1,+2,51,2,1,1,0,3,12,0.17,0.29,7,58.3,14.0,0,Match Report
233,Tottenham,2024-12-22,3,,Liverpool,eng Premier League,L 3-6,3,6,-3,52,3,0,0,0,3,9,0.33,0.60,5,55.6,17.1,0,Match Report
234,Tottenham,2024-12-08,3,,Chelsea,eng Premier League,L 3-4,3,4,-1,39,3,0,0,0,3,13,0.23,0.60,5,38.5,13.7,1,Match Report
235,Tottenham,2024-10-19,3,,West Ham,eng Premier League,W 4-1,4,1,+3,57,3,0,0,0,3,22,0.14,0.43,7,31.8,15.8,0,Match Report
236,Tottenham,2024-09-29,3,@,Manchester Utd,eng Premier League,W 3-0,3,0,+3,61,3,0,0,0,3,24,0.13,0.30,10,41.7,14.6,0,Match Report
237,Tottenham,2024-09-21,3,,Brentford,eng Premier League,W 3-1,3,1,+2,48,3,0,0,0,3,23,0.13,0.33,9,39.1,14.4,0,Match Report
238,Toulouse,2024-10-27,3,@,Montpellier,fr Ligue 1,W 3-0,3,0,+3,49,3,0,0,0,3,15,0.20,0.50,6,40.0,18.1,0,Match Report
239,Fiorentina,2025-03-16,3,,Juventus,it Serie A,W 3-0,3,0,+3,38,3,0,0,0,3,9,0.33,1.00,3,33.3,23.2,1,Match Report
240,Fiorentina,2025-02-06,3,,Inter,it Serie A,W 3-0,3,0,+3,29,3,0,0,0,3,10,0.30,0.50,6,60.0,19.3,0,Match Report
241,Fiorentina,2024-11-10,3,,Hellas Verona,it Serie A,W 3-1,3,1,+2,61,3,0,0,0,3,11,0.27,0.50,6,54.5,14.0,0,Match Report
242,Crystal Palace,2024-12-15,3,@,Brighton,eng Premier League,W 3-1,3,1,+2,36,3,0,0,0,3,13,0.23,0.60,5,38.5,12.6,0,Match Report
243,Bournemouth,2025-02-15,3,@,Southampton,eng Premier League,W 3-1,3,1,+2,56,3,0,0,0,3,14,0.21,0.43,7,50.0,16.7,0,Match Report
244,Bournemouth,2024-12-22,3,@,Manchester Utd,eng Premier League,W 3-0,3,0,+3,40,2,1,1,0,3,9,0.22,0.50,4,44.4,19.7,0,Match Report
245,Bournemouth,2024-09-30,3,,Southampton,eng Premier League,W 3-1,3,1,+2,40,3,0,0,0,3,14,0.21,0.50,6,42.9,18.8,0,Match Report
246,Bournemouth,2024-08-31,3,@,Everton,eng Premier League,W 3-2,3,2,+1,53,3,0,0,0,3,17,0.18,0.43,7,41.2,14.9,0,Match Report
247,Wolfsburg,2024-11-10,3,@,Heidenheim,de Bundesliga,W 3-1,3,1,+2,35,3,0,0,0,3,13,0.23,0.50,6,46.2,14.1,1,Match Report
248,Wolfsburg,2024-10-05,3,@,Bochum,de Bundesliga,W 3-1,3,1,+2,42,3,0,1,1,3,16,0.19,0.75,4,25.0,18.2,0,Match Report
249,Real Madrid,2025-03-29,3,,Leganés,es La Liga,W 3-2,3,2,+1,70,2,1,1,0,3,23,0.09,0.25,8,34.8,18.9,2,Match Report
250,Real Madrid,2025-01-25,3,@,Valladolid,es La Liga,W 3-0,3,0,+3,68,2,1,1,0,3,19,0.11,0.67,3,15.8,21.0,1,Match Report
251,Real Madrid,2024-12-14,3,@,Rayo Vallecano,es La Liga,D 3-3,3,3,0,66,3,0,0,0,3,13,0.23,0.50,6,46.2,21.6,0,Match Report
252,Real Madrid,2024-12-07,3,@,Girona,es La Liga,W 3-0,3,0,+3,58,3,0,0,0,3,10,0.30,0.43,7,70.0,19.3,0,Match Report
253,Real Madrid,2024-11-24,3,@,Leganés,es La Liga,W 3-0,3,0,+3,67,3,0,0,0,3,16,0.19,0.38,8,50.0,15.6,1,Match Report
254,Real Madrid,2024-09-24,3,,Alavés,es La Liga,W 3-2,3,2,+1,68,3,0,0,0,3,10,0.30,0.75,4,40.0,14.7,1,Match Report
255,Real Madrid,2024-08-25,3,,Valladolid,es La Liga,W 3-0,3,0,+3,63,3,0,0,0,3,17,0.18,0.33,9,52.9,17.2,1,Match Report
256,St. Pauli,2025-01-26,3,,Union Berlin,de Bundesliga,W 3-0,3,0,+3,44,3,0,0,0,3,16,0.19,0.60,5,31.3,14.9,0,Match Report
257,St. Pauli,2024-11-29,3,,Holstein Kiel,de Bundesliga,W 3-1,3,1,+2,49,3,0,0,0,3,11,0.27,1.00,3,27.3,14.4,0,Match Report
258,St. Pauli,2024-09-28,3,@,Freiburg,de Bundesliga,W 3-0,3,0,+3,27,3,0,0,0,3,10,0.30,0.75,4,40.0,17.6,2,Match Report
259,Marseille,2025-02-02,3,,Lyon,fr Ligue 1,W 3-2,3,2,+1,63,3,0,0,0,3,20,0.15,0.27,11,55.0,14.7,0,Match Report
260,Marseille,2024-11-23,3,@,Lens,fr Ligue 1,W 3-1,3,1,+2,55,3,0,0,0,3,10,0.30,0.75,4,40.0,17.9,1,Match Report
261,Marseille,2024-09-22,3,@,Lyon,fr Ligue 1,W 3-2,3,2,+1,37,3,0,0,0,3,9,0.33,0.75,4,44.4,23.4,0,Match Report
262,Stuttgart,2024-12-15,3,@,Heidenheim,de Bundesliga,W 3-1,3,1,+2,66,2,1,1,0,3,17,0.12,0.33,6,35.3,18.1,2,Match Report
263,Stuttgart,2024-12-06,3,,Union Berlin,de Bundesliga,W 3-2,3,2,+1,64,3,0,0,0,3,7,0.43,0.60,5,71.4,17.7,0,Match Report
264,Stuttgart,2024-09-14,3,@,Gladbach,de Bundesliga,W 3-1,3,1,+2,56,3,0,0,0,3,12,0.25,0.43,7,58.3,14.3,0,Match Report
265,Stuttgart,2024-08-31,3,,Mainz 05,de Bundesliga,D 3-3,3,3,0,63,3,0,0,0,3,28,0.11,0.27,11,39.3,14.9,2,Match Report
266,Auxerre,2025-02-22,3,,Marseille,fr Ligue 1,W 3-0,3,0,+3,21,2,1,1,0,3,8,0.25,0.50,4,50.0,14.8,0,Match Report
267,Auxerre,2024-11-08,3,@,Marseille,fr Ligue 1,W 3-1,3,1,+2,26,3,0,0,0,3,10,0.30,0.50,6,60.0,18.0,0,Match Report
268,Auxerre,2024-09-27,3,,Brest,fr Ligue 1,W 3-0,3,0,+3,39,2,1,1,0,3,14,0.14,0.67,3,21.4,16.7,1,Match Report
269,Le Havre,2025-03-30,3,,Nantes,fr Ligue 1,W 3-2,3,2,+1,52,1,2,2,0,3,14,0.07,0.33,3,21.4,16.0,0,Match Report
270,Werder Bremen,2025-03-29,3,@,Holstein Kiel,de Bundesliga,W 3-0,3,0,+3,45,3,0,0,0,3,14,0.21,0.43,7,50.0,16.8,1,Match Report
271,Werder Bremen,2025-01-15,3,,Heidenheim,de Bundesliga,D 3-3,3,3,0,52,3,0,0,0,3,12,0.25,0.60,5,41.7,17.2,1,Match Report
272,Angers,2025-02-22,3,@,Saint-Étienne,fr Ligue 1,D 3-3,3,3,0,39,1,2,2,0,3,11,0.09,0.50,2,18.2,17.5,0,Match Report
273,Angers,2025-01-12,3,@,Montpellier,fr Ligue 1,W 3-1,3,1,+2,42,3,0,0,0,3,21,0.14,0.38,8,38.1,18.3,0,Match Report
274,Lazio,2025-01-19,3,@,Hellas Verona,it Serie A,W 3-0,3,0,+3,64,3,0,0,0,3,14,0.21,0.60,5,35.7,16.6,1,Match Report
275,Lazio,2024-11-24,3,,Bologna,it Serie A,W 3-0,3,0,+3,70,3,0,0,0,3,13,0.23,0.75,4,30.8,15.5,0,Match Report
276,Lazio,2024-10-27,3,,Genoa,it Serie A,W 3-0,3,0,+3,61,3,0,0,0,3,18,0.17,0.75,4,22.2,13.4,0,Match Report
277,Lazio,2024-09-29,3,@,Torino,it Serie A,W 3-2,3,2,+1,43,3,0,0,0,3,13,0.23,0.43,7,53.8,15.6,0,Match Report
278,Getafe,2025-01-26,3,@,Real Sociedad,es La Liga,W 3-0,3,0,+3,44,3,0,0,0,3,13,0.23,0.75,4,30.8,20.4,1,Match Report
279,West Ham,2025-01-14,3,,Fulham,eng Premier League,W 3-2,3,2,+1,44,3,0,0,0,3,4,0.75,1.00,3,75.0,14.6,0,Match Report
280,Leganés,2025-02-15,3,,Alavés,es La Liga,D 3-3,3,3,0,43,1,2,2,0,3,6,0.17,1.00,1,16.7,25.5,0,Match Report
281,Leganés,2024-11-02,3,@,Girona,es La Liga,L 3-4,3,4,-1,46,3,0,0,0,3,8,0.38,0.60,5,62.5,22.7,0,Match Report
282,Leganés,2024-10-27,3,,Celta Vigo,es La Liga,W 3-0,3,0,+3,39,3,0,0,0,3,7,0.43,0.75,4,57.1,17.1,0,Match Report
283,Reims,2025-03-29,3,,Marseille,fr Ligue 1,W 3-1,3,1,+2,20,3,0,0,0,3,7,0.43,0.60,5,71.4,16.6,0,Match Report
284,Reims,2024-11-10,3,@,Le Havre,fr Ligue 1,W 3-0,3,0,+3,45,3,0,0,0,3,18,0.17,0.43,7,38.9,15.8,0,Match Report
285,Reims,2024-09-29,3,@,Angers,fr Ligue 1,W 3-1,3,1,+2,47,3,0,0,0,3,21,0.14,0.30,10,47.6,17.2,1,Match Report
286,Liverpool,2025-03-08,3,,Southampton,eng Premier League,W 3-1,3,1,+2,71,1,2,2,0,3,26,0.04,0.20,5,19.2,16.3,0,Match Report
287,Liverpool,2024-12-26,3,,Leicester City,eng Premier League,W 3-1,3,1,+2,68,3,0,0,0,3,19,0.16,0.43,7,36.8,15.3,0,Match Report
288,Liverpool,2024-12-04,3,@,Newcastle Utd,eng Premier League,D 3-3,3,3,0,58,3,0,0,0,3,16,0.19,0.60,5,31.3,12.7,0,Match Report
289,Liverpool,2024-11-24,3,@,Southampton,eng Premier League,W 3-2,3,2,+1,62,2,1,1,0,3,26,0.08,0.20,10,38.5,18.2,1,Match Report
290,Liverpool,2024-09-21,3,,Bournemouth,eng Premier League,W 3-0,3,0,+3,58,3,0,0,0,3,19,0.16,0.25,12,63.2,16.6,0,Match Report
291,Liverpool,2024-09-01,3,@,Manchester Utd,eng Premier League,W 3-0,3,0,+3,47,3,0,0,0,3,11,0.27,1.00,3,27.3,13.4,0,Match Report
292,Aston Villa,2025-04-02,3,@,Brighton,eng Premier League,W 3-0,3,0,+3,44,3,0,0,0,3,8,0.38,0.60,5,62.5,14.1,0,Match Report
293,Aston Villa,2024-12-04,3,,Brentford,eng Premier League,W 3-1,3,1,+2,49,2,1,1,0,3,19,0.11,0.22,9,47.4,15.0,0,Match Report
294,Aston Villa,2024-09-21,3,,Wolves,eng Premier League,W 3-1,3,1,+2,53,3,0,0,0,3,9,0.33,1.00,3,33.3,13.7,1,Match Report
295,Aston Villa,2024-09-14,3,,Everton,eng Premier League,W 3-2,3,2,+1,72,3,0,0,0,3,17,0.18,0.43,7,41.2,14.0,0,Match Report
296,Wolves,2024-12-22,3,@,Leicester City,eng Premier League,W 3-0,3,0,+3,46,3,0,0,0,3,8,0.38,0.75,4,50.0,14.6,1,Match Report
297,Wolves,2024-10-05,3,@,Brentford,eng Premier League,L 3-5,3,5,-2,56,3,0,0,0,3,17,0.18,0.50,6,35.3,20.9,0,Match Report
298,Alavés,2025-02-15,3,@,Leganés,es La Liga,D 3-3,3,3,0,57,2,1,1,0,3,15,0.13,0.33,6,40.0,19.5,0,Match Report
299,Alavés,2025-01-18,3,@,Betis,es La Liga,W 3-1,3,1,+2,50,2,1,1,0,3,8,0.25,0.50,4,50.0,19.4,0,Match Report
300,Girona,2024-12-20,3,,Valladolid,es La Liga,W 3-0,3,0,+3,70,3,0,0,0,3,23,0.13,0.43,7,30.4,18.5,1,Match Report
301,Girona,2024-11-02,3,,Leganés,es La Liga,W 4-3,4,3,+1,54,2,1,1,0,3,14,0.14,0.40,5,35.7,24.3,0,Match Report
302,Atalanta,2024-12-22,3,,Empoli,it Serie A,W 3-2,3,2,+1,65,3,0,0,0,3,16,0.19,0.50,6,37.5,12.1,0,Match Report
303,Atalanta,2024-11-23,3,@,Parma,it Serie A,W 3-1,3,1,+2,55,3,0,0,0,3,15,0.20,0.50,6,40.0,13.0,0,Match Report
304,Atalanta,2024-11-03,3,@,Napoli,it Serie A,W 3-0,3,0,+3,50,3,0,0,0,3,12,0.25,1.00,3,25.0,13.7,0,Match Report
305,Atalanta,2024-09-15,3,,Fiorentina,it Serie A,W 3-2,3,2,+1,51,3,0,0,0,3,13,0.23,0.43,7,53.8,13.6,0,Match Report
306,Rayo Vallecano,2024-12-14,3,,Real Madrid,es La Liga,D 3-3,3,3,0,34,3,0,0,0,3,14,0.21,0.60,5,35.7,20.1,2,Match Report
307,Rayo Vallecano,2024-09-16,3,,Osasuna,es La Liga,W 3-1,3,1,+2,65,3,0,0,0,3,17,0.18,0.50,6,35.3,18.9,0,Match Report
308,Mainz 05,2025-03-07,3,@,Gladbach,de Bundesliga,W 3-1,3,1,+2,43,3,0,0,0,3,15,0.20,0.43,7,46.7,18.9,0,Match Report
309,Mainz 05,2024-12-08,3,@,Wolfsburg,de Bundesliga,L 3-4,3,4,-1,56,3,0,0,0,3,12,0.25,0.60,5,41.7,13.1,1,Match Report
310,Mainz 05,2024-11-24,3,@,Holstein Kiel,de Bundesliga,W 3-0,3,0,+3,62,2,1,1,0,3,17,0.12,0.33,6,35.3,18.0,1,Match Report
311,Mainz 05,2024-11-09,3,,Dortmund,de Bundesliga,W 3-1,3,1,+2,53,3,0,0,0,3,13,0.23,0.33,9,69.2,13.4,0,Match Report
312,Mainz 05,2024-10-05,3,@,St. Pauli,de Bundesliga,W 3-0,3,0,+3,44,3,0,0,0,3,8,0.38,0.75,4,50.0,21.4,0,Match Report
313,Mainz 05,2024-09-20,3,@,Augsburg,de Bundesliga,W 3-2,3,2,+1,27,3,0,0,0,3,5,0.60,1.00,3,60.0,11.4,0,Match Report
314,Mainz 05,2024-08-31,3,@,Stuttgart,de Bundesliga,D 3-3,3,3,0,37,2,1,1,0,3,10,0.20,0.33,6,60.0,21.6,1,Match Report
315,Leicester City,2024-12-03,3,,West Ham,eng Premier League,W 3-1,3,1,+2,39,3,0,0,0,3,8,0.38,0.50,6,75.0,12.7,0,Match Report
316,Leicester City,2024-10-19,3,@,Southampton,eng Premier League,W 3-2,3,2,+1,58,2,1,1,0,3,17,0.12,0.67,3,17.6,16.5,0,Match Report
317,Freiburg,2024-12-13,3,,Wolfsburg,de Bundesliga,W 3-2,3,2,+1,53,3,0,0,0,3,18,0.17,0.33,9,50.0,14.9,0,Match Report
318,Freiburg,2024-11-30,3,,Gladbach,de Bundesliga,W 3-1,3,1,+2,48,3,0,0,0,3,17,0.18,0.43,7,41.2,16.5,1,Match Report
319,Freiburg,2024-10-19,3,,Augsburg,de Bundesliga,W 3-1,3,1,+2,57,3,0,0,0,3,15,0.20,0.50,6,40.0,19.8,0,Match Report
320,Freiburg,2024-09-21,3,@,Heidenheim,de Bundesliga,W 3-0,3,0,+3,58,3,0,0,0,3,15,0.20,0.60,5,33.3,16.8,0,Match Report
321,Freiburg,2024-08-24,3,,Stuttgart,de Bundesliga,W 3-1,3,1,+2,33,3,0,0,0,3,16,0.19,0.60,5,31.3,16.4,1,Match Report
322,Espanyol,2024-11-30,3,,Celta Vigo,es La Liga,W 3-1,3,1,+2,22,3,0,0,0,3,9,0.33,0.60,5,55.6,15.3,0,Match Report
323,Espanyol,2024-09-14,3,,Alavés,es La Liga,W 3-2,3,2,+1,39,2,1,1,0,3,8,0.25,0.67,3,37.5,17.9,0,Match Report
324,RB Leipzig,2025-04-05,3,,Hoffenheim,de Bundesliga,W 3-1,3,1,+2,66,3,0,0,0,3,16,0.19,0.60,5,31.3,18.0,1,Match Report
