Rk,Team,Date,#OPA,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,#OPA,AvgDist,Match Report
201,Udinese,2024-12-14,3,,Napoli,it Serie A,L 1-3,1,3,-2,30,1,0,1,1,3,18.4,Match Report
202,Udinese,2024-10-19,3,@,Milan,it Serie A,L 0-1,0,1,-1,56,0,0,0,0,3,18.4,Match Report
203,Bayern Munich,2025-04-04,3,@,Augsburg,de Bundesliga,W 3-1,3,1,+2,69,2,0,0,0,3,17.8,Match Report
204,Bayern Munich,2025-03-08,3,,Bochum,de Bundesliga,L 2-3,2,3,-1,73,2,0,1,1,3,19.9,Match Report
205,Bayern Munich,2024-12-14,3,@,Mainz 05,de Bundesliga,L 1-2,1,2,-1,68,1,0,0,0,3,24.3,Match Report
206,Bayern Munich,2024-12-07,3,,Heidenheim,de Bundesliga,W 4-2,4,2,+2,82,4,0,0,0,3,19.2,Match Report
207,Bayern Munich,2024-11-09,3,@,St. Pauli,de Bundesliga,W 1-0,1,0,+1,75,1,0,0,0,3,24.6,Match Report
208,Bayern Munich,2024-09-28,3,,Leverkusen,de Bundesliga,D 1-1,1,1,0,69,1,0,0,0,3,29.7,Match Report
209,Augsburg,2024-10-19,3,@,Freiburg,de Bundesliga,L 1-3,1,3,-2,43,1,0,0,0,3,19.0,Match Report
210,Hellas Verona,2024-10-29,3,@,Lecce,it Serie A,L 0-1,0,1,-1,42,0,0,0,0,3,22.3,Match Report
211,Torino,2025-02-14,3,@,Bologna,it Serie A,L 2-3,2,3,-1,35,2,0,0,0,3,14.9,Match Report
212,Torino,2024-10-31,3,@,Roma,it Serie A,L 0-1,0,1,-1,43,0,0,0,0,3,24.8,Match Report
213,Torino,2024-10-25,3,,Como,it Serie A,W 1-0,1,0,+1,32,1,0,0,0,3,19.0,Match Report
214,Nice,2025-04-04,3,,Nantes,fr Ligue 1,L 1-2,1,2,-1,76,1,0,0,0,3,21.3,Match Report
215,Nice,2025-02-08,3,,Lens,fr Ligue 1,W 2-0,2,0,+2,60,1,1,1,0,3,18.9,Match Report
216,Nice,2024-09-14,3,@,Marseille,fr Ligue 1,L 0-2,0,2,-2,44,0,0,0,0,3,21.0,Match Report
217,Valladolid,2025-02-28,3,,Las Palmas,es La Liga,D 1-1,1,1,0,64,1,0,0,0,3,20.0,Match Report
218,Valladolid,2025-01-11,3,,Betis,es La Liga,W 1-0,1,0,+1,42,1,0,0,0,3,23.7,Match Report
219,Valladolid,2024-11-30,3,,Atlético Madrid,es La Liga,L 0-5,0,5,-5,45,0,0,0,0,3,20.3,Match Report
220,Valladolid,2024-08-19,3,,Espanyol,es La Liga,W 1-0,1,0,+1,46,1,0,0,0,3,23.3,Match Report
221,Arsenal,2025-02-15,3,@,Leicester City,eng Premier League,W 2-0,2,0,+2,60,2,0,0,0,3,17.2,Match Report
222,Arsenal,2024-12-14,3,,Everton,eng Premier League,D 0-0,0,0,0,76,0,0,0,0,3,23.2,Match Report
223,Arsenal,2024-12-08,3,@,Fulham,eng Premier League,D 1-1,1,1,0,66,1,0,0,0,3,21.2,Match Report
224,Arsenal,2024-11-23,3,,Nott'ham Forest,eng Premier League,W 3-0,3,0,+3,66,3,0,0,0,3,19.8,Match Report
225,Arsenal,2024-11-02,3,@,Newcastle Utd,eng Premier League,L 0-1,0,1,-1,63,0,0,0,0,3,18.7,Match Report
226,Heidenheim,2025-01-18,3,,St. Pauli,de Bundesliga,L 0-2,0,2,-2,60,0,0,0,0,3,15.3,Match Report
227,Heidenheim,2024-11-10,3,,Wolfsburg,de Bundesliga,L 1-3,1,3,-2,65,1,0,0,0,3,13.5,Match Report
228,Manchester Utd,2024-09-01,3,,Liverpool,eng Premier League,L 0-3,0,3,-3,53,0,0,0,0,3,27.3,Match Report
229,Bologna,2024-10-19,3,@,Genoa,it Serie A,D 2-2,2,2,0,61,2,0,0,0,3,16.4,Match Report
230,Barcelona,2025-03-30,3,,Girona,es La Liga,W 4-1,4,1,+3,69,3,0,0,0,3,21.7,Match Report
231,Barcelona,2025-03-16,3,@,Atlético Madrid,es La Liga,W 4-2,4,2,+2,65,4,0,0,0,3,19.0,Match Report
232,Barcelona,2024-11-03,3,,Espanyol,es La Liga,W 3-1,3,1,+2,76,3,0,0,0,3,23.3,Match Report
233,Monza,2025-02-16,3,,Lecce,it Serie A,D 0-0,0,0,0,56,0,0,0,0,3,14.6,Match Report
234,Monza,2025-01-05,3,,Cagliari,it Serie A,L 1-2,1,2,-1,53,0,1,1,0,3,24.8,Match Report
235,Monza,2024-12-15,3,@,Lecce,it Serie A,L 1-2,1,2,-1,55,0,0,0,0,3,23.7,Match Report
236,Montpellier,2025-04-06,3,,Le Havre,fr Ligue 1,L 0-2,0,2,-2,55,0,0,0,0,3,21.7,Match Report
237,Como,2025-03-02,3,@,Roma,it Serie A,L 1-2,1,2,-1,52,1,0,0,0,3,26.0,Match Report
238,Como,2025-01-25,3,,Atalanta,it Serie A,L 1-2,1,2,-1,54,1,0,0,0,3,18.2,Match Report
239,Como,2024-10-25,3,@,Torino,it Serie A,L 0-1,0,1,-1,68,0,0,0,0,3,15.4,Match Report
240,Como,2024-10-04,3,@,Napoli,it Serie A,L 1-3,1,3,-2,59,1,0,0,0,3,15.2,Match Report
241,Villarreal,2025-03-30,3,@,Getafe,es La Liga,W 2-1,2,1,+1,45,2,0,0,0,3,16.8,Match Report
242,Villarreal,2024-10-05,3,@,Real Madrid,es La Liga,L 0-2,0,2,-2,45,0,0,0,0,3,18.6,Match Report
243,Mallorca,2025-02-24,3,@,Sevilla,es La Liga,D 1-1,1,1,0,47,1,0,0,0,3,26.0,Match Report
244,Athletic Club,2025-04-06,3,@,Villarreal,es La Liga,D 0-0,0,0,0,44,0,0,0,0,3,16.0,Match Report
245,Athletic Club,2025-02-16,3,@,Espanyol,es La Liga,D 1-1,1,1,0,61,1,0,0,0,3,23.2,Match Report
246,Athletic Club,2024-08-28,3,,Valencia,es La Liga,W 1-0,1,0,+1,50,1,0,0,0,3,18.1,Match Report
247,Gladbach,2024-12-14,3,,Holstein Kiel,de Bundesliga,W 4-1,4,1,+3,56,4,0,0,0,3,20.2,Match Report
248,Gladbach,2024-10-25,3,@,Mainz 05,de Bundesliga,D 1-1,1,1,0,48,1,0,0,0,3,18.2,Match Report
249,Toulouse,2024-12-07,3,@,Monaco,fr Ligue 1,L 0-2,0,2,-2,42,0,0,0,0,3,18.3,Match Report
250,Toulouse,2024-11-03,3,,Reims,fr Ligue 1,W 1-0,1,0,+1,51,1,0,0,0,3,19.4,Match Report
251,Fiorentina,2025-04-05,3,@,Milan,it Serie A,D 2-2,2,2,0,48,1,0,0,0,3,21.5,Match Report
252,Fiorentina,2025-01-04,3,,Napoli,it Serie A,L 0-3,0,3,-3,48,0,0,0,0,3,22.3,Match Report
253,Fiorentina,2024-12-23,3,,Udinese,it Serie A,L 1-2,1,2,-1,51,0,1,1,0,3,21.0,Match Report
254,Crystal Palace,2025-01-26,3,,Brentford,eng Premier League,L 1-2,1,2,-1,47,1,0,0,0,3,18.2,Match Report
255,Crystal Palace,2024-10-05,3,,Liverpool,eng Premier League,L 0-1,0,1,-1,32,0,0,0,0,3,17.5,Match Report
256,Bournemouth,2025-02-01,3,,Liverpool,eng Premier League,L 0-2,0,2,-2,49,0,0,0,0,3,20.0,Match Report
257,Bournemouth,2024-12-22,3,@,Manchester Utd,eng Premier League,W 3-0,3,0,+3,40,2,1,1,0,3,19.3,Match Report
258,Bournemouth,2024-12-16,3,,West Ham,eng Premier League,D 1-1,1,1,0,52,1,0,0,0,3,18.6,Match Report
259,Bournemouth,2024-10-05,3,@,Leicester City,eng Premier League,L 0-1,0,1,-1,55,0,0,0,0,3,20.0,Match Report
260,Bournemouth,2024-08-17,3,@,Nott'ham Forest,eng Premier League,D 1-1,1,1,0,47,1,0,0,0,3,14.6,Match Report
261,Real Madrid,2024-10-26,3,,Barcelona,es La Liga,L 0-4,0,4,-4,43,0,0,0,0,3,17.6,Match Report
262,Real Madrid,2024-08-29,3,@,Las Palmas,es La Liga,D 1-1,1,1,0,57,0,1,1,0,3,13.1,Match Report
263,St. Pauli,2024-12-14,3,,Werder Bremen,de Bundesliga,L 0-2,0,2,-2,56,0,0,0,0,3,15.8,Match Report
264,St. Pauli,2024-12-07,3,@,Leverkusen,de Bundesliga,L 1-2,1,2,-1,38,1,0,0,0,3,15.6,Match Report
265,Marseille,2025-03-29,3,@,Reims,fr Ligue 1,L 1-3,1,3,-2,80,1,0,0,0,3,32.2,Match Report
266,Marseille,2025-02-22,3,@,Auxerre,fr Ligue 1,L 0-3,0,3,-3,79,0,0,0,0,3,23.4,Match Report
267,Marseille,2025-01-26,3,@,Nice,fr Ligue 1,L 0-2,0,2,-2,71,0,0,0,0,3,23.2,Match Report
268,Marseille,2024-12-14,3,,Lille,fr Ligue 1,D 1-1,1,1,0,56,1,0,0,0,3,14.1,Match Report
269,Stuttgart,2025-02-15,3,,Wolfsburg,de Bundesliga,L 1-2,1,2,-1,57,1,0,0,0,3,26.3,Match Report
270,Stuttgart,2025-01-25,3,@,Mainz 05,de Bundesliga,L 0-2,0,2,-2,56,0,0,0,0,3,13.5,Match Report
271,Stuttgart,2024-10-06,3,,Hoffenheim,de Bundesliga,D 1-1,1,1,0,67,1,0,1,1,3,31.7,Match Report
272,Auxerre,2025-01-19,3,@,Angers,fr Ligue 1,L 0-2,0,2,-2,52,0,0,0,0,3,18.1,Match Report
273,Auxerre,2025-01-05,3,@,Strasbourg,fr Ligue 1,L 1-3,1,3,-2,40,1,0,0,0,3,15.0,Match Report
274,Auxerre,2024-09-01,3,@,Le Havre,fr Ligue 1,L 1-3,1,3,-2,50,1,0,0,0,3,17.4,Match Report
275,Auxerre,2024-08-18,3,,Nice,fr Ligue 1,W 2-1,2,1,+1,45,2,0,0,0,3,17.4,Match Report
276,Le Havre,2025-02-16,3,,Nice,fr Ligue 1,L 1-3,1,3,-2,49,1,0,0,0,3,17.8,Match Report
277,Le Havre,2024-10-25,3,@,Rennes,fr Ligue 1,L 0-1,0,1,-1,40,0,0,0,0,3,23.0,Match Report
278,Werder Bremen,2025-01-12,3,@,RB Leipzig,de Bundesliga,L 2-4,2,4,-2,51,2,0,0,0,3,24.2,Match Report
279,Werder Bremen,2024-11-03,3,@,Gladbach,de Bundesliga,L 1-4,1,4,-3,53,1,0,0,0,3,18.8,Match Report
280,Genoa,2025-03-02,3,,Empoli,it Serie A,D 1-1,1,1,0,60,1,0,0,0,3,19.0,Match Report
281,Genoa,2024-10-19,3,,Bologna,it Serie A,D 2-2,2,2,0,39,2,0,0,0,3,14.0,Match Report
282,Angers,2024-09-29,3,,Reims,fr Ligue 1,L 1-3,1,3,-2,53,1,0,0,0,3,16.2,Match Report
283,Angers,2024-08-18,3,,Lens,fr Ligue 1,L 0-1,0,1,-1,42,0,0,0,0,3,15.2,Match Report
284,Lazio,2024-12-21,3,@,Lecce,it Serie A,W 2-1,2,1,+1,59,1,1,1,0,3,19.8,Match Report
285,Getafe,2024-10-27,3,,Valencia,es La Liga,D 1-1,1,1,0,64,0,1,1,0,3,20.4,Match Report
286,West Ham,2024-12-21,3,,Brighton,eng Premier League,D 1-1,1,1,0,47,1,0,0,0,3,19.0,Match Report
287,West Ham,2024-08-17,3,,Aston Villa,eng Premier League,L 1-2,1,2,-1,52,0,1,1,0,3,16.9,Match Report
288,Leganés,2025-04-07,3,,Osasuna,es La Liga,D 1-1,1,1,0,56,0,1,1,0,3,14.0,Match Report
289,Reims,2025-04-06,3,,Strasbourg,fr Ligue 1,L 0-1,0,1,-1,48,0,0,0,0,3,19.5,Match Report
290,Liverpool,2025-02-26,3,,Newcastle Utd,eng Premier League,W 2-0,2,0,+2,61,2,0,0,0,3,28.0,Match Report
291,Aston Villa,2025-02-19,3,,Liverpool,eng Premier League,D 2-2,2,2,0,52,2,0,0,0,3,17.4,Match Report
292,Wolves,2025-01-15,3,@,Newcastle Utd,eng Premier League,L 0-3,0,3,-3,40,0,0,0,0,3,24.0,Match Report
293,Wolves,2025-01-06,3,,Nott'ham Forest,eng Premier League,L 0-3,0,3,-3,60,0,0,0,0,3,17.6,Match Report
294,Wolves,2024-12-29,3,@,Tottenham,eng Premier League,D 2-2,2,2,0,52,2,0,0,0,3,22.2,Match Report
295,Wolves,2024-10-26,3,@,Brighton,eng Premier League,D 2-2,2,2,0,49,2,0,0,0,3,21.8,Match Report
296,Wolves,2024-08-25,3,,Chelsea,eng Premier League,L 2-6,2,6,-4,40,2,0,0,0,3,21.2,Match Report
297,Alavés,2024-12-22,3,@,Valencia,es La Liga,D 2-2,2,2,0,38,1,1,1,0,3,12.1,Match Report
298,Girona,2025-01-18,3,,Sevilla,es La Liga,L 1-2,1,2,-1,60,1,0,0,0,3,16.8,Match Report
299,Mainz 05,2024-08-24,3,,Union Berlin,de Bundesliga,D 1-1,1,1,0,53,1,0,0,0,3,14.2,Match Report
300,Leicester City,2025-02-15,3,,Arsenal,eng Premier League,L 0-2,0,2,-2,40,0,0,0,0,3,17.2,Match Report
301,Leicester City,2024-11-30,3,@,Brentford,eng Premier League,L 1-4,1,4,-3,40,1,0,0,0,3,21.0,Match Report
302,Leicester City,2024-10-25,3,,Nott'ham Forest,eng Premier League,L 1-3,1,3,-2,65,1,0,0,0,3,21.2,Match Report
303,Empoli,2025-01-04,3,@,Venezia,it Serie A,D 1-1,1,1,0,50,1,0,0,0,3,18.4,Match Report
304,Freiburg,2024-10-19,3,,Augsburg,de Bundesliga,W 3-1,3,1,+2,57,3,0,0,0,3,18.4,Match Report
305,Freiburg,2024-09-28,3,,St. Pauli,de Bundesliga,L 0-3,0,3,-3,73,0,0,1,1,3,23.0,Match Report
306,Freiburg,2024-09-14,3,,Bochum,de Bundesliga,W 2-1,2,1,+1,54,2,0,0,0,3,16.6,Match Report
307,Espanyol,2024-12-22,3,@,Las Palmas,es La Liga,L 0-1,0,1,-1,43,0,0,0,0,3,21.0,Match Report
308,Espanyol,2024-12-09,3,@,Getafe,es La Liga,L 0-1,0,1,-1,57,0,0,0,0,3,13.2,Match Report
309,Espanyol,2024-11-23,3,@,Girona,es La Liga,L 1-4,1,4,-3,25,1,0,0,0,3,15.8,Match Report
310,Espanyol,2024-08-24,3,,Real Sociedad,es La Liga,L 0-1,0,1,-1,34,0,0,0,0,3,16.7,Match Report
311,RB Leipzig,2025-01-12,3,,Werder Bremen,de Bundesliga,W 4-2,4,2,+2,49,4,0,0,0,3,21.6,Match Report
312,RB Leipzig,2024-09-22,3,@,St. Pauli,de Bundesliga,D 0-0,0,0,0,69,0,0,0,0,3,16.0,Match Report
313,Sevilla,2025-02-16,3,@,Valladolid,es La Liga,W 4-0,4,0,+4,48,4,0,0,0,3,15.1,Match Report
314,Sevilla,2025-01-11,3,,Valencia,es La Liga,D 1-1,1,1,0,54,1,0,0,0,3,14.6,Match Report
315,Sevilla,2024-10-06,3,,Betis,es La Liga,W 1-0,1,0,+1,51,0,1,1,0,3,15.0,Match Report
316,Dortmund,2025-01-10,3,,Leverkusen,de Bundesliga,L 2-3,2,3,-1,70,1,1,1,0,3,23.3,Match Report
317,Dortmund,2024-09-22,3,@,Stuttgart,de Bundesliga,L 1-5,1,5,-4,48,1,0,0,0,3,15.3,Match Report
318,Venezia,2025-01-04,3,,Empoli,it Serie A,D 1-1,1,1,0,50,1,0,0,0,3,10.5,Match Report
319,Newcastle Utd,2025-02-26,3,@,Liverpool,eng Premier League,L 0-2,0,2,-2,39,0,0,0,0,3,17.2,Match Report
320,Newcastle Utd,2025-02-15,3,@,Manchester City,eng Premier League,L 0-4,0,4,-4,39,0,0,0,0,3,17.8,Match Report
321,Newcastle Utd,2025-01-15,3,,Wolves,eng Premier League,W 3-0,3,0,+3,60,3,0,0,0,3,27.4,Match Report
322,Newcastle Utd,2024-11-25,3,,West Ham,eng Premier League,L 0-2,0,2,-2,53,0,0,0,0,3,19.8,Match Report
323,Bochum,2025-03-28,3,@,Leverkusen,de Bundesliga,L 1-3,1,3,-2,34,1,0,0,0,3,16.6,Match Report
324,Bochum,2024-09-21,3,,Holstein Kiel,de Bundesliga,D 2-2,2,2,0,44,2,0,0,0,3,16.4,Match Report
325,Bochum,2024-09-14,3,@,Freiburg,de Bundesliga,L 1-2,1,2,-1,46,1,0,0,0,3,15.3,Match Report
326,Bochum,2024-08-31,3,,Gladbach,de Bundesliga,L 0-2,0,2,-2,39,0,0,0,0,3,19.2,Match Report
327,Ipswich Town,2025-03-15,3,,Nott'ham Forest,eng Premier League,L 2-4,2,4,-2,55,2,0,0,0,3,16.4,Match Report
328,Ipswich Town,2025-02-26,3,@,Manchester Utd,eng Premier League,L 2-3,2,3,-1,55,2,0,0,0,3,16.6,Match Report
329,Ipswich Town,2024-12-21,3,,Newcastle Utd,eng Premier League,L 0-4,0,4,-4,42,0,0,0,0,3,15.0,Match Report
330,Ipswich Town,2024-08-24,3,@,Manchester City,eng Premier League,L 1-4,1,4,-3,25,1,0,0,0,3,20.0,Match Report
331,Manchester City,2025-03-15,3,,Brighton,eng Premier League,D 2-2,2,2,0,60,1,1,1,0,3,18.2,Match Report
332,Manchester City,2025-01-25,3,,Chelsea,eng Premier League,W 3-1,3,1,+2,56,3,0,0,0,3,20.3,Match Report
333,Manchester City,2024-10-20,3,@,Wolves,eng Premier League,W 2-1,2,1,+1,77,2,0,0,0,3,22.0,Match Report
334,Manchester City,2024-10-05,3,,Fulham,eng Premier League,W 3-2,3,2,+1,58,3,0,0,0,3,23.8,Match Report
335,Strasbourg,2025-03-02,3,@,Auxerre,fr Ligue 1,W 1-0,1,0,+1,55,1,0,0,0,3,12.8,Match Report
336,Strasbourg,2025-01-05,3,,Auxerre,fr Ligue 1,W 3-1,3,1,+2,60,2,1,1,0,3,19.9,Match Report
337,Strasbourg,2024-11-30,3,@,Brest,fr Ligue 1,L 1-3,1,3,-2,62,1,0,0,0,3,17.0,Match Report
338,Strasbourg,2024-08-25,3,,Rennes,fr Ligue 1,W 3-1,3,1,+2,59,2,0,0,0,3,12.0,Match Report
339,Cagliari,2025-04-06,3,@,Empoli,it Serie A,D 0-0,0,0,0,54,0,0,0,0,3,12.4,Match Report
340,Leverkusen,2025-03-08,3,,Werder Bremen,de Bundesliga,L 0-2,0,2,-2,72,0,0,0,0,3,18.2,Match Report
341,Leverkusen,2025-02-15,3,,Bayern Munich,de Bundesliga,D 0-0,0,0,0,57,0,0,0,0,3,25.3,Match Report
342,Leverkusen,2024-11-01,3,,Stuttgart,de Bundesliga,D 0-0,0,0,0,53,0,0,0,0,3,20.4,Match Report
343,Leverkusen,2024-08-31,3,,RB Leipzig,de Bundesliga,L 2-3,2,3,-1,62,2,0,0,0,3,20.2,Match Report
344,Brentford,2024-12-04,3,@,Aston Villa,eng Premier League,L 1-3,1,3,-2,51,1,0,0,0,3,13.2,Match Report
345,Brentford,2024-09-14,3,@,Manchester City,eng Premier League,L 1-2,1,2,-1,46,1,0,0,0,3,19.4,Match Report
346,Roma,2025-03-16,3,,Cagliari,it Serie A,W 1-0,1,0,+1,61,1,0,0,0,3,17.7,Match Report
347,Roma,2025-02-09,3,@,Venezia,it Serie A,W 1-0,1,0,+1,38,0,1,1,0,3,15.2,Match Report
348,Chelsea,2025-01-25,3,@,Manchester City,eng Premier League,L 1-3,1,3,-2,44,1,0,0,0,3,22.4,Match Report
349,Chelsea,2024-10-06,3,,Nott'ham Forest,eng Premier League,D 1-1,1,1,0,65,1,0,0,0,3,21.2,Match Report
350,Brighton,2025-04-05,3,@,Crystal Palace,eng Premier League,L 1-2,1,2,-1,62,1,0,0,0,3,14.4,Match Report
351,Brighton,2025-01-25,3,,Everton,eng Premier League,L 0-1,0,1,-1,69,0,0,0,0,3,21.8,Match Report
352,Brighton,2024-11-09,3,,Manchester City,eng Premier League,W 2-1,2,1,+1,40,2,0,0,0,3,18.6,Match Report
353,Saint-Étienne,2024-11-23,3,,Montpellier,fr Ligue 1,W 1-0,1,0,+1,33,1,0,0,0,3,15.4,Match Report
354,Everton,2025-01-15,3,,Aston Villa,eng Premier League,L 0-1,0,1,-1,50,0,0,0,0,3,15.8,Match Report
355,Everton,2024-12-29,3,,Nott'ham Forest,eng Premier League,L 0-2,0,2,-2,64,0,0,0,0,3,24.8,Match Report
356,Everton,2024-10-19,3,@,Ipswich Town,eng Premier League,W 2-0,2,0,+2,45,2,0,0,0,3,17.5,Match Report
357,Napoli,2025-03-16,3,@,Venezia,it Serie A,D 0-0,0,0,0,57,0,0,0,0,3,18.4,Match Report
358,Napoli,2025-02-23,3,@,Como,it Serie A,L 1-2,1,2,-1,58,1,0,0,0,3,20.5,Match Report
359,Napoli,2025-01-12,3,,Hellas Verona,it Serie A,W 2-0,2,0,+2,69,1,0,0,0,3,17.2,Match Report
360,Napoli,2024-10-20,3,@,Empoli,it Serie A,W 1-0,1,0,+1,50,0,1,1,0,3,17.3,Match Report
361,Lyon,2024-12-07,3,@,Angers,fr Ligue 1,W 3-0,3,0,+3,63,3,0,0,0,3,20.0,Match Report
362,Lyon,2024-10-06,3,,Nantes,fr Ligue 1,W 2-0,2,0,+2,61,1,0,0,0,3,19.0,Match Report
363,Lyon,2024-09-22,3,,Marseille,fr Ligue 1,L 2-3,2,3,-1,63,2,0,1,1,3,21.6,Match Report
364,Atlético Madrid,2025-02-15,3,,Celta Vigo,es La Liga,D 1-1,1,1,0,34,1,0,0,0,3,21.0,Match Report
365,Atlético Madrid,2024-10-27,3,@,Betis,es La Liga,L 0-1,0,1,-1,58,0,0,0,0,3,16.8,Match Report
366,Milan,2025-03-08,3,@,Lecce,it Serie A,W 3-2,3,2,+1,70,1,1,1,0,3,32.7,Match Report
367,Milan,2025-02-27,3,@,Bologna,it Serie A,L 1-2,1,2,-1,43,1,0,0,0,3,30.5,Match Report
368,Milan,2024-11-09,3,@,Cagliari,it Serie A,D 3-3,3,3,0,55,3,0,0,0,3,22.2,Match Report
369,Valencia,2025-02-15,3,@,Villarreal,es La Liga,D 1-1,1,1,0,50,1,0,0,0,3,16.0,Match Report
370,Valencia,2025-02-02,3,,Celta Vigo,es La Liga,W 2-1,2,1,+1,46,2,0,0,0,3,19.7,Match Report
371,Valencia,2025-01-26,3,@,Barcelona,es La Liga,L 1-7,1,7,-6,29,1,0,0,0,3,16.6,Match Report
372,Valencia,2024-12-22,3,,Alavés,es La Liga,D 2-2,2,2,0,62,1,1,1,0,3,24.5,Match Report
373,Valencia,2024-08-23,3,@,Celta Vigo,es La Liga,L 1-3,1,3,-2,51,1,0,0,0,3,22.4,Match Report
374,Juventus,2025-03-03,3,,Hellas Verona,it Serie A,W 2-0,2,0,+2,75,2,0,0,0,3,32.0,Match Report
375,Real Sociedad,2025-03-16,3,@,Rayo Vallecano,es La Liga,D 2-2,2,2,0,45,2,0,0,0,3,11.8,Match Report
376,Real Sociedad,2025-03-09,3,,Sevilla,es La Liga,L 0-1,0,1,-1,61,0,0,0,0,3,23.0,Match Report
377,Real Sociedad,2024-12-08,3,@,Leganés,es La Liga,W 3-0,3,0,+3,44,3,0,0,0,3,19.8,Match Report
378,Real Sociedad,2024-09-17,3,@,Mallorca,es La Liga,L 0-1,0,1,-1,60,0,0,0,0,3,17.8,Match Report
379,Real Sociedad,2024-08-28,3,,Alavés,es La Liga,L 1-2,1,2,-1,53,1,0,0,0,3,23.3,Match Report
380,Parma,2025-03-01,3,@,Udinese,it Serie A,L 0-1,0,1,-1,57,0,0,0,0,3,19.6,Match Report
381,Parma,2025-01-05,3,@,Torino,it Serie A,D 0-0,0,0,0,38,0,0,0,0,3,12.8,Match Report
382,Eint Frankfurt,2025-03-29,3,,Stuttgart,de Bundesliga,W 1-0,1,0,+1,46,1,0,0,0,3,13.1,Match Report
383,Eint Frankfurt,2025-02-16,3,,Holstein Kiel,de Bundesliga,W 3-1,3,1,+2,51,3,0,1,1,3,21.7,Match Report
384,Celta Vigo,2025-04-05,3,@,Mallorca,es La Liga,W 2-1,2,1,+1,55,2,0,0,0,3,13.3,Match Report
385,Celta Vigo,2025-03-01,3,@,Girona,es La Liga,D 2-2,2,2,0,49,1,1,1,0,3,21.3,Match Report
386,Celta Vigo,2024-11-30,3,@,Espanyol,es La Liga,L 1-3,1,3,-2,78,0,1,1,0,3,24.5,Match Report
387,Celta Vigo,2024-11-23,3,,Barcelona,es La Liga,D 2-2,2,2,0,41,2,0,0,0,3,19.4,Match Report
388,Celta Vigo,2024-09-01,3,@,Osasuna,es La Liga,L 2-3,2,3,-1,50,1,0,0,0,3,24.4,Match Report
389,Brest,2025-03-02,3,@,Lyon,fr Ligue 1,L 1-2,1,2,-1,34,0,1,1,0,3,24.7,Match Report
390,Brest,2025-02-14,3,,Auxerre,fr Ligue 1,D 2-2,2,2,0,64,2,0,0,0,3,20.1,Match Report
391,Brest,2024-11-10,3,@,Montpellier,fr Ligue 1,L 1-3,1,3,-2,67,1,0,0,0,3,21.0,Match Report
392,Betis,2024-11-23,3,@,Valencia,es La Liga,L 2-4,2,4,-2,52,1,0,0,0,3,20.6,Match Report
393,Monaco,2024-09-22,3,,Le Havre,fr Ligue 1,W 3-1,3,1,+2,61,3,0,0,0,3,28.7,Match Report
394,Fulham,2025-01-05,3,,Ipswich Town,eng Premier League,D 2-2,2,2,0,73,0,2,2,0,3,20.8,Match Report
395,Las Palmas,2025-03-09,2,@,Betis,es La Liga,L 0-1,0,1,-1,33,0,0,0,0,2,17.8,Match Report
396,Las Palmas,2024-11-03,2,@,Atlético Madrid,es La Liga,L 0-2,0,2,-2,43,0,0,0,0,2,14.7,Match Report
397,Las Palmas,2024-08-25,2,@,Leganés,es La Liga,L 1-2,1,2,-1,61,1,0,0,0,2,17.0,Match Report
398,Hoffenheim,2025-04-05,2,@,RB Leipzig,de Bundesliga,L 1-3,1,3,-2,34,1,0,0,0,2,12.6,Match Report
399,Hoffenheim,2025-03-29,2,,Augsburg,de Bundesliga,D 1-1,1,1,0,56,0,1,1,0,2,16.7,Match Report
400,Hoffenheim,2025-03-01,2,@,Bochum,de Bundesliga,W 1-0,1,0,+1,42,1,0,0,0,2,15.7,Match Report
401,Hoffenheim,2025-02-23,2,,Stuttgart,de Bundesliga,D 1-1,1,1,0,45,1,0,0,0,2,15.8,Match Report
402,Hoffenheim,2024-12-21,2,,Gladbach,de Bundesliga,L 1-2,1,2,-1,65,0,1,1,0,2,20.0,Match Report
403,Hoffenheim,2024-12-01,2,@,Mainz 05,de Bundesliga,L 0-2,0,2,-2,48,0,0,0,0,2,16.3,Match Report
404,Hoffenheim,2024-10-27,2,@,Heidenheim,de Bundesliga,D 0-0,0,0,0,53,0,0,0,0,2,18.3,Match Report
405,Hoffenheim,2024-10-19,2,,Bochum,de Bundesliga,W 3-1,3,1,+2,50,3,0,0,0,2,20.7,Match Report
406,Hoffenheim,2024-09-21,2,@,Union Berlin,de Bundesliga,L 1-2,1,2,-1,49,1,0,0,0,2,20.0,Match Report
407,Hoffenheim,2024-09-14,2,,Leverkusen,de Bundesliga,L 1-4,1,4,-3,40,1,0,0,0,2,19.5,Match Report
408,Hoffenheim,2024-08-24,2,,Holstein Kiel,de Bundesliga,W 3-2,3,2,+1,54,2,1,1,0,2,12.7,Match Report
409,Osasuna,2025-04-07,2,@,Leganés,es La Liga,D 1-1,1,1,0,44,1,0,0,0,2,19.7,Match Report
410,Osasuna,2025-03-16,2,,Getafe,es La Liga,L 1-2,1,2,-1,61,0,1,1,0,2,15.3,Match Report
411,Osasuna,2025-03-02,2,,Valencia,es La Liga,D 3-3,3,3,0,51,2,1,1,0,2,24.0,Match Report
412,Osasuna,2024-12-21,2,,Athletic Club,es La Liga,L 1-2,1,2,-1,53,1,0,0,0,2,25.7,Match Report
