Rk,Team,Date,Att,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Att,Succ,Succ%,Tkld,Tkld%,Match Report
185,Real Madrid,2024-11-24,26,@,Leganés,es La Liga,W 3-0,3,0,+3,67,3,0,0,0,26,15,57.7,7,26.9,Match Report
186,Marseille,2025-03-08,26,,Lens,fr Ligue 1,L 0-1,0,1,-1,75,0,0,0,0,26,16,61.5,10,38.5,Match Report
187,Marseille,2025-03-02,26,,Nantes,fr Ligue 1,W 2-0,2,0,+2,74,2,0,0,0,26,9,34.6,15,57.7,Match Report
188,Auxerre,2025-03-09,26,@,Reims,fr Ligue 1,W 2-0,2,0,+2,43,2,0,0,0,26,8,30.8,15,57.7,Match Report
189,Lazio,2025-02-22,26,@,Venezia,it Serie A,D 0-0,0,0,0,63,0,0,0,0,26,14,53.8,9,34.6,Match Report
190,Getafe,2024-08-24,26,,Rayo Vallecano,es La Liga,D 0-0,0,0,0,48,0,0,0,0,26,12,46.2,14,53.8,Match Report
191,West Ham,2024-08-24,26,@,Crystal Palace,eng Premier League,W 2-0,2,0,+2,42,2,0,0,0,26,14,53.8,9,34.6,Match Report
192,Atalanta,2025-03-01,26,,Venezia,it Serie A,D 0-0,0,0,0,60,0,0,0,0,26,7,26.9,18,69.2,Match Report
193,Mainz 05,2025-03-30,26,@,Dortmund,de Bundesliga,L 1-3,1,3,-2,56,1,0,0,0,26,9,34.6,16,61.5,Match Report
194,Leicester City,2024-12-22,26,,Wolves,eng Premier League,L 0-3,0,3,-3,54,0,0,0,0,26,8,30.8,13,50.0,Match Report
195,Leicester City,2024-11-02,26,@,Ipswich Town,eng Premier League,D 1-1,1,1,0,57,1,0,0,0,26,12,46.2,12,46.2,Match Report
196,RB Leipzig,2025-02-23,26,,Heidenheim,de Bundesliga,D 2-2,2,2,0,74,1,1,1,0,26,12,46.2,12,46.2,Match Report
197,Sevilla,2025-04-06,26,,Atlético Madrid,es La Liga,L 1-2,1,2,-1,44,1,0,0,0,26,11,42.3,13,50.0,Match Report
198,Sevilla,2024-08-23,26,,Villarreal,es La Liga,L 1-2,1,2,-1,59,1,0,0,0,26,14,53.8,9,34.6,Match Report
199,Newcastle Utd,2024-12-07,26,@,Brentford,eng Premier League,L 2-4,2,4,-2,57,2,0,0,0,26,14,53.8,12,46.2,Match Report
200,Newcastle Utd,2024-11-30,26,@,Crystal Palace,eng Premier League,D 1-1,1,1,0,51,0,0,0,0,26,6,23.1,16,61.5,Match Report
201,Rennes,2024-10-25,26,,Le Havre,fr Ligue 1,W 1-0,1,0,+1,60,1,0,0,0,26,7,26.9,15,57.7,Match Report
202,Ipswich Town,2025-03-08,26,@,Crystal Palace,eng Premier League,L 0-1,0,1,-1,45,0,0,0,0,26,10,38.5,10,38.5,Match Report
203,Strasbourg,2025-01-12,26,@,Toulouse,fr Ligue 1,W 2-1,2,1,+1,47,2,0,0,0,26,13,50.0,12,46.2,Match Report
204,Cagliari,2025-03-30,26,,Monza,it Serie A,W 3-0,3,0,+3,42,3,0,0,0,26,9,34.6,15,57.7,Match Report
205,Cagliari,2025-02-15,26,@,Atalanta,it Serie A,D 0-0,0,0,0,41,0,0,0,0,26,9,34.6,14,53.8,Match Report
206,Leverkusen,2024-11-01,26,,Stuttgart,de Bundesliga,D 0-0,0,0,0,53,0,0,0,0,26,17,65.4,9,34.6,Match Report
207,Leverkusen,2024-09-14,26,@,Hoffenheim,de Bundesliga,W 4-1,4,1,+3,60,3,1,1,0,26,6,23.1,15,57.7,Match Report
208,Brentford,2024-11-30,26,,Leicester City,eng Premier League,W 4-1,4,1,+3,60,4,0,0,0,26,16,61.5,7,26.9,Match Report
209,Brighton,2025-01-19,26,@,Manchester Utd,eng Premier League,W 3-1,3,1,+2,49,3,0,0,0,26,11,42.3,12,46.2,Match Report
210,Brighton,2024-11-02,26,@,Liverpool,eng Premier League,L 1-2,1,2,-1,51,1,0,0,0,26,8,30.8,17,65.4,Match Report
211,Everton,2025-01-19,26,,Tottenham,eng Premier League,W 3-2,3,2,+1,36,2,0,0,0,26,12,46.2,12,46.2,Match Report
212,Napoli,2025-01-04,26,@,Fiorentina,it Serie A,W 3-0,3,0,+3,52,2,1,1,0,26,10,38.5,16,61.5,Match Report
213,Nantes,2024-10-06,26,@,Lyon,fr Ligue 1,L 0-2,0,2,-2,39,0,0,0,0,26,11,42.3,15,57.7,Match Report
214,Milan,2024-11-23,26,,Juventus,it Serie A,D 0-0,0,0,0,44,0,0,0,0,26,7,26.9,15,57.7,Match Report
215,Valencia,2025-02-22,26,,Atlético Madrid,es La Liga,L 0-3,0,3,-3,49,0,0,0,0,26,9,34.6,13,50.0,Match Report
216,Valencia,2025-02-02,26,,Celta Vigo,es La Liga,W 2-1,2,1,+1,46,2,0,0,0,26,8,30.8,13,50.0,Match Report
217,Juventus,2024-12-29,26,,Fiorentina,it Serie A,D 2-2,2,2,0,62,2,0,0,0,26,12,46.2,13,50.0,Match Report
218,Paris S-G,2024-09-21,26,@,Reims,fr Ligue 1,D 1-1,1,1,0,78,1,0,0,0,26,11,42.3,15,57.7,Match Report
219,Nott'ham Forest,2025-04-01,26,,Manchester Utd,eng Premier League,W 1-0,1,0,+1,32,1,0,0,0,26,15,57.7,10,38.5,Match Report
220,Parma,2025-01-31,26,,Lecce,it Serie A,L 1-3,1,3,-2,47,0,1,1,0,26,18,69.2,7,26.9,Match Report
221,Eint Frankfurt,2024-11-23,26,,Werder Bremen,de Bundesliga,W 1-0,1,0,+1,50,1,0,0,0,26,11,42.3,14,53.8,Match Report
222,Eint Frankfurt,2024-11-02,26,,Bochum,de Bundesliga,W 7-2,7,2,+5,64,7,0,0,0,26,10,38.5,16,61.5,Match Report
223,Betis,2025-01-18,26,,Alavés,es La Liga,L 1-3,1,3,-2,50,1,0,0,0,26,7,26.9,16,61.5,Match Report
224,Betis,2024-12-01,26,@,Real Sociedad,es La Liga,L 0-2,0,2,-2,59,0,0,0,0,26,7,26.9,10,38.5,Match Report
225,Lens,2024-10-19,26,@,Saint-Étienne,fr Ligue 1,W 2-0,2,0,+2,63,2,0,0,0,26,16,61.5,10,38.5,Match Report
226,Lens,2024-09-28,26,,Nice,fr Ligue 1,D 0-0,0,0,0,56,0,0,0,0,26,6,23.1,19,73.1,Match Report
227,Monaco,2024-12-07,26,,Toulouse,fr Ligue 1,W 2-0,2,0,+2,58,2,0,0,0,26,17,65.4,9,34.6,Match Report
228,Fulham,2025-01-05,26,,Ipswich Town,eng Premier League,D 2-2,2,2,0,73,0,2,2,0,26,12,46.2,7,26.9,Match Report
229,Lecce,2024-11-08,26,,Empoli,it Serie A,D 1-1,1,1,0,58,1,0,0,0,26,9,34.6,14,53.8,Match Report
230,Bayern Munich,2025-03-08,25,,Bochum,de Bundesliga,L 2-3,2,3,-1,73,2,0,1,1,25,11,44.0,13,52.0,Match Report
231,Bayern Munich,2025-01-25,25,@,Freiburg,de Bundesliga,W 2-1,2,1,+1,65,2,0,0,0,25,14,56.0,9,36.0,Match Report
232,Bayern Munich,2025-01-15,25,,Hoffenheim,de Bundesliga,W 5-0,5,0,+5,65,4,1,1,0,25,9,36.0,16,64.0,Match Report
233,Bayern Munich,2025-01-11,25,@,Gladbach,de Bundesliga,W 1-0,1,0,+1,67,0,1,1,0,25,11,44.0,12,48.0,Match Report
234,Nice,2025-03-01,25,@,Saint-Étienne,fr Ligue 1,W 3-1,3,1,+2,38,2,0,0,0,25,15,60.0,10,40.0,Match Report
235,Nice,2024-12-01,25,@,Lyon,fr Ligue 1,L 1-4,1,4,-3,47,1,0,0,0,25,12,48.0,12,48.0,Match Report
236,Nice,2024-10-20,25,@,Nantes,fr Ligue 1,D 1-1,1,1,0,57,1,0,0,0,25,10,40.0,13,52.0,Match Report
237,Valladolid,2025-03-29,25,@,Real Sociedad,es La Liga,L 1-2,1,2,-1,45,1,0,0,0,25,11,44.0,10,40.0,Match Report
238,Valladolid,2025-01-11,25,,Betis,es La Liga,W 1-0,1,0,+1,42,1,0,0,0,25,9,36.0,13,52.0,Match Report
239,Valladolid,2024-08-28,25,,Leganés,es La Liga,D 0-0,0,0,0,58,0,0,0,0,25,10,40.0,7,28.0,Match Report
240,Arsenal,2024-12-21,25,@,Crystal Palace,eng Premier League,W 5-1,5,1,+4,58,5,0,0,0,25,8,32.0,14,56.0,Match Report
241,Arsenal,2024-12-08,25,@,Fulham,eng Premier League,D 1-1,1,1,0,66,1,0,0,0,25,8,32.0,14,56.0,Match Report
242,Manchester Utd,2024-09-14,25,@,Southampton,eng Premier League,W 3-0,3,0,+3,56,3,0,0,0,25,14,56.0,7,28.0,Match Report
243,Barcelona,2025-03-30,25,,Girona,es La Liga,W 4-1,4,1,+3,69,3,0,0,0,25,13,52.0,12,48.0,Match Report
244,Barcelona,2025-02-17,25,,Rayo Vallecano,es La Liga,W 1-0,1,0,+1,59,0,1,1,0,25,16,64.0,6,24.0,Match Report
245,Barcelona,2024-12-21,25,,Atlético Madrid,es La Liga,L 1-2,1,2,-1,62,1,0,0,0,25,14,56.0,9,36.0,Match Report
246,Barcelona,2024-11-10,25,@,Real Sociedad,es La Liga,L 0-1,0,1,-1,69,0,0,0,0,25,14,56.0,8,32.0,Match Report
247,Montpellier,2025-03-30,25,@,Auxerre,fr Ligue 1,L 0-1,0,1,-1,47,0,0,0,0,25,14,56.0,8,32.0,Match Report
248,Como,2025-01-25,25,,Atalanta,it Serie A,L 1-2,1,2,-1,54,1,0,0,0,25,11,44.0,13,52.0,Match Report
249,Holstein Kiel,2025-03-16,25,@,Heidenheim,de Bundesliga,L 1-3,1,3,-2,61,1,0,0,0,25,10,40.0,12,48.0,Match Report
250,Tottenham,2025-01-19,25,@,Everton,eng Premier League,L 2-3,2,3,-1,64,2,0,0,0,25,13,52.0,11,44.0,Match Report
251,Toulouse,2024-11-10,25,@,Rennes,fr Ligue 1,W 2-0,2,0,+2,33,1,0,0,0,25,9,36.0,14,56.0,Match Report
252,Wolfsburg,2024-12-22,25,,Dortmund,de Bundesliga,L 1-3,1,3,-2,50,1,0,0,0,25,11,44.0,11,44.0,Match Report
253,Marseille,2024-08-17,25,@,Brest,fr Ligue 1,W 5-1,5,1,+4,50,3,2,2,0,25,8,32.0,15,60.0,Match Report
254,Stuttgart,2025-01-15,25,,RB Leipzig,de Bundesliga,W 2-1,2,1,+1,58,2,0,0,0,25,14,56.0,9,36.0,Match Report
255,Le Havre,2025-02-23,25,,Toulouse,fr Ligue 1,L 1-4,1,4,-3,54,1,0,0,0,25,7,28.0,15,60.0,Match Report
256,Angers,2025-04-05,25,@,Paris S-G,fr Ligue 1,L 0-1,0,1,-1,19,0,0,0,0,25,12,48.0,13,52.0,Match Report
257,Angers,2025-03-15,25,,Monaco,fr Ligue 1,L 0-2,0,2,-2,44,0,0,0,0,25,8,32.0,16,64.0,Match Report
258,Angers,2024-11-09,25,,Paris S-G,fr Ligue 1,L 2-4,2,4,-2,30,2,0,0,0,25,14,56.0,9,36.0,Match Report
259,Getafe,2024-11-04,25,@,Celta Vigo,es La Liga,L 0-1,0,1,-1,43,0,0,0,0,25,14,56.0,10,40.0,Match Report
260,West Ham,2025-02-27,25,,Leicester City,eng Premier League,W 2-0,2,0,+2,58,1,0,0,0,25,9,36.0,16,64.0,Match Report
261,Leganés,2025-03-02,25,,Getafe,es La Liga,W 1-0,1,0,+1,57,1,0,0,0,25,9,36.0,10,40.0,Match Report
262,Leganés,2025-02-09,25,@,Valencia,es La Liga,L 0-2,0,2,-2,56,0,0,0,0,25,8,32.0,16,64.0,Match Report
263,Reims,2024-12-14,25,,Monaco,fr Ligue 1,D 0-0,0,0,0,36,0,0,0,0,25,12,48.0,12,48.0,Match Report
264,Aston Villa,2024-11-03,25,@,Tottenham,eng Premier League,L 1-4,1,4,-3,49,1,0,0,0,25,14,56.0,10,40.0,Match Report
265,Wolves,2024-11-09,25,,Southampton,eng Premier League,W 2-0,2,0,+2,29,2,0,0,0,25,12,48.0,5,20.0,Match Report
266,Girona,2025-02-14,25,,Getafe,es La Liga,L 1-2,1,2,-1,71,1,0,0,0,25,11,44.0,11,44.0,Match Report
267,Girona,2024-09-21,25,@,Valencia,es La Liga,L 0-2,0,2,-2,67,0,0,0,0,25,10,40.0,11,44.0,Match Report
268,Atalanta,2024-09-24,25,,Como,it Serie A,L 2-3,2,3,-1,59,1,1,1,0,25,10,40.0,11,44.0,Match Report
269,Freiburg,2025-02-01,25,@,Bochum,de Bundesliga,W 1-0,1,0,+1,42,1,0,0,0,25,10,40.0,15,60.0,Match Report
270,Dortmund,2025-03-30,25,,Mainz 05,de Bundesliga,W 3-1,3,1,+2,44,3,0,0,0,25,9,36.0,16,64.0,Match Report
271,Dortmund,2024-09-13,25,,Heidenheim,de Bundesliga,W 4-2,4,2,+2,60,3,1,1,0,25,11,44.0,11,44.0,Match Report
272,Newcastle Utd,2024-12-14,25,,Leicester City,eng Premier League,W 4-0,4,0,+4,59,4,0,0,0,25,11,44.0,11,44.0,Match Report
273,Rennes,2024-09-27,25,@,Paris S-G,fr Ligue 1,L 1-3,1,3,-2,39,0,1,1,0,25,13,52.0,11,44.0,Match Report
274,Ipswich Town,2024-12-14,25,@,Wolves,eng Premier League,W 2-1,2,1,+1,46,1,0,0,0,25,11,44.0,8,32.0,Match Report
275,Manchester City,2025-03-08,25,@,Nott'ham Forest,eng Premier League,L 0-1,0,1,-1,69,0,0,0,0,25,13,52.0,5,20.0,Match Report
276,Manchester City,2024-12-01,25,@,Liverpool,eng Premier League,L 0-2,0,2,-2,56,0,0,0,0,25,13,52.0,10,40.0,Match Report
277,Manchester City,2024-11-09,25,@,Brighton,eng Premier League,L 1-2,1,2,-1,60,1,0,0,0,25,15,60.0,4,16.0,Match Report
278,Strasbourg,2025-01-05,25,,Auxerre,fr Ligue 1,W 3-1,3,1,+2,60,2,1,1,0,25,12,48.0,10,40.0,Match Report
279,Leverkusen,2025-03-28,25,,Bochum,de Bundesliga,W 3-1,3,1,+2,66,3,0,0,0,25,11,44.0,13,52.0,Match Report
280,Brentford,2025-02-02,25,,Tottenham,eng Premier League,L 0-2,0,2,-2,54,0,0,0,0,25,10,40.0,10,40.0,Match Report
281,Brentford,2024-12-21,25,,Nott'ham Forest,eng Premier League,L 0-2,0,2,-2,64,0,0,0,0,25,11,44.0,10,40.0,Match Report
282,Everton,2024-12-04,25,,Wolves,eng Premier League,W 4-0,4,0,+4,44,2,0,0,0,25,11,44.0,14,56.0,Match Report
283,Napoli,2025-02-23,25,@,Como,it Serie A,L 1-2,1,2,-1,58,1,0,0,0,25,9,36.0,12,48.0,Match Report
284,Atlético Madrid,2025-03-09,25,@,Getafe,es La Liga,L 1-2,1,2,-1,61,0,1,1,0,25,12,48.0,11,44.0,Match Report
285,Atlético Madrid,2024-12-08,25,,Sevilla,es La Liga,W 4-3,4,3,+1,57,4,0,0,0,25,12,48.0,12,48.0,Match Report
286,Milan,2025-03-02,25,,Lazio,it Serie A,L 1-2,1,2,-1,61,1,0,0,0,25,14,56.0,10,40.0,Match Report
287,Milan,2025-02-08,25,@,Empoli,it Serie A,W 2-0,2,0,+2,61,2,0,0,0,25,12,48.0,13,52.0,Match Report
288,Milan,2025-01-26,25,,Parma,it Serie A,W 3-2,3,2,+1,61,2,1,1,0,25,11,44.0,10,40.0,Match Report
289,Valencia,2024-12-07,25,,Rayo Vallecano,es La Liga,L 0-1,0,1,-1,60,0,0,0,0,25,12,48.0,9,36.0,Match Report
290,Juventus,2025-03-03,25,,Hellas Verona,it Serie A,W 2-0,2,0,+2,75,2,0,0,0,25,11,44.0,14,56.0,Match Report
291,Juventus,2024-09-14,25,@,Empoli,it Serie A,D 0-0,0,0,0,65,0,0,0,0,25,9,36.0,16,64.0,Match Report
292,Paris S-G,2025-02-15,25,@,Toulouse,fr Ligue 1,W 1-0,1,0,+1,76,1,0,0,0,25,12,48.0,12,48.0,Match Report
293,Real Sociedad,2025-03-16,25,@,Rayo Vallecano,es La Liga,D 2-2,2,2,0,45,2,0,0,0,25,15,60.0,8,32.0,Match Report
294,Real Sociedad,2024-10-06,25,,Atlético Madrid,es La Liga,D 1-1,1,1,0,66,1,0,0,0,25,14,56.0,6,24.0,Match Report
295,Nott'ham Forest,2025-02-23,25,@,Newcastle Utd,eng Premier League,L 3-4,3,4,-1,43,3,0,0,0,25,6,24.0,14,56.0,Match Report
296,Parma,2024-09-21,25,@,Lecce,it Serie A,D 2-2,2,2,0,61,2,0,0,0,25,11,44.0,11,44.0,Match Report
297,Celta Vigo,2025-03-31,25,,Las Palmas,es La Liga,D 1-1,1,1,0,61,1,0,0,0,25,12,48.0,10,40.0,Match Report
298,Betis,2025-02-08,25,@,Celta Vigo,es La Liga,L 2-3,2,3,-1,45,2,0,0,0,25,10,40.0,13,52.0,Match Report
299,Betis,2025-02-02,25,,Athletic Club,es La Liga,D 2-2,2,2,0,53,2,0,0,0,25,10,40.0,13,52.0,Match Report
300,Betis,2024-11-23,25,@,Valencia,es La Liga,L 2-4,2,4,-2,52,1,0,0,0,25,7,28.0,15,60.0,Match Report
301,Lecce,2024-10-05,25,@,Udinese,it Serie A,L 0-1,0,1,-1,45,0,0,0,0,25,10,40.0,12,48.0,Match Report
302,Osasuna,2024-12-08,24,,Alavés,es La Liga,D 2-2,2,2,0,60,2,0,0,0,24,10,41.7,10,41.7,Match Report
303,Udinese,2025-01-04,24,@,Hellas Verona,it Serie A,D 0-0,0,0,0,63,0,0,0,0,24,12,50.0,10,41.7,Match Report
304,Bayern Munich,2024-11-22,24,,Augsburg,de Bundesliga,W 3-0,3,0,+3,80,1,2,2,0,24,13,54.2,9,37.5,Match Report
305,Nice,2025-01-17,24,@,Lille,fr Ligue 1,L 1-2,1,2,-1,45,1,0,0,0,24,10,41.7,13,54.2,Match Report
306,Nice,2024-09-01,24,@,Angers,fr Ligue 1,W 4-1,4,1,+3,46,4,0,0,0,24,9,37.5,12,50.0,Match Report
307,Arsenal,2025-03-09,24,@,Manchester Utd,eng Premier League,D 1-1,1,1,0,68,1,0,0,0,24,9,37.5,14,58.3,Match Report
308,Arsenal,2025-02-15,24,@,Leicester City,eng Premier League,W 2-0,2,0,+2,60,2,0,0,0,24,14,58.3,8,33.3,Match Report
309,Heidenheim,2024-09-01,24,,Augsburg,de Bundesliga,W 4-0,4,0,+4,36,3,1,1,0,24,10,41.7,11,45.8,Match Report
310,Manchester Utd,2025-04-01,24,@,Nott'ham Forest,eng Premier League,L 0-1,0,1,-1,68,0,0,0,0,24,11,45.8,12,50.0,Match Report
311,Manchester Utd,2024-12-22,24,,Bournemouth,eng Premier League,L 0-3,0,3,-3,60,0,0,0,0,24,9,37.5,15,62.5,Match Report
312,Manchester Utd,2024-11-03,24,,Chelsea,eng Premier League,D 1-1,1,1,0,46,0,1,1,0,24,10,41.7,11,45.8,Match Report
313,Barcelona,2024-09-28,24,@,Osasuna,es La Liga,L 2-4,2,4,-2,73,2,0,0,0,24,12,50.0,10,41.7,Match Report
314,Barcelona,2024-08-31,24,,Valladolid,es La Liga,W 7-0,7,0,+7,70,7,0,0,0,24,12,50.0,10,41.7,Match Report
315,Monza,2025-02-01,24,,Hellas Verona,it Serie A,L 0-1,0,1,-1,66,0,0,0,0,24,13,54.2,11,45.8,Match Report
316,Monza,2024-12-09,24,,Udinese,it Serie A,L 1-2,1,2,-1,67,1,0,0,0,24,6,25.0,15,62.5,Match Report
317,Como,2025-01-14,24,,Milan,it Serie A,L 1-2,1,2,-1,52,1,0,0,0,24,8,33.3,11,45.8,Match Report
318,Mallorca,2024-08-24,24,@,Osasuna,es La Liga,L 0-1,0,1,-1,54,0,0,0,0,24,9,37.5,14,58.3,Match Report
319,Athletic Club,2025-02-16,24,@,Espanyol,es La Liga,D 1-1,1,1,0,61,1,0,0,0,24,4,16.7,16,66.7,Match Report
320,Athletic Club,2024-11-24,24,,Real Sociedad,es La Liga,W 1-0,1,0,+1,41,1,0,0,0,24,11,45.8,13,54.2,Match Report
321,Athletic Club,2024-09-15,24,@,Las Palmas,es La Liga,W 3-2,3,2,+1,36,3,0,0,0,24,13,54.2,11,45.8,Match Report
322,Gladbach,2024-12-14,24,,Holstein Kiel,de Bundesliga,W 4-1,4,1,+3,56,4,0,0,0,24,13,54.2,9,37.5,Match Report
323,Southampton,2025-03-08,24,@,Liverpool,eng Premier League,L 1-3,1,3,-2,29,1,0,0,0,24,13,54.2,10,41.7,Match Report
324,Southampton,2025-01-04,24,,Brentford,eng Premier League,L 0-5,0,5,-5,50,0,0,0,0,24,12,50.0,11,45.8,Match Report
325,Tottenham,2025-02-02,24,@,Brentford,eng Premier League,W 2-0,2,0,+2,46,1,0,0,0,24,10,41.7,12,50.0,Match Report
326,Tottenham,2024-10-06,24,@,Brighton,eng Premier League,L 2-3,2,3,-1,59,2,0,0,0,24,14,58.3,9,37.5,Match Report
327,Tottenham,2024-09-15,24,,Arsenal,eng Premier League,L 0-1,0,1,-1,63,0,0,0,0,24,7,29.2,13,54.2,Match Report
328,Tottenham,2024-08-24,24,,Everton,eng Premier League,W 4-0,4,0,+4,70,4,0,0,0,24,7,29.2,13,54.2,Match Report
329,Toulouse,2025-02-02,24,,Nice,fr Ligue 1,D 1-1,1,1,0,54,1,0,0,0,24,11,45.8,11,45.8,Match Report
330,Toulouse,2025-01-18,24,@,Lyon,fr Ligue 1,D 0-0,0,0,0,38,0,0,0,0,24,10,41.7,13,54.2,Match Report
331,Bournemouth,2025-02-15,24,@,Southampton,eng Premier League,W 3-1,3,1,+2,56,3,0,0,0,24,10,41.7,14,58.3,Match Report
332,Real Madrid,2025-03-29,24,,Leganés,es La Liga,W 3-2,3,2,+1,70,2,1,1,0,24,14,58.3,9,37.5,Match Report
333,Real Madrid,2024-10-19,24,@,Celta Vigo,es La Liga,W 2-1,2,1,+1,53,2,0,0,0,24,11,45.8,12,50.0,Match Report
334,St. Pauli,2024-09-22,24,,RB Leipzig,de Bundesliga,D 0-0,0,0,0,31,0,0,0,0,24,11,45.8,11,45.8,Match Report
335,Marseille,2024-12-01,24,,Monaco,fr Ligue 1,W 2-1,2,1,+1,63,1,1,1,0,24,8,33.3,15,62.5,Match Report
336,Marseille,2024-11-08,24,,Auxerre,fr Ligue 1,L 1-3,1,3,-2,74,0,1,1,0,24,10,41.7,12,50.0,Match Report
337,Marseille,2024-10-20,24,@,Montpellier,fr Ligue 1,W 5-0,5,0,+5,65,5,0,0,0,24,10,41.7,13,54.2,Match Report
338,Auxerre,2025-01-19,24,@,Angers,fr Ligue 1,L 0-2,0,2,-2,52,0,0,0,0,24,9,37.5,11,45.8,Match Report
339,Auxerre,2025-01-10,24,,Lille,fr Ligue 1,D 0-0,0,0,0,30,0,0,0,0,24,12,50.0,12,50.0,Match Report
340,Angers,2024-09-22,24,,Nantes,fr Ligue 1,D 1-1,1,1,0,50,0,1,1,0,24,9,37.5,15,62.5,Match Report
341,Angers,2024-08-18,24,,Lens,fr Ligue 1,L 0-1,0,1,-1,42,0,0,0,0,24,8,33.3,15,62.5,Match Report
342,Lazio,2025-01-26,24,,Fiorentina,it Serie A,L 1-2,1,2,-1,70,1,0,0,0,24,10,41.7,13,54.2,Match Report
343,Getafe,2025-03-02,24,@,Leganés,es La Liga,L 0-1,0,1,-1,43,0,0,0,0,24,6,25.0,13,54.2,Match Report
344,Getafe,2024-09-01,24,,Real Sociedad,es La Liga,D 0-0,0,0,0,53,0,0,0,0,24,11,45.8,13,54.2,Match Report
345,West Ham,2024-11-09,24,,Everton,eng Premier League,D 0-0,0,0,0,49,0,0,0,0,24,7,29.2,12,50.0,Match Report
346,West Ham,2024-09-21,24,,Chelsea,eng Premier League,L 0-3,0,3,-3,53,0,0,0,0,24,9,37.5,11,45.8,Match Report
347,West Ham,2024-09-14,24,@,Fulham,eng Premier League,D 1-1,1,1,0,46,1,0,0,0,24,9,37.5,6,25.0,Match Report
348,Reims,2024-11-03,24,@,Toulouse,fr Ligue 1,L 0-1,0,1,-1,49,0,0,0,0,24,11,45.8,9,37.5,Match Report
349,Reims,2024-10-20,24,@,Auxerre,fr Ligue 1,L 1-2,1,2,-1,65,1,0,0,0,24,16,66.7,8,33.3,Match Report
350,Reims,2024-09-01,24,,Rennes,fr Ligue 1,W 2-1,2,1,+1,53,2,0,0,0,24,10,41.7,12,50.0,Match Report
351,Liverpool,2025-02-26,24,,Newcastle Utd,eng Premier League,W 2-0,2,0,+2,61,2,0,0,0,24,8,33.3,14,58.3,Match Report
352,Liverpool,2025-01-25,24,,Ipswich Town,eng Premier League,W 4-1,4,1,+3,70,4,0,0,0,24,16,66.7,7,29.2,Match Report
353,Aston Villa,2025-04-05,24,,Nott'ham Forest,eng Premier League,W 2-1,2,1,+1,52,2,0,0,0,24,9,37.5,10,41.7,Match Report
354,Aston Villa,2024-11-23,24,,Crystal Palace,eng Premier League,D 2-2,2,2,0,69,2,0,1,1,24,12,50.0,9,37.5,Match Report
355,Aston Villa,2024-09-21,24,,Wolves,eng Premier League,W 3-1,3,1,+2,53,3,0,0,0,24,9,37.5,11,45.8,Match Report
356,Wolves,2025-02-25,24,,Fulham,eng Premier League,L 1-2,1,2,-1,60,1,0,0,0,24,10,41.7,10,41.7,Match Report
357,Wolves,2024-11-23,24,@,Fulham,eng Premier League,W 4-1,4,1,+3,41,4,0,0,0,24,10,41.7,11,45.8,Match Report
358,Wolves,2024-10-26,24,@,Brighton,eng Premier League,D 2-2,2,2,0,49,2,0,0,0,24,12,50.0,9,37.5,Match Report
359,Atalanta,2025-01-14,24,,Juventus,it Serie A,D 1-1,1,1,0,60,1,0,0,0,24,14,58.3,9,37.5,Match Report
360,Empoli,2024-08-31,24,@,Bologna,it Serie A,D 1-1,1,1,0,31,1,0,0,0,24,13,54.2,4,16.7,Match Report
361,RB Leipzig,2024-09-14,24,,Union Berlin,de Bundesliga,D 0-0,0,0,0,67,0,0,1,1,24,9,37.5,11,45.8,Match Report
362,Dortmund,2024-12-15,24,,Hoffenheim,de Bundesliga,D 1-1,1,1,0,54,1,0,0,0,24,8,33.3,10,41.7,Match Report
363,Dortmund,2024-11-23,24,,Freiburg,de Bundesliga,W 4-0,4,0,+4,59,4,0,0,0,24,14,58.3,9,37.5,Match Report
364,Dortmund,2024-10-18,24,,St. Pauli,de Bundesliga,W 2-1,2,1,+1,74,2,0,0,0,24,10,41.7,12,50.0,Match Report
365,Dortmund,2024-10-05,24,@,Union Berlin,de Bundesliga,L 1-2,1,2,-1,67,1,0,0,0,24,10,41.7,14,58.3,Match Report
366,Rennes,2025-02-08,24,@,Saint-Étienne,fr Ligue 1,W 2-0,2,0,+2,47,2,0,0,0,24,15,62.5,7,29.2,Match Report
367,Bochum,2025-02-01,24,,Freiburg,de Bundesliga,L 0-1,0,1,-1,58,0,0,0,0,24,2,8.3,22,91.7,Match Report
368,Manchester City,2024-12-26,24,,Everton,eng Premier League,D 1-1,1,1,0,66,1,0,1,1,24,13,54.2,8,33.3,Match Report
369,Manchester City,2024-09-28,24,@,Newcastle Utd,eng Premier League,D 1-1,1,1,0,62,1,0,0,0,24,13,54.2,7,29.2,Match Report
370,Lille,2025-03-08,24,,Montpellier,fr Ligue 1,W 1-0,1,0,+1,76,1,0,0,0,24,11,45.8,9,37.5,Match Report
371,Lille,2024-11-01,24,,Lyon,fr Ligue 1,D 1-1,1,1,0,47,1,0,0,0,24,10,41.7,13,54.2,Match Report
372,Brentford,2024-10-19,24,@,Manchester Utd,eng Premier League,L 1-2,1,2,-1,50,1,0,0,0,24,12,50.0,12,50.0,Match Report
373,Brighton,2025-04-02,24,,Aston Villa,eng Premier League,L 0-3,0,3,-3,56,0,0,0,0,24,6,25.0,16,66.7,Match Report
